height,id,birthday,player_fifa_id,player_id,weight,player_name
182.88,49,1990-03-20 00:00:00,189568,148827,165,Abdoulwahid Sissoko
182.88,50,1991-12-27 00:00:00,197901,173011,168,Abdourahman Dampha
182.88,51,1989-02-10 00:00:00,190193,419681,190,Abdul Aziz Tetteh
172.72,52,1991-09-19 00:00:00,198420,196947,157,Abdul Majeed Waris
182.88,53,1987-02-27 00:00:00,184768,89405,154,Abdul Osman
177.8,54,1994-07-02 00:00:00,209620,324910,154,Abdul Rahman Baba
172.72,55,1986-05-25 00:00:00,180316,67952,146,Abdul-Yakinu Iddi
182.88,56,1981-08-06 00:00:00,157191,31012,172,Abdulkader Keita
175.26,57,1985-11-02 00:00:00,210766,176301,172,Abdulla Fatadi
187.96,58,1992-12-25 00:00:00,207716,307227,165,Abdullah Al Hafith
175.26,59,1987-01-01 00:00:00,192670,176302,157,Abdullah Omar
180.34,60,1993-03-12 00:00:00,229026,525595,159,Abdullahi Shehu
185.42,61,1985-01-06 00:00:00,177974,24385,176,Abel Aguilar
182.88,62,1982-02-20 00:00:00,111085,29904,165,Abel Gomez
185.42,63,1990-08-08 00:00:00,188484,105548,161,Abel Hernandez
185.42,64,1990-01-06 00:00:00,208005,172875,179,Abel Issa Camara
180.34,65,1992-11-09 00:00:00,207541,302985,148,Abel Khaled
182.88,66,1990-12-05 00:00:00,202153,240556,170,Abel Tamata
177.8,67,1978-12-22 00:00:00,17880,40938,165,Abel
187.96,68,1982-04-15 00:00:00,159580,37422,174,Abella Perez Damia
180.34,69,1988-02-03 00:00:00,187175,114503,165,Abiola Dauda
193.04,70,1986-05-11 00:00:00,163423,27277,168,Abou Diaby
193.04,71,1983-10-05 00:00:00,138675,181344,185,Aboubacar Tandia
177.8,72,1995-03-07 00:00:00,225541,581141,168,Aboubakar Kamara
182.88,73,1987-04-01 00:00:00,218548,80592,168,Aboubakar Oumarou
177.8,74,1985-07-16 00:00:00,159566,165706,176,Abraham Gonzalez
180.34,75,1986-07-25 00:00:00,199724,210453,154,Abraham Guie Gneki
182.88,76,1985-02-25 00:00:00,202600,208635,179,Abraham Kudemor
175.26,77,1986-02-22 00:00:00,198840,213695,157,Abraham Minero
177.8,78,1979-03-14 00:00:00,114663,33715,165,Abraham Paz Cruz
185.42,79,1982-07-14 00:00:00,163901,41489,174,Achille Coser
180.34,80,1982-06-05 00:00:00,112392,25571,170,Achille Emana
175.26,81,1996-01-26 00:00:00,229149,660145,157,Achille Vaarnold
177.8,82,1983-12-06 00:00:00,171405,45960,152,Achmed Ahahaoui
182.88,83,1992-09-22 00:00:00,206161,293235,168,Achraf Lazaar
177.8,84,1983-04-29 00:00:00,140730,34487,165,Aco Stojkov
190.5,85,1983-04-14 00:00:00,158505,26331,187,Adailton
175.26,86,1977-01-24 00:00:00,4769,41749,161,Adailton
182.88,87,1997-05-31 00:00:00,231638,495841,172,Adalberto Penaranda
172.72,88,1997-02-10 00:00:00,221841,519835,152,Adam Armstrong
185.42,89,1982-12-25 00:00:00,189047,68840,174,Adam Banas
182.88,90,1985-09-07 00:00:00,177129,27534,174,Adam Bodzek
193.04,91,1987-09-27 00:00:00,184585,157303,198,Adam Bogdan
177.8,92,1995-06-09 00:00:00,224355,563198,141,Adam Brown
190.5,93,1996-07-12 00:00:00,224438,557396,172,Adam Buksa
170.18,94,1995-01-01 00:00:00,206567,365666,161,Adam Campbell
190.5,95,1984-12-09 00:00:00,53363,180197,172,Adam Collin
187.96,96,1993-03-03 00:00:00,200743,310346,172,Adam Cummins
182.88,97,1987-12-15 00:00:00,180440,68962,179,Adam Danch
185.42,98,1993-06-24 00:00:00,212988,429870,181,Adam Deja
180.34,99,1978-08-29 00:00:00,101882,23133,161,Adam Drury
177.8,100,1993-09-09 00:00:00,205162,420209,152,Adam Drury
187.96,101,1991-04-29 00:00:00,208345,308280,170,Adam Duda
185.42,102,1995-09-25 00:00:00,211362,361712,176,Adam Dzwigala
187.96,103,1985-01-31 00:00:00,164853,38617,198,Adam Federici
182.88,104,1987-08-07 00:00:00,209453,173993,168,Adam Fraczczak
180.34,105,1991-03-06 00:00:00,209439,277313,132,Adam Gyurcso
177.8,106,1988-01-25 00:00:00,169568,40568,163,Adam Hammill
177.8,107,1994-06-14 00:00:00,205485,281079,170,Adam Henley
187.96,108,1988-12-20 00:00:00,181205,89240,168,Adam Hlousek
175.26,109,1987-07-14 00:00:00,165740,24159,139,Adam Johnson
180.34,110,1995-10-11 00:00:00,212388,414208,165,Adam King
187.96,111,1986-10-06 00:00:00,174665,43317,181,Adam Kokoszka
172.72,112,1988-05-10 00:00:00,180819,37234,161,Adam Lallana
175.26,113,1986-12-02 00:00:00,163828,24952,161,Adam Le Fondre
175.26,114,1993-07-20 00:00:00,200223,209372,143,Adam Maher
182.88,115,1988-09-28 00:00:00,179055,69518,181,Adam Marciniak
177.8,116,1992-10-17 00:00:00,224031,478447,179,Adam Marusic
187.96,117,1994-01-02 00:00:00,225410,500502,172,Adam Masina
177.8,118,1992-01-13 00:00:00,193768,170593,157,Adam Matthews
180.34,119,1989-02-14 00:00:00,192471,185336,165,Adam Matuschyk
177.8,120,1986-06-30 00:00:00,179710,69249,154,Adam Mojta
177.8,121,1994-04-21 00:00:00,205864,407308,157,Adam Morgan
190.5,122,1985-09-02 00:00:00,184433,12245,198,Adam Nemec
172.72,123,1996-11-11 00:00:00,231242,684978,141,Adam Ounas
182.88,124,1992-09-27 00:00:00,211185,306507,159,Adam Pazio
190.5,125,1988-06-12 00:00:00,201176,73078,185,Adam Pinter
177.8,126,1988-04-21 00:00:00,176941,31916,172,Adam Rooney
177.8,127,1997-04-30 00:00:00,224303,555649,157,Adam Ryczkowski
182.88,128,1988-12-28 00:00:00,192323,158861,161,Adam Sarota
180.34,129,1991-04-29 00:00:00,190885,160447,179,Adam Smith
193.04,130,1987-12-09 00:00:00,184789,36774,201,Adam Szalai
182.88,131,1993-06-02 00:00:00,202676,243068,152,Adam Taggart
180.34,132,1988-09-09 00:00:00,170046,71359,165,Adam Vass
182.88,133,1993-12-06 00:00:00,219695,495942,174,Adam Waszkiewicz
177.8,134,1993-08-27 00:00:00,205947,287224,150,Adama Ba
185.42,135,1980-09-10 00:00:00,5440,26136,183,Adama Coulibaly
193.04,136,1989-11-30 00:00:00,194952,164360,176,Adama Francois
187.96,137,1992-06-18 00:00:00,200353,357881,205,Adama Soumaoro
170.18,138,1990-02-03 00:00:00,193177,181211,161,Adama Traore
177.8,139,1995-06-28 00:00:00,225151,533212,159,Adama Traore
187.96,140,1981-08-14 00:00:00,184368,103866,172,Adamo Coulibaly
180.34,141,1989-05-24 00:00:00,179605,47394,172,Adel Taarabt
182.88,142,1991-09-29 00:00:00,190544,155738,163,Adem Ljajic
193.04,143,1989-04-09 00:00:00,213374,361710,183,Aderlan Santos
177.8,144,1990-08-18 00:00:00,223844,568920,157,Aderlan
187.96,145,1986-10-06 00:00:00,185171,45816,187,Adil Auassar
182.88,146,1988-02-21 00:00:00,177615,37249,172,Adil Chihi
182.88,147,1986-06-27 00:00:00,177713,40012,154,Adil Hermach
190.5,148,1985-12-27 00:00:00,183280,77741,194,Adil Rami
177.8,149,1977-07-14 00:00:00,2115,38612,163,Adil Ramzi
193.04,150,1982-01-01 00:00:00,200794,164115,194,Adilson
190.5,151,1987-03-18 00:00:00,212107,276701,198,Adis Jahovic
177.8,152,1985-11-12 00:00:00,183385,131409,179,Adlene Guedioura
182.88,153,1986-08-25 00:00:00,190714,116788,176,Admir Aganovic
182.88,154,1991-03-16 00:00:00,188770,132844,176,Admir Mehmedi
180.34,155,1984-02-10 00:00:00,156656,45815,157,Adnan Alisic
185.42,156,1978-04-16 00:00:00,159339,39875,183,Adnan Custovic
182.88,157,1995-02-05 00:00:00,208330,449241,165,Adnan Januzaj
193.04,158,1982-04-10 00:00:00,139305,43049,185,Adnan Mravac
177.8,159,1992-11-30 00:00:00,203377,261599,159,Adnane Tighadouini
180.34,160,1988-12-01 00:00:00,189658,154950,172,Adrian Basta
165.1,161,1991-04-16 00:00:00,194769,182107,137,Adrian Blad
182.88,162,1988-06-23 00:00:00,186629,121643,179,Adrian Chomiuk
172.72,163,1984-11-17 00:00:00,171732,102572,154,Adrian Colunga
177.8,164,1983-11-30 00:00:00,152920,43348,161,Adrian Cristea
177.8,165,1987-05-14 00:00:00,206628,113604,181,Adrian Daniel Calello
172.72,166,1992-05-07 00:00:00,219953,482331,146,Adrian Embarba
182.88,167,1988-05-25 00:00:00,178616,40501,168,Adrian Gonzalez
167.64,168,1989-02-03 00:00:00,193600,178574,141,Adrian Gunino
187.96,169,1981-04-01 00:00:00,165003,78537,165,Adrian Klepczynski
182.88,170,1988-01-08 00:00:00,173818,45744,161,Adrian Lopez
177.8,171,1986-10-03 00:00:00,172953,23358,179,Adrian Mariappa
180.34,172,1997-01-09 00:00:00,224921,571685,161,Adrian Marin
190.5,173,1983-12-01 00:00:00,148572,105526,185,Adrian Mrowiec
182.88,174,1979-08-01 00:00:00,184410,39311,168,Adrian Mutu
182.88,175,1989-11-10 00:00:00,187850,112976,168,Adrian Nikci
180.34,176,1987-08-19 00:00:00,188910,116881,165,Adrian Paluchowski
180.34,177,1990-10-07 00:00:00,201170,239253,154,Adrian Rakowski
185.42,178,1986-01-22 00:00:00,176619,50345,165,Adrian Ramos
175.26,179,1993-01-19 00:00:00,211267,323385,143,Adrian Ricardo Centurion
167.64,180,1978-06-30 00:00:00,169383,42431,159,Adrian Ricchiuti
180.34,181,1990-10-13 00:00:00,195012,183482,172,Adrian Sardinero Corpa
177.8,182,1991-02-11 00:00:00,192072,168047,146,Adrian Stoian
177.8,183,1986-07-08 00:00:00,184549,114790,165,Adrian Winter
187.96,184,1987-01-31 00:00:00,194911,169756,170,Adrian
185.42,185,1991-01-11 00:00:00,193351,167648,170,Adriano De Pierro
187.96,186,1983-03-12 00:00:00,205122,280969,172,Adriano Facchini
177.8,187,1979-12-10 00:00:00,163653,39190,179,Adriano Ferreira Pinto
185.42,188,1987-12-09 00:00:00,193874,172172,190,Adriano Jose de Lara
180.34,189,1982-04-03 00:00:00,135530,39199,165,Adriano Pereira da Silva
185.42,190,1987-06-06 00:00:00,137419,38122,159,Adriano Russo
175.26,191,1982-01-21 00:00:00,183243,121923,168,Adriano
187.96,192,1982-02-17 00:00:00,106019,30690,194,Adriano
172.72,193,1984-10-26 00:00:00,164082,33992,161,Adriano
182.88,194,1980-01-29 00:00:00,152769,41109,176,Adriano
172.72,195,1988-08-25 00:00:00,191221,171737,146,Adrien Goni
175.26,196,1994-01-19 00:00:00,215245,447107,137,Adrien Hunou
187.96,197,1995-04-03 00:00:00,210008,352879,157,Adrien Rabiot
177.8,198,1993-06-13 00:00:00,224823,557353,150,Adrien Rawyler
167.64,199,1991-08-22 00:00:00,197081,188413,146,Adrien Regattin
175.26,200,1989-03-15 00:00:00,184826,40930,152,Adrien Silva
177.8,201,1993-12-10 00:00:00,208787,317062,159,Adrien Thomasson
172.72,202,1991-03-03 00:00:00,203886,242719,159,Adrien Trebel
175.26,203,1994-08-10 00:00:00,205008,263276,157,Adryan
185.42,204,1981-01-30 00:00:00,53056,35608,163,"Afonso Alves,24"
170.18,205,1993-01-06 00:00:00,223293,361711,139,Afonso
177.8,206,1992-01-05 00:00:00,201223,213366,154,Afriyie Acquah
175.26,207,1993-12-30 00:00:00,213937,441441,152,Ager Aketxe
177.8,208,1988-08-29 00:00:00,206396,118883,157,Agim Ibraimi
182.88,209,1989-11-20 00:00:00,187338,119305,174,Agon Mehmeti
185.42,210,1991-11-03 00:00:00,219647,256728,174,Agustin Vuletich
180.34,211,1981-01-19 00:00:00,138539,45872,165,Ahmed Ammi
182.88,212,1984-12-26 00:00:00,177529,41399,165,Ahmed Apimah Barusso
182.88,213,1995-08-03 00:00:00,220968,513810,172,Ahmed El Messaoudi
182.88,214,1987-09-09 00:00:00,191005,111930,172,Ahmed El Mohamady
172.72,215,1990-07-21 00:00:00,219913,561140,148,Ahmed Hamoudi
190.5,216,1993-03-05 00:00:00,210259,403003,187,Ahmed Hassan Koka
195.58,217,1991-01-25 00:00:00,210648,297556,183,Ahmed Hegazy
185.42,218,1985-06-28 00:00:00,172423,41182,181,Ahmed Kantari
177.8,219,1988-11-18 00:00:00,188825,120917,168,Ahmed Kashi
167.64,220,1992-10-14 00:00:00,201818,232103,152,Ahmed Musa
185.42,221,1984-03-13 00:00:00,195843,174597,174,Ahmed Saied Okka
182.88,222,1986-05-20 00:00:00,163658,174600,190,Ahmed Samir Farag
182.88,223,1990-01-13 00:00:00,188795,148953,168,Ahmed Soukouna
182.88,224,1995-03-07 00:00:00,213932,441166,165,Ahmet Ozcan
165.1,225,1995-08-15 00:00:00,216204,410141,143,Aidan Connolly
175.26,226,1997-02-05 00:00:00,227760,582500,143,Aidan Nesbitt
172.72,227,1992-05-24 00:00:00,197939,199829,150,Aiden Chippendale
177.8,228,1986-04-04 00:00:00,155885,32448,157,Aiden McGeady
175.26,229,1978-01-02 00:00:00,1323,34319,163,Aimo Stefano Diana
180.34,230,1987-10-21 00:00:00,194076,213737,172,Airam Cabrera
180.34,231,1990-02-21 00:00:00,187954,133535,170,Airton
193.04,232,1988-01-11 00:00:00,188132,128843,198,Aislan
182.88,233,1996-12-13 00:00:00,233642,715642,161,Aissa Laidouni
182.88,234,1991-10-22 00:00:00,201143,210683,172,Aissa Mandi
177.8,235,1987-10-02 00:00:00,193364,185301,154,Aitor Nunez
187.96,236,1976-11-28 00:00:00,9639,33993,170,Aitor Ocio
182.88,237,1982-11-22 00:00:00,109693,24160,183,Aiyegbeni Yakubu
177.8,238,1992-01-18 00:00:00,202271,243127,161,Akaki Gogia
172.72,239,1986-06-13 00:00:00,201971,20771,154,Akihiro Ienaga
182.88,240,1992-07-21 00:00:00,202373,244128,154,Akoete Eninful
180.34,241,1982-05-07 00:00:00,172176,23163,163,Akos Buzsaky
187.96,242,1981-01-31 00:00:00,151473,31255,176,Akpo Sodje
172.72,243,1983-04-15 00:00:00,198781,127255,163,Akwetey Mensah
187.96,244,1981-09-26 00:00:00,53027,33451,179,Alaeddine Yahia
177.8,245,1983-08-15 00:00:00,169072,26085,154,Alain Cantareil
190.5,246,1982-02-06 00:00:00,49939,34268,194,Alain Nef
182.88,247,1989-11-17 00:00:00,209352,182847,159,Alain Pierre Mendy
182.88,248,1983-02-01 00:00:00,52778,36785,172,Alain Rochat
175.26,249,1983-02-17 00:00:00,138421,67393,165,Alain Schultz
175.26,250,1988-12-31 00:00:00,178036,34417,161,Alain Traore
180.34,251,1990-08-21 00:00:00,184261,95220,148,Alain Wiss
185.42,252,1974-04-03 00:00:00,4246,32693,172,Alan Combe
182.88,253,1982-10-09 00:00:00,140307,32547,154,Alan Gow
175.26,254,1976-01-13 00:00:00,36846,37085,159,Alan Haydock
187.96,255,1991-06-19 00:00:00,229983,267728,181,Alan Henrique
185.42,256,1984-11-30 00:00:00,139533,32870,161,Alan Hutton
187.96,257,1989-01-12 00:00:00,184858,92935,176,Alan Kardec
187.96,258,1982-05-19 00:00:00,110606,14100,203,Alan Mannus
182.88,259,1989-01-01 00:00:00,173681,32845,165,Alan Martin
180.34,260,1978-08-08 00:00:00,13354,23081,161,Alan Maybury
177.8,261,1985-02-20 00:00:00,164980,24024,157,Alan O'Brien
180.34,262,1993-05-24 00:00:00,229248,667963,163,Alan Schons
180.34,263,1980-10-28 00:00:00,13739,30248,179,Alan Smith
185.42,264,1982-09-02 00:00:00,158087,23881,187,Alan Tate
190.5,265,1994-02-19 00:00:00,208614,312585,187,Alan Uryga
180.34,266,1979-09-19 00:00:00,20556,25926,154,Alan
175.26,267,1995-02-19 00:00:00,225676,441173,132,Alassane Diallo
180.34,268,1993-03-10 00:00:00,206467,294859,174,Alassane Plea
182.88,269,1992-01-26 00:00:00,192731,289250,161,Alassane Tambe
182.88,270,1989-02-09 00:00:00,188706,160220,161,Alassane Toure
187.96,271,1979-09-14 00:00:00,188382,121488,181,Alban Joinel
193.04,272,1999-01-23 00:00:00,231691,698273,170,Alban Lafont
175.26,273,1986-04-26 00:00:00,203822,94883,168,Alban Meha
187.96,274,1990-10-20 00:00:00,229013,177689,179,Alban Pnishi
193.04,275,1977-11-09 00:00:00,14907,37503,196,Albano Benjamin Bizzarri
193.04,276,1985-03-19 00:00:00,176407,41173,179,Albert Baning
177.8,277,1983-11-29 00:00:00,144050,35831,165,Albert Bunjaku
165.1,278,1982-05-13 00:00:00,110375,45605,143,Albert Crusat
182.88,279,1980-10-19 00:00:00,14510,37483,157,Albert Meyong Ze
175.26,280,1996-09-09 00:00:00,212030,396912,143,Albert Rafetraniaina
187.96,281,1982-04-15 00:00:00,110652,37920,183,Albert Riera
180.34,282,1994-07-07 00:00:00,210423,484858,143,Albert Rusnak
180.34,283,1980-03-28 00:00:00,113441,36066,174,Albert Streit
185.42,284,1984-07-07 00:00:00,103935,27694,174,Alberto Aquilani
187.96,285,1989-01-27 00:00:00,191688,107929,176,Alberto Botia
187.96,286,1991-08-19 00:00:00,210358,299879,163,Alberto Brignoli
177.8,287,1988-03-20 00:00:00,178087,41168,141,Alberto Bueno
187.96,288,1979-05-29 00:00:00,110638,38395,148,Alberto Cifuentes
182.88,289,1985-12-02 00:00:00,172013,47565,181,Alberto De la Bella
185.42,290,1967-01-23 00:00:00,2431,39425,161,Alberto Fontana
190.5,291,1988-07-21 00:00:00,173023,30143,187,"Alberto Frison,18"
182.88,292,1985-02-09 00:00:00,186681,102394,170,Alberto Garcia
182.88,293,1982-07-05 00:00:00,5879,30881,174,Alberto Gilardino
180.34,294,1983-09-17 00:00:00,178492,42460,170,Alberto Giuliatto
182.88,295,1995-03-07 00:00:00,220475,575364,165,Alberto Grassi
182.88,296,1990-07-29 00:00:00,198474,543020,163,Alberto Guitian
185.42,297,1980-05-05 00:00:00,110341,37451,179,Alberto Lopo
182.88,298,1978-03-11 00:00:00,8741,32763,176,"Alberto Luque,21"
187.96,299,1974-12-02 00:00:00,123617,39743,183,Alberto Maria Fontana
170.18,300,1992-07-05 00:00:00,205566,314605,143,Alberto Moreno
