company_id,employee_count,follower_count,time_recorded
19264941,430,7876,1712349898
166209,19910,144677,1712349898
22503,282,144807,1712349898
101726330,0,14,1712349898
14631354,327,123366,1712349898
86265278,2873,33756,1712349898
40894,1960,291813,1712349898
3283566,56,2439,1712349972
1070686,220,123521,1712349972
36676,208,104344,1712349972
1670,12470,111475,1712349972
9511,2368,28623,1712349972
90912229,22,292,1712349972
71350,1782,248038,1712349972
760983,2694,21242,1712349972
9463631,37,407,1712349972
19022,7477,447130,1712349972
906633,26,31238,1712350047
2563046,409,18225,1712350047
221519,689,9440,1712350047
11420962,6251,130453,1712350047
11779403,233,52666,1712350047
8584,13115,353296,1712350047
1210593,4073,43459,1712350047
6460,13954,938459,1712350047
77158779,32,34877,1712350122
936584,1470,22585,1712350122
15357,662,14128,1712350122
14592418,3380,59436,1712350122
1682895,2050,21555,1712350122
1118373,1685,13726,1712350122
44960,1382,34429,1712350122
3178,86960,1817098,1712350122
141230,197,1578,1712350122
166716,2345,35640,1712350122
229786,3214,151753,1712350122
35682513,3,2108,1712350122
92489,365,2714,1712350122
5998,21190,243554,1712350122
19784,5081,78697,1712350122
76943993,88,1304,1712350122
15233663,111,434,1712350122
148877,178,17262,1712350197
2816718,7,2401,1712350197
37268,1026,8000,1712350197
40783,207,168489,1712350197
16690,2211,332234,1712350197
77318089,578,12155,1712350197
102989,156,18369,1712350197
14352,745,500953,1712350197
1311272,198,568,1712350197
1281852,167,61512,1712350197
27193097,86,7598,1712350197
3140,10632,160667,1712350197
315817,16709,106373,1712350197
1072429,204,54172,1712350271
1552579,832,20052,1712350271
1050905,180,4310,1712350271
87145671,78,1175,1712350271
75756975,32,767,1712350271
79482021,59,14621,1712350271
11695207,266,4267,1712350271
162536,5248,26183,1712350271
5140,18102,1147895,1712350271
1154342,2082,47490,1712350271
108854,1172,14563,1712350271
2227,55798,1857158,1712350271
84954827,35,4765,1712350271
11553420,1117,137054,1712350271
1415,67241,1410929,1712350271
78653,401,32651,1712350347
38951,106,12429,1712350347
1512982,647,40252,1712350347
33269,2162,26604,1712350347
1431241,88,13650,1712350347
35462987,526,36293,1712350347
1687254,5133,68714,1712350347
932766,2395,9076,1712350347
10341654,1344,15638,1712350347
19076380,30,36510,1712350347
3248626,448,27170,1712350347
1257837,1318,86550,1712350421
66932,26,2549,1712350421
35074,1700,45195,1712350421
25877,806,20149,1712350421
1539,35551,1092057,1712350421
91369327,5,194,1712350421
4411,20440,474845,1712350421
67146614,14,284,1712350421
13285,7982,53584,1712350421
37857,1139,26468,1712350421
33185140,111,9084,1712350421
166632,14290,431580,1712350421
5410,22094,329122,1712350421
35691529,12,51,1712350421
91449377,3,3385,1712350421
50625,2187,169101,1712350421
163828,16013,81850,1712350495
737010,11026,584872,1712350495
19241,266,42236,1712350495
10464447,70,4497,1712350495
5697,9378,296595,1712350569
2978540,47,1709,1712350569
15080647,116,11442,1712350569
6738,5416,33903,1712350569
65278424,163,66649,1712350569
1621615,151,10134,1712350569
3715929,4,476,1712350569
21273,2654,31902,1712350569
10378739,9,31,1712350569
101169414,0,5,1712350569
3223482,4340,52685,1712350644
30324,1460,341693,1712350644
81560130,9,778,1712350644
1658,15888,148301,1712350644
11700629,35,658,1712350644
93783517,10,18,1712350644
18506580,374,22770,1712350644
20167,874,27501,1712350644
7803213,24,3966,1712350644
9626,19880,37379,1712350644
6592912,82,272916,1712350644
6560,7004,218365,1712350644
74899775,250,8705,1712350644
1002773,11417,78763,1712350644
68304603,34,5810,1712350718
40598,184,15196,1712350718
84647,114,2150,1712350718
279728,31,50174,1712350718
13769,3855,55273,1712350718
6959,1804,64850,1712350718
150048,1089,26329,1712350718
38489,458,28039,1712350718
49151727,491,6377,1712350792
16181713,132,16529,1712350792
86694680,2527,582402,1712350792
1828,57707,1042369,1712350792
24597,2882,46695,1712350792
15400080,29,50,1712350792
10540544,63,32446,1712350792
1028156,324,201633,1712350792
82333881,164,1878,1712350792
167024,10566,336259,1712350866
69502296,422,24951,1712350866
371279,29,5027,1712350866
200685,242,14681,1712350866
7488,10848,97836,1712350866
5085,8292,359637,1712350866
8047188,83,27148,1712350866
16589,4517,53526,1712350866
584081,124,3221,1712350866
1828593,37,10193,1712350866
65633769,679,9267,1712350866
38104971,14,17047,1712350866
90198358,537,31485,1712350940
211981,1636,61284,1712350940
11115,8842,192581,1712350940
16182319,276,5057,1712350940
552958,76,1061,1712350940
7032,32412,254521,1712350940
410291,195,6417,1712350940
77610,101,51083,1712350940
586336,372,56627,1712351014
1412,88311,1203459,1712351014
31815,993,11200,1712351014
3100,34350,1090445,1712351014
1946139,3402,10579,1712351014
97900,59,2708,1712351014
11333215,208,4312,1712351014
786140,12,12692,1712351014
27148871,91,37289,1712351014
30409,1218,7856,1712351014
80443373,3344,454944,1712351014
19028770,472,1812,1712351088
236502,60,14463,1712351088
18476,2127,964754,1712351088
148327,193,27051,1712351088
2985341,342,3101,1712351088
2435986,653,7529,1712351088
162772,479,2795,1712351088
13880,1477,17421,1712351088
3607929,513,46959,1712351088
166575,2069,31714,1712351088
206944,19,18978,1712351088
2543692,122,54023,1712351088
101825647,0,2,1712351088
2960725,54,353,1712351163
1715746,1524,111812,1712351163
49893,3226,31868,1712351163
33307789,245,3928,1712351163
604355,138,4350,1712351163
11818084,4067,17583,1712351163
11335633,900,13415,1712351163
100549190,82,1129,1712351163
52136,208,28043,1712351163
1981395,3371,24470,1712351163
2494,23931,1875181,1712351163
2213,39472,830819,1712351163
15602,2375,80000,1712351237
6104,23129,183788,1712351237
621294,853,45965,1712351237
1841,92473,1895285,1712351237
5300,17548,1795918,1712351237
14548615,155,3745,1712351237
122000,16,31191,1712351237
2692976,141,4807,1712351237
309694,35308,2659733,1712351237
1532867,265,2438,1712351237
91195265,29,1018,1712351237
488281,646,347998,1712351237
821065,92,10416,1712351237
1318,244594,8662220,1712351311
71901687,16,1105,1712351311
41688,3329,194778,1712351311
44666,2018,93575,1712351311
54120,704,2084,1712351311
19258959,406,35864,1712351311
2775,101563,810004,1712351311
37564,689,127609,1712351385
788340,612,4420,1712351385
2936694,11141,423166,1712351385
25179038,120,38392,1712351385
456015,65,29359,1712351385
26793,3510,199175,1712351385
105950,1013,11109,1712351385
288851,3751,196369,1712351385
2417568,23,597,1712351385
1394857,164,135856,1712351385
203391,710,25213,1712351385
2183652,1473,650987,1712351385
9089,8371,504534,1712351385
91305,409,8556,1712351385
42912,2241,14008,1712351385
93595157,10,314,1712351385
39237,706,8750,1712351459
38521,2440,10665,1712351459
61257,476,8131,1712351459
96692,977,191671,1712351459
105843,779,13080,1712351459
7851,9273,111006,1712351459
60096806,109,520,1712351459
11647,3356,159559,1712351459
18090,11713,19423,1712351459
2415664,5149,92565,1712351459
3603539,220,9012,1712351459
16227,186,175098,1712351459
2513215,678,4097,1712351459
126085,172,6504,1712351459
51688908,1207,9389,1712351459
35529547,2074,8527,1712351459
3337452,131,2032,1712351533
5848,8235,118654,1712351533
162750,53509,646255,1712351533
2166352,62,69465,1712351533
2857693,10,13405,1712351533
10628617,45,29806,1712351533
101721663,0,82,1712351533
95750606,22,8683,1712351533
5796151,56,2823,1712351533
5999808,2,3,1712351533
3090323,265,1113,1712351533
61716,3773,62960,1712351533
98814,1215,12262,1712351533
163901,1476,29640,1712351533
6389974,367,1740,1712351608
17452,5525,19712,1712351608
20366228,398,2036,1712351608
25370,1196,24731,1712351608
1073,349752,8714256,1712351608
3815031,222,68548,1712351608
23743,518,14212,1712351608
2276,20371,733723,1712351608
74615241,62,1637,1712351608
1286891,861,88933,1712351608
10150946,15,749,1712351608
3264,38685,209068,1712351608
11854633,199,15791,1712351608
18268412,22,1031,1712351682
56670,1974,20544,1712351682
1384,115594,3195572,1712351682
25291,11045,41279,1712351682
420394,61,574,1712351682
4823650,54,28358,1712351682
3900,11216,180522,1712351682
9519,9388,297911,1712351682
2337869,98,470,1712351682
3267360,16399,38538,1712351682
79135,2238,25292,1712351682
70223,3977,72536,1712351756
79809662,705,21315,1712351756
5573,4270,32038,1712351756
26234183,9,3300,1712351756
10270811,62,2012,1712351756
