job_id,industry_id
3884432529,100
3884432529,10
3884434302,137
3884430549,55
3884920513,25
3884919357,14
3884431550,22
3884436210,19
3884430735,96
3887490026,48
3887490026,51
3887490026,1912
3884432782,47
3884915616,96
3887467853,2358
3887480233,48
3887488108,43
3887488108,42
3887488108,46
3884433390,77
3887489593,15
3887489593,12
3887473432,3126
3887470642,47
3887470642,25
3884916584,49
3887470635,27
3887474368,19
3884914374,48
3884919767,1
3884919767,25
3887487070,14
3884912984,112
3887490561,34
3887499070,104
3884432678,23
3884432678,65
3887477885,27
3884432547,48
3884922320,1
3887489649,34
3884921048,14
3887491562,34
3887471626,14
3887483114,15
3887483114,12
3884433236,44
3887494116,34
3887470920,19
3887495413,27
3884917286,14
3884917084,41
3887476366,15
3887476366,12
3887476366,17
3884436569,1916
3884436569,137
3884436569,86
3884434146,75
3884429864,96
3887476796,1359
3884429801,69
3884427958,135
3884429902,118
3884914800,91
3884914800,65
3884914800,901
3884917540,48
3884917540,44
3887471349,27
3871144579,143
3887478009,100
3884435279,137
3887489634,34
3887467925,48
3887495750,96
3884914657,44
3887475259,4
3884918677,43
3887492021,82
3887492021,80
3887473554,15
3887494106,34
3884431599,4
3887479259,27
3887490564,34
3884434037,48
3884431654,9
3887477749,15
3887477749,12
3887471671,104
3884912863,135
3884430605,32
3887494122,34
3887472551,104
3884917451,135
3887471673,43
3887474059,27
3884918344,70
3887496048,31
3887473140,27
3887491046,51
3884918725,43
3884910763,14
3887497638,15
3887481522,50
3884434113,55
3887482162,15
3887482162,12
3884918761,43
3884915452,96
3887482785,4
3887488946,27
3887483355,27
3887488634,34
3887469626,41
3884431792,96
3887477748,15
3887477748,12
3884433638,96
3884438226,96
3887493488,14
3884436167,59
3884920090,14
3844216662,27
3884429636,12
3884910776,14
3884435695,41
3887470524,48
3884434250,25
3884432634,100
3887490562,34
3884436130,75
3887476809,135
3884913869,116
3884433254,90
3884433254,100
3887472128,31
3887483191,116
3887477383,44
3887495113,2194
3884436679,96
3887476347,98
3887488972,14
3887467937,7
3884436058,88
3884916084,44
3884916084,1862
3884430432,25
3887481122,27
3884923486,75
3884921130,112
3884915081,14
3887493118,34
3884917940,43
3884917940,92
3884921377,104
3884435078,104
3884914766,14
3887479262,27
3884432610,14
3884432610,2081
3884920828,104
3884436085,80
3884432607,15
3884432607,12
3887493125,34
3884920734,10
3884920734,9
3884915254,29
3884920256,96
3884918700,14
3884918700,13
3884918700,100
3887479190,27
3887477838,27
3884436083,14
3884436083,100
3884436083,124
3884434736,10
3884434736,41
3884434736,1738
3884433559,96
3884430800,44
3884430512,135
3887475826,1359
3887476996,104
3887476996,143
3884435157,43
3884922250,112
3887490752,1
3884917539,14
3887485874,34
3887471290,41
3887483125,27
3884919173,14
3887476189,82
3887476189,80
3884917961,3224
3887481841,15
3887481841,14
3884920483,14
3887486795,27
3887702353,41
3887702353,129
3887702353,43
3884916794,68
3887474885,1359
3887471348,27
3887494721,14
3884915873,135
3887484442,14
3887484442,27
3887484442,42
3884433408,48
3884913980,8
3884913980,48
3884915158,14
3887495357,27
3887499494,146
3887489630,34
3884920026,14
3884429764,96
3884437311,2458
3884433459,96
3887499231,59
3884429763,96
3884919935,100
3884916733,14
3887479503,27
3884919761,34
3887473524,100
3855387504,3202
3884916476,27
3887497605,113
3884923183,3224
3884440113,9
3884440113,10
3884917448,135
3887494798,53
3887493595,41
3887493595,43
3887480733,104
3884434134,3249
3884435197,3189
3884922535,12
3884919436,48
3887477342,25
3887477342,135
3884435766,1594
3884435766,84
3887478902,15
3887478902,12
3884927198,96
3887473146,27
3884913832,48
3884922191,43
3884922191,92
3887484243,27
3887494533,17
3884916554,49
3884429726,10
3884918908,61
3887491568,34
3884436021,92
3887468596,43
3887493761,27
3887472563,3198
3884916735,14
3884923050,96
3884430807,44
3884432534,3102
3887700413,68
3887478731,27
3884435151,75
3887485141,27
3887499030,53
3887489289,19
3884433891,112
3884433891,1
3884437275,96
3884430801,96
3884920383,4
3887496578,96
3887496578,4
3887496578,3242
3887484136,19
3887701001,104
3884923055,96
3887475434,4
3884927069,11
3887493382,25
3887493382,117
3884434319,42
3884434319,96
3887499095,4
3887474441,104
3884435384,42
3884435384,14
3887496152,89
3884924051,43
3887479188,27
3884923200,104
3884431973,96
3884429852,69
3884917953,43
3887480267,15
3887480267,12
3887489987,14
3887479477,82
3887479477,80
3884439191,27
3887491263,104
3884439188,13
3884436739,96
3884436739,31
3884436739,103
3884439240,15
3884918839,59
3887493778,53
3884433564,68
3887700917,18
3887700917,143
3887700917,615
3884432548,14
3884432548,4
3884438190,42
3884916506,48
3884435186,23
3887497192,27
3887490313,34
3884917609,14
3884431853,48
3884431853,145
3884431853,25
3887486390,25
3887483182,27
3884430816,41
3884430816,43
3884430816,42
3887701140,68
3887495209,14
3884914252,96
3887496235,14
3884922063,96
3884435854,41
3887484378,27
3887487790,34
3887702365,25
3887702365,117
3887702365,23
3887470993,104
3884915639,27
3884435495,84
3887491580,34
3887495574,97
3887476343,3243
3887476343,59
3887476343,383
3884435067,57
3887492823,807
3884426925,25
3887473170,4
3884435777,96
3884920250,96
3884435199,43
3884435199,96
3884435199,1743
3887482414,27
3887473502,104
3884436671,11
3887700524,25
3884429788,19
3887499080,42
3887499080,43
3884919395,43
3884919395,45
3884919395,46
3887702146,139
3887706121,25
3887496621,92
3884435681,34
3884912331,14
3887498700,139
3887496603,19
3887496603,96
3887496603,27
3884438237,44
3884914981,112
3884919232,14
3887496550,68
3884431771,14
3887494117,34
3887499230,27
3887482415,27
3884930042,86
3884922027,43
3884934009,98
3887496217,43
3887496227,27
3887480292,27
3884925073,14
3884927334,14
3884908386,41
3884915772,112
3884919744,43
3884919744,41
3884922591,14
3884430701,44
3884438208,4
3887473088,17
3884437420,48
3887493548,44
3884435224,96
3887701137,25
3887498295,53
3884918898,14
3884918898,6
3887700209,14
3884926542,14
3887702086,68
3884434005,135
3887496807,9
3887496807,10
3887470525,82
3887470525,80
3884918413,3231
3887491563,34
3887491941,124
3887498517,104
3884439160,41
3884432575,69
3887494605,91
3884919538,53
3887499100,3242
3887499100,48
3887499100,406
3884920499,15
3884434764,42
3884431797,69
3884438364,1
3884435301,43
3884915633,27
3887480049,91
3887480049,47
3887480049,43
3887484020,27
3884432535,23
3884440092,3202
3884431621,43
3884431621,3103
3884914640,27
3887477829,27
3884439167,3
3887483454,14
3884931187,3104
3884919673,104
3887471669,104
3887466979,88
3884436197,8
3887498420,25
3887494780,27
3884430769,17
3884430769,12
3887489625,34
3884912913,49
3887473015,124
3884916776,43
3884916776,45
3884916776,46
3887490868,14
3884925001,29
3884919557,112
3887701048,96
3887481243,27
3887497374,59
3887487989,139
3884433631,17
3887489526,43
3887489526,42
3887489526,11
3884926298,32
3884926298,31
3884926298,28
3884434664,27
3884916514,135
3884434210,19
3884434305,124
3884434305,14
3884434305,13
3884434205,80
3884436300,24
3887497601,19
3887497601,96
3887497601,27
3884916976,86
3887478818,68
3846426461,96
3884916916,100
3884918303,27
3884920865,32
3884920865,31
3884920865,28
3887471695,48
3887499923,6
3887478076,7
3884923184,10
3884923184,9
3884919204,49
3884439249,59
3884441054,42
3884919109,27
3884924079,118
3884915637,43
3887477055,104
3887481238,82
3887481238,80
3884432702,3126
3884436566,48
3884436566,137
3887494799,53
3884430732,116
3884916547,43
3887700528,53
3887700528,112
3887700528,135
3884435887,43
3887487697,44
3884916599,27
3884912537,44
3795149962,70
3887700484,43
3884916478,27
3887496600,19
3887496600,96
3887496600,27
3887483279,27
3887703085,14
3884436647,43
3887701056,19
3887701056,96
3887701056,27
3887702633,42
3887486732,82
3887497301,27
3884426920,3198
3887498177,27
3887499553,19
3887499553,96
3887499553,27
3887484074,27
3884917966,6
3887488802,4
3884917872,112
3884434894,51
3884434894,3242
3887499542,25
3887499861,1737
3887497141,116
3884435829,48
3887499234,27
3884919678,112
3887470998,104
3884924102,112
3887499776,50
3887701518,690
3887701518,12
3887701518,54
3884925873,104
3884436209,19
3884908921,14
3887493797,68
3887498275,27
3887482597,27
3887499882,42
3887499882,1737
3887499882,43
3884434851,8
3887700622,124
3887700622,14
3887700622,13
3884440104,17
3884927191,78
3887495746,19
3887495746,96
3887495746,27
3887479173,143
3884911741,96
3887489256,47
3887489256,43
3884438338,51
3884920311,25
3884918304,27
3887702622,1594
3884435471,96
3887493760,27
3887701049,124
3887701049,14
3887701049,13
3884912853,14
3887484283,27
3887483082,15
3887483082,12
3887489632,34
3884435182,15
3884435182,12
3884435182,54
3884925499,96
3884916736,14
3887484130,27
3887700170,112
3884910779,48
3884437232,43
3887496971,4
3884912600,94
3884912600,50
3884912600,49
3887495294,148
1218575,14
3884922212,59
3884904765,96
3887499711,16
3887701188,34
3887493879,25
3884434798,27
3887700707,68
3887498585,3129
3884928227,11
3887489971,14
3884929200,100
3884929200,2353
3884929200,11
3887494862,27
3887494862,91
3887494862,19
3884440143,96
3887477366,27
3884440140,59
3884431495,135
3887700803,14
3887499275,14
3887494716,14
3887701133,51
3887493498,14
3887497644,86
3887700218,53
3887495728,124
3887495728,14
3887495728,13
3887497595,19
3887497595,96
3887497595,27
3887702037,19
3887702037,96
3887702037,27
3887493742,14
3887700483,75
3887700483,77
3884434743,48
3884438242,13
3884926858,43
3884432578,96
3884437308,139
3884914637,43
3884435265,96
3887491939,8
3887498257,112
3887708685,57
3884432481,32
3887701380,8
3887499347,25
3887484479,27
3887496653,25
3884427746,144
3884438307,121
3884440074,112
3884433745,44
3887702020,3200
3887499849,42
3887495731,124
3887495731,14
3887495731,13
3887492504,34
3887712011,3243
3887494377,27
3887476271,43
3884435278,48
3884437471,42
3887702038,19
3887702038,96
3887702038,27
3887497591,19
3887497591,96
3887497591,27
3884439235,6
3884439235,80
3884439235,44
3884434738,2458
3887493976,104
3887498150,14
3887480628,28
3887480628,36
3887480628,1594
3884914639,27
3884919534,14
3884435101,96
3884923958,918
3884923958,135
3884923958,25
3884440200,15
3884918703,96
3884429749,77
3884916738,14
3884926658,1594
3884926658,96
3884926658,1855
3884925935,14
3884919680,32
3884919680,31
3884919680,28
3884437441,135
3887486521,104
3887486521,11
3884437613,44
3884436744,27
3884917624,112
3884436794,53
3887709823,15
3887709823,96
3884435771,42
3887702100,143
3884436765,1862
3887488719,4
3887498277,14
3884440219,51
3887496331,53
3887494800,53
3884916472,27
3884916737,14
3887708351,4
3884439352,44
3887483643,27
3887497302,27
3887493104,34
3884434196,96
3884436863,4
3887703097,6
3887703097,10
3884913460,47
3884913460,43
3887499772,16
3887491742,14
3884440220,14
3887701624,90
3887701624,100
3884931196,14
3884434889,408
3887492901,14
3884438389,96
3887475352,104
3884433946,27
3884922078,87
3884922078,116
3884924090,104
3884912743,14
3884918457,9
3887496820,68
3887700540,96
3887493352,43
3884430835,104
3887700535,92
3887487712,50
3887487712,51
3887487712,86
3884931193,14
3887701109,15
3884434731,14
3887497698,139
3887707916,104
3884435957,15
3884435957,12
3884435957,17
3887498249,14
3887702480,14
3884927444,11
3887496218,27
3887701079,19
3887701079,96
3887701079,27
3887478430,1359
3884929918,96
3887490555,34
3884923559,14
3887703098,4
3887703290,90
3887703290,100
3884440119,34
3887492837,14
3884927679,14
3795156068,70
3887709731,96
3884929365,14
3884924727,15
3884429705,75
3884436262,42
3884436367,42
3887479250,59
3884439269,96
3884439269,1594
3884439269,84
3887498763,709
3884431807,110
3884431807,4
3884926003,48
3884438437,94
3884438437,52
3887494683,27
3887480516,27
3887483549,53
3887483549,24
3887483549,112
3887700225,53
3884930335,100
3887714266,27
3887714266,19
3884912904,116
3884435808,118
3884435808,84
3884435808,3
3884927694,14
3887470995,104
3884924121,96
3884924653,53
3887499747,68
3884435689,68
3887480206,27
3884922050,14
3884922050,13
3884922050,100
3884932687,10
3884915595,122
3887702406,57
3887491173,146
3887707111,44
3887709224,34
3887703116,14
3887483346,27
3884924109,12
3884924109,15
3887705169,90
3887705169,100
3887482202,27
3887499364,48
3884435931,96
3884921716,68
3884921025,17
3884921025,146
3884921025,15
3884432576,69
3887473429,14
3884915760,75
3884915760,148
3887498347,14
3884440094,17
3799458858,100
3887713280,75
3884926672,11
3887475356,43
3887498742,104
3887709369,84
3887709369,96
3887709369,3106
3887700602,139
3887710464,86
3884434148,75
3887702392,96
3884439444,104
3884932296,68
3884438499,3231
3887498168,27
3887487780,34
3887481342,116
3887481342,93
3887477931,27
3887495356,27
3884438462,43
3884438462,14
3884438462,47
3887709153,1
3887709153,52
3887709153,2391
3884431494,135
3884430793,75
3884430793,1495
3887702108,43
3884437501,86
3884917574,96
3884444013,56
3884435811,31
3887482735,49
3884434887,43
3884432812,41
3884432812,43
3884432812,42
3884916687,4
3884930163,41
3884930163,43
3884930163,46
3887703215,84
3887703215,42
3887703215,41
3884928463,14
3887702631,90
3887702631,100
3887499131,4
3887496402,31
3887496402,28
3887496402,34
3887491904,96
3887473511,104
3887498634,10
3887498634,41
3887498634,43
3884436805,47
3884436805,106
3884912748,84
3884917496,3242
3887497451,15
3884436869,96
3884431121,3
3884435954,15
3884435954,12
3887497009,96
3884434774,14
3884434774,2353
3884434774,1359
3887701622,44
3884430718,100
3884440251,31
3884922053,43
3887707772,30
3887707772,80
3884440213,1912
3887705185,11
3887706764,4
3884440371,25
3884440371,112
3887494678,27
3887499929,3129
3887498299,53
3887496446,25
3884440450,31
3887496319,59
3887707164,14
3887477682,27
3884916618,146
3884439284,27
3887705968,86
3887701642,90
3887701642,100
3884436942,48
3884436942,406
3884436942,51
3887702632,118
3887496599,19
3887496599,96
3887496599,27
3884436938,46
3887480274,15
3887480274,12
3884437744,2458
3884437744,44
3884437744,48
3884436018,81
3884435313,104
3887700608,34
3884442206,68
3884915716,49
3884930434,8
3884930434,96
3887498577,19
3887498577,96
3887498577,27
3887709941,104
3884927881,96
3887492488,34
3884933482,78
3887483348,27
3884435834,51
3887705989,14
3884928833,53
3884434965,104
3887715058,48
3884929527,68
3887497853,27
3887497853,3190
3830916199,30
3887705173,14
3887705173,2353
3887714034,4
3884434906,135
3884429879,41
3884429879,43
3884429879,42
3887708082,10
3887708082,3243
3887708082,383
3884910764,14
3887499503,124
3887499503,14
3887499503,13
3884927876,68
3884915082,14
3887498930,41
3887498930,43
3884435837,2194
3887498954,75
3887702161,27
3887702161,615
3887702161,19
3884909891,14
3884434864,53
3884926211,68
3887712103,104
3887478409,21
3884439351,53
3884927690,14
3887493777,53
3884920465,96
3884918714,96
3884438474,104
3884921052,14
3887485013,27
3884430958,80
3884435219,75
3884424904,3132
3884925191,32
3884925191,31
3884925191,28
3884917988,12
3887488971,14
3884439429,42
3884435870,135
3884435804,43
3884435804,1720
3884435804,45
3884441085,104
3884928877,14
3887704053,43
3884921712,14
3884934393,78
3884929144,10
3884929144,9
3884440285,14
3887489636,34
3887475348,104
3884441210,23
3884441210,54
3884438195,133
3884917538,14
3884433565,14
3887497910,14
2957460032,91
3884435949,2353
3884912952,14
3887489627,34
3887497588,42
3884444096,4
3884935213,78
3887700235,14
3884434802,27
3818306840,100
3887714339,14
3887714339,96
3887714339,70
3884430789,57
3884921334,112
3884433741,57
3884935167,78
3887499908,1285
3884435308,41
3884435308,43
3884435308,42
3887701065,19
3887701065,96
3887701065,27
3887499463,104
3884440411,75
3887703274,44
3887711685,124
3884929854,69
3887715456,4
3887715456,31
3887715456,32
3884427966,135
3887497787,61
3884438082,17
3884439366,27
3887488092,34
3887482152,15
3887482152,12
3887479357,15
3887479357,12
3884921264,43
3884932592,78
3884435831,12
3887703287,90
3887703287,100
3887496313,27
3884440117,129
3884438518,96
3884434805,92
3884922371,32
3884922371,31
3884922371,28
3884926711,104
3887498510,104
3887496533,4
3884439306,24
3884435469,96
3887714458,4
3884437440,135
3884435789,27
3884437020,96
3884441231,42
3887704166,90
3887704166,100
3884437356,96
3884435908,104
3884436684,17
3884933339,14
3884443127,80
3884435856,27
3887498520,104
3884927323,118
3884441305,10
3884441305,9
3884922593,14
3887707923,36
3887707923,28
3887707923,126
