player_id,year,game_num,game_id,team_id,league_id,gp,starting_pos
ottme01,1934,0,NLS193407100,NY1,NL,1.0,
vaughar01,1934,0,NLS193407100,PIT,NL,1.0,
wanerpa01,1934,0,NLS193407100,PIT,NL,1.0,
warnelo01,1934,0,NLS193407100,CHN,NL,1.0,
gomezle01,1935,0,ALS193507080,NYA,AL,1.0,1.0
hemslro01,1935,0,ALS193507080,SLA,AL,1.0,2.0
gehrilo01,1935,0,ALS193507080,NYA,AL,1.0,3.0
gehrich01,1935,0,ALS193507080,DET,AL,1.0,4.0
foxxji01,1935,0,ALS193507080,PHA,AL,1.0,5.0
cronijo01,1935,0,ALS193507080,BOS,AL,1.0,6.0
johnsbo01,1935,0,ALS193507080,PHA,AL,1.0,7.0
simmoal01,1935,0,ALS193507080,CHA,AL,1.0,8.0
vosmijo01,1935,0,ALS193507080,CLE,AL,1.0,9.0
averiea01,1935,0,ALS193507080,CLE,AL,0.0,
bluegos01,1935,0,ALS193507080,WS1,AL,1.0,
bridgto01,1935,0,ALS193507080,DET,AL,0.0,
chapmbe01,1935,0,ALS193507080,NYA,AL,1.0,
cochrmi01,1935,0,ALS193507080,DET,AL,0.0,
cramedo01,1935,0,ALS193507080,PHA,AL,1.0,
ferreri01,1935,0,ALS193507080,BOS,AL,0.0,
grovele01,1935,0,ALS193507080,BOS,AL,0.0,
hardeme01,1935,0,ALS193507080,CLE,AL,1.0,
myerbu01,1935,0,ALS193507080,WS1,AL,0.0,
rowesc01,1935,0,ALS193507080,DET,AL,0.0,
westsa01,1935,0,ALS193507080,SLA,AL,0.0,
walkebi01,1935,0,ALS193507080,SLN,NL,1.0,1.0
wilsoji01,1935,0,ALS193507080,PHI,NL,1.0,2.0
terrybi01,1935,0,ALS193507080,NY1,NL,1.0,3.0
hermabi01,1935,0,ALS193507080,CHN,NL,1.0,4.0
martipe01,1935,0,ALS193507080,SLN,NL,1.0,5.0
vaughar01,1935,0,ALS193507080,PIT,NL,1.0,6.0
medwijo01,1935,0,ALS193507080,SLN,NL,1.0,7.0
bergewa01,1935,0,ALS193507080,BSN,NL,1.0,8.0
ottme01,1935,0,ALS193507080,NY1,NL,1.0,9.0
colliri02,1935,0,ALS193507080,SLN,NL,1.0,
deandi01,1935,0,ALS193507080,SLN,NL,1.0,
derripa01,1935,0,ALS193507080,CIN,NL,1.0,
friscfr01,1935,0,ALS193507080,SLN,NL,0.0,
hartnga01,1935,0,ALS193507080,CHN,NL,1.0,
hubbeca01,1935,0,ALS193507080,NY1,NL,0.0,
mancugu01,1935,0,ALS193507080,NY1,NL,1.0,
moorejo02,1935,0,ALS193507080,NY1,NL,1.0,
schumha02,1935,0,ALS193507080,NY1,NL,1.0,
wanerpa01,1935,0,ALS193507080,PIT,NL,1.0,
whitebu01,1935,0,ALS193507080,SLN,NL,1.0,
grovele01,1936,0,NLS193607070,BOS,AL,1.0,1.0
ferreri01,1936,0,NLS193607070,BOS,AL,1.0,2.0
gehrilo01,1936,0,NLS193607070,NYA,AL,1.0,3.0
gehrich01,1936,0,NLS193607070,DET,AL,1.0,4.0
higgipi01,1936,0,NLS193607070,PHA,AL,1.0,5.0
applilu01,1936,0,NLS193607070,CHA,AL,1.0,6.0
radclri01,1936,0,NLS193607070,CHA,AL,1.0,7.0
averiea01,1936,0,NLS193607070,CLE,AL,1.0,8.0
dimagjo01,1936,0,NLS193607070,NYA,AL,1.0,9.0
bridgto01,1936,0,NLS193607070,DET,AL,0.0,
chapmbe01,1936,0,NLS193607070,WS1,AL,1.0,
crosefr01,1936,0,NLS193607070,NYA,AL,1.0,
dickebi01,1936,0,NLS193607070,NYA,AL,1.0,
foxxji01,1936,0,NLS193607070,BOS,AL,1.0,
gomezle01,1936,0,NLS193607070,NYA,AL,0.0,
gosligo01,1936,0,NLS193607070,DET,AL,1.0,
hardeme01,1936,0,NLS193607070,CLE,AL,1.0,
hemslro01,1936,0,NLS193607070,SLA,AL,0.0,
kenneve01,1936,0,NLS193607070,CHA,AL,0.0,
pearsmo01,1936,0,NLS193607070,NYA,AL,0.0,
rowesc01,1936,0,NLS193607070,DET,AL,1.0,
selkige01,1936,0,NLS193607070,NYA,AL,1.0,
deandi01,1936,0,NLS193607070,SLN,NL,1.0,1.0
hartnga01,1936,0,NLS193607070,CHN,NL,1.0,2.0
colliri02,1936,0,NLS193607070,SLN,NL,1.0,3.0
hermabi01,1936,0,NLS193607070,CHN,NL,1.0,4.0
whitnpi01,1936,0,NLS193607070,PHI,NL,1.0,5.0
durocle01,1936,0,NLS193607070,SLN,NL,1.0,6.0
medwijo01,1936,0,NLS193607070,SLN,NL,1.0,7.0
galanau01,1936,0,NLS193607070,CHN,NL,1.0,8.0
demarfr02,1936,0,NLS193607070,CHN,NL,1.0,9.0
bergewa01,1936,0,NLS193607070,BSN,NL,0.0,
daviscu01,1936,0,NLS193607070,CHN,NL,1.0,
hubbeca01,1936,0,NLS193607070,NY1,NL,1.0,
lombaer01,1936,0,NLS193607070,CIN,NL,0.0,
martist01,1936,0,NLS193607070,SLN,NL,0.0,
moorejo02,1936,0,NLS193607070,NY1,NL,0.0,
mungova01,1936,0,NLS193607070,BRO,NL,0.0,
ottme01,1936,0,NLS193607070,NY1,NL,1.0,
riggsle01,1936,0,NLS193607070,CIN,NL,1.0,
suhrgu01,1936,0,NLS193607070,PIT,NL,0.0,
vaughar01,1936,0,NLS193607070,PIT,NL,0.0,
warnelo01,1936,0,NLS193607070,CHN,NL,1.0,
gomezle01,1937,0,ALS193707070,NYA,AL,1.0,1.0
dickebi01,1937,0,ALS193707070,NYA,AL,1.0,2.0
gehrilo01,1937,0,ALS193707070,NYA,AL,1.0,3.0
gehrich01,1937,0,ALS193707070,DET,AL,1.0,4.0
rolfere01,1937,0,ALS193707070,NYA,AL,1.0,5.0
cronijo01,1937,0,ALS193707070,BOS,AL,1.0,6.0
westsa01,1937,0,ALS193707070,SLA,AL,1.0,7.0
averiea01,1937,0,ALS193707070,CLE,AL,1.0,8.0
dimagjo01,1937,0,ALS193707070,NYA,AL,1.0,9.0
bellbe01,1937,0,ALS193707070,SLA,AL,0.0,
bridgto01,1937,0,ALS193707070,DET,AL,1.0,
cliftha01,1937,0,ALS193707070,SLA,AL,0.0,
cramedo01,1937,0,ALS193707070,BOS,AL,0.0,
ferreri01,1937,0,ALS193707070,WS1,AL,0.0,
ferrewe01,1937,0,ALS193707070,WS1,AL,0.0,
foxxji01,1937,0,ALS193707070,BOS,AL,1.0,
greenha01,1937,0,ALS193707070,DET,AL,0.0,
grovele01,1937,0,ALS193707070,BOS,AL,0.0,
hardeme01,1937,0,ALS193707070,CLE,AL,1.0,
moseswa01,1937,0,ALS193707070,PHA,AL,0.0,
murphjo04,1937,0,ALS193707070,NYA,AL,0.0,
myerbu01,1937,0,ALS193707070,WS1,AL,0.0,
sewellu01,1937,0,ALS193707070,CHA,AL,0.0,
stratmo01,1937,0,ALS193707070,CHA,AL,0.0,
walkege02,1937,0,ALS193707070,DET,AL,0.0,
deandi01,1937,0,ALS193707070,SLN,NL,1.0,1.0
hartnga01,1937,0,ALS193707070,CHN,NL,1.0,2.0
mizejo01,1937,0,ALS193707070,SLN,NL,1.0,3.0
hermabi01,1937,0,ALS193707070,CHN,NL,1.0,4.0
vaughar01,1937,0,ALS193707070,PIT,NL,1.0,5.0
bartedi01,1937,0,ALS193707070,NY1,NL,1.0,6.0
medwijo01,1937,0,ALS193707070,SLN,NL,1.0,7.0
demarfr02,1937,0,ALS193707070,CHN,NL,1.0,8.0
wanerpa01,1937,0,ALS193707070,PIT,NL,1.0,9.0
blantcy01,1937,0,ALS193707070,PIT,NL,1.0,
colliri02,1937,0,ALS193707070,CHN,NL,1.0,
grissle01,1937,0,ALS193707070,CIN,NL,1.0,
hubbeca01,1937,0,ALS193707070,NY1,NL,1.0,
jurgebi01,1937,0,ALS193707070,CHN,NL,0.0,
lombaer01,1937,0,ALS193707070,CIN,NL,0.0,
mancugu01,1937,0,ALS193707070,NY1,NL,1.0,
martipe01,1937,0,ALS193707070,SLN,NL,0.0,
moorege03,1937,0,ALS193707070,BSN,NL,0.0,
moorejo02,1937,0,ALS193707070,NY1,NL,1.0,
mungova01,1937,0,ALS193707070,BRO,NL,1.0,
ottme01,1937,0,ALS193707070,NY1,NL,1.0,
waltebu01,1937,0,ALS193707070,PHI,NL,1.0,
whitebu01,1937,0,ALS193707070,NY1,NL,1.0,
gomezle01,1938,0,NLS193807060,NYA,AL,1.0,1.0
dickebi01,1938,0,NLS193807060,NYA,AL,1.0,2.0
foxxji01,1938,0,NLS193807060,BOS,AL,1.0,3.0
gehrich01,1938,0,NLS193807060,DET,AL,1.0,4.0
lewisbu01,1938,0,NLS193807060,WS1,AL,1.0,5.0
cronijo01,1938,0,NLS193807060,BOS,AL,1.0,6.0
kreevmi01,1938,0,NLS193807060,CHA,AL,1.0,7.0
averiea01,1938,0,NLS193807060,CLE,AL,1.0,8.0
dimagjo01,1938,0,NLS193807060,NYA,AL,1.0,9.0
allenjo02,1938,0,NLS193807060,CLE,AL,1.0,
cramedo01,1938,0,NLS193807060,BOS,AL,1.0,
fellebo01,1938,0,NLS193807060,CLE,AL,0.0,
ferreri01,1938,0,NLS193807060,WS1,AL,0.0,
gehrilo01,1938,0,NLS193807060,NYA,AL,1.0,
greenha01,1938,0,NLS193807060,DET,AL,0.0,
grovele01,1938,0,NLS193807060,BOS,AL,1.0,
johnsbo01,1938,0,NLS193807060,PHA,AL,1.0,
kenneve01,1938,0,NLS193807060,DET,AL,0.0,
murphjo04,1938,0,NLS193807060,NYA,AL,0.0,
newsobo01,1938,0,NLS193807060,SLA,AL,0.0,
rolfere01,1938,0,NLS193807060,NYA,AL,0.0,
ruffire01,1938,0,NLS193807060,NYA,AL,0.0,
travice01,1938,0,NLS193807060,WS1,AL,0.0,
yorkru01,1938,0,NLS193807060,DET,AL,1.0,
vandejo01,1938,0,NLS193807060,CIN,NL,1.0,1.0
lombaer01,1938,0,NLS193807060,CIN,NL,1.0,2.0
mccorfr01,1938,0,NLS193807060,CIN,NL,1.0,3.0
hermabi01,1938,0,NLS193807060,CHN,NL,1.0,4.0
hackst01,1938,0,NLS193807060,CHN,NL,1.0,5.0
durocle01,1938,0,NLS193807060,BRO,NL,1.0,6.0
medwijo01,1938,0,NLS193807060,SLN,NL,1.0,7.0
ottme01,1938,0,NLS193807060,NY1,NL,1.0,8.0
goodmiv01,1938,0,NLS193807060,CIN,NL,1.0,9.0
brownma01,1938,0,NLS193807060,PIT,NL,1.0,
cuccito01,1938,0,NLS193807060,BSN,NL,0.0,
danniha01,1938,0,NLS193807060,NY1,NL,0.0,
derripa01,1938,0,NLS193807060,CIN,NL,0.0,
hartnga01,1938,0,NLS193807060,CHN,NL,0.0,
hubbeca01,1938,0,NLS193807060,NY1,NL,0.0,
lavagco01,1938,0,NLS193807060,BRO,NL,0.0,
leebi02,1938,0,NLS193807060,CHN,NL,1.0,
leibeha01,1938,0,NLS193807060,NY1,NL,1.0,
martihe01,1938,0,NLS193807060,PHI,NL,0.0,
moorejo02,1938,0,NLS193807060,NY1,NL,0.0,
phelpba01,1938,0,NLS193807060,BRO,NL,0.0,
turneji01,1938,0,NLS193807060,BSN,NL,0.0,
vaughar01,1938,0,NLS193807060,PIT,NL,0.0,
wanerll01,1938,0,NLS193807060,PIT,NL,0.0,
ruffire01,1939,0,ALS193907110,NYA,AL,1.0,1.0
dickebi01,1939,0,ALS193907110,NYA,AL,1.0,2.0
greenha01,1939,0,ALS193907110,DET,AL,1.0,3.0
gordojo01,1939,0,ALS193907110,NYA,AL,1.0,4.0
rolfere01,1939,0,ALS193907110,NYA,AL,1.0,5.0
cronijo01,1939,0,ALS193907110,BOS,AL,1.0,6.0
selkige01,1939,0,ALS193907110,NYA,AL,1.0,7.0
dimagjo01,1939,0,ALS193907110,NYA,AL,1.0,8.0
cramedo01,1939,0,ALS193907110,BOS,AL,1.0,9.0
applilu01,1939,0,ALS193907110,CHA,AL,0.0,
bridgto01,1939,0,ALS193907110,DET,AL,1.0,
casege01,1939,0,ALS193907110,WS1,AL,0.0,
crosefr01,1939,0,ALS193907110,NYA,AL,0.0,
fellebo01,1939,0,ALS193907110,CLE,AL,1.0,
foxxji01,1939,0,ALS193907110,BOS,AL,0.0,
gehrilo01,1939,0,ALS193907110,NYA,AL,0.0,
gomezle01,1939,0,ALS193907110,NYA,AL,0.0,
grovele01,1939,0,ALS193907110,BOS,AL,0.0,
hayesfr01,1939,0,ALS193907110,PHA,AL,0.0,
hemslro01,1939,0,ALS193907110,CLE,AL,0.0,
hoagmy01,1939,0,ALS193907110,SLA,AL,1.0,
johnsbo01,1939,0,ALS193907110,PHA,AL,0.0,
lyonste01,1939,0,ALS193907110,CHA,AL,0.0,
mcquige02,1939,0,ALS193907110,SLA,AL,0.0,
murphjo04,1939,0,ALS193907110,NYA,AL,0.0,
newsobo01,1939,0,ALS193907110,DET,AL,0.0,
derripa01,1939,0,ALS193907110,CIN,NL,1.0,1.0
lombaer01,1939,0,ALS193907110,CIN,NL,1.0,2.0
mccorfr01,1939,0,ALS193907110,CIN,NL,1.0,3.0
freylo01,1939,0,ALS193907110,CIN,NL,1.0,4.0
hackst01,1939,0,ALS193907110,CHN,NL,1.0,5.0
vaughar01,1939,0,ALS193907110,PIT,NL,1.0,6.0
medwijo01,1939,0,ALS193907110,SLN,NL,1.0,7.0
ottme01,1939,0,ALS193907110,NY1,NL,1.0,8.0
goodmiv01,1939,0,ALS193907110,CIN,NL,1.0,9.0
arnovmo01,1939,0,ALS193907110,PHI,NL,0.0,
camildo01,1939,0,ALS193907110,BRO,NL,1.0,
danniha01,1939,0,ALS193907110,NY1,NL,0.0,
daviscu01,1939,0,ALS193907110,SLN,NL,0.0,
fettelo01,1939,0,ALS193907110,BSN,NL,1.0,
hermabi01,1939,0,ALS193907110,CHN,NL,1.0,
jurgebi01,1939,0,ALS193907110,NY1,NL,0.0,
lavagco01,1939,0,ALS193907110,BRO,NL,0.0,
leebi02,1939,0,ALS193907110,CHN,NL,1.0,
mizejo01,1939,0,ALS193907110,SLN,NL,1.0,
moorete01,1939,0,ALS193907110,SLN,NL,1.0,
phelpba01,1939,0,ALS193907110,BRO,NL,1.0,
vandejo01,1939,0,ALS193907110,CIN,NL,0.0,
waltebu01,1939,0,ALS193907110,CIN,NL,0.0,
warnelo01,1939,0,ALS193907110,SLN,NL,0.0,
wyattwh01,1939,0,ALS193907110,BRO,NL,0.0,
ruffire01,1940,0,NLS194007090,NYA,AL,1.0,1.0
dickebi01,1940,0,NLS194007090,NYA,AL,1.0,2.0
foxxji01,1940,0,NLS194007090,BOS,AL,1.0,3.0
gordojo01,1940,0,NLS194007090,NYA,AL,1.0,4.0
travice01,1940,0,NLS194007090,WS1,AL,1.0,5.0
applilu01,1940,0,NLS194007090,CHA,AL,1.0,6.0
willite01,1940,0,NLS194007090,BOS,AL,1.0,7.0
dimagjo01,1940,0,NLS194007090,NYA,AL,1.0,8.0
kellech01,1940,0,NLS194007090,NYA,AL,1.0,9.0
boudrlo01,1940,0,NLS194007090,CLE,AL,1.0,
bridgto01,1940,0,NLS194007090,DET,AL,0.0,
cramedo01,1940,0,NLS194007090,BOS,AL,0.0,
fellebo01,1940,0,NLS194007090,CLE,AL,1.0,
finnelo01,1940,0,NLS194007090,BOS,AL,1.0,
greenha01,1940,0,NLS194007090,DET,AL,1.0,
hayesfr01,1940,0,NLS194007090,PHA,AL,1.0,
hemslro01,1940,0,NLS194007090,CLE,AL,1.0,
johnsbo01,1940,0,NLS194007090,PHA,AL,0.0,
keltnke01,1940,0,NLS194007090,CLE,AL,1.0,
leonadu02,1940,0,NLS194007090,WS1,AL,0.0,
mackra01,1940,0,NLS194007090,CLE,AL,1.0,
mcquige02,1940,0,NLS194007090,SLA,AL,0.0,
milnaal01,1940,0,NLS194007090,CLE,AL,0.0,
newsobo01,1940,0,NLS194007090,DET,AL,1.0,
pearsmo01,1940,0,NLS194007090,NYA,AL,0.0,
rolfere01,1940,0,NLS194007090,NYA,AL,0.0,
derripa01,1940,0,NLS194007090,CIN,NL,1.0,1.0
lombaer01,1940,0,NLS194007090,CIN,NL,1.0,2.0
mizejo01,1940,0,NLS194007090,SLN,NL,1.0,3.0
hermabi01,1940,0,NLS194007090,CHN,NL,1.0,4.0
lavagco01,1940,0,NLS194007090,BRO,NL,1.0,5.0
vaughar01,1940,0,NLS194007090,PIT,NL,1.0,6.0
medwijo01,1940,0,NLS194007090,BRO,NL,1.0,7.0
moorete01,1940,0,NLS194007090,SLN,NL,1.0,8.0
westma02,1940,0,NLS194007090,BSN,NL,1.0,9.0
coscape01,1940,0,NLS194007090,BRO,NL,1.0,
danniha01,1940,0,NLS194007090,NY1,NL,1.0,
durocle01,1940,0,NLS194007090,BRO,NL,0.0,
frencla01,1940,0,NLS194007090,CHN,NL,1.0,
higbeki01,1940,0,NLS194007090,PHI,NL,0.0,
hubbeca01,1940,0,NLS194007090,NY1,NL,1.0,
jurgebi01,1940,0,NLS194007090,NY1,NL,0.0,
leibeha01,1940,0,NLS194007090,CHN,NL,0.0,
maypi01,1940,0,NLS194007090,PHI,NL,1.0,
mccorfr01,1940,0,NLS194007090,CIN,NL,1.0,
milleed03,1940,0,NLS194007090,BSN,NL,1.0,
moorejo02,1940,0,NLS194007090,NY1,NL,1.0,
mulcahu01,1940,0,NLS194007090,PHI,NL,0.0,
nichobi01,1940,0,NLS194007090,CHN,NL,1.0,
ottme01,1940,0,NLS194007090,NY1,NL,1.0,
phelpba01,1940,0,NLS194007090,BRO,NL,1.0,
waltebu01,1940,0,NLS194007090,CIN,NL,1.0,
wyattwh01,1940,0,NLS194007090,BRO,NL,1.0,
fellebo01,1941,0,ALS194107080,CLE,AL,1.0,1.0
dickebi01,1941,0,ALS194107080,NYA,AL,1.0,2.0
yorkru01,1941,0,ALS194107080,DET,AL,1.0,3.0
doerrbo01,1941,0,ALS194107080,BOS,AL,1.0,4.0
travice01,1941,0,ALS194107080,WS1,AL,1.0,5.0
cronijo01,1941,0,ALS194107080,BOS,AL,1.0,6.0
willite01,1941,0,ALS194107080,BOS,AL,1.0,7.0
dimagjo01,1941,0,ALS194107080,NYA,AL,1.0,8.0
heathje01,1941,0,ALS194107080,CLE,AL,1.0,9.0
applilu01,1941,0,ALS194107080,CHA,AL,0.0,
bentoal01,1941,0,ALS194107080,DET,AL,0.0,
boudrlo01,1941,0,ALS194107080,CLE,AL,1.0,
cullero01,1941,0,ALS194107080,SLA,AL,1.0,
dimagdo01,1941,0,ALS194107080,BOS,AL,1.0,
foxxji01,1941,0,ALS194107080,BOS,AL,1.0,
gordojo01,1941,0,ALS194107080,NYA,AL,1.0,
hayesfr01,1941,0,ALS194107080,PHA,AL,1.0,
hudsosi01,1941,0,ALS194107080,WS1,AL,1.0,
kellech01,1941,0,ALS194107080,NYA,AL,1.0,
keltnke01,1941,0,ALS194107080,CLE,AL,1.0,
leeth01,1941,0,ALS194107080,CHA,AL,1.0,
ruffire01,1941,0,ALS194107080,NYA,AL,0.0,
russoma01,1941,0,ALS194107080,NYA,AL,0.0,
smithed04,1941,0,ALS194107080,CHA,AL,1.0,
tebbebi01,1941,0,ALS194107080,DET,AL,0.0,
wyattwh01,1941,0,ALS194107080,BRO,NL,1.0,1.0
owenmi01,1941,0,ALS194107080,BRO,NL,1.0,2.0
mizejo01,1941,0,ALS194107080,SLN,NL,1.0,3.0
freylo01,1941,0,ALS194107080,CIN,NL,1.0,4.0
hackst01,1941,0,ALS194107080,CHN,NL,1.0,5.0
vaughar01,1941,0,ALS194107080,PIT,NL,1.0,6.0
moorete01,1941,0,ALS194107080,SLN,NL,1.0,7.0
reisepe01,1941,0,ALS194107080,BRO,NL,1.0,8.0
nichobi01,1941,0,ALS194107080,CHN,NL,1.0,9.0
blantcy01,1941,0,ALS194107080,PHI,NL,0.0,
camildo01,1941,0,ALS194107080,BRO,NL,0.0,
danniha01,1941,0,ALS194107080,NY1,NL,1.0,
derripa01,1941,0,ALS194107080,CIN,NL,1.0,
elliobo01,1941,0,ALS194107080,PIT,NL,1.0,
hermabi01,1941,0,ALS194107080,BRO,NL,1.0,
hubbeca01,1941,0,ALS194107080,NY1,NL,0.0,
lavagco01,1941,0,ALS194107080,BRO,NL,1.0,
leibeha01,1941,0,ALS194107080,CHN,NL,0.0,
lopezal01,1941,0,ALS194107080,PIT,NL,1.0,
mccorfr01,1941,0,ALS194107080,CIN,NL,1.0,
medwijo01,1941,0,ALS194107080,BRO,NL,1.0,
milleed03,1941,0,ALS194107080,BSN,NL,1.0,
ottme01,1941,0,ALS194107080,NY1,NL,1.0,
passecl01,1941,0,ALS194107080,CHN,NL,1.0,
slaugen01,1941,0,ALS194107080,SLN,NL,1.0,
waltebu01,1941,0,ALS194107080,CIN,NL,1.0,
warnelo01,1941,0,ALS194107080,SLN,NL,0.0,
chandsp01,1942,0,NLS194207060,NYA,AL,1.0,1.0
tebbebi01,1942,0,NLS194207060,DET,AL,1.0,2.0
yorkru01,1942,0,NLS194207060,DET,AL,1.0,3.0
gordojo01,1942,0,NLS194207060,NYA,AL,1.0,4.0
keltnke01,1942,0,NLS194207060,CLE,AL,1.0,5.0
boudrlo01,1942,0,NLS194207060,CLE,AL,1.0,6.0
willite01,1942,0,NLS194207060,BOS,AL,1.0,7.0
dimagjo01,1942,0,NLS194207060,NYA,AL,1.0,8.0
henrito01,1942,0,NLS194207060,NYA,AL,1.0,9.0
bagbyji02,1942,0,NLS194207060,CLE,AL,0.0,
bentoal01,1942,0,NLS194207060,DET,AL,1.0,
bonhati01,1942,0,NLS194207060,NYA,AL,0.0,
dickebi01,1942,0,NLS194207060,NYA,AL,0.0,
dimagdo01,1942,0,NLS194207060,BOS,AL,0.0,
doerrbo01,1942,0,NLS194207060,BOS,AL,0.0,
hudsosi01,1942,0,NLS194207060,WS1,AL,0.0,
hughste01,1942,0,NLS194207060,BOS,AL,0.0,
johnsbo01,1942,0,NLS194207060,PHA,AL,1.0,
mcquige02,1942,0,NLS194207060,SLA,AL,0.0,
newhoha01,1942,0,NLS194207060,DET,AL,0.0,
rizzuph01,1942,0,NLS194207060,NYA,AL,0.0,
rosarbu01,1942,0,NLS194207060,NYA,AL,0.0,
ruffire01,1942,0,NLS194207060,NYA,AL,0.0,
smithed04,1942,0,NLS194207060,CHA,AL,0.0,
spencst01,1942,0,NLS194207060,WS1,AL,0.0,
wagneha01,1942,0,NLS194207060,PHA,AL,0.0,
coopemo01,1942,0,NLS194207060,SLN,NL,1.0,1.0
coopewa01,1942,0,NLS194207060,SLN,NL,1.0,2.0
mizejo01,1942,0,NLS194207060,NY1,NL,1.0,3.0
brownji03,1942,0,NLS194207060,SLN,NL,1.0,4.0
vaughar01,1942,0,NLS194207060,BRO,NL,1.0,5.0
milleed03,1942,0,NLS194207060,BSN,NL,1.0,6.0
medwijo01,1942,0,NLS194207060,BRO,NL,1.0,7.0
reisepe01,1942,0,NLS194207060,BRO,NL,1.0,8.0
ottme01,1942,0,NLS194207060,NY1,NL,1.0,9.0
derripa01,1942,0,NLS194207060,CIN,NL,0.0,
