player_id,year,stint,glf,gcf,grf
hastisc01,1872,2,0.0,1.0,0.0
heubege01,1872,1,0.0,5.0,0.0
hicksna01,1872,1,0.0,0.0,3.0
higby01,1872,1,0.0,0.0,1.0
highadi01,1872,1,0.0,2.0,22.0
hodesch01,1872,1,0.0,4.0,0.0
huntdi01,1872,1,0.0,0.0,8.0
hurledi01,1872,1,0.0,0.0,2.0
jackssa01,1872,1,3.0,0.0,0.0
kavan01,1872,1,0.0,0.0,2.0
kennejo01,1872,1,2.0,0.0,1.0
kingma01,1872,1,0.0,3.0,0.0
kingst01,1872,1,25.0,0.0,0.0
leonaan01,1872,1,38.0,0.0,0.0
malonma01,1872,1,0.0,0.0,2.0
martiph01,1872,1,0.0,0.0,25.0
martiph01,1872,2,0.0,0.0,9.0
mathebo01,1872,1,0.0,0.0,8.0
mccarfr01,1872,1,0.0,18.0,1.0
mcdonja01,1872,1,1.0,0.0,14.0
mcgeami01,1872,1,0.0,0.0,1.0
mcmuljo01,1872,1,41.0,1.0,11.0
mcveyca01,1872,1,2.0,0.0,9.0
meyerle01,1872,1,0.0,0.0,26.0
millsch01,1872,1,0.0,0.0,4.0
minched01,1872,1,11.0,0.0,0.0
mulle01,1872,1,0.0,0.0,1.0
nelsoca01,1872,1,0.0,3.0,0.0
nelsoca01,1872,2,0.0,8.0,0.0
paborch01,1872,1,19.0,0.0,1.0
patteda01,1872,1,2.0,9.0,0.0
pearcdi01,1872,1,1.0,0.0,1.0
pikeli01,1872,1,6.0,5.0,16.0
prattal01,1872,1,0.0,0.0,6.0
reachal01,1872,1,0.0,0.0,20.0
remseja01,1872,1,0.0,37.0,0.0
robinva01,1872,1,0.0,0.0,7.0
rogerfr01,1872,1,4.0,0.0,38.0
schafha01,1872,1,5.0,0.0,0.0
senseco01,1872,1,0.0,0.0,1.0
simmojo01,1872,1,1.0,0.0,2.0
snydeji01,1872,1,0.0,0.0,1.0
snydejo01,1872,1,9.0,0.0,0.0
spaldal01,1872,1,0.0,7.0,0.0
studlse01,1872,1,0.0,5.0,0.0
swandma01,1872,1,0.0,4.0,0.0
sweasch01,1872,1,0.0,0.0,1.0
thakeal01,1872,1,18.0,0.0,0.0
tippeji01,1872,1,19.0,0.0,0.0
treacfr01,1872,1,0.0,47.0,0.0
whitede01,1872,1,2.0,1.0,3.0
woltery01,1872,1,0.0,0.0,11.0
worthhe01,1872,1,0.0,0.0,1.0
wrighha01,1872,1,0.0,48.0,0.0
yeatmbi01,1872,1,0.0,0.0,1.0
yorkto01,1872,1,51.0,0.0,1.0
zettlge01,1872,1,0.0,0.0,8.0
zettlge01,1872,2,0.0,0.0,1.0
addybo01,1873,2,0.0,0.0,31.0
allisar01,1873,1,8.0,9.0,4.0
allisdo01,1873,1,0.0,1.0,2.0
allisdo01,1873,2,0.0,0.0,1.0
ansonca01,1873,1,0.0,3.0,0.0
atkined01,1873,1,0.0,0.0,2.0
austihe01,1873,1,0.0,14.0,9.0
barrebi01,1873,1,0.0,0.0,1.0
battijo01,1873,1,0.0,1.0,0.0
bealsto01,1873,1,1.0,0.0,0.0
bechtge01,1873,1,0.0,1.0,51.0
bielaos01,1873,1,2.0,0.0,36.0
birdsda01,1873,1,0.0,0.0,3.0
boothed01,1873,1,15.0,0.0,2.0
boothed01,1873,2,0.0,4.0,12.0
boydbi01,1873,1,0.0,0.0,43.0
brainas01,1873,1,0.0,0.0,2.0
brittji01,1873,1,0.0,0.0,3.0
campbhu01,1873,1,0.0,0.0,1.0
campbmi02,1873,1,0.0,0.0,1.0
clappjo01,1873,1,0.0,1.0,0.0
cravebi01,1873,1,0.0,7.0,0.0
cuthbne01,1873,1,51.0,0.0,0.0
devliji01,1873,1,0.0,0.0,1.0
donnepe01,1873,1,0.0,6.0,0.0
doschhe01,1873,1,0.0,1.0,0.0
eggleda01,1873,1,0.0,53.0,0.0
eland01,1873,1,0.0,0.0,1.0
farrojo01,1873,1,0.0,0.0,3.0
fishech01,1873,1,1.0,2.0,43.0
frencbi01,1873,1,0.0,0.0,2.0
gedneco01,1873,1,53.0,0.0,0.0
hallge01,1873,1,0.0,35.0,0.0
hastisc01,1873,1,0.0,12.0,0.0
hatfijo01,1873,1,0.0,0.0,1.0
highadi01,1873,1,0.0,1.0,18.0
hinespa01,1873,1,36.0,0.0,0.0
holliho01,1873,1,0.0,30.0,0.0
hoopemi01,1873,1,2.0,0.0,0.0
johnsto01,1873,1,1.0,0.0,0.0
jones01,1873,1,0.0,1.0,0.0
kernajo01,1873,1,0.0,1.0,0.0
kohlehe01,1873,1,0.0,1.0,0.0
leonaan01,1873,1,45.0,0.0,0.0
mackde01,1873,1,1.0,1.0,3.0
mannija01,1873,1,2.0,0.0,3.0
martiph01,1873,1,0.0,0.0,30.0
mathebo01,1873,1,0.0,0.0,5.0
mcbridi01,1873,1,0.0,0.0,11.0
mcmuljo01,1873,1,51.0,0.0,0.0
mcveyca01,1873,1,1.0,4.0,1.0
millsev01,1873,1,0.0,1.0,0.0
murnati01,1873,1,0.0,24.0,6.0
nelsoca01,1873,1,0.0,0.0,6.0
nevinal01,1873,1,0.0,0.0,1.0
orourji01,1873,1,0.0,0.0,22.0
paborch01,1873,1,55.0,0.0,0.0
phelpne01,1873,1,0.0,0.0,1.0
pikeli01,1873,1,0.0,2.0,54.0
popplge01,1873,1,0.0,1.0,0.0
reachal01,1873,1,0.0,4.0,3.0
remseja01,1873,1,0.0,50.0,0.0
ryanjo01,1873,1,0.0,1.0,0.0
saylo01,1873,1,0.0,0.0,1.0
schafha01,1873,1,13.0,0.0,0.0
senseco01,1873,1,0.0,19.0,0.0
sheppjo01,1873,1,1.0,0.0,1.0
smithbi01,1873,1,0.0,3.0,0.0
smithjo01,1873,1,2.0,0.0,0.0
snydepo01,1873,1,0.0,3.0,0.0
spaldal01,1873,1,0.0,13.0,0.0
startjo01,1873,1,0.0,0.0,2.0
strated01,1873,1,0.0,0.0,1.0
treacfr01,1873,1,1.0,51.0,0.0
waterfr01,1873,1,0.0,3.0,1.0
whitede01,1873,1,0.0,0.0,9.0
wordsfa01,1873,1,0.0,0.0,1.0
wrighha01,1873,1,0.0,58.0,0.0
yorkto01,1873,1,56.0,1.0,0.0
allisdo01,1874,1,0.0,3.0,44.0
ansonca01,1874,1,0.0,0.0,8.0
barnero01,1874,1,1.0,0.0,0.0
barnibi01,1874,1,0.0,4.0,25.0
battijo01,1874,1,0.0,2.0,5.0
bealsto01,1874,1,1.0,2.0,6.0
bechtge01,1874,1,1.0,0.0,28.0
bielaos01,1874,1,0.0,1.0,43.0
boardfr01,1874,1,0.0,0.0,1.0
boothed01,1874,1,44.0,0.0,0.0
boydbi01,1874,1,0.0,0.0,1.0
bradyst01,1874,1,0.0,5.0,6.0
brainas01,1874,1,1.0,1.0,0.0
burdoja01,1874,1,2.0,1.0,0.0
chapmja01,1874,1,0.0,1.0,52.0
clackbo01,1874,1,1.0,30.0,0.0
clappjo01,1874,1,0.0,1.0,14.0
clintji01,1874,1,0.0,1.0,0.0
collida01,1874,1,0.0,0.0,2.0
cummica01,1874,1,0.0,0.0,1.0
cuthbne01,1874,1,55.0,2.0,0.0
deaneha01,1874,1,0.0,46.0,0.0
devliji01,1874,1,0.0,0.0,17.0
donnepe01,1874,1,0.0,0.0,3.0
eggleda01,1874,1,7.0,50.0,0.0
farreja01,1874,1,0.0,3.0,0.0
farrojo01,1874,1,0.0,2.0,1.0
fishech01,1874,1,0.0,8.0,6.0
fislewe01,1874,1,0.0,0.0,1.0
fleetfr01,1874,1,1.0,0.0,0.0
gedneco01,1874,1,51.0,0.0,0.0
geerbi01,1874,1,1.0,1.0,0.0
glennjo01,1874,1,2.0,1.0,17.0
hallge01,1874,1,20.0,21.0,7.0
hallji01,1874,1,0.0,0.0,1.0
hastisc01,1874,1,0.0,12.0,14.0
hatfijo01,1874,1,58.0,0.0,0.0
hicksna01,1874,1,0.0,4.0,0.0
highadi01,1874,1,0.0,3.0,31.0
hinespa01,1874,1,1.0,50.0,0.0
hodesch01,1874,1,0.0,13.0,5.0
holdsji01,1874,1,0.0,3.0,3.0
jones01,1874,1,0.0,0.0,1.0
kesslhe01,1874,1,2.0,2.0,0.0
knowdja01,1874,1,4.0,0.0,0.0
leonaan01,1874,1,51.0,0.0,0.0
martial01,1874,1,1.0,0.0,0.0
mathebo01,1874,1,1.0,0.0,0.0
mcgeami01,1874,1,0.0,0.0,4.0
mcgeepa01,1874,1,6.0,9.0,0.0
mcmuljo01,1874,1,5.0,51.0,1.0
mcveyca01,1874,1,0.0,8.0,49.0
meyerle01,1874,1,2.0,0.0,3.0
milleto01,1874,1,0.0,1.0,1.0
murnati01,1874,1,0.0,1.0,13.0
nelsoca01,1874,1,0.0,1.0,0.0
oneal01,1874,1,0.0,0.0,1.0
paborch01,1874,1,2.0,3.0,13.0
patteda01,1874,1,1.0,0.0,0.0
phelpne01,1874,1,0.0,0.0,6.0
pikeli01,1874,1,0.0,27.0,0.0
radcljo01,1874,1,0.0,1.0,14.0
reachal01,1874,1,0.0,0.0,14.0
reedhu01,1874,1,0.0,0.0,1.0
remseja01,1874,1,8.0,57.0,0.0
revilhe01,1874,1,0.0,0.0,1.0
ryanjo01,1874,1,47.0,0.0,0.0
selmafr01,1874,1,0.0,1.0,1.0
senseco01,1874,1,0.0,1.0,4.0
shaffor01,1874,1,8.0,0.0,1.0
shaffor01,1874,2,0.0,0.0,1.0
spaldal01,1874,1,0.0,6.0,0.0
startjo01,1874,1,1.0,1.0,0.0
stearbi01,1874,1,0.0,4.0,15.0
sweasch01,1874,1,0.0,0.0,1.0
tippeji01,1874,1,45.0,0.0,0.0
treacfr01,1874,1,2.0,11.0,24.0
whitede01,1874,1,0.0,0.0,21.0
wrighha01,1874,1,0.0,40.0,0.0
yorkto01,1874,1,49.0,1.0,0.0
addybo01,1875,1,0.0,1.0,67.0
allisar01,1875,1,0.0,1.0,2.0
allisar01,1875,2,0.0,0.0,37.0
allisdo01,1875,1,0.0,0.0,2.0
ansonca01,1875,1,0.0,2.0,23.0
arundha01,1875,1,0.0,0.0,1.0
barnero01,1875,1,0.0,0.0,0.0
barnibi01,1875,1,0.0,3.0,4.0
barnibi01,1875,2,0.0,1.0,2.0
battijo01,1875,1,0.0,1.0,0.0
bealsto01,1875,1,3.0,19.0,8.0
bechtge01,1875,2,0.0,3.0,29.0
bielaos01,1875,1,4.0,0.0,48.0
blongjo01,1875,1,2.0,2.0,
bondto01,1875,1,0.0,0.0,29.0
boothed01,1875,1,3.0,1.0,60.0
boydbi01,1875,1,0.0,0.0,12.0
bradlge01,1875,1,1.0,0.0,0.0
brady01,1875,1,0.0,1.0,0.0
bradyst01,1875,1,0.0,1.0,0.0
bradyst01,1875,2,1.0,0.0,1.0
brownol01,1875,1,0.0,1.0,1.0
cassijo01,1875,1,1.0,0.0,11.0
chapmja01,1875,1,0.0,0.0,43.0
clackbo01,1875,1,0.0,16.0,1.0
clintji01,1875,1,0.0,0.0,7.0
coonwi01,1875,1,0.0,0.0,1.0
cranefr01,1875,1,0.0,0.0,1.0
croftar01,1875,1,10.0,7.0,2.0
crowlbi01,1875,1,0.0,4.0,0.0
cummica01,1875,1,2.0,4.0,0.0
cuthbne01,1875,1,65.0,2.0,0.0
dailejo01,1875,2,0.0,0.0,2.0
dehlmhe01,1875,1,0.0,0.0,2.0
devliji01,1875,1,0.0,3.0,1.0
dolele01,1875,1,0.0,1.0,0.0
edwar01,1875,1,0.0,1.0,0.0
eggleda01,1875,1,2.0,65.0,0.0
ellicjo01,1875,1,0.0,2.0,
evans01,1875,1,1.0,0.0,0.0
fieldsa01,1875,1,0.0,0.0,1.0
fieldsa01,1875,2,0.0,0.0,1.0
fishech01,1875,1,4.0,1.0,0.0
fislewe01,1875,1,0.0,1.0,9.0
fleetfr01,1875,1,0.0,1.0,0.0
flintsi01,1875,1,1.0,0.0,1.0
fulmewa01,1875,1,0.0,1.0,0.0
galvipu01,1875,1,2.0,1.0,3.0
gedneco01,1875,1,67.0,0.0,1.0
geerbi01,1875,1,4.0,11.0,3.0
gerhajo01,1875,1,1.0,0.0,0.0
gilliba01,1875,1,0.0,0.0,1.0
gilmoji01,1875,1,0.0,0.0,1.0
gilro01,1875,1,0.0,0.0,1.0
glennjo01,1875,1,39.0,7.0,1.0
goldemi01,1875,2,25.0,0.0,2.0
gouldch01,1875,1,0.0,0.0,1.0
hallge01,1875,1,74.0,0.0,3.0
halliji01,1875,2,0.0,0.0,1.0
hallji01,1875,1,1.0,0.0,0.0
harbibi01,1875,1,0.0,0.0,13.0
hastisc01,1875,1,1.0,15.0,15.0
hatfijo01,1875,1,1.0,0.0,0.0
heifefr01,1875,1,4.0,1.0,1.0
hicksna01,1875,1,0.0,1.0,4.0
highadi01,1875,1,0.0,3.0,11.0
highadi01,1875,2,0.0,0.0,3.0
hinespa01,1875,1,4.0,35.0,0.0
holdsji01,1875,1,0.0,43.0,2.0
holliho01,1875,1,4.0,13.0,3.0
jonesch01,1875,1,12.0,0.0,0.0
jonesch01,1875,2,0.0,1.0,0.0
keenaji01,1875,1,1.0,0.0,0.0
kesslhe01,1875,1,0.0,4.0,3.0
knowdja01,1875,1,0.0,3.0,1.0
leonaan01,1875,1,73.0,0.0,0.0
lovetle01,1875,1,1.0,0.0,5.0
lowryjo01,1875,1,0.0,6.0,0.0
luffhe01,1875,1,0.0,1.0,3.0
malonfe01,1875,1,0.0,2.0,0.0
mannija01,1875,1,0.0,2.0,64.0
martial01,1875,1,0.0,6.0,0.0
masonch01,1875,1,3.0,0.0,7.0
masonch01,1875,2,8.0,0.0,0.0
mathebo01,1875,1,1.0,0.0,0.0
mcbridi01,1875,1,0.0,0.0,1.0
mcgeami01,1875,1,0.0,1.0,2.0
mcgeepa01,1875,1,0.0,25.0,0.0
mcgeepa01,1875,2,0.0,13.0,0.0
mcginti01,1875,1,0.0,0.0,2.0
mckeljo01,1875,1,0.0,4.0,35.0
mcmuljo01,1875,1,22.0,32.0,0.0
mcsortr01,1875,1,6.0,1.0,
mcveyca01,1875,1,1.0,20.0,2.0
metcaal01,1875,1,0.0,0.0,2.0
millejo01,1875,2,1.0,0.0,1.0
mooremo01,1875,1,0.0,0.0,2.0
morgapi01,1875,1,3.0,7.0,
murnati01,1875,1,1.0,24.0,1.0
nelsoca01,1875,1,1.0,0.0,0.0
nichotr01,1875,1,1.0,2.0,0.0
oneilj01,1875,1,0.0,2.0,1.0
oranto01,1875,1,0.0,2.0,17.0
orourji01,1875,1,0.0,44.0,1.0
paborch01,1875,1,42.0,0.0,0.0
paborch01,1875,2,6.0,0.0,0.0
parksbi01,1875,1,16.0,1.0,0.0
parksbi01,1875,2,2.0,0.0,0.0
patteda01,1875,1,0.0,0.0,7.0
phelpne01,1875,1,0.0,0.0,2.0
pikeli01,1875,1,1.0,64.0,0.0
quinnpa01,1875,1,0.0,1.0,1.0
quinnpa02,1875,1,0.0,1.0,0.0
quinnpa02,1875,2,0.0,1.0,2.0
quinnpa02,1875,3,0.0,9.0,1.0
reachal01,1875,1,0.0,0.0,2.0
remseja01,1875,1,0.0,81.0,5.0
resslla01,1875,1,0.0,3.0,17.0
rextewi01,1875,1,0.0,0.0,1.0
richmjo01,1875,1,2.0,3.0,6.0
rileybi01,1875,1,0.0,0.0,8.0
rocapad01,1875,1,0.0,5.0,7.0
ryanjo01,1875,1,30.0,0.0,0.0
saylo01,1875,1,0.0,1.0,0.0
schafha01,1875,1,0.0,1.0,0.0
sewarge01,1875,1,3.0,1.0,3.0
shaff01,1875,1,0.0,0.0,1.0
shaffor01,1875,1,3.0,8.0,1.0
sheri01,1875,1,1.0,0.0,0.0
simmojo01,1875,1,0.0,9.0,1.0
spaldal01,1875,1,1.0,9.0,9.0
stearbi01,1875,1,2.0,5.0,0.0
stevero01,1875,1,0.0,0.0,1.0
stodd01,1875,1,1.0,1.0,0.0
sulli01,1875,1,0.0,0.0,2.0
suttoez01,1875,1,0.0,0.0,1.0
terry01,1875,1,0.0,1.0,2.0
thompan01,1875,1,0.0,0.0,1.0
thompfr01,1875,1,0.0,0.0,1.0
tippeji01,1875,1,8.0,32.0,3.0
treacfr01,1875,1,11.0,0.0,0.0
treacfr01,1875,2,42.0,1.0,0.0
waittch01,1875,1,2.0,7.0,23.0
walkeos01,1875,1,0.0,0.0,1.0
warnefr01,1875,1,0.0,14.0,0.0
whitede01,1875,1,0.0,0.0,14.0
whitewa01,1875,1,0.0,5.0,0.0
wrighha01,1875,1,0.0,0.0,1.0
yorkto01,1875,1,86.0,0.0,0.0
addybo01,1876,1,3.0,0.0,29.0
allisar01,1876,1,0.0,0.0,23.0
allisdo01,1876,1,0.0,1.0,5.0
andrufr01,1876,1,1.0,3.0,5.0
bechtge01,1876,1,0.0,0.0,14.0
bechtge01,1876,2,0.0,2.0,0.0
berghjo01,1876,1,0.0,1.0,0.0
bielaos01,1876,1,0.0,0.0,32.0
blongjo01,1876,1,0.0,0.0,62.0
bootham01,1876,1,0.0,0.0,3.0
boothed01,1876,1,0.0,2.0,51.0
bordejo01,1876,1,0.0,0.0,16.0
bradlfo01,1876,1,0.0,0.0,4.0
brownle01,1876,1,0.0,1.0,1.0
carbijo01,1876,1,0.0,0.0,1.0
cassijo01,1876,1,0.0,0.0,8.0
chapmja01,1876,1,5.0,1.0,11.0
clackbo01,1876,1,0.0,3.0,14.0
clappjo01,1876,1,0.0,1.0,3.0
clintji01,1876,1,0.0,0.0,14.0
collida01,1876,1,0.0,2.0,5.0
coonwi01,1876,1,0.0,2.0,29.0
currepe01,1876,1,0.0,0.0,1.0
cuthbne01,1876,1,63.0,0.0,0.0
deando01,1876,1,0.0,0.0,5.0
eggleda01,1876,1,1.0,37.0,1.0
fishech01,1876,1,0.0,7.0,4.0
fislewe01,1876,1,0.0,15.0,9.0
fousebi01,1876,1,0.0,1.0,6.0
gerhajo01,1876,1,2.0,0.0,0.0
glennjo01,1876,1,56.0,0.0,0.0
hallge01,1876,1,59.0,0.0,1.0
halliji01,1876,1,0.0,0.0,2.0
harbibi01,1876,1,0.0,2.0,4.0
hastisc01,1876,1,0.0,65.0,0.0
hayesmi01,1876,1,5.0,0.0,0.0
highadi01,1876,1,0.0,0.0,59.0
hinespa01,1876,1,0.0,64.0,0.0
holdsji01,1876,1,0.0,49.0,0.0
jonesch01,1876,1,10.0,53.0,1.0
kesslhe01,1876,1,0.0,2.0,14.0
knighlo01,1876,1,0.0,3.0,6.0
leonaan01,1876,1,35.0,0.0,0.0
mackde01,1876,1,1.0,1.0,0.0
malonfe01,1876,1,0.0,0.0,3.0
malonjo01,1876,1,0.0,2.0,0.0
mannija01,1876,1,0.0,1.0,55.0
mathebo01,1876,1,0.0,0.0,1.0
mcbridi01,1876,1,0.0,0.0,1.0
mcgeami01,1876,1,0.0,1.0,0.0
mcginti01,1876,1,0.0,6.0,0.0
mcveyca01,1876,1,1.0,0.0,0.0
meyerle01,1876,1,0.0,0.0,3.0
morrijo01,1876,1,1.0,3.0,1.0
murnati01,1876,1,2.0,1.0,0.0
orourji01,1876,1,9.0,60.0,0.0
parksbi01,1876,1,1.0,0.0,0.0
pearcdi01,1876,1,1.0,0.0,0.0
phelpne01,1876,1,0.0,1.0,0.0
piersda01,1876,1,1.0,0.0,29.0
pikeli01,1876,1,0.0,62.0,0.0
remseja01,1876,1,3.0,66.0,0.0
rittewh01,1876,1,0.0,2.0,2.0
ryanjo01,1876,1,63.0,1.0,0.0
shandji01,1876,1,0.0,1.0,1.0
snydepo01,1876,1,0.0,3.0,1.0
snydere01,1876,1,54.0,0.0,1.0
spaldal01,1876,1,9.0,1.0,0.0
suttoez01,1876,1,0.0,0.0,4.0
sweasch01,1876,1,0.0,0.0,1.0
treacfr01,1876,1,52.0,0.0,5.0
warnefr01,1876,1,0.0,1.0,0.0
whitede01,1876,1,3.0,0.0,0.0
whitnfr01,1876,1,24.0,0.0,10.0
wrighha01,1876,1,0.0,0.0,1.0
yorkto01,1876,1,66.0,1.0,0.0
zettlge01,1876,1,0.0,1.0,0.0
addybo01,1877,1,0.0,1.0,56.0
bassjo01,1877,1,1.0,0.0,0.0
battijo01,1877,1,0.0,5.0,0.0
blongjo01,1877,1,13.0,4.0,23.0
bondto01,1877,1,0.0,0.0,3.0
bootham01,1877,1,1.0,0.0,0.0
bradlge01,1877,1,0.0,0.0,1.0
buncejo01,1877,1,1.0,0.0,0.0
cassijo01,1877,1,0.0,1.0,57.0
clappjo01,1877,1,2.0,0.0,9.0
croftar01,1877,1,25.0,1.0,1.0
crowlbi01,1877,1,0.0,57.0,2.0
cummica01,1877,1,0.0,1.0,2.0
cuthbne01,1877,1,12.0,0.0,0.0
dehlmhe01,1877,1,1.0,0.0,0.0
dorgami01,1877,1,20.0,1.0,29.0
edench01,1877,1,0.0,0.0,15.0
eggleda01,1877,1,0.0,33.0,0.0
gerhajo01,1877,1,0.0,1.0,0.0
gleasja01,1877,1,0.0,1.0,0.0
glennjo01,1877,1,36.0,0.0,1.0
gouldch01,1877,1,1.0,0.0,0.0
hallge01,1877,1,61.0,0.0,0.0
halliji01,1877,2,0.0,0.0,19.0
harbibi01,1877,1,0.0,3.0,2.0
hastisc01,1877,1,0.0,1.0,0.0
hinespa01,1877,1,24.0,18.0,7.0
holdsji01,1877,1,0.0,55.0,0.0
jonesch01,1877,1,5.0,3.0,0.0
jonesch01,1877,2,0.0,2.0,0.0
jonesch01,1877,3,38.0,0.0,0.0
laffefl01,1877,1,0.0,4.0,0.0
leele01,1877,1,1.0,2.0,1.0
leonaan01,1877,1,37.0,0.0,0.0
littlha01,1877,1,0.0,3.0,0.0
loftuto01,1877,1,1.0,0.0,2.0
malonjo01,1877,1,0.0,1.0,0.0
mannija01,1877,1,1.0,10.0,1.0
mathebo01,1877,1,1.0,0.0,0.0
mckened01,1877,1,0.0,1.0,0.0
meyerle01,1877,1,0.0,1.0,0.0
mitchbo01,1877,1,0.0,1.0,1.0
morrijo01,1877,1,0.0,0.0,11.0
murnati01,1877,1,0.0,25.0,5.0
nichotr01,1877,1,0.0,14.0,2.0
orourji01,1877,1,23.0,35.0,3.0
pikeja01,1877,1,0.0,0.0,1.0
pikeli01,1877,1,0.0,38.0,0.0
quinnpa02,1877,1,0.0,0.0,4.0
remseja01,1877,1,0.0,33.0,0.0
roweda01,1877,1,0.0,0.0,2.0
ryanjo01,1877,1,1.0,5.0,0.0
schafha01,1877,1,1.0,0.0,22.0
shaffor01,1877,1,0.0,1.0,60.0
smithha01,1877,1,0.0,7.0,3.0
smithha01,1877,2,0.0,3.0,0.0
snydepo01,1877,1,0.0,0.0,1.0
tayloli01,1877,1,2.0,0.0,0.0
waittch01,1877,1,0.0,0.0,10.0
whitede01,1877,1,0.0,0.0,19.0
wrighha01,1877,1,0.0,1.0,0.0
yorkto01,1877,1,56.0,0.0,0.0
ansonca01,1878,1,45.0,3.0,0.0
bennech01,1878,1,0.0,16.0,4.0
