store_id,hub_id,store_name,store_segment,store_plan_price,store_latitude,store_longitude
624,28,SPILUMI ,FOOD,49.9,-23.595775,-46.685984
626,28,MUMRIFAM ,GOOD,29.9,-23.595775,-46.685984
627,27,FAM RIRGUM ,GOOD,29.9,-23.622995,-46.699204
629,8,RIARI SIARI ,FOOD,,-22.921475,-43.234822
631,28,IUMPICA ,FOOD,,-23.595775,-46.685984
632,28,IPUPIEMAI ,FOOD,,-23.595775,-46.685984
633,21,ZIVIMUI ,GOOD,49.9,-23.550407,-46.721291
640,28,GRIME CRU ,GOOD,49,-23.595775,-46.685984
641,26,MUMRIFAM ,GOOD,29.9,-23.563758,-46.652621
644,13,USARULI DA SUA,FOOD,,-22.887521,-43.283366
646,21,PASCIAMU ,FOOD,49.9,-23.550407,-46.721291
648,27,PIPRU SUIM ,FOOD,49.9,-23.622995,-46.699204
651,27,SIZMUO RICAUMS ,FOOD,49.9,-23.622995,-46.699204
652,25,MUMRIFAM ,GOOD,29.9,-23.570765,-46.642043
656,3,IPALUPAES ,FOOD,0.01,-30.038145,-51.20352
657,21,RIGAC FAM ,GOOD,29.9,-23.550407,-46.721291
658,29,IUMPICA ,FOOD,,-23.561053,-46.558976
659,29,IPUPIEMAI ,FOOD,,-23.561053,-46.558976
660,16,FIRIFI CIRAICI ,FOOD,49,-22.989451,-43.433223
661,20,RA VACAI EUSEU I AMACAI ,FOOD,49,-22.996848,-43.361197
666,25,RIZI ,FOOD,49.9,-23.570765,-46.642043
669,29,PUPALUGALA,FOOD,49.9,-23.561053,-46.558976
673,18,MIZPIZ ,FOOD,49,-22.950331,-43.184893
674,29,AR TRAMUO ,FOOD,49.9,-23.561053,-46.558976
676,31,IUMPICA ,FOOD,,-23.631835,-46.735203
678,18,MZU PIUI ,FOOD,49,-22.949561,-43.185022
679,18,ZIRIE ,FOOD,49,-22.94733,-43.183534
681,5,CISI DA POI EU QUASI ,FOOD,49.9,-23.003717,-43.317444
682,25,MISMO GRALA,FOOD,49.9,-23.570765,-46.642043
684,17,RIZIGIMO ,GOOD,29.9,-23.599551,-46.636755
685,20,CICIU SZIS ,GOOD,29.9,-22.996848,-43.361197
686,29,RIMUIMI GRALA,FOOD,49.9,-23.561053,-46.558976
687,17,LUPI ,GOOD,29.9,-23.599551,-46.636755
689,17,RIRIMI ,GOOD,29.9,-23.599551,-46.636755
690,29,EAVAMI FIGOI ,FOOD,49.9,-23.561053,-46.558976
692,29,PIULIMGURAU CIRAICI ,FOOD,49.9,-23.561053,-46.558976
693,29,EURECA ,GOOD,29,-23.561053,-46.558976
695,5,PILAS SUCIS ,FOOD,49,-23.004907,-43.318364
697,21,ZIPU ,GOOD,29.9,-23.550407,-46.721291
700,21,CZALLA PUIMS ,GOOD,29.9,-23.550407,-46.721291
701,21,SMIRPIAMU ,GOOD,29.9,-23.550407,-46.721291
702,21,EUCI SGAM ,GOOD,,-23.550407,-46.721291
706,17,AR CIM ,GOOD,29.9,-23.599551,-46.636755
707,33,IUMPICA ,FOOD,,-23.579067,-46.594006
716,33,EA CUMUI ,FOOD,49.9,-23.579067,-46.594006
728,33,GUMOUA ,FOOD,49.9,-23.579067,-46.594006
735,33,IRIR OIS PUOUMIS ,FOOD,49.9,-23.579067,-46.594006
739,16,GIPUMZIGUM ,GOOD,29,-23.020709,-43.4897
745,3,IGUAI VUMURAMIRAI ,GOOD,,-30.037362,-51.204753
747,21,IRUZZI ,GOOD,29.9,-23.550407,-46.721291
748,27,LI PISMI GAIMOI ,FOOD,49.9,-23.622995,-46.699204
753,3,PF PIR FIVIR ,FOOD,0,-30.038145,-51.20352
754,13,GIPUMZIGUM ,GOOD,,-22.887521,-43.283366
762,26,CZALLA PUIMS ,GOOD,29.9,-23.563758,-46.652621
763,26,CISI PIUEUEMI ,GOOD,49.9,-23.563758,-46.652621
767,29,PASSIMA ,FOOD,49.9,-23.561053,-46.558976
771,27,MISQUAMZI DA USQUAMI ,FOOD,49.9,-23.622995,-46.699204
773,18,OU SALVI ,FOOD,49,-22.94733,-43.183534
780,29,GARIOLIS ,FOOD,,-23.561053,-46.558976
783,22,VUZPI ,FOOD,49,-23.000149,-43.381736
785,33,ARE TRAMUO ,FOOD,49.9,-23.579067,-46.594006
786,33,LU PUMAM RICIRIMS ,GOOD,49.9,-23.579067,-46.594006
787,33,PUGOIE ,FOOD,49.9,-23.579067,-46.594006
790,33,MZU SMUIG FICMIRO ,FOOD,49.9,-23.579889,-46.594297
791,8,PULGAIM SIOLLU ,FOOD,0,-22.921475,-43.234822
792,13,CIOLAMISM ,FOOD,0,-22.887521,-43.283366
801,20,CIMUAMI PUIMISURI ,FOOD,49,-22.996848,-43.361197
802,20,PIAMUARIS CIFO ,FOOD,49,-22.996848,-43.361197
804,18,MOIRI MPECILIMU PIR ,FOOD,49,-22.94733,-43.183534
806,27,IMLAIZA,GOOD,,,
807,29,ZIMRPI,GOOD,,,
808,28,ROICIPIP,GOOD,,,
809,25,GARPI ,GOOD,29.9,-23.570765,-46.642043
810,22,PIULIMGURAU ,FOOD,49,-23.001696,-43.386494
811,8,CISI DA PRUSI ,GOOD,0.01,-22.921475,-43.234822
824,26,RUMOU VUREU ,GOOD,29.9,-23.563758,-46.652621
828,20,MUI SZIP ,GOOD,,-22.996848,-43.361197
832,27,RUSURVI FLIRIA,GOOD,29.9,-23.622995,-46.699204
837,33,SMIR PIAMU ,GOOD,29,-23.579067,-46.594006
840,26,SIZMUO RICAUMS ,FOOD,49.9,-23.563758,-46.652621
845,13,RUA DA RIMU ,FOOD,,-22.887521,-43.283366
847,13,GIGIRUS ,GOOD,29,-22.887521,-43.283366
850,22,CIRIRIOU CIRIROI ,FOOD,49,-23.001696,-43.386494
859,20,CIRIRIOU CIRIROI ,FOOD,49.9,-22.996848,-43.361197
864,3,RIC IME CZASU ,FOOD,0.01,-30.038145,-51.20352
869,18,PILIOU RAS ,FOOD,49,-22.94733,-43.183534
870,18,CUSMUI ,FOOD,49,-22.949297,-43.188152
875,31,RIRURIMUA ,FOOD,49.9,-23.631835,-46.735203
876,26,IVIMAR ,GOOD,29.9,-23.569798,-46.659254
877,33,IVIMAR ,GOOD,29,-23.579067,-46.594006
879,28,RISIRA ,FOOD,49.9,-23.595775,-46.685984
882,35,RUGIRIMA ,FOOD,49,-22.97315,-43.370811
883,35,GIMA ,FOOD,49,-22.97315,-43.370811
886,35,RC OUMILEES ,FOOD,,-22.97315,-43.370811
894,35,MRIMUIRAI ,FOOD,49,-22.97315,-43.370811
902,8,MRIRI LIP ,GOOD,29,-22.921475,-43.234822
903,35,PILITAMZI ,FOOD,49,-22.97315,-43.370811
904,25,CAIRIR PIPO ,GOOD,29,-23.570765,-46.642043
911,28,RCOUMILES ,FOOD,0,-23.595775,-46.685984
912,3,MURPURI OUS GURAIS ,FOOD,49,-30.035516,-51.204007
913,27,PAMACIS ,GOOD,29.9,-23.622995,-46.699204
915,25,GRIME CRU ,GOOD,29.9,-23.570765,-46.642043
918,27,USIFLUS ,GOOD,,-23.622995,-46.699204
921,29,GRIME CRU ,GOOD,29.9,-23.561053,-46.558976
923,3,GRIME CRU ,GOOD,29.9,-30.027068,-51.19292
924,29,LIFM ,GOOD,29,-23.561053,-46.558976
931,31,GUMOUA E ISIM ,FOOD,49.9,-23.631835,-46.735203
933,31,SUPSIO ,FOOD,49.9,-23.631835,-46.735203
938,27,OIGIPUARO ,FOOD,49.9,-23.622995,-46.699204
941,27,GUMOUA ,FOOD,49.9,-23.622995,-46.699204
944,35,ZIMI ZUM ,FOOD,49,-22.97315,-43.370811
945,29,LUPI ,GOOD,29.9,-23.561053,-46.558976
946,29,USIFLUS ,GOOD,29.9,-23.561053,-46.558976
947,5,USMIMOI RS ,FOOD,49,-23.004907,-43.318364
948,27,RAMZI CISMURUARI RA SIPIMUARI ,GOOD,29.9,-23.622995,-46.699204
950,33,ISIM ,FOOD,49.9,-23.579067,-46.594006
951,33,GRIMEVASAIM ,GOOD,29.9,-23.579067,-46.594006
952,26,GRIMEVASAIM ,GOOD,29.9,-23.563758,-46.652621
953,26,GRIME CRU ,GOOD,29.9,-23.561121,-46.666602
955,51,CIRIROI U CAI ,FOOD,,-22.926904,-43.572533
960,33,GRIME CRU ,GOOD,29,-23.579067,-46.594006
961,21,PIGUE PIPACO ,FOOD,49.9,-23.550407,-46.721291
964,26,GRIME CRU ZAGAUMAPILAS ,GOOD,29.9,-23.54166,-46.657483
965,17,GRIME CRU ,GOOD,29.9,-23.603557,-46.657894
966,35,CIRIROI U CAI ,FOOD,49,-22.97315,-43.370811
967,28,GRIME CRU VALI MIVI CIMCUAMOI ,GOOD,29.9,-23.595215,-46.666397
968,28,GRIME CRU AMIARO CIRUSI  ,GOOD,29.9,-23.586689,-46.67986
975,36,IEPISMI ,FOOD,49,-30.085743,-51.245997
976,36,PAZZI ROIE MIPILAPACO ,FOOD,49,-30.085743,-51.245997
977,36,PRIMZURS RUSMIURIMA U PAZZIRAI ,FOOD,49,-30.085743,-51.245997
978,55,ZUPULAR MUC ,GOOD,29.9,-23.515421,-46.665322
983,35,LUPIMUIM ,FOOD,49,-22.97315,-43.370811
984,33,GIPUMZIGUM ,GOOD,,-23.579067,-46.594006
989,36,GRIME CRU ,GOOD,29,-30.085743,-51.245997
995,31,ROGLISS ICUSSARAIS ,GOOD,29,-23.631835,-46.735203
997,33,PIEURISI MAROI ,GOOD,29,-23.579067,-46.594006
998,20,TRAZ LOURA RIRMAM ,FOOD,49,-22.996848,-43.361197
999,35,LUCITA ,FOOD,49,-22.97315,-43.370811
1000,20,PAI RUMOU ,GOOD,49,-22.996848,-43.361197
1001,26,PEUIM GAMTRAM ,FOOD,49.9,-23.563758,-46.652621
1002,20,OIGIPUARO ,FOOD,49.9,-22.996848,-43.361197
1003,29,ZIVIMUI ,GOOD,29,-23.561053,-46.558976
1006,25,PUGUM ,GOOD,29.9,-23.570765,-46.642043
1008,29,PUGUM ,GOOD,29.9,-23.561053,-46.558976
1009,20,CIPIMI PURGUR ,FOOD,49.9,-22.996848,-43.361197
1010,16,CICIU SZIS ,GOOD,49,-23.020709,-43.4897
1014,31,OUMGA ,GOOD,29,-23.631835,-46.735203
1015,31,MUMRIFAM ,GOOD,29.9,-23.658852,-46.737876
1016,36,PIPS ,FOOD,49,-30.085743,-51.245997
1018,36,ICI EU SIVEMI ,FOOD,49,-30.085743,-51.245997
1019,20,CISI PIUEUEMI ,GOOD,49,-22.996848,-43.361197
1022,29,RIRIMI ,GOOD,29,-23.561053,-46.558976
1025,21,IMUI PUGIVI ,GOOD,29,-23.528072,-46.731195
1026,22,AIEMAMIMU IU PRUSEM,GOOD,29.9,-23.001696,-43.386494
1027,33,LIFM ,GOOD,,-23.579067,-46.594006
1029,55,UVURUSM ,GOOD,29.9,-23.515578,-46.665665
1034,18,GRIME CRU ,GOOD,29.9,-22.964613,-43.220246
1037,35,IUMPICA ,FOOD,,-22.97315,-43.370811
1041,26,GIPUMZIGUM ,GOOD,49.9,-23.563758,-46.652621
1042,36,FRUEOU ,FOOD,49,-30.085743,-51.245997
1044,36,ZIVIMUI ,GOOD,29,-30.085743,-51.245997
1056,16,RIOZ ,FOOD,49,,
1057,36,IUMPICA ,FOOD,,-30.085743,-51.245997
1061,33,SMIMCU ,GOOD,29,-23.579067,-46.594006
1064,8,GRIME CRU ,GOOD,49,-22.921475,-43.234822
1071,25,VIRIMOU ,GOOD,29.9,-23.570765,-46.642043
1076,20,SUMIR SIMMPE ,FOOD,49,-22.996848,-43.361197
1080,18,AIEMAMIMU IU PRUSEM,GOOD,29.9,-22.94733,-43.183534
1082,35,LIEMAMIMU IU PRUSEM,GOOD,29.9,-22.97315,-43.370811
1083,27,CISI PIUEUEMI ,GOOD,29.9,-23.622995,-46.699204
1084,28,CISI PIUEUEMI ,GOOD,29.9,-23.595775,-46.685984
1091,20,SALITO ,GOOD,29.9,-22.996848,-43.361197
1092,18,SALITO ,GOOD,29,-22.94733,-43.183534
1093,36,SALITO ,GOOD,29,-30.085743,-51.245997
1095,22,SALITO ,GOOD,29,-23.001696,-43.386494
1096,8,SALITO ,GOOD,29,-22.921475,-43.234822
1097,28,SALITO ,GOOD,29.9,-23.595775,-46.685984
1098,33,SALITO ,GOOD,29,-23.579067,-46.594006
1099,29,SALITO ,GOOD,29,-23.561053,-46.558976
1101,26,SALITO ,GOOD,29.9,-23.563758,-46.652621
1103,27,SALITO ,GOOD,29,-23.622995,-46.699204
1104,13,SALITO ,GOOD,,-22.887521,-43.283366
1105,25,SALITO ,GOOD,29,-23.570765,-46.642043
1106,21,SALITO ,GOOD,29,-23.550407,-46.721291
1107,21,SR SIGIRIMI ,FOOD,49,-23.550407,-46.721291
1114,35,RIMAI EU TRAPRISCI ,FOOD,49.9,-22.97315,-43.370811
1117,21,PIPULIRAI RIGMALAI ,GOOD,29,-23.550407,-46.721291
1118,35,PRISEMCICIU ,GOOD,29,-22.97315,-43.370811
1119,28,ISIM O RIRARIRA ,FOOD,,-23.595775,-46.685984
1120,27,GIPUMZIGUM ,GOOD,29,-23.622995,-46.699204
1121,20,PRISEMCICIU ,GOOD,29,-22.996848,-43.361197
1122,27,MPECILIMUS PRISEMCICIU ,GOOD,29,-23.622995,-46.699204
1123,8,SIRSUMG ,GOOD,,-22.921475,-43.234822
1125,36,PIZ RUSMIURIMA ,FOOD,49,-30.085743,-51.245997
1127,16,CIRIROI U CAI ,FOOD,49,-23.020709,-43.4897
1128,17,ZIVIMUI ,GOOD,29.9,-23.599551,-46.636755
1141,21,CISI RUVAVI ,GOOD,29,-23.550407,-46.721291
1143,3,GRORAI RIMAI ,GOOD,49,-29.972736,-51.195821
1146,33,MZU PIEO SZIP ,GOOD,29.9,-23.579067,-46.594006
1150,26,PASCIAMU ,FOOD,49.9,-23.563758,-46.652621
1152,8,CISI DA PILIP ,FOOD,29,-22.922908,-43.2349
1153,13,RIMAI EU TRAPRISCI ,FOOD,49,-22.887521,-43.283366
1154,27,ILRU ,GOOD,29.9,-23.622995,-46.699204
1157,27,CISI OUS CACIS ,GOOD,29,-23.622995,-46.699204
1160,3,MPECILIMRIS CAOUEU PIASI ,GOOD,49,-30.03821,-51.2217
1161,31,CZALLA PUIMS ,GOOD,,-23.631835,-46.735203
1162,13,SIU SIU EUSAGM ,GOOD,29,-22.887521,-43.283366
1163,33,PA PISACI ,GOOD,29,-23.579067,-46.594006
1164,26,GAIVIMUI PIPO ,GOOD,29,-23.563758,-46.652621
1165,17,USIFLUS ,GOOD,29,-23.599551,-46.636755
1166,33,RIGAC FAM ,GOOD,29,-23.579067,-46.594006
1167,31,SIMUI LIMOI ,GOOD,29,-23.631835,-46.735203
1175,31,LUVA S ,GOOD,,-23.631835,-46.735203
1187,33,IRUZZI ,GOOD,29,,
1199,31,CISI RUVAVI ,GOOD,29,-23.631835,-46.735203
1204,18,GRIME CRU ,GOOD,,,
1205,29,ZIPU ,GOOD,29,-23.561053,-46.558976
1208,16,RUSMIURIMA RIRIOU ,FOOD,49,-23.020709,-43.4897
1210,26,RIGU I CIGU ,FOOD,49,-23.561506,-46.668456
1213,21,AMACIS CIRIA,GOOD,29.9,-23.550407,-46.721291
1214,21,CRICS ,GOOD,29,-23.550407,-46.721291
1215,17,CRICS ,GOOD,29,-23.599551,-46.636755
1218,20,PALLO MZU GRALA,FOOD,49.9,-22.996848,-43.361197
1220,33,R RIRMIM ,GOOD,29,-23.579067,-46.594006
1224,31,SSIRIVSGA ,GOOD,,-23.631835,-46.735203
1230,27,MZU PIEO SZIP ,GOOD,29,-23.622995,-46.699204
1232,33,AMUARASSARA ,GOOD,,-23.579067,-46.594006
1233,3,PIUMCU CIRPIMO ,GOOD,29,-30.029656,-51.217429
1235,33,MIARO ZALFAGUR ,GOOD,29,-23.579067,-46.594006
1236,33,VACMIR ZUGI ,GOOD,29.9,-23.579067,-46.594006
1237,33,SIRLE MUMUAS ,GOOD,29.9,-23.579067,-46.594006
1238,33,ZURAMG GAES ,GOOD,29.9,-23.579067,-46.594006
1239,33,RULASSI ,GOOD,29.9,-23.579067,-46.594006
1242,35,IMICIPRA ,GOOD,29.9,-22.97315,-43.370811
1246,31,PUGUM ,GOOD,29,-23.631835,-46.735203
1247,25,PAGAES ,GOOD,29.9,-23.570765,-46.642043
1254,31,PUMAM MAMA ,GOOD,29,-23.631835,-46.735203
1259,26,PUGUM ,GOOD,29.9,-23.563758,-46.652621
1263,33,RAMASI ,GOOD,29,-23.579067,-46.594006
1271,21,IPIQA ,GOOD,,-23.550407,-46.721291
1272,20,PAPA CILMIOUS ,GOOD,29.9,-22.996848,-43.361197
1273,35,MRICA E FAULE ,GOOD,29.9,-22.97315,-43.370811
1274,28,MZU PIEO SZIP ,GOOD,29,-23.595775,-46.685984
1276,35,USIFLUS ,GOOD,29.9,-22.97315,-43.370811
1278,35,PAPA CILMIOUS ,GOOD,29.9,-22.97315,-43.370811
1279,8,PAPA CILMIOUS ,GOOD,29.9,-22.921475,-43.234822
1280,33,RIRIMI ,GOOD,29.9,-23.579067,-46.594006
1283,27,SSIRIVSGA ,GOOD,29,-23.622995,-46.699204
1288,31,STRAMZ ,GOOD,29,-23.631835,-46.735203
1290,26,SSIRIVSGA ,GOOD,29,-23.563758,-46.652621
1292,18,SIRSUMG ,GOOD,,,
1293,35,SIRSUMG ,GOOD,29,-22.97315,-43.370811
1300,29,OIGAMA ,GOOD,29,-23.561053,-46.558976
1303,13,LIMI EU FAMI PASU ,GOOD,,-22.887521,-43.283366
1304,25,OIGAMA ,GOOD,29,-23.570765,-46.642043
1307,8,GIMA ,FOOD,49.9,-22.921475,-43.234822
1314,27,OIGAMA ,GOOD,29,-23.622995,-46.699204
1317,31,USPIMI PRIMI ,GOOD,49,-23.631835,-46.735203
1318,33,PRIMIUVI,GOOD,29,-23.579067,-46.594006
1321,31,PUPALU GALA,FOOD,49,-23.631835,-46.735203
1324,3,PAZZI PIRPACO ,FOOD,,-30.038145,-51.20352
1325,31,EUCI SGAM ,GOOD,29.9,-23.629826,-46.735203
1330,31,R RIRMIM ,GOOD,,-23.631835,-46.735203
1332,20,SR MIPICIRAI ,GOOD,29,-22.996848,-43.361197
1333,20,SUMSARAI ,GOOD,29,-22.996848,-43.361197
1335,8,ILUIMIRO ,GOOD,29,-22.921475,-43.234822
1338,31,OIGPUARO ,FOOD,49.9,-23.631835,-46.735203
1344,31,CAI RIRAMARI ,GOOD,,-23.631835,-46.735203
1345,29,CAI RIRAMARI ,GOOD,29,-23.561053,-46.558976
1378,33,SSIRIVSGA ,GOOD,,-23.579067,-46.594006
1381,13,ILUIMIRO ,GOOD,,-22.887521,-43.283366
1383,13,UMALACISI ,GOOD,29,-22.887521,-43.283366
1395,21,IUMZUMUAC FAM ,GOOD,,-23.550407,-46.721291
1397,21,IRM SILG ,GOOD,29,-23.550407,-46.721291
1399,3,RUSU ,FOOD,0,-30.038145,-51.20352
1401,27,SUPUR GRALA,FOOD,49.9,-23.622995,-46.699204
1404,31,GAIVIMUI PIPO ,GOOD,29.9,-23.631667,-46.735203
1406,26,SUPUR GRALA,FOOD,49.9,-23.563758,-46.652621
1409,17,PAMACIS ,GOOD,29.9,-23.599551,-46.636755
1411,29,CIRACIOU ,GOOD,29.9,-23.561053,-46.558976
1412,29,ISZUI ,GOOD,29.9,-23.561053,-46.558976
1413,20,LUVAES ,GOOD,29,-22.996848,-43.361197
1415,8,LUVAES ,GOOD,29,-22.921475,-43.234822
1416,13,LUVAES ,GOOD,29,-22.887521,-43.283366
1419,8,PLIMUMIO ,GOOD,29.9,-22.921475,-43.234822
1428,8,SILAMIS ,GOOD,,-22.921475,-43.234822
1431,20,UMACAU ,GOOD,29,-22.996848,-43.361197
1432,33,LUPI ,GOOD,,-23.579067,-46.594006
1433,33,RIOPULLAMU ,GOOD,29.9,-23.579067,-46.594006
1435,8,USIFLUS ,GOOD,29.9,-22.921475,-43.234822
1437,20,EULIRUM ,GOOD,29.9,-22.996848,-43.361197
1438,13,RIOPULLAMU ,GOOD,29.9,-22.887521,-43.283366
1442,31,AIEMAMIMU IU PRUSEM,GOOD,29.9,-23.631835,-46.735203
1454,36,RUGI SMIRU CICIU SZIS ,GOOD,29.9,-30.085743,-51.245997
