Date,Open,High,Low,Close,Adj Close,Volume
2007-04-27,34.711540,35.788460,34.634617,35.423077,22.963337,95384800
2007-04-30,35.480770,35.807693,35.201923,35.442307,22.975805,52206600
2007-05-01,35.403847,35.750000,35.307693,35.673077,23.125408,45719700
2007-05-02,35.692307,36.115383,35.692307,35.875000,23.256302,41869800
2007-05-03,35.903847,35.980770,35.701923,35.903847,23.275003,29279800
2007-05-04,36.000000,36.000000,35.634617,35.721153,23.156578,31239400
2007-05-07,35.798077,35.990383,35.721153,35.807693,23.212671,21608200
2007-05-08,35.663460,35.759617,35.528847,35.653847,23.112946,27713200
2007-05-09,35.500000,35.894230,35.442307,35.826923,23.225142,30604300
2007-05-10,35.673077,35.673077,35.288460,35.365383,22.925936,28436900
2007-05-11,35.384617,35.615383,35.384617,35.548077,23.044373,21477300
2007-05-14,35.576923,35.576923,35.096153,35.192307,22.813740,28825900
2007-05-15,35.259617,35.769230,35.201923,35.230770,22.838680,28845400
2007-05-16,35.307693,35.471153,35.115383,35.413460,22.957104,27307100
2007-05-17,35.336540,35.413460,35.048077,35.125000,22.770105,25343600
2007-05-18,35.384617,35.836540,35.288460,35.538460,23.038143,43148200
2007-05-21,35.875000,36.009617,35.576923,35.673077,23.125408,42221200
2007-05-22,35.788460,36.115383,35.682693,35.903847,23.275003,31780800
2007-05-23,36.057693,36.346153,35.903847,36.153847,23.437063,35649500
2007-05-24,36.288460,36.355770,35.846153,35.942307,23.299940,31969200
2007-05-25,35.990383,36.182693,35.884617,36.115383,23.412138,24844900
2007-05-29,36.163460,36.240383,35.711540,35.961540,23.312408,30365900
2007-05-30,35.759617,36.298077,35.730770,36.278847,23.518097,28083700
2007-05-31,36.326923,36.336540,36.067307,36.134617,23.424603,32912300
2007-06-01,36.230770,36.298077,35.807693,36.009617,23.343569,34433500
2007-06-04,36.336540,36.557693,36.230770,36.355770,23.567976,36307900
2007-06-05,36.355770,36.355770,35.932693,35.961540,23.312408,42260500
2007-06-06,35.865383,35.961540,35.692307,35.855770,23.243845,35447600
2007-06-07,35.778847,35.932693,35.317307,35.346153,22.913475,40953000
2007-06-08,35.384617,35.903847,35.240383,35.884617,23.262535,31189600
2007-06-11,35.644230,36.173077,35.625000,36.019230,23.349798,27528300
2007-06-12,35.913460,36.048077,35.625000,35.625000,23.094244,33342400
2007-06-13,35.817307,36.211540,35.673077,36.192307,23.462006,34671300
2007-06-14,36.153847,36.519230,36.153847,36.346153,23.561743,36101400
2007-06-15,36.500000,36.692307,36.500000,36.653847,23.761200,49505000
2007-06-18,36.711540,36.711540,36.500000,36.605770,23.730042,26533900
2007-06-19,36.490383,38.076923,36.451923,37.778847,24.490498,80774700
2007-06-20,37.932693,38.240383,37.461540,37.567307,24.353359,62577400
2007-06-21,37.451923,37.451923,37.019230,37.307693,24.359638,46170800
2007-06-22,37.221153,37.644230,36.769230,36.769230,24.008055,70963400
2007-06-25,36.855770,37.115383,36.471153,36.740383,23.989223,51207000
2007-06-26,36.826923,36.846153,36.413460,36.557693,23.869934,46413500
2007-06-27,36.365383,36.625000,36.192307,36.596153,23.895042,43058000
2007-06-28,36.682693,36.903847,36.326923,36.653847,23.932713,35507800
2007-06-29,36.759617,37.211540,36.538460,36.807693,24.033171,46479900
2007-07-02,36.942307,37.057693,36.557693,36.788460,24.020617,30823600
2007-07-03,36.884617,37.298077,36.884617,37.211540,24.296852,22713700
2007-07-05,37.096153,37.182693,36.894230,37.057693,24.196396,27004500
2007-07-06,37.000000,37.115383,36.894230,37.000000,24.158731,31009200
2007-07-09,37.076923,37.192307,36.894230,37.134617,24.246630,31899900
2007-07-10,36.971153,37.009617,36.432693,36.442307,23.794596,41032100
2007-07-11,36.346153,36.769230,36.278847,36.730770,23.982944,34618800
2007-07-12,36.961540,37.500000,36.730770,37.500000,24.485205,46839900
2007-07-13,38.105770,38.625000,37.980770,37.980770,24.799109,79078200
2007-07-16,38.076923,38.653847,38.019230,38.576923,25.188362,42038300
2007-07-17,38.471153,39.375000,38.461540,39.144230,25.558786,60393600
2007-07-18,38.769230,39.211540,38.394230,38.894230,25.395546,51810700
2007-07-19,39.019230,39.221153,38.923077,39.144230,25.558786,30957000
2007-07-20,38.884617,39.250000,38.461540,38.576923,25.188362,51252300
2007-07-23,38.750000,39.384617,38.750000,39.250000,25.627844,34780900
2007-07-24,39.067307,39.403847,38.605770,38.673077,25.251143,47901500
2007-07-25,39.009617,39.153847,38.403847,38.865383,25.376715,43796500
2007-07-26,38.471153,39.076923,37.836540,38.009617,24.817942,65036100
2007-07-27,38.086540,38.211540,37.298077,37.298077,24.353354,50041600
2007-07-30,37.528847,37.923077,37.163460,37.759617,24.654713,41686400
2007-07-31,38.019230,38.221153,37.240383,37.269230,24.334520,44487700
2007-08-01,37.115383,37.778847,36.971153,37.451923,24.453810,55710500
2007-08-02,37.500000,37.673077,37.153847,37.528847,24.504038,38526000
2007-08-03,37.355770,37.586540,36.596153,36.596153,23.895042,49430200
2007-08-06,36.759617,37.721153,36.548077,37.596153,24.547979,54749700
2007-08-07,37.394230,38.201923,37.250000,37.961540,24.786554,48616300
2007-08-08,37.980770,38.903847,37.942307,38.903847,25.401829,48349300
2007-08-09,38.144230,38.586540,37.375000,37.442307,24.447535,62367300
2007-08-10,37.019230,37.144230,35.759617,36.759617,24.001772,88987900
2007-08-13,37.086540,37.307693,36.538460,36.701923,23.964108,43714500
2007-08-14,36.701923,36.721153,36.067307,36.230770,23.656471,45920400
2007-08-15,36.134617,36.471153,35.307693,35.480770,23.166769,56449900
2007-08-16,35.105770,35.855770,34.807693,35.769230,23.355114,68317700
2007-08-17,36.644230,37.153847,36.269230,36.971153,24.139898,64876700
2007-08-20,37.009617,37.019230,36.298077,36.750000,23.995499,41892100
2007-08-21,36.567307,37.278847,36.519230,36.875000,24.077106,36586200
2007-08-22,37.163460,37.769230,37.019230,37.634617,24.573099,40046400
2007-08-23,37.701923,37.903847,37.115383,37.615383,24.560547,34438700
2007-08-24,37.538460,37.951923,37.480770,37.894230,24.742619,36212600
2007-08-27,37.750000,37.750000,37.403847,37.500000,24.485205,23912800
2007-08-28,37.336540,37.423077,36.586540,36.586540,23.888771,38997800
2007-08-29,36.769230,37.259617,36.682693,37.221153,24.303135,43119600
2007-08-30,36.846153,37.230770,36.778847,36.923077,24.108515,24059900
2007-08-31,37.307693,37.586540,37.009617,37.375000,24.403582,38847100
2007-09-04,37.346153,37.788460,37.028847,37.538460,24.510317,34640100
2007-09-05,37.278847,37.471153,36.971153,37.259617,24.328245,39027500
2007-09-06,37.317307,37.932693,37.028847,37.884617,24.736334,41011700
2007-09-07,37.413460,37.500000,37.125000,37.259617,24.328245,46761700
2007-09-10,37.307693,38.009617,37.028847,37.682693,24.604494,39543200
2007-09-11,37.692307,38.211540,37.548077,37.980770,24.799109,35240200
2007-09-12,37.875000,38.701923,37.798077,38.365383,25.050241,43757000
2007-09-13,38.471153,39.230770,38.403847,38.951923,25.433218,46709100
2007-09-14,38.692307,39.067307,38.403847,38.798077,25.332766,37297900
2007-09-17,38.538460,38.798077,38.500000,38.634617,25.226040,25250300
2007-09-18,38.807693,40.144230,38.653847,40.076923,26.167772,53544400
2007-09-19,40.163460,40.451923,40.038460,40.163460,26.224276,46252900
2007-09-20,39.903847,39.903847,39.471153,39.653847,26.066265,33788100
2007-09-21,40.009617,40.125000,39.596153,39.663460,26.072580,39893800
2007-09-24,39.663460,39.750000,39.201923,39.278847,25.819752,30145200
2007-09-25,39.182693,39.750000,39.000000,39.519230,25.977776,27703000
2007-09-26,39.596153,39.903847,39.384617,39.682693,26.085228,33273800
2007-09-27,39.807693,39.932693,39.548077,39.798077,26.161079,23890900
2007-09-28,39.673077,39.903847,39.519230,39.807693,26.167395,30908600
2007-10-01,39.692307,40.471153,39.692307,40.403847,26.559275,45610600
2007-10-02,40.413460,40.528847,40.192307,40.500000,26.622480,20061100
2007-10-03,40.336540,40.490383,39.903847,39.951923,26.262197,27377300
2007-10-04,40.105770,40.259617,39.855770,40.096153,26.357008,16689400
2007-10-05,40.317307,40.432693,40.086540,40.163460,26.401258,22659800
2007-10-08,40.134617,40.192307,39.817307,39.932693,26.249563,15089900
2007-10-09,39.913460,40.413460,39.903847,40.403847,26.559275,20328600
2007-10-10,40.307693,40.461540,40.096153,40.201923,26.426540,19993000
2007-10-11,40.336540,40.471153,39.778847,40.000000,26.293806,30924900
2007-10-12,39.288460,39.461540,38.576923,39.451923,25.933540,53461900
2007-10-15,39.326923,39.365383,38.855770,39.250000,25.800798,41389800
2007-10-16,39.211540,39.288460,39.019230,39.201923,25.769201,36675900
2007-10-17,39.355770,39.557693,39.201923,39.423077,25.914568,45913900
2007-10-18,39.355770,39.423077,38.961540,39.221153,25.781832,33505500
2007-10-19,38.971153,39.221153,38.336540,38.500000,25.307779,58958200
2007-10-22,38.307693,38.692307,38.153847,38.625000,25.389963,29646800
2007-10-23,38.711540,39.028847,38.480770,38.923077,25.585892,27962500
2007-10-24,38.865383,38.923077,37.884617,38.682693,25.427874,42825900
2007-10-25,38.826923,38.990383,38.192307,38.615383,25.383638,45664500
2007-10-26,38.798077,38.942307,38.423077,38.826923,25.522690,26743800
2007-10-29,38.913460,39.115383,38.769230,39.000000,25.636457,27810900
2007-10-30,38.932693,39.086540,38.759617,38.923077,25.585892,26901100
2007-10-31,39.057693,39.634617,38.903847,39.576923,26.015703,35618400
2007-11-01,39.317307,39.403847,38.625000,38.788460,25.497406,39591900
2007-11-02,38.942307,38.971153,38.432693,38.778847,25.491076,38411600
2007-11-05,38.413460,38.980770,38.413460,38.653847,25.408922,30884800
2007-11-06,38.653847,38.932693,38.432693,38.634617,25.396278,43816200
2007-11-07,38.365383,38.394230,37.490383,37.576923,24.701008,48588900
2007-11-08,37.692307,37.807693,36.057693,37.519230,24.663084,55089100
2007-11-09,37.038460,37.259617,36.644230,36.903847,24.258564,44388500
2007-11-12,36.769230,37.538460,36.701923,36.778847,24.176392,38446700
2007-11-13,37.019230,37.740383,36.778847,37.701923,24.783184,43735500
2007-11-14,38.365383,38.413460,37.326923,37.509617,24.656767,41329200
2007-11-15,37.432693,37.432693,36.663460,36.836540,24.214319,43253600
2007-11-16,37.019230,37.182693,36.413460,37.163460,24.429214,52188300
2007-11-19,37.000000,37.028847,36.538460,36.692307,24.119511,36831600
2007-11-20,36.682693,37.125000,36.057693,36.576923,24.043669,45028800
2007-11-21,36.201923,36.528847,35.519230,35.740383,23.493769,67073800
2007-11-23,35.932693,36.413460,35.730770,36.221153,23.809801,24437700
2007-11-26,36.298077,36.298077,35.115383,35.317307,23.215662,43670800
2007-11-27,35.432693,36.221153,35.384617,36.009617,23.670746,46217300
2007-11-28,36.240383,37.173077,36.115383,36.980770,24.309135,54022000
2007-11-29,36.817307,36.846153,36.346153,36.673077,24.106867,37142800
2007-11-30,37.182693,37.182693,36.201923,36.817307,24.201681,56366500
2007-12-03,36.730770,36.730770,35.192307,35.509617,23.342075,71132900
2007-12-04,35.307693,35.403847,34.682693,34.855770,22.912271,61158900
2007-12-05,35.192307,35.423077,34.846153,35.298077,23.203020,59929300
2007-12-06,35.288460,35.855770,35.134617,35.826923,23.550653,36996900
2007-12-07,35.817307,36.057693,35.528847,35.798077,23.531694,33903800
2007-12-10,35.826923,36.048077,35.625000,35.971153,23.645464,46527700
2007-12-11,35.961540,36.490383,34.759617,35.605770,23.405272,69202200
2007-12-12,36.490383,36.673077,35.432693,35.817307,23.544338,53415200
2007-12-13,35.576923,36.336540,35.336540,36.134617,23.752918,37426000
2007-12-14,36.038460,36.067307,35.451923,35.490383,23.329443,43511100
2007-12-17,35.403847,35.480770,34.884617,35.076923,23.057652,41986600
2007-12-18,35.269230,35.509617,34.846153,35.384617,23.259907,43907500
2007-12-19,35.365383,35.596153,34.923077,35.163460,23.114523,41628000
2007-12-20,35.192307,35.240383,34.826923,35.115383,23.280281,35008300
2007-12-21,35.298077,36.153847,35.240383,35.711540,23.675503,79029700
2007-12-24,35.961540,36.317307,35.721153,36.086540,23.924114,17644700
2007-12-26,35.971153,36.240383,35.961540,36.105770,23.936861,22514500
2007-12-27,35.961540,36.096153,35.682693,35.759617,23.707382,24304300
2007-12-28,35.913460,36.134617,35.634617,35.903847,23.802999,23656800
2007-12-31,35.865383,35.865383,35.538460,35.644230,23.630884,25096600
2008-01-02,35.673077,36.009617,35.144230,35.346153,23.433268,40470900
2008-01-03,35.394230,35.788460,35.288460,35.384617,23.458763,28055200
2008-01-04,35.134617,35.259617,34.596153,34.653847,22.974297,42360100
2008-01-07,34.817307,35.096153,34.528847,34.788460,23.063538,49410500
2008-01-08,35.028847,35.028847,33.846153,34.038460,22.566322,46870200
2008-01-09,34.115383,34.557693,33.798077,34.423077,22.821299,50649300
2008-01-10,34.230770,34.836540,34.009617,34.538460,22.897791,47138800
2008-01-11,34.192307,34.230770,33.634617,33.817307,22.419691,47858600
2008-01-14,34.384617,34.384617,33.894230,34.096153,22.604557,35366200
2008-01-15,33.903847,33.913460,33.028847,33.201923,22.011709,56063500
2008-01-16,33.009617,33.730770,32.990383,33.230770,22.030836,62776200
2008-01-17,33.403847,33.461540,31.653847,31.932692,21.170259,84774300
2008-01-18,32.615383,33.634617,32.500000,32.990383,21.871473,95967300
2008-01-22,31.923077,33.365383,31.913462,32.740383,21.705734,76535800
2008-01-23,32.451923,33.365383,31.971153,33.259617,22.049967,83135700
2008-01-24,33.317307,33.423077,32.644230,33.317307,22.088215,55726000
2008-01-25,33.605770,33.740383,32.567307,32.692307,21.673859,54963100
2008-01-28,32.990383,33.413460,32.826923,33.384617,22.132837,39364500
2008-01-29,33.625000,33.721153,33.173077,33.423077,22.158337,37373400
2008-01-30,33.346153,34.346153,33.240383,33.596153,22.273077,53496900
2008-01-31,33.278847,34.298077,33.173077,34.000000,22.540806,57773200
2008-02-01,34.221153,34.903847,34.000000,34.769230,23.050787,58492800
2008-02-04,34.778847,34.855770,33.836540,34.009617,22.547192,45603000
2008-02-05,33.740383,33.740383,32.865383,32.894230,21.807726,57405000
2008-02-06,33.134617,33.288460,32.692307,32.884617,21.801353,39381600
2008-02-07,32.769230,33.163460,32.711540,32.913460,21.820477,53679900
2008-02-08,32.798077,32.875000,32.250000,32.538460,21.571867,42670500
2008-02-11,32.634617,32.875000,32.259617,32.701923,21.680229,33486100
2008-02-12,32.932693,33.317307,32.788460,33.048077,21.909721,39122300
2008-02-13,33.317307,33.750000,33.259617,33.634617,22.298574,44693400
2008-02-14,33.644230,33.663460,32.951923,33.067307,21.922468,43557000
2008-02-15,33.038460,33.182693,32.788460,33.048077,21.909721,41466400
2008-02-19,33.230770,33.528847,32.798077,32.961540,21.852348,34683700
2008-02-20,32.740383,33.125000,32.500000,33.038460,21.903343,37672100
2008-02-21,33.038460,33.038460,32.182693,32.394230,21.671770,56590500
2008-02-22,32.413460,32.500000,31.875000,32.259617,21.581715,41604900
2008-02-25,32.259617,32.951923,32.259617,32.894230,22.006275,40685500
2008-02-26,32.759617,32.836540,32.471153,32.634617,21.832590,48507200
2008-02-27,32.500000,32.961540,32.432693,32.711540,21.884052,34152400
2008-02-28,32.673077,32.692307,32.326923,32.548077,21.774694,34115800
2008-02-29,32.442307,32.451923,31.817308,31.865385,21.317974,54230200
2008-03-03,32.057693,32.211540,31.865385,32.115383,21.485226,35886100
2008-03-04,31.894230,32.307693,31.865385,32.230770,21.562410,46700500
2008-03-05,32.432693,32.644230,32.009617,32.375000,21.658909,45264800
2008-03-06,32.250000,32.298077,31.538462,31.596153,21.137852,54430100
2008-03-07,31.413462,31.682692,30.778847,30.990385,20.732601,59208600
2008-03-10,31.192308,31.201923,30.432692,30.480770,20.391666,57809800
2008-03-11,31.163462,32.115383,31.067308,32.115383,21.485226,69553000
2008-03-12,32.163460,33.134617,32.163460,32.653847,21.845457,73470900
2008-03-13,32.221153,33.182693,32.028847,32.932693,22.032003,67112300
2008-03-14,33.192307,33.240383,31.788462,32.519230,21.755398,76023400
2008-03-17,31.721153,33.394230,31.567308,33.009617,22.083462,84712900
2008-03-18,33.567307,34.826923,33.375000,34.750000,23.247782,87033200
2008-03-19,34.807693,35.221153,34.182693,34.221153,22.893991,72226600
2008-03-20,35.134617,36.288460,35.000000,36.048077,24.116199,115215800
2008-03-24,36.182693,36.221153,35.615383,35.961540,24.058308,48876700
2008-03-25,35.817307,36.086540,35.500000,35.836540,23.974684,46907400
2008-03-26,35.596153,35.817307,35.375000,35.701923,23.884624,46257700
2008-03-27,35.826923,35.913460,35.307693,35.413460,23.691637,38837400
2008-03-28,35.451923,35.634617,35.105770,35.201923,23.550125,35680900
2008-03-31,35.173077,35.846153,35.134617,35.586540,23.807432,42644200
2008-04-01,35.923077,36.951923,35.884617,36.951923,24.720881,52682200
2008-04-02,36.788460,37.038460,36.259617,36.557693,24.457138,38711200
2008-04-03,36.288460,36.567307,36.125000,36.384617,24.341345,33687000
2008-04-04,36.365383,36.423077,35.884617,36.115383,24.161230,31492900
2008-04-07,36.413460,36.442307,35.673077,35.826923,23.968248,41044000
2008-04-08,35.480770,35.653847,35.144230,35.528847,23.768833,38576700
2008-04-09,35.480770,35.480770,34.817307,35.038460,23.440765,35963200
2008-04-10,35.000000,35.644230,34.769230,35.336540,23.640184,46182600
2008-04-11,31.250000,31.740385,30.586538,30.817308,20.616808,380845900
2008-04-14,31.134615,31.173077,30.528847,30.528847,20.423828,101980700
2008-04-15,30.807692,30.875000,30.336538,30.750000,20.571785,67521500
2008-04-16,31.096153,31.105770,30.788462,30.990385,20.732601,82659700
2008-04-17,30.875000,31.153847,30.769230,30.788462,20.597511,63504400
2008-04-18,31.173077,31.701923,31.028847,31.432692,21.028502,74926000
2008-04-21,31.442308,31.480770,31.134615,31.211538,20.880547,34700800
2008-04-22,31.250000,31.442308,30.961538,31.086538,20.796921,42642400
2008-04-23,31.240385,31.461538,31.038462,31.115385,20.816219,43555200
2008-04-24,31.192308,32.086540,31.182692,31.548077,21.105694,56737600
2008-04-25,31.740385,32.105770,31.548077,32.048077,21.440193,43142800
2008-04-28,32.182693,32.365383,31.759615,31.894230,21.337271,39141500
2008-04-29,31.913462,31.980770,31.490385,31.557692,21.112129,41700200
2008-04-30,31.586538,32.000000,31.346153,31.442308,21.034939,42015200
2008-05-01,31.538462,32.009617,31.384615,31.846153,21.305107,43681700
2008-05-02,32.125000,32.326923,31.894230,32.057693,21.446629,42296400
2008-05-05,32.076923,32.076923,31.692308,31.903847,21.343710,28581600
2008-05-06,31.798077,31.894230,31.365385,31.730770,21.227921,44271600
2008-05-07,31.740385,31.826923,31.250000,31.317308,20.951311,39589800
2008-05-08,31.461538,31.538462,31.201923,31.336538,20.964174,35809200
2008-05-09,31.211538,31.211538,30.903847,31.028847,20.758326,40401000
2008-05-12,31.086538,31.278847,30.961538,31.153847,20.841953,31908600
2008-05-13,31.278847,31.442308,31.019230,31.086538,20.796921,38439800
2008-05-14,31.173077,31.461538,31.086538,31.259615,20.912714,36905400
2008-05-15,31.403847,31.451923,30.932692,31.125000,20.822655,56560800
2008-05-16,31.201923,31.211538,30.740385,30.894230,20.668272,59094200
2008-05-19,30.894230,31.442308,30.769230,31.153847,20.841953,60446800
2008-05-20,31.009615,31.028847,30.336538,30.500000,20.404533,71320700
2008-05-21,30.548077,30.557692,29.721153,29.798077,19.934944,99122900
2008-05-22,29.817308,30.048077,29.615385,29.817308,19.947813,56412500
2008-05-23,29.769230,29.778847,29.182692,29.259615,19.574713,64967700
2008-05-27,29.250000,29.605770,29.048077,29.230770,19.555414,68364000
2008-05-28,29.394230,29.500000,29.048077,29.375000,19.651905,65938900
2008-05-29,29.278847,29.788462,29.096153,29.461538,19.709795,66084800
2008-05-30,29.605770,29.740385,29.394230,29.538462,19.761259,52038200
2008-06-02,29.567308,29.701923,29.019230,29.240385,19.561855,52905500
2008-06-03,29.384615,29.615385,29.086538,29.288462,19.594015,54530500
2008-06-04,29.288462,29.548077,29.134615,29.278847,19.587580,46715500
2008-06-05,29.384615,29.942308,29.288462,29.865385,19.979973,57622200
2008-06-06,29.673077,29.673077,28.846153,28.865385,19.310972,72325100
2008-06-09,29.067308,29.182692,28.730770,28.903847,19.336700,61204100
2008-06-10,28.778847,29.557692,28.634615,29.163462,19.510386,51304200
2008-06-11,29.211538,29.278847,28.653847,28.682692,19.188751,69825100
2008-06-12,28.817308,29.144230,27.778847,27.932692,18.686998,99430200
2008-06-13,28.230770,28.269230,27.394230,28.028847,18.751328,120406800
2008-06-16,27.586538,28.125000,27.288462,27.855770,18.635532,90103400
2008-06-17,28.057692,28.115385,27.663462,27.750000,18.564777,65969200
2008-06-18,27.596153,27.663462,27.076923,27.125000,18.146648,91550400
2008-06-19,27.086538,27.144230,26.730770,26.836538,18.153154,59009400
2008-06-20,26.788462,26.942308,26.221153,26.326923,17.808437,93291500
2008-06-23,26.528847,26.730770,26.230770,26.346153,17.821440,63578100
2008-06-24,26.317308,26.788462,26.153847,26.528847,17.945028,59480700
2008-06-25,26.673077,27.538462,26.586538,26.913462,18.205193,85285000
2008-06-26,26.528847,26.596153,25.490385,25.509615,17.255577,90944500
2008-06-27,25.778847,25.798077,25.144230,25.250000,17.079964,94936900
2008-06-30,25.336538,25.730770,25.298077,25.663462,17.359648,81173400
2008-07-01,25.403847,26.163462,25.288462,26.076923,17.639322,92810600
2008-07-02,26.153847,26.211538,25.442308,25.490385,17.242577,63715700
2008-07-03,25.721153,26.048077,25.480770,25.875000,17.502741,40209300
2008-07-07,26.057692,26.413462,25.807692,26.057692,17.626324,80599500
2008-07-08,26.134615,27.144230,26.067308,26.980770,18.250719,92643200
2008-07-09,27.057692,27.250000,26.096153,26.144230,17.684858,68255300
2008-07-10,26.490385,26.663462,26.028847,26.576923,17.977547,96292400
2008-07-11,26.538462,27.163462,26.250000,26.596153,17.990555,101851300
2008-07-14,27.048077,27.048077,25.980770,26.134615,17.678354,61798500
2008-07-15,26.009615,26.153847,24.615385,25.625000,17.333630,97983200
2008-07-16,25.769230,26.759615,25.403847,26.615385,18.003567,86228000
