GameId,Year,Round,Date,MaxTemp,MinTemp,Rainfall,Venue,StartTime,Attendance,HomeTeam,HomeTeamScoreQT,HomeTeamScoreHT,HomeTeamScore3QT,HomeTeamScoreFT,HomeTeamScore,AwayTeam,AwayTeamScoreQT,AwayTeamScoreHT,AwayTeamScore3QT,AwayTeamScoreFT,AwayTeamScore
2012R0408,2012,R4,2012-04-22,25.2,16.3,0.0,S.C.G.,3:15 PM,"21,049",Sydney,5.5,9.7,14.9,17.11,113,North Melbourne,1.3,6.7,7.11,10.17,77
2012R0409,2012,R4,2012-04-22,23.7,13.5,1.4,M.C.G.,4:40 PM,"33,565",Melbourne,1.5,3.8,7.10,9.13,67,Western Bulldogs,3.2,6.5,10.7,13.10,88
2012R0501,2012,R5,2012-04-25,15.2,8.7,19.0,M.C.G.,2:40 PM,"86,932",Collingwood,2.4,5.6,9.8,11.14,80,Essendon,1.3,3.6,7.8,11.13,79
2012R0502,2012,R5,2012-04-27,29.5,17.6,0.0,Subiaco,6:45 PM,"38,847",Fremantle,1.2,3.9,4.10,7.15,57,Carlton,2.1,6.2,9.4,10.5,65
2012R0503,2012,R5,2012-04-28,19.4,3.9,0.0,Manuka Oval,1:45 PM,"9,128",Greater Western Sydney,2.4,5.5,8.6,9.8,62,Western Bulldogs,0.5,8.9,12.12,15.14,104
2012R0504,2012,R5,2012-04-28,21.5,8.2,0.0,Docklands,4:40 PM,"17,680",North Melbourne,4.9,8.13,14.22,17.25,127,Gold Coast,2.5,9.8,10.12,13.15,93
2012R0505,2012,R5,2012-04-28,21.5,8.2,0.0,M.C.G.,7:40 PM,"24,877",Melbourne,4.1,8.3,10.6,10.6,66,St Kilda,5.4,8.5,10.9,12.12,84
2012R0506,2012,R5,2012-04-28,21.2,16.1,38.4,Gabba,7:45 PM,"15,534",Brisbane Lions,0.5,0.7,1.9,4.17,41,Geelong,4.1,7.5,10.6,12.7,79
2012R0507,2012,R5,2012-04-29,15.6,2.1,0.0,York Park,1:10 PM,"19,217",Hawthorn,5.3,8.6,8.6,10.9,69,Sydney,2.2,5.4,9.7,16.10,106
2012R0508,2012,R5,2012-04-29,16.0,8.6,1.6,Docklands,3:15 PM,"28,464",Richmond,4.2,9.4,12.9,14.13,97,West Coast,5.3,11.6,12.11,16.11,107
2012R0509,2012,R5,2012-04-29,19.0,7.8,0.0,Football Park,4:10 PM,"41,649",Adelaide,4.3,10.4,12.7,16.14,110,Port Adelaide,4.2,7.3,13.4,14.7,91
2012R0601,2012,R6,2012-05-04,16.7,9.8,4.0,Docklands,7:50 PM,"38,155",Western Bulldogs,3.5,5.7,10.10,11.11,77,Collingwood,2.0,6.4,11.5,15.8,98
2012R0602,2012,R6,2012-05-05,13.3,7.4,0.0,Docklands,1:40 PM,"36,361",Essendon,8.3,12.9,16.12,19.15,129,Brisbane Lions,4.1,7.4,8.4,9.8,62
2012R0603,2012,R6,2012-05-05,15.5,8.6,0.0,Kardinia Park,1:45 PM,"18,010",Geelong,3.5,9.11,15.14,17.17,119,Melbourne,3.0,6.1,10.5,11.10,76
2012R0604,2012,R6,2012-05-05,23.3,14.9,0.0,Carrara,4:40 PM,"11,670",Gold Coast,3.1,8.2,10.2,14.3,87,Fremantle,3.0,5.3,10.7,14.10,94
2012R0605,2012,R6,2012-05-05,18.9,11.4,0.0,S.C.G.,7:40 PM,"23,969",Sydney,1.2,7.6,12.7,14.10,94,Adelaide,5.2,8.3,11.6,15.9,99
2012R0606,2012,R6,2012-05-05,13.3,7.4,0.0,M.C.G.,7:40 PM,"42,290",St Kilda,3.2,7.3,12.7,13.10,88,Hawthorn,3.6,8.9,13.11,18.15,123
2012R0607,2012,R6,2012-05-06,15.6,8.9,1.6,Docklands,1:10 PM,"28,213",Carlton,3.5,6.8,9.14,15.20,110,Greater Western Sydney,2.1,5.4,6.7,6.7,43
2012R0608,2012,R6,2012-05-06,18.5,11.4,0.0,Football Park,2:45 PM,"18,522",Port Adelaide,1.2,2.2,6.4,8.6,54,Richmond,3.2,8.7,9.10,13.13,91
2012R0609,2012,R6,2012-05-06,20.5,14.8,10.4,Subiaco,2:40 PM,"37,202",West Coast,4.4,7.10,12.15,17.18,120,North Melbourne,4.0,7.2,12.2,15.5,95
2012R0701,2012,R7,2012-05-11,17.0,9.4,1.8,M.C.G.,7:50 PM,"36,430",Melbourne,3.3,3.5,5.11,6.13,49,Hawthorn,2.6,8.12,10.18,15.25,115
2012R0702,2012,R7,2012-05-12,17.0,6.8,0.0,Football Park,12:45 PM,"35,535",Adelaide,6.3,14.5,17.7,19.8,122,Geelong,3.2,4.2,6.8,10.12,72
2012R0703,2012,R7,2012-05-12,14.4,0.1,0.0,Manuka Oval,1:40 PM,"8,603",Greater Western Sydney,4.2,5.8,8.13,13.16,94,Gold Coast,1.3,7.9,9.11,9.13,67
2012R0704,2012,R7,2012-05-12,15.5,7.1,0.2,M.C.G.,4:40 PM,"40,352",Richmond,5.6,7.9,8.11,13.13,91,Sydney,0.2,2.7,6.9,8.14,62
2012R0705,2012,R7,2012-05-12,27.2,13.4,0.0,Gabba,7:40 PM,"27,926",Brisbane Lions,2.1,3.7,7.9,8.10,58,Collingwood,6.4,9.7,12.12,17.14,116
2012R0706,2012,R7,2012-05-12,15.5,7.1,0.2,Docklands,7:40 PM,"43,260",Essendon,1.6,5.10,12.14,16.17,113,West Coast,1.3,3.5,3.7,7.10,52
2012R0707,2012,R7,2012-05-13,13.2,9.1,3.6,Docklands,1:10 PM,"20,885",North Melbourne,3.1,6.5,11.8,12.11,83,Western Bulldogs,3.3,9.6,14.8,15.11,101
2012R0708,2012,R7,2012-05-13,22.9,11.4,0.0,Subiaco,2:40 PM,"30,079",Fremantle,2.8,6.9,8.14,12.15,87,Port Adelaide,3.2,3.4,6.4,7.5,47
2012R0709,2012,R7,2012-05-14,15.8,6.8,6.2,Docklands,7:40 PM,"38,823",St Kilda,5.3,11.5,16.6,19.8,122,Carlton,5.1,8.6,12.10,14.14,98
2012R0801,2012,R8,2012-05-18,17.2,8.8,0.0,M.C.G.,7:50 PM,"75,650",Collingwood,3.6,7.9,10.11,14.12,96,Geelong,2.4,6.6,7.12,11.18,84
2012R0802,2012,R8,2012-05-19,17.0,8.3,3.0,Football Park,1:15 PM,"14,508",Port Adelaide,5.1,6.2,8.6,14.11,95,North Melbourne,4.1,7.5,11.9,14.9,93
2012R0803,2012,R8,2012-05-19,16.1,6.2,3.2,York Park,2:10 PM,"12,959",Hawthorn,2.4,10.9,13.12,17.17,119,Fremantle,0.3,2.6,7.8,9.9,63
2012R0804,2012,R8,2012-05-19,22.2,10.2,2.0,S.C.G.,4:40 PM,"20,818",Sydney,7.1,11.4,16.9,21.12,138,Melbourne,0.3,1.5,2.7,5.7,37
2012R0805,2012,R8,2012-05-19,32.1,19.8,0.0,Marrara Oval,7:10 PM,"8,724",Western Bulldogs,1.3,2.6,6.12,9.18,72,Gold Coast,1.5,2.9,3.10,4.10,34
2012R0806,2012,R8,2012-05-19,14.4,10.5,1.8,M.C.G.,7:50 PM,"80,900",Essendon,6.2,12.7,16.9,19.14,128,Richmond,4.2,6.8,11.16,15.19,109
2012R0807,2012,R8,2012-05-20,24.0,11.3,0.0,Gabba,1:10 PM,"16,049",Brisbane Lions,7.3,10.9,13.14,19.18,132,Greater Western Sydney,1.2,3.5,4.5,5.10,40
2012R0808,2012,R8,2012-05-20,15.2,4.8,0.2,Docklands,3:15 PM,"35,917",Carlton,5.2,5.4,7.6,8.7,55,Adelaide,4.5,9.6,13.9,19.10,124
2012R0809,2012,R8,2012-05-20,26.5,9.2,0.0,Subiaco,2:40 PM,"38,174",West Coast,6.2,13.6,15.7,18.13,121,St Kilda,1.4,5.5,11.10,13.13,91
2012R0901,2012,R9,2012-05-25,10.8,8.4,4.0,Docklands,7:50 PM,"29,118",Western Bulldogs,1.1,6.2,8.5,11.9,75,Geelong,3.5,6.9,9.9,14.11,95
2012R0902,2012,R9,2012-05-26,16.0,7.6,28.0,M.C.G.,1:45 PM,"51,617",Richmond,4.4,8.8,13.9,21.11,137,Hawthorn,1.3,4.9,8.10,10.15,75
2012R0903,2012,R9,2012-05-26,21.0,11.4,8.2,Carrara,2:10 PM,"12,416",Gold Coast,2.5,7.6,7.8,10.10,70,Port Adelaide,4.4,7.7,14.14,17.16,118
2012R0904,2012,R9,2012-05-26,16.0,7.6,28.0,Docklands,4:40 PM,"34,737",St Kilda,3.1,8.7,14.14,16.15,111,Sydney,4.4,5.4,8.6,12.11,83
2012R0905,2012,R9,2012-05-26,16.9,11.1,7.2,Football Park,7:10 PM,"44,238",Adelaide,3.1,4.5,6.10,6.13,49,Collingwood,3.2,5.6,5.10,10.15,75
2012R0906,2012,R9,2012-05-26,17.4,7.7,0.2,Sydney Showground,7:40 PM,"11,887",Greater Western Sydney,0.5,2.9,4.11,7.11,53,Essendon,3.1,8.1,13.8,18.11,119
2012R0907,2012,R9,2012-05-27,14.5,8.8,4.6,Docklands,1:10 PM,"19,988",North Melbourne,6.4,13.8,15.8,17.10,112,Brisbane Lions,3.2,5.4,11.6,15.6,96
2012R0908,2012,R9,2012-05-27,14.5,8.8,4.6,M.C.G.,3:15 PM,"28,371",Carlton,3.3,7.8,8.14,15.17,107,Melbourne,3.4,5.7,6.10,6.13,49
2012R0909,2012,R9,2012-05-27,24.5,6.2,0.0,Subiaco,2:40 PM,"40,905",West Coast,0.4,2.8,7.14,11.18,84,Fremantle,1.1,3.2,3.3,5.6,36
2012R1001,2012,R10,2012-06-01,16.1,3.1,0.0,Docklands,7:50 PM,"49,337",St Kilda,3.4,9.6,10.14,16.17,113,Richmond,3.7,9.8,12.11,18.13,121
2012R1002,2012,R10,2012-06-02,16.2,3.8,0.0,Kardinia Park,1:45 PM,"17,243",Geelong,4.2,7.3,13.8,19.12,126,Greater Western Sydney,4.2,7.3,8.5,9.7,61
2012R1003,2012,R10,2012-06-02,12.7,4.5,0.0,York Park,2:10 PM,"16,143",Hawthorn,5.2,12.5,20.10,27.12,174,North Melbourne,4.1,6.4,7.4,9.5,59
2012R1004,2012,R10,2012-06-02,20.6,7.4,0.0,Subiaco,2:40 PM,"31,392",Fremantle,3.3,6.6,10.9,12.10,82,Adelaide,5.2,10.5,12.6,17.9,111
2012R1005,2012,R10,2012-06-02,19.1,9.8,0.0,Football Park,7:10 PM,"24,746",Port Adelaide,5.2,9.4,10.9,14.15,99,Carlton,3.1,4.2,5.6,6.9,45
2012R1006,2012,R10,2012-06-02,15.4,2.1,0.0,M.C.G.,7:40 PM,"42,987",Essendon,1.5,2.9,5.13,6.16,52,Melbourne,1.2,4.3,5.5,8.10,58
2012R1007,2012,R10,2012-06-03,22.9,16.4,26.4,Gabba,1:10 PM,"15,546",Brisbane Lions,3.3,7.4,8.5,16.6,102,West Coast,2.1,5.5,10.7,15.10,100
2012R1008,2012,R10,2012-06-03,15.7,14.0,28.7,S.C.G.,3:15 PM,"13,505",Sydney,9.0,10.5,16.9,20.12,132,Western Bulldogs,1.1,3.1,4.5,5.10,40
2012R1009,2012,R10,2012-06-03,13.3,5.6,0.8,M.C.G.,4:40 PM,"36,913",Collingwood,5.4,12.6,18.9,23.11,149,Gold Coast,3.1,5.3,5.7,7.10,52
2012R1101,2012,R11,2012-06-08,13.1,8.1,0.0,Docklands,7:50 PM,"47,632",Carlton,4.4,6.6,9.10,11.19,85,Geelong,2.2,5.7,10.10,14.13,97
2012R1102,2012,R11,2012-06-09,11.9,9.0,6.2,M.C.G.,1:40 PM,"43,801",Richmond,5.2,6.3,8.8,9.12,66,Fremantle,4.1,7.3,9.6,12.6,78
2012R1103,2012,R11,2012-06-09,20.7,14.7,0.4,Carrara,4:40 PM,"12,534",Gold Coast,1.3,3.4,6.6,7.7,49,St Kilda,4.3,10.6,15.12,21.18,144
2012R1104,2012,R11,2012-06-09,11.9,9.0,6.2,Docklands,7:40 PM,"42,785",Essendon,1.5,1.11,2.15,11.16,82,Sydney,5.3,8.6,11.8,13.8,86
2012R1105,2012,R11,2012-06-10,14.6,2.2,0.0,Football Park,4:10 PM,"26,638",Port Adelaide,3.3,4.7,5.7,9.8,62,Hawthorn,7.4,9.8,12.11,16.12,108
2012R1106,2012,R11,2012-06-11,12.7,1.3,0.0,M.C.G.,3:15 PM,"64,250",Melbourne,0.4,3.4,7.7,13.9,87,Collingwood,6.3,8.9,10.15,19.15,129
2012R1201,2012,R12,2012-06-14,18.2,9.5,0.4,Subiaco,5:40 PM,"34,224",West Coast,3.3,5.12,6.17,10.19,79,Carlton,2.3,4.4,8.8,10.9,69
2012R1202,2012,R12,2012-06-15,15.4,9.0,0.0,Football Park,8:10 PM,"36,394",Adelaide,5.3,11.6,16.7,17.13,115,St Kilda,3.1,8.8,10.12,16.15,111
2012R1203,2012,R12,2012-06-16,13.3,8.8,0.0,Sydney Showground,2:10 PM,"7,538",Greater Western Sydney,2.0,5.1,8.1,12.2,74,Richmond,4.2,6.7,9.14,11.20,86
2012R1204,2012,R12,2012-06-16,22.9,11.7,0.0,Carrara,7:40 PM,"10,170",Gold Coast,1.3,4.3,7.5,12.8,80,North Melbourne,1.5,3.12,7.17,11.21,87
2012R1205,2012,R12,2012-06-17,15.3,9.7,1.0,M.C.G.,1:10 PM,"35,492",Hawthorn,4.6,8.12,12.19,19.21,135,Brisbane Lions,6.1,7.2,8.2,11.4,70
2012R1206,2012,R12,2012-06-17,15.3,9.7,1.0,Docklands,4:40 PM,"16,036",Western Bulldogs,3.6,5.10,9.16,13.17,95,Port Adelaide,1.0,4.4,7.6,8.9,57
2012R1301,2012,R13,2012-06-22,18.7,10.0,0.0,S.C.G.,7:50 PM,"27,400",Sydney,7.0,8.2,10.6,12.8,80,Geelong,1.1,3.3,6.6,11.8,74
2012R1302,2012,R13,2012-06-23,13.7,4.0,3.2,Docklands,1:40 PM,"20,146",Western Bulldogs,2.3,5.6,5.10,7.14,56,Brisbane Lions,6.1,8.5,12.5,18.6,114
2012R1303,2012,R13,2012-06-23,13.7,4.0,3.2,M.C.G.,4:40 PM,"62,957",Collingwood,3.5,6.6,11.10,12.13,85,West Coast,2.3,7.6,9.7,12.10,82
2012R1304,2012,R13,2012-06-23,17.6,2.2,0.0,Subiaco,5:40 PM,"34,567",Fremantle,6.1,8.2,14.4,14.5,89,Essendon,5.2,10.4,13.5,17.11,113
2012R1305,2012,R13,2012-06-24,15.7,7.1,0.0,M.C.G.,3:15 PM,"20,070",Melbourne,6.1,11.4,18.8,20.15,135,Greater Western Sydney,5.1,6.2,6.2,9.3,57
2012R1306,2012,R13,2012-06-24,15.7,7.1,0.0,Docklands,4:40 PM,"18,866",North Melbourne,6.6,10.10,13.14,17.19,121,Adelaide,3.2,4.5,9.8,13.11,89
2012R1401,2012,R14,2012-06-29,14.4,9.9,0.0,M.C.G.,7:50 PM,"65,047",Carlton,3.2,6.2,7.6,10.10,70,Hawthorn,7.4,10.7,16.10,18.12,120
2012R1402,2012,R14,2012-06-30,12.2,6.6,2.2,M.C.G.,1:45 PM,"44,891",Collingwood,3.2,6.7,10.13,15.17,107,Fremantle,0.2,2.6,6.6,12.6,78
2012R1403,2012,R14,2012-06-30,13.5,8.6,6.0,Football Park,1:40 PM,"33,780",Adelaide,3.0,8.1,11.2,17.4,106,Richmond,8.3,10.4,11.7,13.9,87
2012R1404,2012,R14,2012-06-30,20.2,5.4,0.0,Subiaco,2:40 PM,"34,592",West Coast,8.3,11.5,17.11,25.16,166,Gold Coast,2.3,4.8,5.9,5.10,40
2012R1405,2012,R14,2012-06-30,12.2,6.6,2.2,Docklands,7:40 PM,"40,824",Essendon,7.5,12.7,15.10,21.14,140,Western Bulldogs,1.2,3.5,6.7,8.8,56
2012R1406,2012,R14,2012-06-30,19.7,6.2,0.0,Stadium Australia,7:40 PM,"22,565",Sydney,3.4,8.6,14.10,19.18,132,Greater Western Sydney,1.2,2.5,4.7,5.8,38
2012R1407,2012,R14,2012-07-01,11.7,5.7,1.2,Kardinia Park,1:10 PM,"13,736",Geelong,3.4,6.8,9.10,14.15,99,Port Adelaide,2.3,2.7,6.9,8.13,61
2012R1408,2012,R14,2012-07-01,23.4,9.8,0.0,Gabba,3:15 PM,"22,144",Brisbane Lions,6.1,9.6,13.11,18.14,122,Melbourne,3.6,3.8,4.11,8.13,61
2012R1409,2012,R14,2012-07-01,10.0,5.0,0.8,Docklands,4:40 PM,"33,106",St Kilda,6.2,9.5,10.11,15.13,103,North Melbourne,3.1,9.3,13.5,21.10,136
2012R1501,2012,R15,2012-07-06,11.4,4.0,0.0,M.C.G.,7:50 PM,"75,890",Collingwood,1.5,4.9,6.12,8.14,62,Carlton,3.1,7.4,8.11,12.13,85
2012R1502,2012,R15,2012-07-07,13.0,3.9,0.0,Bellerive Oval,1:45 PM,"14,113",North Melbourne,5.1,9.3,11.5,13.6,84,West Coast,3.2,4.6,8.8,12.14,86
2012R1503,2012,R15,2012-07-07,13.3,0.0,0.0,M.C.G.,2:10 PM,"46,773",Melbourne,1.0,4.4,5.6,11.12,78,Richmond,4.6,6.12,9.20,13.23,101
2012R1504,2012,R15,2012-07-07,14.5,9.0,1.6,S.C.G.,4:40 PM,"19,419",Sydney,4.2,10.7,15.12,16.14,110,Brisbane Lions,3.4,7.4,8.7,9.9,63
2012R1505,2012,R15,2012-07-07,15.1,2.9,0.0,Football Park,7:10 PM,"34,829",Port Adelaide,2.1,4.6,7.8,8.10,58,Adelaide,5.2,9.6,13.8,17.14,116
2012R1506,2012,R15,2012-07-07,13.3,0.0,0.0,Docklands,7:40 PM,"45,838",St Kilda,4.3,9.5,15.6,21.7,133,Essendon,3.5,5.6,7.8,8.14,62
2012R1507,2012,R15,2012-07-08,14.6,0.2,0.0,M.C.G.,1:10 PM,"26,518",Hawthorn,5.6,11.11,20.20,28.25,193,Greater Western Sydney,1.2,2.4,3.5,4.7,31
2012R1508,2012,R15,2012-07-08,21.5,12.4,0.0,Carrara,3:15 PM,"15,824",Gold Coast,4.6,6.9,9.14,13.18,96,Geelong,2.6,5.12,12.15,15.20,110
2012R1509,2012,R15,2012-07-08,16.0,7.8,0.2,Subiaco,2:40 PM,"30,420",Fremantle,2.3,4.7,10.10,14.11,95,Western Bulldogs,1.2,4.4,7.6,8.9,57
2012R1601,2012,R16,2012-07-13,14.0,8.7,3.6,Docklands,7:50 PM,"46,423",North Melbourne,6.1,12.2,19.4,24.5,149,Carlton,3.4,6.9,9.9,14.12,96
2012R1602,2012,R16,2012-07-14,13.7,7.9,0.4,Docklands,1:45 PM,"13,284",Melbourne,6.4,8.6,12.7,12.11,83,Fremantle,3.2,6.5,11.6,18.9,117
2012R1603,2012,R16,2012-07-14,13.9,7.9,8.6,Football Park,1:40 PM,"17,344",Port Adelaide,4.3,8.6,11.9,11.11,77,Essendon,4.2,8.4,13.8,19.13,127
2012R1604,2012,R16,2012-07-14,28.5,22.6,0.8,Cazaly's Stadium,4:40 PM,"10,961",Richmond,2.2,4.3,10.7,13.10,88,Gold Coast,4.2,7.9,9.9,13.12,90
2012R1605,2012,R16,2012-07-14,13.7,7.9,0.4,M.C.G.,7:40 PM,"61,717",Geelong,2.4,3.8,6.13,10.19,79,Collingwood,8.2,11.6,15.7,17.8,110
2012R1606,2012,R16,2012-07-14,24.5,17.8,12.0,Gabba,7:40 PM,"19,228",Brisbane Lions,3.3,7.5,10.6,14.8,92,St Kilda,4.0,6.1,10.7,16.9,105
2012R1607,2012,R16,2012-07-15,18.3,5.5,0.0,Sydney Showground,1:10 PM,"7,669",Greater Western Sydney,2.4,4.7,5.8,8.11,59,Adelaide,5.2,9.9,17.12,27.16,178
2012R1608,2012,R16,2012-07-15,14.4,5.0,2.8,Docklands,3:15 PM,"24,754",Western Bulldogs,3.2,5.4,5.5,6.8,44,Hawthorn,4.3,8.5,14.10,17.14,116
2012R1609,2012,R16,2012-07-15,20.2,8.8,0.0,Subiaco,2:40 PM,"39,152",West Coast,4.3,7.7,8.8,10.9,69,Sydney,5.1,10.4,13.8,18.13,121
2012R1701,2012,R17,2012-07-20,15.1,7.3,0.0,Docklands,7:50 PM,"50,066",Geelong,4.5,9.7,15.11,20.14,134,Essendon,2.1,5.4,8.5,10.7,67
2012R1702,2012,R17,2012-07-21,15.7,4.1,0.2,M.C.G.,1:45 PM,"83,714",Collingwood,3.2,6.7,8.8,13.13,91,Hawthorn,5.6,9.8,17.9,21.12,138
2012R1703,2012,R17,2012-07-21,15.6,8.9,0.2,Football Park,1:40 PM,"40,724",Adelaide,6.5,10.6,14.7,19.10,124,West Coast,1.2,5.5,8.7,11.9,75
2012R1704,2012,R17,2012-07-21,20.8,13.8,0.0,Carrara,4:40 PM,"16,550",Gold Coast,0.5,3.7,4.10,5.18,48,Brisbane Lions,3.2,5.6,6.10,8.11,59
