PlayerId,DisplayName,Height,Weight,Dob,Position,Origin
2009655881,"Anthony, Liam",189,86,9-Sep-87,Midfield,East Fremantle
2014653706,"Apeness, Michael",199,101,28-Jan-95,"Forward, Ruck",Eastern Ranges
2018659341,"Appleby, Flynn",187,82,21-Jan-99,Defender,GWV Rebels
2022653660,"Archer, Jackson",185,75,9-Jan-2003,Defender,Northern Knights
2008659471,"Armfield, Dennis",182,80,22-Dec-86,Forward,Swan Districts
2007654108,"Armitage, David",185,88,16-Jun-88,"Midfield, Forward",Morningside
2010658504,"Armstrong, Tony",183,72,29-Sep-89,Defender,NSW-ACT Rams
2013658050,"Arnot, Matt",180,86,21-Oct-93,Midfield,Oakleigh Chargers
2020651147,"Ash, Lachie",186,80,21-Jun-01,"Defender, Midfield",Murray Bushrangers
2014658541,"Ashby, Jason",187,77,16-May-94,Defender,Oakleigh Chargers
2023658481,"Ashcroft, Will",182,78,6-May-2004,Midfield,Sandringham Dragons
2010658214,"Astbury, David",195,96,26-Feb-91,Defender,GWV Rebels
2015652891,"Atkins, Rory",186,85,12-Jul-94,Midfield,Calder Cannons
2019659412,"Atkins, Tom",180,86,18-Sep-95,Forward,Geelong Cats
2017651348,"Atley, Joe",186,85,4-Aug-98,Midfield,Bendigo Pioneers
2011656008,"Atley, Shaun",189,86,13-Sep-92,Defender,Murray Bushrangers
2016652024,"Austin, Logan",195,85,8-Jul-95,Defender,Belconnen
2007655214,"Austin, Mark",193,93,24-Feb-89,Defender,Glenelg
2012654717,"Aylett, Kurt",189,77,2-Apr-92,Midfield,"Leeton, NSW"
2012662089,"Baguley, Mark",178,81,21-May-87,Forward,Frankston FC
2009662364,"Bail, Rohan",183,82,26-Jun-88,"Midfield, Forward",Mt Gravatt
2006669682,"Bailey, Max",206,101,23-Oct-86,Ruck,West Perth
2018665491,"Bailey, Zac",182,83,23-Sep-99,"Defender, Midfield",Norwood
2018663038,"Baker, Liam",173,72,27-Jan-98,"Defender, Midfield",Subiaco
2019665482,"Baker, Oskar",184,82,25-May-98,Midfield,Aspley
2022666791,"Baldwin, Kaine",193,95,30-May-2002,Defender,Glenelg
2017661447,"Balic, Harley",187,82,5-Jan-97,"Midfield, Forward",Sandringham Dragons
2003663684,"Ball, Luke",184,83,25-May-84,Midfield,Sandringham Dragons
2009661143,"Ballantyne, Hayden",175,77,16-Jul-87,Forward,Peel Thunder
2018666487,"Ballard, Charlie",195,91,23-Jul-99,Defender,Sturt
2015663693,"Ballard, Jacob",188,89,26-Feb-94,Midfield,Northern Blues
2020661851,"Ballenden, Connor",200,101,29-Mar-99,Forward,Brisbane Academy
2019663723,"Balta, Noah",194,100,23-Oct-99,"Forward, Ruck",Calder Cannons
2018667843,"Banfield, Bailey",190,92,26-Feb-98,Forward,Claremont
2010668479,"Banfield, Todd",183,83,28-Jun-90,Forward,Brisbane
2023662597,"Banks, Sam",187,74,2-Apr-2003,Defender,Tasmania Devils
2010664604,"Barlow, Michael",189,91,18-Dec-87,"Midfield, Forward",Werribee
2023661734,"Barnett, Harry",203,98,22-Jan-2004,"Forward, Ruck",West Adelaide
2015662872,"Barrass, Tom",196,96,8-Oct-95,Defender,Claremont
2015663855,"Barrett, Jake",184,83,8-Nov-95,Forward,Temora
2014667833,"Barry, Dom",179,78,7-Mar-94,Midfield,GWV Rebels
2002669240,"Bartel, Jimmy",187,87,4-Dec-83,"Defender, Midfield",Geelong Falcons
2006663560,"Bartram, Clint",181,83,16-Feb-88,Defender,Geelong Falcons
2010664900,"Bastinac, Ryan",186,82,22-Jun-91,Midfield,Dandenong Stingrays
2011668225,"Batchelor, Jake",188,88,13-Feb-92,Defender,Dandenong Stingrays
2006668068,"Bate, Matthew",192,93,24-May-87,Forward,Eastern Ranges
2000665614,"Bateman, Chance",175,75,21-Jun-81,Midfield,Perth
2017662715,"Battle, Josh",193,92,1-Sep-98,"Midfield, Forward",Dandenong Stingrays
2023663993,"Bauer, Jacob",192,86,4-Jun-2002,Forward,North Adelaide
2022662353,"Bazzo, Rhett",195,86,17-Oct-2003,Defender,Swan Districts
2011664174,"Beams, Claye",182,85,1-Sep-91,Midfield,Labrador
2009664745,"Beams, Dayne",187,88,12-Feb-90,Midfield,Southport Sharks
2015663925,"Beasley, Hugh",190,86,12-Nov-95,Defender,Oakleigh Chargers
2022667848,"Bedendo, Dominic",191,83,9-Jul-2002,Midfield,Murray Bushrangers
2020667638,"Bedford, Toby",178,69,27-May-00,Forward,Dandenong Stingrays
2017666645,"Beech, Jonathon",188,88,9-Nov-90,Forward,West Adelaide
2022662989,"Begg, Aiden",197,90,8-Oct-2002,Ruck,Eastern Ranges
2017664774,"Begley, Josh",188,89,3-Jul-98,Forward,Eastern Ranges
2019668572,"Bell, James",183,81,10-Feb-99,"Midfield, Forward",Sydney Swans
2012661596,"Bell, Tom",188,102,13-Jun-91,Forward,Morningside Football Club
2008665688,"Bellchambers, Tom",202,108,9-Jul-89,Ruck,Tasmania Devils
2011668878,"Bennell, Harley",185,74,2-Oct-92,Midfield,Peel Thunder
2009665819,"Bennell, Jamie",179,78,7-Jun-90,Defender,Swan Districts
2021663355,"Bergman, Miles",186,75,18-Oct-01,"Defender, Forward",Sandringham Dragons
2022664334,"Bergman, Miller",188,70,25-Jan-2003,Defender,Dandenong Stingrays
2017669695,"Berry, Jarrod",193,89,5-Feb-98,Midfield,GWV Rebels
2021661124,"Berry, Sam",181,81,12-Feb-02,"Midfield, Forward",Gippsland Power
2020669775,"Berry, Tom",185,76,1-May-01,Forward,GWV Rebels
2005667052,"Betts, Eddie",174,74,26-Nov-86,Forward,Calder Cannons
2011665801,"Bewick, Rohan",184,83,10-Oct-89,"Midfield, Forward",West Perth
2019662031,"Bewley, Brett",185,87,14-Apr-95,Forward,Williamstown
2014668825,"Bews, Jed",186,88,14-Dec-93,Defender,Geelong Falcons
2021663611,"Bianco, Trent",178,70,20-Jan-01,"Defender, Midfield",Oakleigh Chargers
2013663259,"Biggs, Shane",187,84,5-Aug-91,Defender,Bendigo Gold
2014668660,"Billings, Jack",184,79,18-Aug-95,"Midfield, Forward",Oakleigh Chargers
2006668040,"Birchall, Grant",193,89,28-Jan-88,Defender,Devonport
2008661632,"Bird, Craig",179,84,21-Jan-89,Midfield,Nelson Bay
2022661162,"Black, Aaron",181,81,25-Dec-1992,Midfield,West Perth
2011665405,"Black, Aaron",192,88,29-Nov-90,Forward,Peel Thunder
1998668708,"Black, Simon",186,81,3-Apr-79,Midfield,East Fremantle
2010662147,"Blair, Jarryd",174,81,14-Apr-90,Forward,Gippsland Power
2000664544,"Blake, Jason",189,90,15-Mar-81,Defender,Beaumaris
2015665690,"Blakely, Connor",188,90,2-Mar-96,Midfield,Swan Districts
2019663435,"Blakey, Nick",195,80,27-Feb-00,Forward,Unsw
2022669910,"Blanck, James",196,93,20-Nov-2000,Defender,Box Hill Hawks
2011665941,"Blease, Sam",184,77,19-Feb-91,"Midfield, Forward",Eastern Ranges
2012666354,"Blee, Nathan",191,84,7-Sep-90,Defender,East Perth
2013661585,"Blicavs, Mark",198,100,28-Mar-91,"Defender, Midfield",Geelong Cats
2007664906,"Boak, Travis",183,85,1-Aug-88,Midfield,Geelong Falcons
2004665411,"Bock, Nathan",193,93,20-Mar-83,Forward,Woodville-West Torrens
2015667529,"Boekhorst, Blaine",185,75,2-Sep-93,"Midfield, Forward",Swan Districts
1999669174,"Bolton, Jude",182,84,15-Mar-80,"Midfield, Forward",Calder Cannons
2017662192,"Bolton, Shai",175,77,8-Dec-98,"Midfield, Forward",South Fremantle
2018669246,"Bonar, Aiden",188,87,8-Mar-99,Defender,Dandenong Stingrays
2016662686,"Bonner, Riley",190,85,7-Mar-97,Defender,West Adelaide
2014665253,"Bontempelli, Marcus",193,93,24-Nov-95,Midfield,Northern Knights
2012667882,"Bootsma, Josh",190,74,22-Feb-93,Defender,South Fremantle
2023667830,"Borlase, James",192,101,18-Jul-2002,Defender,Sturt
2020661983,"Bosenavulagi, Atu",180,82,17-Sep-00,Forward,Oakleigh Chargers
2013667350,"Boston, Andrew",180,80,23-Mar-94,Midfield,Broadbeach
2012669835,"Boumann, Jarrad",196,90,18-Aug-89,Forward,Dandenong Stingrays
2014668915,"Bourke, Jordon",193,88,11-Nov-94,Defender,Morningside
2006669101,"Bower, Paul",192,92,9-Jan-88,Defender,Peel Thunder
2017663348,"Bowes, Jack",187,85,26-Jan-98,Defender,Cairns
2021666343,"Bowey, Jake",175,67,12-Sep-02,"Midfield, Forward",Sandringham Dragons
2022661982,"Boyd, Jordan",182,80,22-Sep-1998,Defender,Footscray Bulldogs
2003661535,"Boyd, Matthew",184,88,27-Aug-82,Defender,Dandenong Stingrays
2014666381,"Boyd, Tom",200,103,22-Aug-95,"Forward, Ruck",Eastern Ranges
2004665807,"Bradley, Kepler",199,100,13-Nov-85,Forward,West Perth
2021668904,"Bramble, Lachlan",182,75,19-Apr-98,"Midfield, Forward",Box Hill Hawks
2016668464,"Brand, Kaiden",198,98,8-Apr-94,Defender,West Adelaide
2018661796,"Brander, Jarrod",195,92,11-Feb-99,"Midfield, Forward",Bendigo Pioneers
2018669647,"Brayshaw, Andrew",184,84,8-Nov-99,Midfield,Sandringham Dragons
2015665345,"Brayshaw, Angus",187,87,9-Jan-96,Midfield,Sandringham Dragons
2020663853,"Brayshaw, Hamish",187,90,9-Feb-98,Midfield,Sandringham Dragons
2012666535,"Brennan, Jacob",188,82,24-Jan-90,Defender,East Fremantle
2003664471,"Brennan, Jared",192,95,28-Jul-84,Defender,Southern Districts
2011663064,"Breust, Luke",184,84,11-Nov-90,Forward,Temora
2021665802,"Briggs, Kieren",200,103,6-Oct-99,"Defender, Forward",Pennant Hills
2016661079,"Broad, Nathan",192,89,15-Apr-93,Defender,Swan Districts
2009666472,"Broadbent, Matthew",189,90,1-Aug-90,Defender,Woodville-West Torrens
2021662446,"Brockman, Tyler",181,75,22-Nov-02,"Midfield, Forward",Subiaco
2017664185,"Brodie, Will",189,89,23-Aug-98,"Midfield, Forward",Murray Bushrangers
2001665891,"Brogan, Dean",200,101,14-Dec-78,Ruck,South Adelaide
2015663968,"Brooksby, Keegan",197,99,27-Apr-90,"Forward, Ruck",South Adelaide
2014666439,"Broomhead, Tim",185,80,22-Mar-94,"Midfield, Forward",Port Adelaide
2009668502,"Broughton, Greg",189,85,29-Sep-86,Defender,Subiaco
2014665536,"Brown, Ben",200,101,20-Nov-92,Forward,Werribee
2017661572,"Brown, Callum",178,77,27-Apr-98,Forward,Eastern Ranges
2021667039,"Brown, Callum",188,91,15-Aug-00,Forward,Ireland
2002665223,"Brown, Campbell",177,83,28-Aug-83,Forward,Oakleigh Chargers
2000667335,"Brown, Jonathan",195,103,29-Oct-81,Forward,Geelong Falcons
2012662083,"Brown, Luke",181,81,22-Sep-92,Defender,Norwood
2011669981,"Brown, Mitch",196,95,28-Aug-90,Forward,Sandringham Dragons
2007668175,"Brown, Mitch",195,93,17-Dec-88,Defender,GWV Rebels
2008662225,"Brown, Nathan",196,99,17-Dec-88,Defender,GWV Rebels
2023663831,"Brown, Tom",193,81,30-Jul-2003,Defender,Murray Bushrangers
2020663480,"Brown, Tyler",188,77,9-Dec-99,Midfield,Eastern Ranges
2011661435,"Browne, Alex",187,85,9-Aug-92,Defender,Oakleigh Chargers
2000661056,"Bruce, Cameron",190,87,30-Sep-79,"Midfield, Ruck",MHSOB
2012666113,"Bruce, Josh",197,101,8-Jun-92,Forward,Canberra
2021661243,"Bruhn, Tanner",183,74,27-May-02,Midfield,Geelong Falcons
2021669724,"Bryan, Nick",202,87,22-Oct-01,Ruck,Oakleigh Chargers
2002665070,"Buchanan, Amon",179,83,10-Oct-82,Forward,Geelong Falcons
2013662460,"Buckley, Dylan",179,77,16-Mar-93,Forward,Northern Knights
2020666559,"Buckley, Jack",193,87,17-Dec-97,"Midfield, Forward",Sydney Swans
2007661314,"Buckley, Simon",190,93,18-Apr-87,Defender,Sandringham Dragons
2020666381,"Budarick, Connor",175,72,6-Apr-01,"Midfield, Forward",Gold Coast Suns Academy
2012669664,"Bugg, Tomas",185,79,5-Apr-93,Midfield,Pakenhem Upper
2023669115,"Buller, Jack",199,99,16-May-2001,Forward,Claremont
2012664999,"Buntine, Matt",189,84,19-Oct-93,"Defender, Forward",Dandenong Stingrays
2013665300,"Burbury, George",186,80,16-Jun-92,Forward,Hobart
2019661033,"Burgess, Chris",191,82,26-Nov-95,Defender,
2022661131,"Burgoyne, Jase",186,65,15-Jul-2003,Defender,Eagles
2002669287,"Burgoyne, Shaun",186,89,21-Oct-82,"Defender, Forward",Port Adelaide
2016669115,"Burton, Ryan",191,90,31-Jan-97,Defender,North Adelaide
2011666378,"Butcher, John",197,94,3-Jul-91,Forward,Gippsland Power
2017669102,"Butler, Dan",182,80,3-Jun-96,Forward,GWV Rebels
2020668745,"Butler, Louis",184,75,26-Aug-01,"Defender, Midfield",Sandringham Dragons
2022666360,"Butler, Sam",184,76,10-Feb-2003,Forward,GWV Rebels
2004669429,"Butler, Sam",187,86,14-Jan-86,Defender,Central District
2019663639,"Butters, Zak",181,71,8-Sep-00,Forward,Western Jets
2020665315,"Butts, Jordon",198,83,31-Dec-99,Defender,Murray Bushrangers
2017665513,"Buzza, Wylie",198,102,2-Mar-96,Forward,Mt Gravatt
2015666052,"Byrne, Ciaran",187,88,6-Dec-94,Defender,Ireland
2016664470,"Byrne-Jones, Darcy",181,75,20-Sep-95,Defender,Oakleigh Chargers
2020667484,"Byrnes, Ryan",180,81,3-May-01,Midfield,Sandringham Dragons
2004662178,"Byrnes, Shannon",175,77,7-Apr-84,Forward,Murray Bushrangers
2020665793,"Bytel, Jack",189,78,14-Mar-00,Midfield,Calder Cannons
2013672474,"Cachia, Jaryd",184,86,8-May-91,Midfield,Northern Knights
2011679683,"Caddy, Josh",186,87,28-Sep-92,Midfield,Northern Knights
2023672014,"Cadman, Aaron",195,93,3-Mar-2004,Forward,GWV Rebels
2020677029,"Cahill, Ned",178,77,11-Jan-01,"Midfield, Forward",Dandenong Stingrays
2019677166,"Caldwell, Jye",183,82,28-Sep-00,Midfield,Bendigo Pioneers
2022679681,"Callaghan, Finn",192,86,26-Apr-2003,Midfield,Sandringham Dragons
2011675768,"Callinan, Ian",171,70,20-Dec-82,Forward,Central District
2022674905,"Callow, Jackson",194,95,11-Jun-2002,Forward,Norwood
2014678070,"Cameron, Charlie",181,74,5-Jul-94,Forward,Swan Districts
2014672695,"Cameron, Clay",191,86,27-May-94,"Defender, Forward",Mt Gravatt
2018675233,"Cameron, Darcy",204,100,18-Jul-95,Forward,Claremont
2019672790,"Cameron, Jarrod",182,70,3-May-00,Forward,Swan Districts
2012671758,"Cameron, Jeremy",196,96,1-Apr-93,Forward,Dartmore
2023674231,"Caminiti, Anthony",196,85,9-Dec-2003,Forward,Northern Knights
2021672027,"Campbell, Braeden",181,73,4-Feb-02,"Midfield, Forward",Sydney Swans
2007676889,"Campbell, Matt",170,72,21-Jan-87,Forward,Pioneers
2012678444,"Campbell, Tom",200,106,2-Nov-91,"Forward, Ruck",Bendigo Gold
2006674623,"Carlile, Alipate",192,98,30-Apr-87,Defender,Murray Bushrangers
2010679948,"Carlisle, Jake",201,104,1-Oct-91,Defender,Calder Cannons
2022677560,"Carmichael, Josh",190,89,23-Sep-1999,Forward,West Adelaide
2004674249,"Carrazzo, Andrew",187,85,15-Dec-83,Midfield,Geelong Falcons
2022678427,"Carroll, Jack",188,82,20-Dec-2002,Midfield,East Fremantle
2013676622,"Carter, Adam",179,74,17-Apr-94,Defender,South Fremantle
2019677689,"Carter, Jason",185,76,11-Jan-00,Defender,Port Wyndham
2012674522,"Casboult, Levi",201,101,15-Mar-90,"Defender, Forward",Dandenong Stingrays
2002679320,"Cassisi, Domenic",184,82,22-Sep-82,Midfield,East Fremantle
2016673772,"Castagna, Jason",181,82,12-Jul-96,Forward,Northern Knights
2020677310,"Cavarra, Ben",173,72,20-Dec-95,Forward,Williamstown
2013677583,"Ceglar, Jonathon",204,102,14-Feb-91,"Forward, Ruck",Murray Bushrangers
2018676857,"Cerra, Adam",188,84,7-Oct-99,Midfield,Eastern Ranges
2019677190,"Chandler, Kade",174,75,13-Jan-00,Forward,Norwood
2004672392,"Chaplin, Troy",195,97,23-Feb-86,Defender,GWV Rebels
2021673890,"Chapman, Heath",193,81,31-Jan-02,Defender,West Perth
2000677111,"Chapman, Paul",179,87,5-Nov-81,Forward,Calder Cannons
2009675555,"Cheney, Kyle",187,90,25-Aug-89,Defender,GWV Rebels
2023679477,"Chesser, Campbell",186,85,27-Apr-2003,Midfield,Sandringham Dragons
2016676375,"Chol, Mabior",198,78,29-Jan-97,"Forward, Ruck",Aspley
2011676773,"Christensen, Allen",177,80,19-May-91,Forward,Geelong Falcons
2022672578,"Chugg, Isaac",181,84,26-Feb-2002,Defender,Tasmania Devils
2023671777,"Cincotta, Alex",187,86,17-Dec-1996,Defender,Newtown
2022676445,"Clark, Greg",195,94,24-May-1997,Midfield,Subiaco
2018671740,"Clark, Hunter",187,82,26-Mar-99,"Defender, Midfield",Dandenong Stingrays
2023675787,"Clark, Jhye",181,77,23-Jul-2004,Midfield,Geelong Falcons
2019674146,"Clark, Jordan",185,78,16-Oct-00,Midfield,Claremont
2006671443,"Clark, Mitch",200,103,19-Oct-87,Forward,East Fremantle
2018673109,"Clarke, Dylan",186,85,6-Sep-98,"Midfield, Forward",Eastern Ranges
2022671465,"Clarke, Judson",180,72,17-Oct-2003,Forward,Dandenong Stingrays
2013678536,"Clarke, Justin",195,93,18-Nov-93,Defender,Booleroo Melrose Wilmington
2007679983,"Clarke, Martin",181,85,13-Nov-87,Defender,Ireland
2004671285,"Clarke, Raphael",188,82,24-Sep-85,Defender,St Mary's
2016673046,"Clarke, Ryan",186,85,17-Jun-97,Midfield,Eastern Ranges
2009677840,"Clarke, Zac",203,96,28-Mar-90,"Forward, Ruck",Oakleigh Chargers
2021672637,"Clavarino, Oscar",197,89,22-May-99,Defender,Dandenong Stingrays
2016671933,"Clayton, Josh",190,80,17-Jan-96,Midfield,Sandringham Dragons
2022679299,"Cleary, Luke",190,78,5-Mar-2002,Defender,Sandringham Dragons
2012679529,"Clifton, Steve",182,84,27-May-87,Midfield,GWV Rebels
2013678994,"Clisby, Mitch",182,83,5-Jan-90,Defender,-
2023679870,"Clohesy, Ted",184,77,6-Sep-2004,Forward,Mayo
2005673207,"Cloke, Travis",196,105,5-Mar-87,Forward,Eastern Ranges
2020672557,"Close, Brad",181,68,30-Jul-98,"Midfield, Forward",Glenelg
2014673665,"Close, Michael",197,98,30-Jul-94,Forward,GWV Rebels
2014672868,"Clurey, Tom",193,88,23-Mar-94,Defender,Murray Bushrangers
2011675790,"Coad, Michael",190,86,13-Sep-83,Defender,Sturt
2015671937,"Cockatoo, Nakia",186,89,23-Oct-96,"Midfield, Forward",NT Thunder
2018671121,"Coffield, Nick",191,82,23-Oct-99,Defender,Northern Knights
2016676071,"Cole, Tom",186,81,28-May-97,Defender,Sandhurst Football Netball Club
2020674302,"Coleman, Keidean",183,75,31-Mar-00,"Midfield, Forward",Brisbane
2019679542,"Coleman-Jones, Callum",200,102,13-Jun-99,"Forward, Ruck",Sturt
2014678354,"Colledge, Brant",192,90,25-Oct-94,Midfield,Perth
2021677886,"Collier-Dawkins, Riley",189,89,3-Feb-00,Midfield,Oakleigh Chargers
2009672438,"Collins, Andrew",184,72,17-Nov-88,Forward,Bendigo Pioneers
2016676275,"Collins, Kieran",193,98,14-Dec-97,Defender,Dandenong Stingrays
2016673744,"Collins, Sam",194,98,15-Jun-94,Defender,Box Hill Hawks
2013673021,"Colquhoun, Sam",179,72,20-Dec-94,Midfield,Central District
2010674136,"Colyer, Travis",175,77,24-Aug-91,Forward,Claremont
2021671581,"Comben, Charlie",199,82,20-Jul-01,"Forward, Ruck",Gippsland Power
2011678952,"Conca, Reece",181,84,12-Aug-92,Defender,Perth
2012675967,"Coniglio, Stephen",182,86,15-Dec-93,Midfield,Swan Districts
2021678301,"Connolly, Leo",181,74,7-Aug-01,"Defender, Midfield",Gippsland Power
2007671624,"Connors, Daniel",186,84,22-Sep-88,Defender,Bendigo Pioneers
2019679706,"Constable, Charlie",191,86,18-May-99,Midfield,Sandringham Dragons
2023671567,"Conway, Toby",206,101,24-Apr-2003,Ruck,Geelong Falcons
2021678665,"Cook, Brayden",189,80,18-Jul-02,"Midfield, Forward",South Adelaide
2004676124,"Cooney, Adam",187,83,30-Sep-85,Forward,West Adelaide
2012671110,"Cooyou, Rhys",183,70,22-Mar-91,Forward,East Fremantle
2019672117,"Corbett, Josh",190,90,23-Apr-96,Forward,Werribee
2011679714,"Cordy, Ayce",204,99,6-Aug-90,"Forward, Ruck",Geelong Falcons
2015679832,"Cordy, Zaine",193,90,27-Oct-96,Defender,Geelong Falcons
2000679963,"Corey, Joel",191,89,17-Feb-82,Midfield,East Perth
2009679767,"Cornelius, Aaron",192,88,29-May-90,Forward,Tasmania Devils
1999671338,"Cornes, Chad",192,95,12-Nov-79,Defender,Glenelg
2001676477,"Cornes, Kane",183,78,5-Jan-83,Midfield,Glenelg
2013679173,"Corr, Aidan",195,97,17-May-94,Defender,Northern Knights
2008672876,"Cotchin, Trent",185,86,7-Apr-90,Midfield,Northern Knights
2020672697,"Cottrell, Matthew",181,72,29-Feb-00,Defender,Dandenong Stingrays
2012676642,"Couch, Tom",177,79,17-Jun-88,Midfield,Bell Park
2023673142,"Coulthard, Matthew",176,76,11-May-2001,Forward,Glenelg
2017674525,"Cousins, James",185,84,19-Mar-98,"Midfield, Forward",Murray Bushrangers
2011672696,"Cowan, Josh",184,79,16-Mar-91,Midfield,GWV Rebels
2023678749,"Cowan, Lachlan",188,82,1-Dec-2004,Defender,Tasmania Devils
2017679746,"Cox, Brennan",195,99,13-Aug-98,Defender,Woodville-West Torrens
2017678146,"Cox, Cedric",181,79,19-Aug-97,Forward,GWV Rebels
2001674745,"Cox, Dean",203,104,1-Aug-81,"Forward, Ruck",East Perth
2016678001,"Cox, Mason",211,105,14-Mar-91,Forward,United States
2021674111,"Cox, Nik",199,82,15-Jan-02,"Defender, Forward",Northern Knights
2010672367,"Crameri, Stewart",190,98,10-Aug-88,Forward,Bendigo Gold
2010675838,"Crichton, Jesse",183,78,18-Jun-91,Midfield,North Launceston
2011671975,"Cripps, Jamie",183,84,23-Apr-92,Forward,East Fremantle
2014676336,"Cripps, Patrick",195,92,18-Mar-95,Midfield,East Fremantle
2012675021,"Crisp, Jack",190,90,2-Oct-93,Defender,Murray Bushrangers
2016673533,"Crocker, Ben",188,83,19-Feb-97,Forward,Oakleigh Chargers
2002674940,"Cross, Daniel",187,87,30-Mar-83,Midfield,Murray Bushrangers
2018678662,"Crossley, Brayden",198,102,16-Aug-99,Forward,Gold Coast Suns Academy
2013674392,"Crouch, Brad",186,85,14-Jan-94,Midfield,GWV Rebels
2014678470,"Crouch, Matt",182,80,21-Apr-95,Midfield,GWV Rebels
2018676565,"Crowden, Mitch",176,84,28-Apr-99,Forward,Sturt
2005674327,"Crowley, Ryan",188,88,5-Mar-84,Midfield,Calder Cannons
2012673943,"Crozier, Hayden",185,79,24-Dec-93,Defender,Eastern Ranges
2022675734,"Culley, Jai",193,87,24-Feb-2003,"Midfield, Forward",Dandenong Stingrays
2022677846,"Cumberland, Noah",183,80,15-Mar-2001,Forward,Brisbane Lions Academy
2018671956,"Cumming, Isaac",184,83,11-Aug-98,Defender,Broken Hill
2017672631,"Cunico, Jordan",184,78,7-May-96,Midfield,Gippsland Power
2016678303,"Cuningham, David",185,85,30-Mar-97,Forward,Oakleigh Chargers
2012674793,"Cunningham, Harry",181,78,6-Dec-93,Defender,Turvey Park
2010679202,"Cunnington, Ben",185,88,30-Jun-91,Midfield,Geelong Falcons
2016676081,"Curnow, Charlie",192,96,3-Feb-97,Forward,Geelong Falcons
2011679390,"Curnow, Ed",180,85,7-Nov-89,Midfield,Geelong Falcons
2013671345,"Curren, Tom",178,78,29-Jul-92,Forward,Dandenong Stingrays
2014671709,"Currie, Daniel",201,96,15-Feb-89,Ruck,Northern Knights
2022676305,"Curtis, Paul",185,75,4-Mar-2003,Forward,Western Jets
2014673527,"Cutler, Tom",192,92,20-Feb-95,Midfield,Oakleigh Chargers
2011684234,"Dahlhaus, Luke",179,77,21-Aug-92,Forward,Geelong Falcons
2017688313,"Daicos, Josh",178,76,26-Nov-98,"Midfield, Forward",Oakleigh Chargers
2022681904,"Daicos, Nick",184,73,3-Jan-2003,"Defender, Midfield",Oakleigh Chargers
2002688908,"Dal Santo, Nick",185,85,22-Feb-84,Midfield,Bendigo Pioneers
2015684036,"Dale, Bailey",183,82,22-Jul-96,"Defender, Forward",Dandenong Stingrays
2012688831,"Dale, Frazer",187,77,10-Nov-93,Midfield,Calder Cannons
2013683697,"Dalgleish, Lauchlan",185,77,22-Jun-93,Defender,GWV Rebels
2008687516,"Dalziell, Bradd",184,82,15-Mar-87,Midfield,East Fremantle
2022683898,"DAmbrosio, Massimo",178,80,5-Jun-2003,Defender,Western Jets
2008681760,"Dangerfield, Patrick",189,92,5-Apr-90,"Midfield, Forward",Geelong Falcons
2015685477,"Daniel, Caleb",168,72,7-Jul-96,Defender,South Adelaide
