salary_id,job_id,max_salary,med_salary,min_salary,pay_period,currency,compensation_type
55,3887467924,91.2,,67.45,HOURLY,USD,BASE_SALARY
56,3887468967,25.0,,20.0,HOURLY,USD,BASE_SALARY
57,3887470539,104000.0,,56000.0,YEARLY,USD,BASE_SALARY
58,3884429634,115000.0,,95000.0,YEARLY,USD,BASE_SALARY
59,3887475285,90000.0,,60000.0,YEARLY,USD,BASE_SALARY
60,3884433244,,40.0,,HOURLY,USD,BASE_SALARY
61,3887470497,100000.0,,90000.0,YEARLY,USD,BASE_SALARY
62,3887471567,175000.0,,125000.0,YEARLY,USD,BASE_SALARY
63,3884434095,,112000.0,,YEARLY,USD,BASE_SALARY
64,3884912315,,37.35,,HOURLY,USD,BASE_SALARY
65,3884433143,,53000.0,,YEARLY,USD,BASE_SALARY
66,3887475355,400000.0,,250000.0,YEARLY,USD,BASE_SALARY
67,3887468932,160000.0,,110000.0,YEARLY,USD,BASE_SALARY
68,3884430130,35.0,,30.0,HOURLY,USD,BASE_SALARY
69,3884912691,23.0,,19.0,HOURLY,USD,BASE_SALARY
70,3884428699,300000.0,,90000.0,YEARLY,USD,BASE_SALARY
71,3887466984,161400.0,,87000.0,YEARLY,USD,BASE_SALARY
72,3884434103,120000.0,,90000.0,YEARLY,USD,BASE_SALARY
73,3884432572,22.0,,20.0,HOURLY,USD,BASE_SALARY
74,3884434114,110.0,,95.0,HOURLY,USD,BASE_SALARY
75,3884436148,140.0,,110.0,YEARLY,USD,BASE_SALARY
76,3884916322,31.0,,30.0,HOURLY,USD,BASE_SALARY
77,3884914112,32.7,,30.2,HOURLY,USD,BASE_SALARY
78,3887476099,,100000.0,,YEARLY,USD,BASE_SALARY
79,3884430272,,15.0,,HOURLY,USD,BASE_SALARY
80,3884429653,120000.0,,87000.0,YEARLY,USD,BASE_SALARY
81,3884435152,200000.0,,180000.0,YEARLY,USD,BASE_SALARY
82,3887475299,70000.0,,60000.0,YEARLY,USD,BASE_SALARY
83,3884913642,19.17,,17.0,HOURLY,USD,BASE_SALARY
84,3887474692,90000.0,,70000.0,YEARLY,USD,BASE_SALARY
85,3884433240,27.12,,23.0,HOURLY,USD,BASE_SALARY
86,3887473886,83000.0,,69000.0,YEARLY,USD,BASE_SALARY
87,3887470528,160000.0,,150000.0,YEARLY,USD,BASE_SALARY
88,3884436023,130000.0,,120000.0,YEARLY,USD,BASE_SALARY
89,3884436039,,18.0,,HOURLY,USD,BASE_SALARY
90,3884436123,26.0,,24.0,HOURLY,USD,BASE_SALARY
91,3656167404,65000.0,,55000.0,YEARLY,USD,BASE_SALARY
92,3884912807,21.99,,19.0,YEARLY,USD,BASE_SALARY
93,3884912486,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
94,3884435120,30.0,,25.0,HOURLY,USD,BASE_SALARY
95,3887467642,,14.0,,HOURLY,USD,BASE_SALARY
96,3887474156,80000.0,,70000.0,YEARLY,USD,BASE_SALARY
97,3887478309,200000.0,,158000.0,YEARLY,USD,BASE_SALARY
98,3884431614,27.0,,25.0,HOURLY,USD,BASE_SALARY
99,3884432550,21.0,,18.0,HOURLY,USD,BASE_SALARY
100,3884429686,69.01,,48.97,HOURLY,USD,BASE_SALARY
101,3884433290,65131.89,,60331.89,YEARLY,USD,BASE_SALARY
102,3887475284,18.0,,16.0,HOURLY,USD,BASE_SALARY
103,3884431661,80000.0,,75000.0,YEARLY,USD,BASE_SALARY
104,3884435178,32.0,,25.0,HOURLY,USD,BASE_SALARY
105,3884432436,25.0,,22.0,HOURLY,USD,BASE_SALARY
106,3887474506,35.0,,25.0,HOURLY,USD,BASE_SALARY
107,3884436168,17.0,,16.0,HOURLY,USD,BASE_SALARY
108,3884915172,50000.0,,40000.0,YEARLY,USD,BASE_SALARY
109,3884426762,,45.32,,HOURLY,USD,BASE_SALARY
110,3887470550,50000.0,,41715.0,YEARLY,USD,BASE_SALARY
111,3884434062,105000.0,,83700.0,YEARLY,USD,BASE_SALARY
112,3887469407,20.0,,18.0,HOURLY,USD,BASE_SALARY
113,3887472874,160000.0,,120000.0,YEARLY,USD,BASE_SALARY
114,3887486130,20.0,,16.5,HOURLY,USD,BASE_SALARY
115,3887482215,23.0,,17.0,HOURLY,USD,BASE_SALARY
116,3887470918,120000.0,,105000.0,YEARLY,USD,BASE_SALARY
117,3887484013,42.0,,38.0,HOURLY,USD,BASE_SALARY
118,3887477017,,35.0,,HOURLY,USD,BASE_SALARY
119,3884431554,90000.0,,90000.0,YEARLY,USD,BASE_SALARY
120,3887478436,60.0,,50.0,HOURLY,USD,BASE_SALARY
121,3887469630,285600.0,,153600.0,YEARLY,USD,BASE_SALARY
122,3887480763,70.0,,70.0,HOURLY,USD,BASE_SALARY
123,3887468619,145000.0,,130000.0,YEARLY,USD,BASE_SALARY
124,3884432301,60000.0,,45000.0,YEARLY,USD,BASE_SALARY
125,3884429730,55.0,,30.0,HOURLY,USD,BASE_SALARY
126,3884436043,,70000.0,,YEARLY,USD,BASE_SALARY
127,3887484964,42.0,,41.0,HOURLY,USD,BASE_SALARY
128,3887473513,43.79,,29.19,HOURLY,USD,BASE_SALARY
129,3887481930,125000.0,,125000.0,YEARLY,USD,BASE_SALARY
130,3887476200,60000.0,,50000.0,YEARLY,USD,BASE_SALARY
131,3884433322,90000.0,,68000.0,YEARLY,USD,BASE_SALARY
132,3887486300,70000.0,,60000.0,YEARLY,USD,BASE_SALARY
133,3884430726,175000.0,,160000.0,YEARLY,USD,BASE_SALARY
134,3884908545,39.81,,20.84,HOURLY,USD,BASE_SALARY
135,3887478759,130109.0,,62177.0,YEARLY,USD,BASE_SALARY
136,3884435204,27.12,,23.0,HOURLY,USD,BASE_SALARY
137,3887474462,150000.0,,110000.0,YEARLY,USD,BASE_SALARY
138,3884426999,27.94,,19.55,HOURLY,USD,BASE_SALARY
139,3884429610,150000.0,,80000.0,YEARLY,USD,BASE_SALARY
140,3884432560,70000.0,,55000.0,YEARLY,USD,BASE_SALARY
141,3887489265,110000.0,,100000.0,YEARLY,USD,BASE_SALARY
142,3887479382,41.0,,40.0,HOURLY,USD,BASE_SALARY
143,3884436211,65000.0,,60000.0,YEARLY,USD,BASE_SALARY
144,3884429616,4652.0,,3718.0,MONTHLY,USD,BASE_SALARY
145,3884435045,85000.0,,55000.0,YEARLY,USD,BASE_SALARY
146,3884434066,80000.0,,70000.0,YEARLY,USD,BASE_SALARY
147,3887477134,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
148,3884426652,110000.0,,75000.0,YEARLY,USD,BASE_SALARY
149,3884916675,65000.0,,55000.0,YEARLY,USD,BASE_SALARY
150,3884426975,145000.0,,95000.0,YEARLY,USD,BASE_SALARY
151,3884917043,75.0,,65.0,HOURLY,USD,BASE_SALARY
152,3884436183,75000.0,,65000.0,YEARLY,USD,BASE_SALARY
153,3884429777,59.86,,35.89,HOURLY,USD,BASE_SALARY
154,3887471747,23.1,,15.4,HOURLY,USD,BASE_SALARY
155,3887486875,100000.0,,80000.0,YEARLY,USD,BASE_SALARY
156,3884433392,55000.0,,50000.0,YEARLY,USD,BASE_SALARY
157,3884912999,200000.0,,150000.0,YEARLY,USD,BASE_SALARY
158,3887480120,155000.0,,140000.0,YEARLY,USD,BASE_SALARY
159,3887476411,,14.75,,HOURLY,USD,BASE_SALARY
160,3887491220,95000.0,,80000.0,YEARLY,USD,BASE_SALARY
161,3884430601,105000.0,,90000.0,YEARLY,USD,BASE_SALARY
162,3887472633,,17.0,,HOURLY,USD,BASE_SALARY
163,3887479788,120000.0,,90000.0,YEARLY,USD,BASE_SALARY
164,3884436199,105200.0,,66200.0,YEARLY,USD,BASE_SALARY
165,3884436024,119553.0,,85147.0,YEARLY,USD,BASE_SALARY
166,3884906708,77900.0,,57000.0,YEARLY,USD,BASE_SALARY
167,3887488260,68000.0,,62000.0,YEARLY,USD,BASE_SALARY
168,3887475125,35.0,,33.0,HOURLY,USD,BASE_SALARY
169,3887477849,100000.0,,80000.0,YEARLY,USD,BASE_SALARY
170,3884917416,32.23,,24.71,HOURLY,USD,BASE_SALARY
171,3887474445,60000.0,,40000.0,YEARLY,USD,BASE_SALARY
172,3884911425,160533.0,,123485.0,YEARLY,USD,BASE_SALARY
173,3884431673,25.0,,20.0,HOURLY,USD,BASE_SALARY
174,3884426997,77000.0,,64000.0,YEARLY,USD,BASE_SALARY
175,3884917436,,15.0,,HOURLY,USD,BASE_SALARY
176,3884429703,27.0,,18.5,HOURLY,USD,BASE_SALARY
177,3884912836,10000.0,,5250.0,MONTHLY,USD,BASE_SALARY
178,3884429847,120000.0,,105000.0,YEARLY,USD,BASE_SALARY
179,3884917233,145000.0,,105000.0,YEARLY,USD,BASE_SALARY
180,3887475354,80000.0,,70000.0,YEARLY,USD,BASE_SALARY
181,3884914674,80000.0,,45000.0,YEARLY,USD,BASE_SALARY
182,3887471743,17.77,,16.77,YEARLY,USD,BASE_SALARY
183,3887472480,167500.0,,91400.0,YEARLY,USD,BASE_SALARY
184,3887475359,75000.0,,68000.0,YEARLY,USD,BASE_SALARY
185,3884913633,170000.0,,145000.0,YEARLY,USD,BASE_SALARY
186,3884429781,76000.0,,71000.0,YEARLY,USD,BASE_SALARY
187,3884430673,106496.0,,65603.2,YEARLY,USD,BASE_SALARY
188,3887486230,130109.0,,62177.0,YEARLY,USD,BASE_SALARY
189,3884433362,70000.0,,55000.0,YEARLY,USD,BASE_SALARY
190,3884430781,35.0,,27.0,HOURLY,USD,BASE_SALARY
191,3884435281,160000.0,,80000.0,YEARLY,USD,BASE_SALARY
192,3887473762,2.0,,1.0,YEARLY,USD,BASE_SALARY
193,3884434165,80000.0,,75000.0,YEARLY,USD,BASE_SALARY
194,3887471053,80000.0,,75000.0,YEARLY,USD,BASE_SALARY
195,3884431641,75.0,,70.0,HOURLY,USD,BASE_SALARY
196,3887485575,100000.0,,85000.0,YEARLY,USD,BASE_SALARY
197,3884430616,47.0,,37.0,HOURLY,USD,BASE_SALARY
198,3887483238,,11.0,,HOURLY,USD,BASE_SALARY
199,3610032286,130813.0,,1.0,YEARLY,USD,BASE_SALARY
200,3887475102,50000.0,,40000.0,YEARLY,USD,BASE_SALARY
201,3887485157,40.0,,38.0,HOURLY,USD,BASE_SALARY
202,3884914341,60.0,,58.0,HOURLY,USD,BASE_SALARY
203,3884910775,,15.0,,HOURLY,USD,BASE_SALARY
204,3884433426,95000.0,,78000.0,YEARLY,USD,BASE_SALARY
205,3884912798,39.0,,30.0,HOURLY,USD,BASE_SALARY
206,3887474751,27.0,,23.0,HOURLY,USD,BASE_SALARY
207,3884432583,23.0,,17.0,HOURLY,USD,BASE_SALARY
208,3887474517,55.0,,50.0,HOURLY,USD,BASE_SALARY
209,3884436146,85000.0,,78000.0,YEARLY,USD,BASE_SALARY
210,3887482515,85000.0,,73500.0,YEARLY,USD,BASE_SALARY
211,3887490568,48.0,,10.0,HOURLY,USD,BASE_SALARY
212,3887480096,110000.0,,75000.0,YEARLY,USD,BASE_SALARY
213,3887486043,80000.0,,65000.0,YEARLY,USD,BASE_SALARY
214,3884428994,,150000.0,,YEARLY,USD,BASE_SALARY
215,3884919132,110000.0,,100000.0,YEARLY,USD,BASE_SALARY
216,3884435336,58.5,,56.17,HOURLY,USD,BASE_SALARY
217,3884430751,230000.0,,130000.0,YEARLY,USD,BASE_SALARY
218,3884431706,67550.13,,45033.42,YEARLY,USD,BASE_SALARY
219,3884433317,90000.0,,60000.0,YEARLY,USD,BASE_SALARY
220,3884912975,80000.0,,54000.0,YEARLY,USD,BASE_SALARY
221,3887499183,70000.0,,65000.0,YEARLY,USD,BASE_SALARY
222,3887700229,70000.0,,65000.0,YEARLY,USD,BASE_SALARY
223,3887492681,90000.0,,80000.0,YEARLY,USD,BASE_SALARY
224,3887489353,,35.25,,HOURLY,USD,BASE_SALARY
225,3884433420,140000.0,,120000.0,YEARLY,USD,BASE_SALARY
226,3884429748,175000.0,,120000.0,YEARLY,USD,BASE_SALARY
227,3887499331,,60000.0,,YEARLY,USD,BASE_SALARY
228,3884434129,200000.0,,150000.0,YEARLY,USD,BASE_SALARY
229,3884432529,105200.0,,66200.0,YEARLY,USD,BASE_SALARY
230,3887490026,,50.0,,HOURLY,USD,BASE_SALARY
231,3884432782,75000.0,,65000.0,YEARLY,USD,BASE_SALARY
232,3887467853,85000.0,,75000.0,YEARLY,USD,BASE_SALARY
233,3887473432,80000.0,,55000.0,YEARLY,USD,BASE_SALARY
234,3887470642,100000.0,,95000.0,YEARLY,USD,BASE_SALARY
235,3884914374,150000.0,,130000.0,YEARLY,USD,BASE_SALARY
236,3884919767,22.0,,18.0,HOURLY,USD,BASE_SALARY
237,3887477885,,15.25,,HOURLY,USD,BASE_SALARY
238,3887495413,15.0,,14.0,HOURLY,USD,BASE_SALARY
239,3884917084,,90000.0,,YEARLY,USD,BASE_SALARY
240,3887476366,36.0,,35.0,HOURLY,USD,BASE_SALARY
241,3884436569,28.0,,25.0,HOURLY,USD,BASE_SALARY
242,3887476796,131000.0,,73000.0,YEARLY,USD,BASE_SALARY
243,3884429902,72000.0,,60000.0,YEARLY,USD,BASE_SALARY
244,3871144579,110000.0,,85000.0,YEARLY,USD,BASE_SALARY
245,3884435279,32.0,,29.0,HOURLY,USD,BASE_SALARY
246,3887489634,,100000.0,,YEARLY,USD,BASE_SALARY
247,3884918677,23.0,,20.0,HOURLY,USD,BASE_SALARY
248,3884430655,25.0,,22.0,HOURLY,USD,BASE_SALARY
249,3884431654,175000.0,,100000.0,YEARLY,USD,BASE_SALARY
250,3884430605,100000.0,,72000.0,YEARLY,USD,BASE_SALARY
251,3887471673,146640.0,,97760.0,YEARLY,USD,BASE_SALARY
252,3887496048,73000.0,,57000.0,YEARLY,USD,BASE_SALARY
253,3887491046,90000.0,,65000.0,YEARLY,USD,BASE_SALARY
254,3884434113,51.0,,38.0,HOURLY,USD,BASE_SALARY
255,3884918761,193785.0,,113810.0,YEARLY,USD,BASE_SALARY
256,3887482785,175000.0,,120000.0,YEARLY,USD,BASE_SALARY
257,3884438226,51.0,,50.0,HOURLY,USD,BASE_SALARY
258,3844216662,75000.0,,60000.0,YEARLY,USD,BASE_SALARY
259,3884435695,135000.0,,110000.0,YEARLY,USD,BASE_SALARY
260,3887490562,90400.0,,64600.0,YEARLY,USD,BASE_SALARY
261,3884913869,,18.0,,HOURLY,USD,BASE_SALARY
262,3887472128,58000.0,,55000.0,YEARLY,USD,BASE_SALARY
263,3887477383,210000.0,,170000.0,YEARLY,USD,BASE_SALARY
264,3887495113,250000.0,,230000.0,YEARLY,USD,BASE_SALARY
265,3887476347,,20.0,,HOURLY,USD,BASE_SALARY
266,3887488972,,21.16,,HOURLY,USD,BASE_SALARY
267,3884430432,,17.0,,HOURLY,USD,BASE_SALARY
268,3884435078,200000.0,,180000.0,YEARLY,USD,BASE_SALARY
269,3884432610,30.5,,27.0,HOURLY,USD,BASE_SALARY
270,3884920828,85000.0,,75000.0,YEARLY,USD,BASE_SALARY
271,3884920734,1500000.0,,350000.0,YEARLY,USD,BASE_SALARY
272,3884436083,175000.0,,160000.0,YEARLY,USD,BASE_SALARY
273,3884434736,19.0,,19.0,HOURLY,USD,BASE_SALARY
274,3887476996,,20.0,,HOURLY,USD,BASE_SALARY
275,3887490752,240000.0,,160000.0,YEARLY,USD,BASE_SALARY
276,3887474885,263350.0,,152000.0,YEARLY,USD,BASE_SALARY
277,3887494721,,350000.0,,YEARLY,USD,BASE_SALARY
278,3887484442,288000.0,,144200.0,YEARLY,USD,BASE_SALARY
279,3884433408,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
280,3887499494,25.0,,20.0,HOURLY,USD,BASE_SALARY
281,3884919935,150000.0,,130000.0,YEARLY,USD,BASE_SALARY
282,3884923183,92000.0,,87000.0,YEARLY,USD,BASE_SALARY
283,3884434134,110000.0,,95000.0,YEARLY,USD,BASE_SALARY
284,3884922535,150000.0,,120000.0,YEARLY,USD,BASE_SALARY
285,3884913832,140000.0,,100000.0,YEARLY,USD,BASE_SALARY
286,3884922191,29.27,,25.91,HOURLY,USD,BASE_SALARY
287,3884436021,80405.0,,61261.0,YEARLY,USD,BASE_SALARY
288,3887493761,25.4,,17.0,HOURLY,USD,BASE_SALARY
289,3884432534,130000.0,,90000.0,YEARLY,USD,BASE_SALARY
290,3887700413,,39000.0,,YEARLY,USD,BASE_SALARY
291,3884435151,84240.0,,65000.0,YEARLY,USD,BASE_SALARY
292,3887489289,,15.0,,HOURLY,USD,BASE_SALARY
293,3884433891,125000.0,,100000.0,YEARLY,USD,BASE_SALARY
294,3884430801,35.0,,32.0,HOURLY,USD,BASE_SALARY
295,3884920383,357000.0,,129000.0,YEARLY,USD,BASE_SALARY
296,3887475434,400000.0,,100000.0,YEARLY,USD,BASE_SALARY
297,3887499095,250000.0,,156000.0,YEARLY,USD,BASE_SALARY
298,3884435384,25.0,,23.0,HOURLY,USD,BASE_SALARY
299,3887496152,90000.0,,80000.0,YEARLY,USD,BASE_SALARY
300,3887479188,25.23,,17.17,HOURLY,USD,BASE_SALARY
301,3884431973,37800.0,,26500.0,YEARLY,USD,BASE_SALARY
302,3884429852,25.0,,24.0,HOURLY,USD,BASE_SALARY
303,3887489987,,38.05,,HOURLY,USD,BASE_SALARY
304,3884439191,,77.0,,HOURLY,USD,BASE_SALARY
305,3887491263,100000.0,,90000.0,YEARLY,USD,BASE_SALARY
306,3884433564,,52900.0,,YEARLY,USD,BASE_SALARY
307,3887492210,75000.0,,65000.0,YEARLY,USD,BASE_SALARY
308,3884432548,70000.0,,55000.0,YEARLY,USD,BASE_SALARY
309,3884917609,110000.0,,100000.0,YEARLY,USD,BASE_SALARY
310,3884431853,70000.0,,60000.0,YEARLY,USD,BASE_SALARY
311,3887486390,145000.0,,95000.0,YEARLY,USD,BASE_SALARY
312,3887496235,58.0,,56.0,HOURLY,USD,BASE_SALARY
313,3884915639,25.0,,18.0,HOURLY,USD,BASE_SALARY
314,3887473170,150000.0,,80000.0,YEARLY,USD,BASE_SALARY
315,3884435199,80000.0,,70000.0,YEARLY,USD,BASE_SALARY
316,3884436671,140000.0,,110000.0,YEARLY,USD,BASE_SALARY
317,3884429788,34.61,,23.07,HOURLY,USD,BASE_SALARY
318,3884919395,337500.0,,225000.0,YEARLY,USD,BASE_SALARY
319,3884934009,,19.24,,HOURLY,USD,BASE_SALARY
320,3884918898,23.0,,20.0,HOURLY,USD,BASE_SALARY
321,3887702086,70000.0,,60000.0,YEARLY,USD,BASE_SALARY
322,3887498517,56.89,,40.71,HOURLY,USD,BASE_SALARY
323,3884439160,26.0,,24.0,HOURLY,USD,BASE_SALARY
324,3887499100,,43.47,,HOURLY,USD,BASE_SALARY
325,3884920499,190000.0,,140000.0,YEARLY,USD,BASE_SALARY
326,3884434764,,42500.0,,YEARLY,USD,BASE_SALARY
327,3884431797,60934.0,,50965.0,YEARLY,USD,BASE_SALARY
328,3884438364,,29.0,,YEARLY,USD,BASE_SALARY
329,3884440092,48000.0,,45000.0,YEARLY,USD,BASE_SALARY
330,3884431621,90000.0,,75000.0,YEARLY,USD,BASE_SALARY
331,3884439167,232900.0,,160300.0,YEARLY,USD,BASE_SALARY
332,3887483454,58.0,,55.0,HOURLY,USD,BASE_SALARY
333,3884931187,65000.0,,55000.0,YEARLY,USD,BASE_SALARY
334,3887466979,,56000.0,,YEARLY,USD,BASE_SALARY
335,3884436197,38.42,,17.46,HOURLY,USD,BASE_SALARY
336,3884430769,30.0,,25.0,HOURLY,USD,BASE_SALARY
337,3887489526,80000.0,,67500.0,YEARLY,USD,BASE_SALARY
338,3884434210,220000.0,,210000.0,YEARLY,USD,BASE_SALARY
339,3846426461,47.0,,40.0,HOURLY,USD,BASE_SALARY
340,3884918303,,19.5,,HOURLY,USD,BASE_SALARY
341,3887499923,150000.0,,60000.0,YEARLY,USD,BASE_SALARY
342,3884923184,1500000.0,,350000.0,YEARLY,USD,BASE_SALARY
343,3884439249,,49.08,,HOURLY,USD,BASE_SALARY
344,3884432702,45000.0,,40000.0,YEARLY,USD,BASE_SALARY
345,3884436566,150000.0,,80000.0,YEARLY,USD,BASE_SALARY
346,3887494799,110000.0,,50000.0,YEARLY,USD,BASE_SALARY
347,3884435887,115000.0,,80000.0,YEARLY,USD,BASE_SALARY
348,3887700484,95000.0,,85000.0,YEARLY,USD,BASE_SALARY
349,3887702633,70000.0,,55000.0,YEARLY,USD,BASE_SALARY
350,3887486732,200000.0,,175000.0,YEARLY,USD,BASE_SALARY
351,3887497301,20.2,,18.0,HOURLY,USD,BASE_SALARY
352,3887498177,20.95,,16.5,HOURLY,USD,BASE_SALARY
353,3884917966,239000.0,,177000.0,YEARLY,USD,BASE_SALARY
354,3887488802,327700.0,,214000.0,YEARLY,USD,BASE_SALARY
355,3887499861,55000.0,,50000.0,YEARLY,USD,BASE_SALARY
356,3887497141,30.0,,30.0,HOURLY,USD,BASE_SALARY
357,3884435829,200000.0,,60000.0,YEARLY,USD,BASE_SALARY
358,3887701518,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
359,3884925873,130000.0,,110000.0,YEARLY,USD,BASE_SALARY
360,3884436209,23.07,,15.38,HOURLY,USD,BASE_SALARY
361,3887499882,120000.0,,80000.0,YEARLY,USD,BASE_SALARY
362,3884434851,135000.0,,90000.0,YEARLY,USD,BASE_SALARY
363,3887700622,24.63,,17.5,HOURLY,USD,BASE_SALARY
364,3884440104,139588.0,,104000.0,YEARLY,USD,BASE_SALARY
365,3884927191,130000.0,,115000.0,YEARLY,USD,BASE_SALARY
366,3884918304,38.45,,26.0,HOURLY,USD,BASE_SALARY
367,3884925499,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
368,3887496971,280000.0,,250000.0,YEARLY,USD,BASE_SALARY
369,3884912600,22.0,,20.0,HOURLY,USD,BASE_SALARY
370,3887498585,21.0,,20.0,HOURLY,USD,BASE_SALARY
371,3884929200,135000.0,,115000.0,YEARLY,USD,BASE_SALARY
372,3887494862,115000.0,,102000.0,YEARLY,USD,BASE_SALARY
373,3884440140,77900.0,,51000.0,YEARLY,USD,BASE_SALARY
374,3887700803,260000.0,,225000.0,YEARLY,USD,BASE_SALARY
375,3887494716,285937.0,,258636.0,YEARLY,USD,BASE_SALARY
376,3887701133,138000.0,,86000.0,YEARLY,USD,BASE_SALARY
377,3887495728,44.56,,31.52,HOURLY,USD,BASE_SALARY
378,3887700483,95996.0,,76796.8,YEARLY,USD,BASE_SALARY
379,3884926858,150000.0,,120000.0,YEARLY,USD,BASE_SALARY
380,3887491939,,18.5,,HOURLY,USD,BASE_SALARY
381,3887498257,,23.17,,HOURLY,USD,BASE_SALARY
382,3884432481,100000.0,,72000.0,YEARLY,USD,BASE_SALARY
383,3884440074,200000.0,,175000.0,YEARLY,USD,BASE_SALARY
384,3887495731,26.1,,20.88,HOURLY,USD,BASE_SALARY
385,3887494377,18.0,,16.0,HOURLY,USD,BASE_SALARY
386,3887476271,65.0,,60.0,HOURLY,USD,BASE_SALARY
387,3884435278,165000.0,,65000.0,YEARLY,USD,BASE_SALARY
388,3884914639,32.75,,22.75,HOURLY,USD,BASE_SALARY
389,3884919534,94.5,,18.5,HOURLY,USD,BASE_SALARY
390,3884435101,140000.0,,110000.0,YEARLY,USD,BASE_SALARY
391,3884926658,88.0,,85.0,HOURLY,USD,BASE_SALARY
392,3884437441,47.69,,21.35,HOURLY,USD,BASE_SALARY
393,3887486521,29.0,,25.0,HOURLY,USD,BASE_SALARY
394,3884437613,130000.0,,110000.0,YEARLY,USD,BASE_SALARY
395,3884917624,50000.0,,42000.0,YEARLY,USD,BASE_SALARY
396,3884436794,75000.0,,65000.0,YEARLY,USD,BASE_SALARY
397,3884436765,18.0,,16.0,HOURLY,USD,BASE_SALARY
398,3887488719,327700.0,,214000.0,YEARLY,USD,BASE_SALARY
399,3887703097,200000.0,,120000.0,YEARLY,USD,BASE_SALARY
