id,name
2321,"Rotterdam, South Holland"
2360,"Shelton, Connecticut"
2365,"Oshawa, Ontario"
2366,"Anchorage, Alaska"
2369,"Fairbanks, Alaska"
2372,"Sarasota, Florida"
2399,"London, Ontario"
2444,"St. John's, Newfoundland and Labrador"
2468,"Tempe, Arizona"
2514,"Savannah, Georgia"
2564,"Flint, Michigan"
2734,"Duluth, Minnesota"
2756,"Odessa, Texas"
2865,"Rochester, Minnesota"
2888,"Winston-Salem, North Carolina"
3017,"Pontiac, Michigan"
3101,"Foxboro, Massachusetts"
3127,"San Jose, Puerto Rico"
3211,"Riyadh, Riyadh"
3213,"Cardiff, Wales"
3224,"Laredo, Texas"
3225,"Edinburg, Texas"
3238,"Stateline, Nevada"
3241,"Ontario, California"
3244,"Thousand Palms, California"
3245,"Glendale, Arizona"
3248,"Boise, Idaho"
3249,"Kennewick, Washington"
3256,"Hyderabad, Telangana"
3268,"Laval, Quebec"
3280,"Coral Gables, Florida"
3285,"Monterrey, Nuevo León"
3286,"Mexico City, Federal District"
3291,"Fairfax, Virginia"
3304,"Liverpool, England"
3308,"Monroe, Louisiana"
3325,"Jeddah, Makkah"
3358,"Lincoln, Nebraska"
3361,"Portland, Oregon"
3374,"Sioux Falls, South Dakota"
3376,"Fargo, North Dakota"
3386,"Kitchener, Ontario"
3400,"Brooklyn, New York"
3402,"Uncasville, Connecticut"
3419,"Corbin, Kentucky"
3425,"Jackson, Mississippi"
3453,"Petersburg, Virginia"
3464,"Allentown, Pennsylvania"
3475,"Geneva, Romandy"
3476,"Dortmund, North Rhine-Westphalia"
3477,"Stuttgart, Baden-Württemberg"
3487,"Pikeville, Kentucky"
3504,"Bismarck, North Dakota"
3519,"Wenatchee, Washington"
3521,"Colorado Springs, Colorado"
3537,"Kingston, Ontario"
3580,"Hidalgo, Texas"
3582,"Abilene, Texas"
3586,"Billings, Montana"
3587,"Rapid City, South Dakota"
3624,"Leipzig, Sachsen-Anhalt"
3633,"Montgomery, Alabama"
3647,"Arlington, Texas"
3661,"Johnson City, Tennessee"
3750,"Elmont, New York"
3764,"Nottingham, England"
3766,"Leeds, England"
3788,"Rio Rancho, New Mexico"
3837,"Paradise, Nevada"
3926,"St. Petersburg, Florida"
3987,"Unknown, Florida"
4091,"Unknown, Unknown"
4184,"Everett, Washington"
4232,"Jacksonville, North Carolina"
4238,"Duluth, Georgia"
4255,"Winter Park, Florida"
4263,"San Juan, Puerto Rico"
4266,"Melbourne, Victoria"
4267,"Sydney, New South Wales"
4286,"Shanghai, Shanghai"
4304,"Lima, Lima"
4307,"Bogota, Capital District"
4344,"Tokyo, Tokyo"
4382,"Oslo, Oslo"
4383,"Stockholm, Södermanland"
4384,"Helsinki, Greater Helsinki"
4486,"Killeen, Texas"
4604,"Taipei, Taipei"
4683,"Cameron, North Carolina"
4752,"New Delhi, Delhi"
4753,"Abu Dhabi, Emirate of Abu Dhabi"
4810,"Shenzhen, Guangdong"
4866,"Wildwood, New Jersey"
4896,"Hobbs, New Mexico"
4920,"Alexandria, Louisiana"
4926,"Elmira, New York"
4946,"Ypsilanti, Michigan"
4956,"Zurich, Canton of Zurich"
4958,"Lille, Lille"
4965,"A Coruña, Galicia"
4966,"Norwich, England"
4968,"Valencia, Valencia"
4972,"Bologna, Emilia-Romagna"
4974,"Rome, Lazio"
4991,"Bowling Green, Kentucky"
5027,"Amherst, Massachusetts"
5043,"Bloomington, Illinois"
5051,"Dubuque, Iowa"
5056,"Regensburg, Bayern"
5057,"Hannover, Niedersachsen"
5059,"Düsseldorf, North Rhine-Westphalia"
5080,"Abbotsford, British Columbia"
5084,"Eugene, Oregon"
5087,"Broomfield, Colorado"
5094,"San Angelo, Texas"
5106,"Blackpool, England"
5137,"Greenville, North Carolina"
5171,"Bilbao, Biscay"
5172,"Madrid, Madrid"
5173,"Strasbourg, Alsace"
5174,"Lyon, Rhone-Alpes"
5177,"Vienna, Vienna"
5189,"Minehead, England"
5211,"Hammond, Indiana"
5214,"Laramie, Wyoming"
5217,"Nampa, Idaho"
5228,"Quito, Pichincha"
5231,"Santiago, Greater Santiago"
5235,"Palm Springs, California"
5252,"Tupelo, Mississippi"
5269,"Pasay, Manila"
5277,"Texarkana, Arkansas"
5280,"Leon, Guanajuato"
5283,"Heroica Puebla de Zaragoza, Puebla"
5298,"Adelaide, South Australia"
5300,"Auckland, Auckland"
5311,"Asheville, North Carolina"
5374,"Lawton, Oklahoma"
5408,"Malaga, Andalusia"
5416,"Amsterdam, North Holland"
5419,"Florence, Tuscany"
5485,"Bremen, Bremen"
5492,"Penticton, British Columbia"
5549,"Inglewood, California"
5555,"Lewiston, Maine"
5606,"Casper, Wyoming"
5621,"Merida, Yucatán"
5695,"Bemidji, Minnesota"
5704,"Victoria, British Columbia"
5707,"Brisbane, Queensland"
5731,"Danville, Illinois"
5842,"Antwerp, Antwerp"
5843,"Toulouse, Midi-Pyrenees"
5844,"Budapest, Central Hungary"
5845,"Warsaw, Masovian Voivodeship"
5870,"Santa Clara, California"
5934,"Loveland, Colorado"
5958,"Shreveport, Louisiana"
6013,"Bolzano, Trentino"
6016,"Braunschweig, Lower Saxony"
6134,"Perth, Western Australia"
6177,"Windsor, Ontario"
6227,"Liège, Liège"
6229,"Orchies, Nord"
6238,"Innsbruck, Tyrol"
6240,"Turin, Piedmont"
6311,"Jackson, Tennessee"
6431,"Wien, Wien"
6433,"Marseille, Provence-Alpes-Côte d'Azur"
6435,"Rouen, Normandy"
6465,"Carbondale, Illinois"
6471,"Guadalajara, Jalisco"
6472,"Santiago de Queretaro, Queretaro"
6558,"Durban, KwaZulu-Natal"
6559,"Cape Town, Western Cape"
6606,"Albany, Georgia"
6639,"Medicine Hat, Alberta"
6640,"Lethbridge, Alberta"
6642,"Red Deer, Alberta"
6664,"Upper Marlboro, Maryland"
6674,"Lodz, Lodz Voivodeship"
6675,"Mannheim, Baden-Württemberg"
6676,"Trieste, Trieste"
6677,"Moscow, Central"
6678,"St. Petersburg, Northwestern"
6680,"Amneville, Lorraine"
6767,"Istanbul, Istanbul"
6768,"Doha, Doha"
6785,"Poplar Bluff, Missouri"
6834,"Mayaguez, Mayaguez"
6866,"Anderson, South Carolina"
6887,"Lisbon, Lisbon"
6907,"Nantes, Loire"
6922,"Cairo, Cairo"
6951,"Wichita Falls, Texas"
6954,"St. Joseph, Missouri"
7026,"Dothan, Alabama"
7091,"Seville, Andalusia"
7111,"Guayaquil, Guayas"
7112,"Aguascalientes, Aguascalientes"
7113,"Hermosillo, Sonora"
7114,"Sao Paulo, Sao Paulo"
7175,"Gdansk, Pomeranian Voivodeship"
7188,"Miami Beach, Florida"
7235,"Guatemala City, Guatemala"
7236,"Panama City, Panama"
7238,"Tegucigalpa, Central District"
7285,"Prince George, British Columbia"
7379,"Graz, Steiermark"
7399,"Ciudad y Puerto de Veracruz, Veracruz"
7403,"San Luis Potosi, San Luis Potosi"
7449,"Barrie, Ontario"
7460,"Nîmes, Languedoc-Roussillon"
7970,"Baghdad, Baghdad Governorate"
8051,"Ponce, Puerto Rico"
8052,"Arecibo, Puerto Rico"
8082,"Hyannis, Massachusetts"
8120,"Prague, Böhmen"
8174,"Salzburg, Salzburg"
8265,"Nice, Provence-Alpes-Côte d'Azur"
8297,"Jamestown, New York"
8342,"Newcastle, New South Wales"
8391,"Torrevieja, Valencia"
8462,"Tikrit, Salah ah Din"
8549,"Bangkok, Bangkok"
8563,"Tijuana, Baja California"
8732,"Fort Smith, Arkansas"
8747,"Greenwood, South Carolina"
8790,"Rostraver, Pennsylvania"
8869,"Wellington, Wellington"
8903,"Zapopan, Jalisco"
8933,"Bagram, Parwan Province"
8953,"Coventry, England"
8954,"Livorno, Tuscany"
8956,"Ancona, Marche"
9061,"Saitama, Saitama"
9063,"Seoul, South Korea"
9354,"Yuma, Arizona"
9359,"Kelowna, British Columbia"
9401,"East Rand, Gauteng"
9419,"Hiroshima, Hiroshima"
9504,"Turku, Southwest Finland"
9562,"Kobe, Hyogo"
9876,"Panama City, Florida"
9918,"Kearney, Nebraska"
9931,"Irvine, California"
9962,"Makato, Minnesota"
9963,"Kamloops, British Columbia"
9990,"Missoula, Montana"
9991,"Bozeman, Montana"
10036,"Salem, Virginia"
10045,"Chapel Hill, North Carolina"
10089,"Rock Hill, South Carolina"
10107,"Salina, Kansas"
10110,"Vail, Colorado"
10112,"Belton, Texas"
10134,"Thibodaux, Louisiana"
10144,"Rome, Georgia"
10161,"Port Huron, Michigan"
10172,"Sturgis, South Dakota"
10183,"Battle Creek, Michigan"
10224,"Athens, Ohio"
10264,"Fort Pierce, Florida"
10302,"Cullowhee, North Carolina"
10307,"Huntsville, Texas"
10336,"Frankfort, Kentucky"
10348,"Gainesville, Georgia"
10397,"Mankato, Minnesota"
10565,"Dalton, Georgia"
10805,"Melrose, Minnesota"
10807,"Huntington Beach, California"
10823,"Schwarzenberg, Sachsen-Anhalt"
10824,"Bad Segeberg, Schleswig-Holstein"
10825,"Schwerin, Mecklenburg-Vorpommern"
10843,"Wurzburg, Bayern"
10845,"Hof, Bayern"
10849,"Dresden, Sachsen-Anhalt"
10850,"Halle, North Rhine-Westphalia"
10851,"Koln, North Rhine-Westphalia"
10852,"Ludwigshafen, Rheinland-Pfalz"
10896,"Charleston, South Carolina"
10918,"Danville, Virginia"
10922,"Fayetteville, Georgia"
10926,"Myrtle Beach, South Carolina"
10940,"Farmland, Indiana"
10944,"Columbia, Ohio"
10964,"Dade City, Florida"
10965,"Davenport, Florida"
10969,"Winter Haven, Florida"
10970,"Largo, Florida"
10989,"Melbourne, Florida"
10990,"Sebring, Florida"
10997,"Citrus Springs, Florida"
11002,"Sanford, Florida"
11103,"Venice, Florida"
11178,"Cocoa Beach, Florida"
11356,"Oshkosh, Wisconsin"
11358,"Ocala, Florida"
11365,"Riverside, California"
11380,"Warren, Ohio"
11389,"Santa Cruz, California"
11391,"Visalia, California"
11406,"St. Augustine, Florida"
11431,"Bartow, Florida"
11435,"St. Charles, Missouri"
11437,"Independence, Missouri"
11468,"Concord, North Carolina"
11481,"Crystal River, Florida"
11507,"Bel Air, Maryland"
11522,"Davenport, Iowa"
11565,"Kingston, Rhode Island"
11571,"Toms River, New Jersey"
11586,"Durham, North Carolina"
11588,"Spartanburg, South Carolina"
11630,"Owensboro, Kentucky"
11632,"Southaven, Mississippi"
11705,"Derby, England"
11781,"St. Catharines, Ontario"
11782,"Mississauga, Ontario"
11824,"Altoona, Pennsylvania"
11850,"Spencer, Iowa"
11853,"Graniteville, South Carolina"
11949,"Highland Heights, Kentucky"
12037,"Gold Coast, Queensland"
12043,"Canberra, ACT"
12141,"Devon, England"
12206,"Wauchula, Florida"
12212,"Palatka, Florida"
12286,"Elverta, California"
12327,"Starke, Florida"
12445,"Leesburg, Florida"
12590,"Deland, Florida"
12612,"Immokalee, Florida"
12633,"Kissimmee, Florida"
12645,"Plant City, Florida"
14506,"Clarksville, Tennessee"
15484,"Aix-en-Provence, Provence-Alpes-Côte d'Azur"
