Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1447153649,---5331,NY,PAS,07/01/2019,46,SDN,ACURA,P,36270,11710,27390,20200829,26.0,26,26,957363,0026,0.0,0049A,,NY,F,515,W 125 St,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,
1447153789,---5006,99,PAS,06/16/2019,46,SDN,HONDA,P,36270,11710,27390,20210117,26.0,26,26,957367,0026,0.0,0046A,,,F,511,W 125 Street,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0.0,0,-,0,,,,,
1447153790,---2634,NY,PAS,06/16/2019,46,,ACURA,P,36270,11710,27390,20200515,26.0,26,26,957363,0026,0.0,0124A,,NY,F,515,W 125 Street,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,
1447153819,---7645,NY,PAS,06/15/2019,19,SUBN,NISSA,P,36270,11710,27390,20210601,26.0,26,26,965164,0026,0.0,0500A,,NY,F,501Q,W 125 St,,0,408,F1,,BBBBBBB,ALL,ALL,GR,0.0,2019,-,0,,,,,
1447153820,---5523,PA,PAS,06/23/2019,78,SDN,DODGE,P,24490,11710,13610,0,26.0,26,26,965064,0026,0.0,1221A,,NY,F,75,La Salle Street,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0.0,0,-,0,,,,,
1447153844,---7169,NY,PAS,06/30/2019,41,SDN,ME/BE,P,24490,11710,13610,20210314,26.0,26,26,965164,0026,0.0,1241A,,NY,,75,La Salle St,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0.0,2016,-,0,,,,,
1447154198,---4948,NY,PAS,06/18/2019,46,SDN,TOYOT,P,36190,11710,13610,20190530,26.0,26,26,958135,0026,0.0,1110A,,NY,O,517,W 121St St,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0.0,2007,-,0,,,,,
1447154411,----62,FL,PAS,06/14/2019,46,SUBN,KIA,P,36270,11710,27390,0,26.0,26,26,944339,0026,0.0,0105A,,,F,511,West 125 Street,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0.0,0,-,0,,,,,
1447155294,---1999,NY,PAS,06/26/2019,14,TRK,DODGE,P,13610,24490,32595,20190625,26.0,26,26,954023,0026,0.0,1000P,,NY,F,3163,Broadway,,0,408,C,,BBBBBBB,ALL,ALL,RD,0.0,2016,-,0,,,,,
1447155427,---8372,NY,PAS,06/29/2019,74,SDN,HONDA,P,27390,36290,36350,20210414,26.0,26,26,964055,0026,0.0,0843A,,NY,F,21,Old Broadway,,0,408,D,,BBBBBBB,ALL,ALL,ORANG,0.0,0,-,0,,,,,
1447155750,---8968,NY,PAS,06/26/2019,14,SDN,BMW,P,13610,24490,32595,20210618,26.0,26,26,962964,0026,0.0,0955P,,NY,O,3161,Broadway,,0,408,C,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1447155877,---6053,PA,PAS,06/27/2019,46,SDN,TOYOT,P,15410,24490,32595,0,26.0,26,26,943637,0026,0.0,0508P,,,F,181,Claremont Ave,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0.0,0,-,0,,,,,
1447156183,---9316,NY,PAS,06/14/2019,20,SUBN,CHEVR,P,36330,15910,11710,20200930,26.0,26,26,950145,0026,0.0,1100A,,NY,O,449,W 128 St,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0.0,2017,-,0,,,,,
1447156195,---3112,99,PAS,06/14/2019,20,SDN,DODGE,P,36330,15910,11710,20210115,26.0,26,26,950149,0026,0.0,1100A,,NY,O,449,W 128,,0,408,D,,BBBBBBB,ALL,ALL,WH,0.0,2014,-,0,,,,,
1447156201,---3676,99,PAS,06/14/2019,20,SUBN,HONDA,P,36330,15910,11710,20201215,26.0,26,26,950148,0026,0.0,1100A,,NY,O,449,W 128 St,,0,408,D,,BBBBBBB,ALL,ALL,BK,0.0,2018,-,0,,,,,
1447156614,---3754,NY,PAS,06/28/2019,17,SDN,FORD,P,26490,36230,36250,20201023,26.0,26,26,961389,0026,0.0,0718A,,NY,O,109,Morningside Ave,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0.0,2001,-,0,,,,,
1447156626,---7367,NY,PAS,06/28/2019,17,SDN,HONDA,P,26490,36230,36250,20190417,26.0,26,26,961389,0026,0.0,0722A,,NY,O,111,Morningside Ave,,0,408,C4,,BBBBBBB,ALL,ALL,WHT,0.0,2016,-,0,,,,,
1447156638,---5563,NY,PAS,06/28/2019,17,VAN,HONDA,P,26490,36230,36250,20190308,26.0,26,26,961389,0026,0.0,0726A,,NY,O,113,Morningside Ave,,0,408,C4,,BBBBBBB,ALL,ALL,WHT,0.0,2015,-,0,,,,,
1447157000,---3075,NY,PAS,06/30/2019,19,,VOLKS,P,36270,11710,27390,20210315,26.0,26,26,921706,0026,0.0,0430A,,,F,509,W 125 St,,0,408,E3,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1447157060,---5393,NY,PAS,07/04/2019,46,SDN,ACURA,P,31190,40404,40404,20210326,26.0,26,26,936269,0026,0.0,0615P,,NY,O,587,St Nicholas Ave,,0,408,E9,,BBBBBBB,ALL,ALL,WH,0.0,2009,-,0,,,,,
1447168951,---9057,NY,PAS,06/29/2019,19,SDN,ME/BE,P,24690,36310,36330,20200131,26.0,26,28,941307,0028,0.0,0115A,,NY,F,339,Lenox Ave,,0,408,D,,BBBBBBB,ALL,ALL,WT,0.0,2019,-,0,,,,,
1447168975,---5285,NY,PAS,06/30/2019,19,SDN,NISSA,P,24690,36290,36310,20190709,28.0,28,28,941307,0028,0.0,0350A,,NY,F,333,Lenox Ave,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0.0,2013,-,0,,,,,
1447169335,---7405,NY,PAS,06/14/2019,40,SUBN,SATUR,P,36010,24690,31190,20210530,28.0,28,28,965629,0028,0.0,0125A,,,F,101,W 112 St,,0,408,F1,,BBBBBBB,ALL,ALL,BLUE,0.0,2006,-,0,,,,,
1447170593,---1090,NY,PAS,06/27/2019,46,SDN,HONDA,P,36230,10610,10810,20200425,28.0,28,28,936775,0028,0.0,1110A,,,F,214,W 123 St,,0,408,C,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1447171275,---2614,NY,PAS,07/03/2019,20,SDN,FORD,P,36050,10610,10810,20190930,28.0,28,28,949901,0028,0.0,0924A,,NY,F,215,W 114 St,,0,408,F2,,BBBBBBB,0700A,0400P,RED,0.0,2019,-,0,,,,,
1447171287,---6351,NY,PAS,07/03/2019,20,SDN,HONDA,P,36050,10610,10810,20190712,28.0,28,28,949901,0028,0.0,0918A,,NY,F,215,W 114 St,,0,408,D,,BBBBBBB,0700A,0400P,BLUE,0.0,2009,-,0,,,,,
1447174100,-12---,NJ,PAS,06/21/2019,46,SUBN,ME/BE,P,10610,36690,36710,0,32.0,32,32,957520,0032,0.0,0912P,,NY,F,2524,7Th Ave,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0.0,0,-,0,,,,,
1447174150,---1533,NY,PAS,06/25/2019,46,SDN,BUICK,P,36750,10610,10810,20210326,32.0,32,32,951520,0032,0.0,0318P,,,F,224,W 149 St,,0,408,J6,,BBBBBBB,ALL,ALL,BLK,0.0,2002,-,0,,,,,
1447174409,---7008,NY,PAS,06/29/2019,46,SDN,HYUND,P,36450,16400,24695,0,32.0,32,32,953993,0032,0.0,0850A,,NY,F,34,W 134 St,,0,408,C3,,BBBBBBB,ALL,ALL,SIL,0.0,2017,-,0,,,,,
1447177113,---4392,NY,PAS,06/23/2019,20,SDN,DODGE,P,36650,24690,10610,20210417,32.0,32,32,957690,0032,0.0,1055A,,NY,O,162,W 144 St,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0.0,2007,-,0,,,,,
1447182868,---6638,NY,PAS,06/16/2019,19,SUBN,ME/BE,P,25690,36070,36090,20200923,28.0,28,28,952521,0028,0.0,0152A,,NY,F,372,Manhattan Ave,,0,408,D,,BBBBBBB,ALL,ALL,WH,0.0,2018,-,0,,,,,
1447184282,---2379,NY,PAS,06/28/2019,21,SDN,TOYOT,P,37170,40404,40404,20210220,28.0,28,28,962002,0028,0.0,0845A,,,F,310,W 170 Street,,0,408,F2,,BYBBYBB,0830A,1000A,WHITE,0.0,0,-,0,,,,,
1447184294,---3109,NY,PAS,06/28/2019,21,SDN,BMW,P,37170,40404,40404,20210325,28.0,28,28,962002,0028,0.0,0849A,,,F,302,W 170 St,,0,408,D1,,BYBBYBB,0830A,1000A,BLU,0.0,2018,-,0,,,,,
1447185640,------,NY,PAS,06/22/2019,61,SDN,VOLKS,P,26490,36170,36190,20190602,28.0,28,28,960880,0028,0.0,0627A,,NY,F,65,Morningside Avenue,,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0.0,2014,-,0,,,,,
1447185651,------,NY,PAS,06/22/2019,70,SDN,VOLKS,P,26490,36170,36190,20190602,28.0,28,28,960880,0028,0.0,0627A,,NY,F,65,Morningside Avenue,,0,408,M1,,BBBBBBB,ALL,ALL,WHITE,0.0,2014,-,0,,,,,
1447195747,---5849,NY,PAS,06/28/2019,10,VAN,CHEVR,X,14590,97780,14710,20191129,05.0,5,868,868009,0868,0.0,1101A,,NY,F,1,Centre Street,,0,408,E2,,BBBBBBB,ALL,ALL,WHT,0.0,1998,-,0,,,,,
1447199789,---9376,NY,PAS,06/24/2019,17,SUBN,FORD,X,29390,14590,20240,20190330,05.0,5,868,868019,0868,0.0,0608P,,NY,F,10,Reade,,0,408,B,,YYYYYBB,0700A,0700P,WH,0.0,2008,-,0,,,,,
1447199807,---8482,NY,PAS,06/25/2019,17,SUBN,HONDA,X,29390,14590,20240,20200710,05.0,5,868,868019,0868,0.0,0430P,,NY,F,10,Reade,,0,408,C4,,YYYYYBB,0700A,0700P,,0.0,2014,-,0,,,,,
1447203793,---6709,NY,PAS,07/02/2019,17,SUBN,TOYOT,D,0,0,0,20200322,120.0,120,868,868032,0868,0.0,0917A,,R,,259,W/O Nick Laporte Pl,,0,408,K2,,YYYYYBB,0700A,0500P,WHT,0.0,2018,-,0,,,,,
1447203800,---6709,NY,PAS,07/05/2019,17,SUBN,TOYOT,D,0,0,0,20200322,120.0,120,868,868032,0868,0.0,0910A,,R,,259,W/O Nick Laporte Pl,,0,408,C4,,YYYYYBB,0700A,0500P,WHT,0.0,2018,-,0,,,,,
1447209047,---2446,NY,PAS,06/20/2019,46,,DODGE,X,21350,30800,29940,20190904,01.0,1,868,868077,0868,0.0,0811A,0800A,,O,100,Gold Street,,0,408,C4,,BBBBBBB,ALL,ALL,WHITE,0.0,2017,-,0,,,,,
1447209096,---6227,NY,PAS,06/25/2019,17,,NISSA,X,21350,30800,29940,20200818,01.0,1,868,868027,0868,0.0,0748A,0740A,,F,100,Gold Street,,0,408,F1,,YYYYYBB,0700A,0700P,WHITE,0.0,2017,-,0,,,,,
1447209102,---9680,NY,PAS,06/24/2019,17,VAN,DODGE,X,21350,30800,29940,0,01.0,1,868,868027,0868,0.0,1120A,1119A,NY,F,100,Gold Street,,0,408,C4,,YYYYYBB,0700A,0700P,WHITE,0.0,2003,-,0,,,,,
1447209114,---8924,NY,PAS,06/24/2019,17,,TOYOT,X,21350,30800,29940,20200331,01.0,1,868,868027,0868,0.0,1040A,1035A,,F,100,Gold Street,,0,408,C4,,YYYYYBB,0700A,0700P,WHITE,0.0,2018,-,0,,,,,
1447209138,---9005,NY,PAS,06/21/2019,17,SDN,HONDA,X,21350,30800,29940,20190930,01.0,1,868,868027,0868,0.0,1143A,1140A,,,100,Gold Street,,0,408,C4,,YYYYYBB,0700A,0700P,,0.0,2017,-,0,,,,,
1447209140,---2082,NY,PAS,06/21/2019,17,SUBN,HYUND,X,21350,30800,29940,20191115,01.0,1,868,868027,0868,0.0,1138A,1133A,,F,100,Gold Street,,0,408,C4,,YYYYYBB,0700A,0700P,RED,0.0,2018,-,0,,,,,
1447209620,--581-,NJ,PAS,07/01/2019,46,DELV,,X,21350,30800,29940,0,01.0,1,868,868027,0868,0.0,0238P,0230P,NY,F,100,Gold Street,,0,408,F1,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1447209643,---1523,NY,PAS,06/28/2019,46,,CHRYS,X,21350,30800,29940,20210510,01.0,1,868,868027,0868,0.0,1201P,1150A,NY,F,100,Gold Street,,0,408,C4,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1447209667,---2452,NY,PAS,06/28/2019,17,,BMW,X,0,0,0,20201231,01.0,1,868,868027,0868,0.0,1101A,1250P,NY,,,Frank Fort Street,GOLD,0,408,F1,,YYYYYBB,0700A,0700P,WHITE,0.0,2019,-,0,,,,,
1447209746,---5501,NY,PAS,06/28/2019,14,SUBN,HYUND,X,0,40404,40404,20190930,01.0,1,868,868027,0868,0.0,1154A,1140A,,F,100,Gold Street Opposite,,0,408,C4,,BBBBBBB,ALL,ALL,BLK,0.0,2019,-,0,,,,,
1447209758,---2899,NY,PAS,06/27/2019,17,,GMC,X,20850,21350,0,20200501,01.0,1,868,868027,0868,0.0,0936A,0930A,,,,Frankfort Street,GOLD STREET,0,408,C,,YYYYYBB,0700A,0700P,BLK,0.0,2016,-,0,,,,,
1447209795,---808,NY,PAS,06/25/2019,17,,,X,21350,30800,29940,20200311,01.0,1,868,868027,0868,0.0,0405P,0350P,,F,100,Gold Street,,20190625,408,C4,,YYYYYBB,0700A,0700P,WHITE,0.0,2019,-,0,,,,,
1447222775,---7928,NY,PAS,06/30/2019,98,SUBN,TOYOT,P,43130,5430,5580,20200517,78.0,78,78,964372,0078,0.0,1004P,1004P,,F,25,Garfield Pl,,0,408,F7,,BBBBBBB,ALL,ALL,GREY,0.0,0,-,0,,,,,
1447222970,---9137,NY,PAS,06/22/2019,19,SDN,DODGE,P,40930,31830,19230,20210210,78.0,78,78,963847,0078,0.0,0204P,,K,F,239,Flatbush Avenue,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0.0,2018,-,0,,,,,
1447222982,---6849,PA,PAS,07/04/2019,14,SDN,ACURA,P,20670,75750,91180,0,60.0,60,78,963847,0078,0.0,0523P,,K,F,1319,Bowery St,,0,408,C,,BBBBBBB,ALL,ALL,SILVE,0.0,0,-,0,,,,,
1447225375,---3847,NY,PAS,07/02/2019,98,SDN,CHEVR,P,74630,64330,5280,20201114,78.0,78,78,965222,0078,0.0,0632P,0632P,K,F,556,Sackett,,0,408,F1,,BBBBBBB,ALL,ALL,SILVE,0.0,2011,-,0,,,,,
1447236749,---9163,NY,PAS,07/04/2019,14,SDN,TOYOT,P,0,40404,40404,20190828,60.0,60,60,965385,0060,0.0,0351P,,K,,,S/E C/O West 10 Boar,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0.0,2017,-,0,,,,,
1447244151,---1069,NY,PAS,07/04/2019,51,SDN,VOLVO,P,5280,7030,0,20200527,72.0,72,72,955615,0072,0.0,0550A,,K,,,3 Ave,19 ST,0,408,E5,,BBBBBBB,ALL,ALL,BLK,0.0,2004,-,0,,,,,
1447246007,---2449,NY,PAS,06/30/2019,40,VAN,CHRYS,P,83630,90730,90880,20200603,60.0,60,60,963797,0060,0.0,0400P,,NY,F,602,Surf Ave,,0,408,C3,,BBBBBBB,ALL,ALL,BLK,0.0,2015,-,0,,,,,
1447247929,---4147,NY,PAS,07/02/2019,21,SDN,CADIL,P,6180,72530,6730,20200224,72.0,72,72,941214,0072,0.0,1140A,,,F,1521,11 Ave,,0,408,E3,,BBBBBBB,1130A,0100P,GR,0.0,1970,-,0,,,,,
1447248739,---3296,NY,PAS,06/18/2019,98,SDN,INFIN,P,5880,6830,6930,20200723,72.0,72,72,932883,0072,0.0,0148P,0145P,,F,1701,8Th Avenue,,0,408,J6,,BBBBBBB,ALL,ALL,BLA,0.0,2006,-,0,,,,,
1447251581,---1544,NY,PAS,07/04/2019,40,SDN,HONDA,P,9030,5280,5430,20010722,72.0,72,72,958045,0072,0.0,1000P,,K,F,341,49 St,,0,408,D1,,BBBBBBB,ALL,ALL,WH,0.0,2019,-,0,,,,,
1447257583,---4839,NY,PAS,06/29/2019,50,SUBN,NISSA,P,0,0,0,20190804,71.0,71,71,953492,0071,0.0,0957P,,K,,,C/O Hawthorne St,NEW YORK AVE,0,408,E2,,BBBBBBB,ALL,ALL,GN,0.0,0,-,0,,,,,
1447259701,---7856,PA,PAS,06/18/2019,98,SDN,HYUND,P,62330,12130,86030,0,71.0,71,71,943664,0071,0.0,1004A,,K,F,785,Montgomery St,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,
1447261707,---8591,NY,PAS,06/30/2019,20,SDN,TOYOT,P,91180,20670,20030,20201103,60.0,60,60,958847,0060,0.0,0123P,,K,F,3067,W 15 St,,0,408,E5,,BBBBBBB,ALL,ALL,GRAY,0.0,2004,-,0,,,,,
1447261719,---4320,NY,PAS,06/30/2019,40,SUBN,GMC,P,83630,81830,75750,20190627,60.0,60,60,958847,0060,0.0,0104P,,K,F,1301,Surf Ave,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0.0,2004,-,3,,,,,
1447261720,---6002,NY,PAS,06/30/2019,14,SDN,HONDA,P,81830,20670,32600,20191016,60.0,60,60,958847,0060,0.0,1132A,,K,F,3030,Stillwell Ave,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0.0,2014,-,0,,,,,
1447261744,---9770,NY,PAS,07/03/2019,14,SDN,SUBAR,P,83630,90980,53730,20200515,60.0,60,60,958847,0060,0.0,0550P,,K,F,1000,Surf Ave,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0.0,2015,-,0,,,,,
1447261781,---6359,NY,PAS,07/08/2019,14,SDN,MINI,P,83630,90730,90880,20200814,60.0,60,60,958847,0060,0.0,1242P,,K,F,602,Surf Avenue,,0,408,C,,BBBBBBB,ALL,ALL,GRAY,0.0,2008,-,0,,,,,
1447266390,---7827,NY,PAS,06/29/2019,46,SDN,AUDI,P,35030,41730,89180,20200327,70.0,70,70,952504,0070,0.0,1120P,,NY,F,950,E 5Th,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0.0,2018,-,0,,,,,
1447270228,---1515,PA,PAS,06/16/2019,19,SDN,HONDA,P,41730,35230,28830,0,70.0,70,70,960648,0070,0.0,1058A,,K,O,1043,Foster Ave,,0,408,C3,,BBBBBBB,ALL,ALL,GRY,0.0,0,-,0,,,,,
1447273679,---5654,NY,PAS,06/30/2019,46,SDN,INFIN,P,73210,14230,14280,20210401,69.0,69,69,962636,0069,0.0,0112A,,K,F,1604,Remsen Ave,,0,408,F1,,BBBBBBB,ALL,ALL,WHT,0.0,2012,-,0,,,,,
1447273680,---2494,NY,PAS,07/04/2019,46,SDN,DODGE,P,37525,44430,41030,20201023,69.0,69,69,962636,0069,0.0,1004P,,K,F,765,E 82Nd St,,0,408,C,,BBBBBBB,ALL,ALL,BLU,0.0,2013,-,0,,,,,
1447273692,---2086,NY,PAS,07/06/2019,98,SDN,VOLKS,P,68954,68942,14230,20190916,69.0,69,69,962636,0069,0.0,1036A,,K,F,42,Paerdegat 10,,0,408,J6,,BBBBBBB,ALL,ALL,GY,0.0,2012,-,0,,,,,
1447275470,---7491,NY,PAS,07/03/2019,40,SDN,NISSA,P,38080,77740,44430,20200620,69.0,69,69,961289,0069,0.0,0503P,,K,F,1060,E 96 St,,0,408,C,,BBBBBBB,ALL,ALL,GRAY,0.0,2010,-,2,,,,,
1447281937,---4578,NY,PAS,06/30/2019,40,SDN,HYUND,P,37680,81840,17540,20210507,69.0,69,69,938967,0069,0.0,0651A,,K,F,1171,E 87 Street,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0.0,2016,-,2,,,,,
1447289808,---5461,NY,PAS,07/01/2019,14,SDN,FORD,P,9880,6280,6380,20210222,68.0,68,68,949902,0068,0.0,0227P,,K,F,1227,66 St,,0,408,C,,YYYYYBB,0700A,0400P,WH,0.0,2014,-,0,,,,,
1447292431,---2122,NY,PAS,06/17/2019,50,SDN,BMW,P,26630,37930,37980,20201109,67.0,67,67,957311,0067,0.0,0805A,,K,O,1060,Clarkson Ave,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0.0,2014,-,0,,,,,
1447293149,---3473,NY,PAS,07/04/2019,46,SUBN,LEXUS,P,73480,74230,93830,0,67.0,67,67,964019,0067,0.0,0917P,,K,F,135,Rockaway Pky,,0,408,F1,,BBBBBBB,ALL,ALL,BLU,0.0,0,-,0,,,,,
1447293162,---5175,NY,PAS,07/06/2019,98,SUBN,JEEP,P,65030,67030,36180,0,67.0,67,67,964019,0067,0.0,0204P,,K,F,3002,Newkirk Ave,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0.0,0,-,0,,,,,
1447293940,---1028,PA,PAS,06/30/2019,40,VAN,GMC,P,36130,12330,85530,20200430,67.0,67,67,966298,0067,0.0,0445A,,K,F,41,E 29 Street,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0.0,2008,-,0,,,,,
1447294191,---8418,NY,PAS,06/14/2019,40,SDN,NISSA,P,36930,41730,40230,20210523,67.0,67,67,966222,0067,0.0,0855A,0855A,K,F,969,East 48 St,,0,408,F1,,BBBBBBB,ALL,ALL,GR,0.0,2019,-,0,,,,,
1447294208,---5974,NY,PAS,06/28/2019,98,SDN,,P,36830,26430,13880,20190930,67.0,67,67,966222,0067,0.0,1146A,,K,F,780,East 45Th,,0,408,5,,BBBBBBB,ALL,ALL,SILVE,0.0,2019,-,0,,,,,
1447294427,---3271,NY,PAS,06/05/2019,46,SUBN,HONDA,P,36330,56230,26230,20201120,67.0,67,67,940415,0067,0.0,0702P,,K,O,226,East 34 Street,,0,408,D5,,BBBBBBB,ALL,ALL,,0.0,2002,-,0,,,,,
1447295250,---3012,PA,PAS,06/30/2019,98,SDN,KIA,P,38030,13730,13780,0,67.0,67,67,951070,0067,0.0,0410A,,K,F,631,E 95 St,,0,408,C,,BBBBBBB,ALL,ALL,RD,0.0,0,-,0,,,,,
1447295559,---8645,NY,PAS,06/29/2019,46,SDN,NISSA,P,67030,85530,19630,20210509,67.0,67,67,966266,0067,0.0,0344A,,K,F,1645,Nostrand Avenue,,0,408,F2,,BBBBBBB,ALL,ALL,GRY,0.0,2017,-,0,,,,,
1447295705,---6632,NY,PAS,06/27/2019,46,,DODGE,P,18630,13880,65030,20210322,67.0,67,67,946092,0067,0.0,1205A,,K,F,2597,Bedford Ave,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0.0,2017,-,0,,,,,
1447298792,---4765,NY,PAS,07/03/2019,98,SUBN,DODGE,P,23330,29630,26430,20200322,67.0,67,67,965179,0067,0.0,0926P,0926P,K,F,1200,Brooklyn Ave,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0.0,2014,-,0,,,,,
1447300968,---8892,NY,PAS,06/28/2019,98,SDN,NISSA,P,41730,36930,36980,20210503,67.0,67,67,966222,0067,0.0,1157A,,K,F,4807,Foster Ave,,0,408,F1,,BBBBBBB,ALL,ALL,SILVE,0.0,2017,-,0,,,,,
1447300970,---2898,NY,PAS,06/30/2019,98,SDN,NISSA,P,56230,36480,36530,20200705,67.0,67,67,966222,0067,0.0,0755A,,K,F,439,Linden Blvd,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0.0,2015,-,0,,,,,
1447314384,---982,NY,PAS,07/05/2019,98,SDN,ME/BE,P,64830,14030,14080,20210516,63.0,63,63,963231,0063,0.0,0732P,,NY,F,1848,New York Ave,,0,408,E2,,BBBBBBB,ALL,ALL,G,0.0,2005,-,0,,,,,
1447314967,---3190,NY,PAS,06/18/2019,14,SDN,HONDA,P,54065,40930,37080,20210410,63.0,63,63,563840,0063,0.0,0834P,,K,F,5100,Kings Plaza,,0,408,D,,BBBBBBB,ALL,ALL,GREY,0.0,2005,-,0,,,,,
