COMPANY_ID,COMPANY_NAME,ENTITY_LEVEL,EIN,CIK,LEI,PERMID_COMPANY_ID,PRIMARY_TICKER,PRIMARY_EXCHANGE_CODE,PRIMARY_EXCHANGE_NAME,GLOBAL_TICKERS
3077625d906e06138094caac4af997fe,SCENELA AKTIEBOLAG,Corporate,,,,5073356115,,,,
85f6d197314abd744c6d0b7f7ce6ce05,AKAJU MUEBLES SL,Corporate,,,,5083666774,,,,
b0f1c7d77fd90a3b632c088549a2303f,M/S LIFE TEK SOLUTIONS,Corporate,,,,5086547211,,,,
8ff5d6cafcfe4dc5efc17be6f72508da,ME-SAATIO SR,Corporate,,,,5073111785,,,,
d8feb236e0bc6363c839ac21cfd8630f,CHRISTER ALM HOLDING I STOCKHOLM AB,Corporate,,,,5086619200,,,,
e5d80262a7da91a88cdf1822682f34ba,HOLDING LACROIX,Corporate,,,,5083401229,,,,
34119708a2ea3503e079d690f4e61669,ANOMALY INCUBATION LLC,Corporate,,,,5074851230,,,,
bef609844f76431d647bc93351d0cd7e,AIBOTE HUIZHOU NEW MATERIAL CO LTD,Corporate,,,,5082128328,,,,
269047e0ee79f3282ea24ec3fc2ad81d,ETORO (SEYCHELLES) LTD,Corporate,,,,5083646074,,,,
b3770db8d51c4b42df5546f496328d28,LE TRE ERRE SRL,Corporate,,,,5073354147,,,,
10777f2484777984fa692163130568b9,INTERNATIONAL ASSOCIATION OF LIGHTING DESIGNERS LTD,Corporate,,,,5082854315,,,,
d4b0c9ac203d692b69f7eac5dc319099,COSMO PROPERTIES LTD,Corporate,,,,5082513934,,,,
ed4a6210546778b31a1c2e9eed31fe2b,SRIRAM INTERNATIONAL,Corporate,,,,5073676470,,,,
11e933974214cd17c6880a17d54681b4,KULJETUSLIIKE STARTTI OY,Corporate,,,,5073637345,,,,
286e82e428b0a236118fd6d020092c24,BSB ARTIFICIAL INTELLIGENCE GMBH,Corporate,,,,5073642450,,,,
d712ba53877333564f34abeb477e4b5e,"FREEDOM ENERGY EXPLORATION & PRODUCTION, INC.",Corporate,,0001871382,,5081121940,,,,
c6ee2553e4f72d65355c910b56381733,REDKNEE SOLUTIONS INC.,Corporate,,0001714921,,,,,,
cbf13a1e6b4445d8fe8dfa096a1b6c4d,"TENESTA, INC.",Corporate,,0001623631,,5079211587,,,,
e8149052bd3336dd3fdac814f7cc92e7,"COMMERCE NATIONAL FINANCIAL SERVICES, INC.",Corporate,,0001489142,"[
  ""549300CN711RY5LG4V70""
]",5000708852,,,,
9127e45310d3888b32e0ca9832d2e71a,BTM CORP,Corporate,,0001197776,,5016325437,,,,
2ffb7e7f042ecc3ad42f0e53e44aa64a,"STC LEX V, INC.",Corporate,,0001940819,,5083396081,,,,
f0e610e2d91b3cbfd866ee458e0757eb,"STEM PREMIER, INC.",Corporate,,0001673268,,5050585219,,,,
9d97c19d76a0531180e9eff5d1c026cd,"MULBERRY BIOTHERAPEUTICS, INC.",Corporate,,0001859602,,5080155883,,,,
9140bfaba9da7f0bd3a7c60fcaa7b5f9,"RH STUDIO 2 OPCO 44, INC.",Corporate,,0001866083,,5080515996,,,,
15e9fc8f4b9181ed5ab6a4db3b1d0491,"SPARQ LABS, INC.",Corporate,,0001960496,,5083777750,,,,
eac678504f7de72be455af89d3db8037,"WELLCENTIVE, INC.",Corporate,,0001523802,,5035397379,,,,
e577c922a1818bc10babde01caa62360,INMAR HOLDINGS INC,Corporate,,0001421251,,5046650882,,,,
dd92ef014e63838ef3c2282a4531dcf2,AHL EQUITY MARKET NEUTRAL MASTER LTD,Corporate,,,,5056578757,,,,
83845ada2fb85dce8122fc3ef863b063,CEIBA FINANCIAL LLC,Corporate,,0001756190,,5079234945,,,,
1d80cdbe21691eab9d0fa7e84c76421f,BVI CORE Q32021-3 SERIES A SERIES OF BLU VENTURE INVESTORS CORE LLC,Corporate,,0001877155,,5081386896,,,,
16b255563f1b4e58007582023187c97c,IGNITE VENTURE STUDIO LLC,Corporate,,0001957811,,5083752618,,,,
ee5ec4711b99ce4b21a87ce309f1c006,WHEEL INN INC,Corporate,,,,5057533121,,,,
dde1fd329fadcf9e9c42daeecae3020d,NUVEEN TAX EXEMPT UNIT TRUST SERIES 418,Corporate,,0000802399,,5051783495,,,,
5dd2f74b6b1b878e24535fe958538738,PIONEER FLOWER FARMS LTD,Corporate,,,,5014088997,,,,
4f0eaa074d964d4cb1bdee0a7a3ed862,A-BKO-15-FUND A SERIES OF AX-KY-FUNDS LLC,Corporate,,0001661085,,5048023550,,,,
94a962ad1bfc9ed7466b20426a16a032,ANKURA CAPITAL ADVISORS LLC,Corporate,,0001144526,,4295981050,,,,
8ade16e434b347239b17d013f3ad90e0,HOSPICE CARE OF THE WEST LLC,Corporate,,0001377388,,5000164781,,,,
4911ec851af34b97305e13cd86e936be,SGV1A A SERIES OF SGV I LLC,Corporate,,0001863590,,5080199147,,,,
b43f9be17b25b73592e73949583befa1,CORNERSTONE CLO LTD,Corporate,,0001408553,"[
  ""549300KCD0VUD0WPG045""
]",4297778579,,,,
3c1df94e789ebac7c322f03b4b12a95d,REGENTS OF THE UNIVERSITY OF COLORADO,Corporate,,,,4296609535,,,,
26ac86761982f23fe9f69be526552e54,KOH I NOOR FORMEX SRO,Corporate,,,,5044786847,,,,
69c0d4b1e60f91f45d8a2f4824d75c59,LONGROAD HZ II L P,Corporate,,0001297198,,4297040066,,,,
364cf7609c45879e34609b3d2ce5cd8e,987379 ONTARIO LTD,Corporate,,,,5035077692,,,,
1b162dd9490c698b00d6e529a41b4cf2,BODEGAS BORSAO SA,Corporate,,,,5039660896,,,,
7c847582e439524da9c0c539e1256124,DOUBLEGOOD AB,Corporate,,,,5046300571,,,,
d67dc84bf403e3f8da3d96009e433abf,LEHIGH VALLEY SITE CONTRACTORS INC,Corporate,,,,5010824159,,,,
3986a0201d755f5a0832d9e4df938535,TARPON CREEK INVESTMENTS LLC,Corporate,,0001692875,,5059712295,,,,
5b3c7b2d713d7eea3dff80835c388f20,RIG TENDERS INDONESIA TBK PT,Corporate,,,,4295874379,,,,
2020042eb35d9018fcd7f794967669fe,VIRTUAL GRAPHICS LLC,Corporate,,0001732632,,5055517830,,,,
2cbbb4870c5bf5344c44b4c8085e27dd,RIPAMONTI GIUSEPPE SA SAS,Corporate,,,,5057448566,,,,
b1bad75247b56177f1a51ebb3898b74c,ARCANE DIGITAL INC,Corporate,,,,5057808639,,,,
40fe06391206dfcad86b01d16b50e137,SAGEFORD UK LTD,Corporate,,,,5042000537,,,,
5df797982e3fab70132501c76123c9ec,PEACE RIVER POWER PROJECT PARTNERSHIP LTD,Corporate,,,,5057452682,,,,
a2e10176afc9a83df31471eb24e3506c,EM ROEMER HOLDING BV,Corporate,,,,5057814170,,,,
70200e1d7d203a7b048003b23da5c29d,MAKITA CANADA INC,Corporate,,,,5036216450,,,,
908acebf34e78ea6f17c441a623d8378,LAS VEGAS SURGICARE  INC,Corporate,,0001392705,,5000201811,,,,
32a423b4a80cd4f7a31c239cd7adf73d,SMALL BUSINESS LENDING INNOVATORS BIDCO LLC,Corporate,,0001717473,,5057939799,,,,
d697ab3769847b620e87d64b9157d7d4,AARDEN STONE MART PVT LTD,Corporate,,,,5080165840,,,,
49913a4c311914535d23d4460edfd10b,LUNDI AB,Corporate,,,,5057495092,,,,
0f9437bde0637a903fa10df51c83557c,AVANTI ACQUISITION SCSP,Corporate,,0001824479,"[
  ""549300LZBGD7JUXJHJ51""
]",5077910677,,,,
57f575e9cd0950aef33810748e980c2f,INK V MEZZ BORROWER 2C LLC,Corporate,,,,5057507467,,,,
8c585a07315d33f8ef4c515ef223819d,A-LYL-21-FUND A SERIES OF AX-RIVRES-FUNDS LLC,Corporate,,0001740679,,5064651286,,,,
f4f65fc53f3312191fb6fe0110c70949,STADTWERKE GOCH ENERGIE GMBH,Corporate,,,,5057752116,,,,
3a2e9cbb25e0ff00f1e23da6d0ed855b,LIFE SAFETY GERMANY GMBH,Corporate,,,,5034785101,,,,
ac8e432c52982ae3f2e531072dbf4f89,B-LEUCHTEN VERTRIEBSGESELLSCHAFT MBH,Corporate,,,,5057550253,,,,
6145e69b67c561804d33ac8568704643,ROSQVIST & PARTNER AB,Corporate,,,,5071566066,,,,
bea596adc72326867e082349b0963504,SOLANUM LTD,Corporate,,,,5079892198,,,,
8d3626c3fe3776885af61b3ea67f0604,GARMANNI HOLDING AS,Corporate,,,,5082074833,,,,
5a79e2e52f27dfeefefeb5b30cb47739,SCHOU & PARTNERS A/S,Corporate,,,,5076943177,,,,
ecebff4da432f8de36c23675cfe2a325,MOLBO LTD,Corporate,,,,5071531181,,,,
2d88e9f80932c4e0f87a7ee5d1db49fb,CK COSTRUZIONI SRLS,Corporate,,,,5083689795,,,,
07cd841b9d930874ab9c847f092858e1,TRANSPORTS MATERNE,Corporate,,,,5071540934,,,,
3d2a056704af937190d23192ecfe4de0,BERKELEY GFM LTD,Corporate,,,,5083393794,,,,
658611de4187587ce545bc59cb1c28be,SHENZHEN JINGCHEN LIANGPIN TRADING CO LTD,Corporate,,,,5083448075,,,,
7c4350f830c42061a92424bf97b15cee,ADONIS SYMMETOCHON PAROCHIS YPIRESION ESTIASEON EMPORIKI TOURISTIKI KTIMATIKI KETERINGK KAI MARKETINGK ANONYMI EMPORIKI VIOMICHANIKI ETAIREIA,Corporate,,,,5081146816,,,,
668ecc5bdcbf0be8f9d1a6b500af9845,YIWU XINLI IMPORT AND EXPORT CO LTD,Corporate,,,,5082130812,,,,
ff7e26ed774b1c8fcdf618da92ee5de5,ROYALE INVEST AS,Corporate,,,,5083630502,,,,
326944d7806eedf55f487f79ff4ab9a9,A M CASTANHO RIBEIRO ASSESSORIA E CONSULTORIA DE GESTAO LDA,Corporate,,,,5068421304,,,,
fe15aad13fb26210751d6202c23427ab,INVERNIZZI FRANCESCO,Corporate,,,,5083158458,,,,
0b032780defc470278809849ba39aae1,RENADIMAT KORLATOLT FELELOSSEGU TARSASAG,Corporate,,,,5081394348,,,,
e56a49e8eac12fa71591dae64dd39436,THREE WALLS LLC,Corporate,,,,5068935099,,,,
f5c8e7ef7c71dee90ef2a8ddcc14e951,NEXT DESIGN GROUP SRL,Corporate,,,,5083535293,,,,
b3e1f57ae6cab2fb74b12f14a7f0a3be,THE MASON AND BULLIVANT FAMILY SETTLEMENT 2018,Corporate,,,,5073080177,,,,
2b1eacafa0a7f348184fd636b885bf64,AHORRO VACACIONES SOCIEDAD LIMITADA,Corporate,,,,5083911664,,,,
9a123f6bce1abc8747a340c1784d5a81,CONCORD HUTH LP,Corporate,,,,5083176445,,,,
dca1a818ee6b29506f8a3d4229a27387,FF&P INVESTOR 3 LP,Corporate,,,,5068478626,,,,
2efa5a90c036ca74cd7f55dce468f842,PUSHPAK NETWORK,Corporate,,,,5085572088,,,,
fec31743be2ee316c969fe27cc3c3e84,BLACKSTONE RUBBER INDUSTRIES PVT LTD,Corporate,,,,5081081357,,,,
2d023a9ee75c8ef274c5a79f7641a540,FUCHSHOFER & POTZINGER HOLDING GMBH,Corporate,,,,5086623939,,,,
3a297967ce1ec9256adbf74070656167,SHANGHAI XINGQUAN RUIZHONG ASSET MANAGEMENT CO LTD,Corporate,,,,5073957600,,,,
da99b4d724e718f05a60d57782b3ad3d,FUJIAN JIEMING TRADING CO LTD,Corporate,,,,5083631141,,,,
b01fabc726f9d0095df3c7ceeeca634e,A G E HIJOS SL,Corporate,,,,5074517526,,,,
5d8f3e960e0f344a6d21a9f2007c4fb5,PRIALUR SOCIEDAD UNIPERSONAL SA,Corporate,,,,5083149142,,,,
0b34052d55b51dd53555a1b0cb9cdf96,CONCEPT REAL ESTATE DEVELOPERS PVT LTD,Corporate,,,,5082515087,,,,
8451c397d4685c02d321c1acf85047e7,INMOBILIARIA LA NOGALERA SA,Corporate,,,,5071576378,,,,
02b074c4644ebd872b841170832ddfab,FAVORITO AKTIEBOLAG,Corporate,,,,5086642081,,,,
8ec11ea75d529f9fb021ad3944abea78,BECAP GMBH,Corporate,,,,5069475158,,,,
195b0689350c324e03f54747896eb326,MOCCIARO & SCAVUZZO SRL,Corporate,,,,5082158077,,,,
4d05064af43cb85dfedcfe554bd8f6b1,DOUGLAS DUNLOP LTD,Corporate,,,,5086741578,,,,
b420df37babdfec70816b342ee666c1a,GALWAY TRUCK CENTRE LIMITED,Corporate,,,,5086701227,,,,
6a5a363c4019b335011f8c65e06309e7,MARHEN HOLDING BV,Corporate,,,,5080024004,,,,
704424329988df25dac96930b2c99447,YANTAI DONGZE STAINLESS STEEL CO LTD,Corporate,,,,5082494039,,,,
a7ebe63be751e4ec50df4edc174a759b,FOXNEN HOLDINGS OY,Corporate,,,,5080041539,,,,
113239b611464db7856d46076d4b72d0,PARMA LUIGI SRL,Corporate,,,,5082159371,,,,
bb6e9943343593cbfd7260586921c662,C & C PATRIMOINE,Corporate,,,,5073961509,,,,
fbf20050b2a6e6aa1207571e6e9867c9,MAZAR INVEST LTD,Corporate,,,,5074557707,,,,
c129cfee768f3e20109d75e290359cf3,ASNEN 4 AB,Corporate,,,,5069408812,,,,
e6156ef7374532c8d73a4f264cd14f1d,PALLESEN & GROSS INVEST APS,Corporate,,,,5071502903,,,,
11c2a0d3a929063875a8ad96c7c2daf4,OABF HOLDCO,Corporate,,,,5083638266,,,,
274e29ffa85ebf532f709c3a5c2f5a5c,YANGQUAN ECONOMIC AND TECHNOLOGICAL DEVELOPMENT ZONE TIANCHENG NURSING TRUST CO LTD,Corporate,,,,5083174595,,,,
a099445446af67b554f59917b0aad156,RENE ALFRED CHARLES ELTON DECEASED DISCRETIONARY WILL TRUST,Corporate,,,,5081499986,,,,
0b440914f4b79fba6df373c45675cb39,LOGIMIZE APS,Corporate,,,,5079922175,,,,
e2d2746d9d32c5a7f1c2d780dfa52014,BENGEHO LTD,Corporate,,,,5070765750,,,,
63484791776aa0f5f5a3734684b600e3,AJ VAN DAM HOLDING BV,Corporate,,,,5081491619,,,,
0a4adaa6790e3235934bdd5c632acfa6,ESOX AS,Corporate,,,,5074207028,,,,
2ce8902199b4652301ec746acbddea67,NPD CAPITAL FUND,Corporate,,,,5086694489,,,,
074ba73e5a3dd386dd9d55f59f3dc0cd,BB&K OF PENNSYLVANIA LLC,Corporate,,,,5079688238,,,,
5fc78eb39f7111a70e60008057823432,MODULGRAF SRL,Corporate,,,,5083475095,,,,
4f13410e0869252d5ce89f161e6e6723,CHARIM RECHTSANWALTE GESBR,Corporate,,,,5079693893,,,,
9403b60967869f99cc8a972ffa971964,ERIC AHLIN FORVALTNING AB,Corporate,,,,5081461704,,,,
fc24e679bcceebfa877d115e96637e6e,SELANDIA ALPHA INVEST APS,Corporate,,,,5080044510,,,,
bd0ecf2ba17b56340f2d02ac87a4b85c,SISTEMAS DE INFORMACION E INFORMATICA SL,Corporate,,,,5068482581,,,,
eae47bbb884705f905364123d5d6e5a6,XTODO AB,Corporate,,,,5081085728,,,,
af21b1215948b7fcf71c7f484b26da61,SUQIAN CHANGTAI CONSTRUCTION SERVICE CO LTD,Corporate,,,,5079893850,,,,
9e68c1d3922be595937e180855dba53a,LOOTUS E.V.,Corporate,,,,5086631542,,,,
e2a87fde830ecdca0201c6c7dbefbca2,CARSYDOR,Corporate,,,,5072830656,,,,
9df395f992dca593c680997c55f84752,OLB SCI,Corporate,,,,5081481689,,,,
4579eab0cd9499760ce895492e4047fd,BROADMEAD ESTATES LIMITED PENSION SCHEME,Corporate,,,,5073081410,,,,
826e1d3adfd2ec6d03b20b827e50ebbe,BEIJING ZHONGYOU HONGXIN INVESTMENT MANAGEMENT CO LTD,Corporate,,,,5082456053,,,,
8ee2077fcf92796315e492c2cd3b0de2,PHILIPS ELECTRONICS IRELAND EMPLOYEES SHARE PURCHASE PLAN,Corporate,,,,5073084713,,,,
d6ec22b1fa31c8a47e5414e21e5c3110,HJ JANZEN ADMINISTRATIE BV,Corporate,,,,5073640655,,,,
8dd624f08533177e3c9beaa60392d431,LUCEY TRANSPORT LTD,Corporate,,,,5073343103,,,,
560d069d66fc6a343e3d69d667292f5e,ARCHEOSERVIZI S.R.L.,Corporate,,,,5086557708,,,,
1a89576194f04cd83636ad9f61f45016,YUHONG DISTRICT OF SHENYANG CITY RONGZENG SMALL LOAN CO LTD,Corporate,,,,5073088973,,,,
4ba109a9b2cdb97bddcdfca2dc90ec94,ASTRALCAD ENERGIA SOCIEDAD UNIPERSONAL SL,Corporate,,,,5082461634,,,,
f89e80609a11b09f69b40637a0904a88,TAIZHOU BEST MOLYBDENUM PRODUCTS CO LTD,Corporate,,,,5083536430,,,,
d53703f0b1f0d4b96a9f73b57c8193fd,HORESI SARL,Corporate,,,,5083171316,,,,
8f305fbddca63f0d437d75a405da0d7a,DAWBLOX GMBH,Corporate,,,,5082520726,,,,
c376be5ea08fc772b40606f84ab33bc1,NTAT LLP,Corporate,,,,5084878006,,,,
d56f6964290017629459e7d49bbf4e68,SURBHI BHARTI,Corporate,,,,5087025456,,,,
3e9c41377c2e11df83f8978c80f37696,ELI JAN 2024 II A SERIES OF RALLY CAP GLOBAL LLC,Corporate,,0002011714,,5087047411,,,,
c097485d554956b2c19ce3e4c298e156,AST PGIM FIXED INCOME CENTRAL PORTFOLIO,Corporate,,,,5087174410,,,,
99fcbb112e88d010091d3e4543466bc8,STICHTING PAMOEFONDS,Corporate,,,,5087094506,,,,
e5523aadae1476137a16ac7cd5287a3e,CATHOLIC FUND I LP,Corporate,,0002012607,,5087093137,,,,
ff337b366d9d8528c6f929640bff25b4,MONOGRAM SPRITZ CO-INVEST LP,Corporate,,0002009010,,5087091835,,,,
66d4dc98585162f00764c1f7f7159c58,CAITLIN JOHN LLC,Corporate,,0002010947,,5087047657,,,,
eba7564f86028e226705bfed7c7c6939,GATEWAY DALLAS 2024 LLC,Corporate,,0002013599,,5087100548,,,,
c364bf20e7e3e32f0df85d6f78ac074d,SUNNYSIDE STUDIO REIT LLC,Corporate,,0002005756,,5087007158,,,,
887713e0ff8febf0cf0e62e696ca9e07,MERITAGE CREDIT OPPORTUNITIES FUND I OFFSHORE LP,Corporate,,0002007751,,5086986773,,,,
29264073d67b54ca64ae464727ff1c33,CB IR REIT LLC,Corporate,,0002008052,,5087008735,,,,
36436cebce3b2457b19031b1427ed8e7,TGM APPELHOF BEHEER BV,Corporate,,,,5080034917,,,,
0cc2f557394e899c82640db1294466ea,YANTAI CAIHANG INTERNATIONAL TRADE CO LTD,Corporate,,,,5082440143,,,,
8759cdd3e1588e753bea812669a4494f,DSM DATA-SAMHA_LLE-MA_NNISKA AB,Corporate,,,,5074824016,,,,
188817fda0217345e3d45d876611e69c,CH6 FUND I A SERIES OF ROLL UP VEHICLES LP,Corporate,,0001895897,,5081491111,,,,
0390ef6ca4c41f1e2b84ba3c0da6dc1e,2701 SMALLMAN STREET INVESTORS LLC,Corporate,,,,5057812798,,,,
2abb0094904e03ceb3d09cbc470837ca,MOVE TO LIVE DEUTSCHLAND GMBH,Corporate,,,,5045209038,,,,
60c0f8099dc1a7bd76678457062b4f4c,FREEDOM TAX CREDIT PLUS LP,Corporate,,0000854926,,4298009903,,,,
9679e65ed3af31b5234a67358acb6e16,LEHIGH VALLEY FUND I LLC,Corporate,,0001570686,,5039731451,,,,
1659a592aa25af6ca476a475a9caaa96,PHENIX METAL INC,Corporate,,,,5037538953,,,,
40c71625ff7c4af587e9a7b47860b434,EQUITYBEE 02 2021 72577 A SERIES OF EQUITYBEE MASTER LLC,Corporate,,0001851317,,5081056445,,,,
92b0b1e0f8c0a364fc5756ce335b7b3d,REGEN COSMOS ECOSYSTEM OFFSHORE FEEDER FUND LP,Corporate,,0001959131,,5083701084,,,,
6af5b5820bf2f293eb3fe01849ee8424,VMF MEDICAL L L C,Corporate,,0001091931,,4296369015,,,,
9075f78ca7c10c9f6acab1e47e50da63,27 HEALTH HOLDINGS CORP,Corporate,,0001569568,,5038067967,,,,
01d43f2ef5d3cfd78be5060e6698d8b6,NEWCAP SAS,Corporate,,,,5036173881,,,,
83131542272e93325af151255186748c,HEDGECO SECURITIES L L C,Corporate,,0001380363,,4297878292,,,,
2199f3883cd6b4efb07f8fe0d5800bf5,TOPDOG CO L L C,Corporate,,0001173059,,4297129646,,,,
a6d99775cc78d2600a5b9ab23e9b57f3,OZ CARBON TRADING LUX RL SA,Corporate,,,,5056433236,,,,
927fa779eb045829e3f92dabaf2d0395,TRUSTEES OF MARY ELIZABETH MORROGH,Corporate,,,,5072795940,,,,
65a4def3157aa8656f2e451895a5b006,PENDRAGON OU,Corporate,,,,5083530936,,,,
d4cee765ba1551fb153737bed2106036,HANUMAN ECOVERO PVT LTD,Corporate,,,,5083757609,,,,
82a65f9712df378ed2078e58304c043d,FULETRA STEEL LLP,Corporate,,,,5083404053,,,,
aef2486360c68ba7d4bd0d10ca224446,HENAN ZHONGXU PROJECT MANAGEMENT GROUP CO LTD,Corporate,,,,5082427710,,,,
75366b068269459603171f598c18a347,BANZI LUCA EDILIZIA SRLS,Corporate,,,,5076354075,,,,
8d2a13773c111ca4ba1aead2b11c30de,GK CAPITAL MANAGEMENT LTD,Corporate,,,,5072826155,,,,
6f0cd6b155975f8fd4df346a05ebc13f,RMB INCOME FUND LTD,Corporate,,,,5082092248,,,,
74fa1f2c982eddc1b36ac201e24c92bb,REUSS VERWALTUNGS-GBR,Corporate,,,,5082454353,,,,
634c0e935449c12f822170ef64bc6802,SALOMONSEN GROUP AS,Corporate,,,,5081159490,,,,
75acb0dd2cf87f7beec462df8f97c122,MASTERY KOOLITUS OU,Corporate,,,,5086507483,,,,
d55801c938a242ce333261d4c4d89395,NOVATEC CAPITAL OY,Corporate,,,,5081177419,,,,
9c0c0f483e48a7c9edef796a840beb66,TALOS RESEARCH GROUP LTD,Corporate,,,,5068930670,,,,
fb16974d79db57ce658f76ba8b4d55ab,GROUPE LAUNAY AQUITAINE,Corporate,,,,5081347540,,,,
aa9e807f996c6530cff71f617ebbd556,VAISHALI KRISHI KENDRA,Corporate,,,,5086537186,,,,
bb7bbb00ac8e06f48b6acc48d7cdd801,"GUANGXI FENGHUA ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD.",Corporate,,,,5083794520,,,,
1b4e486619411283d5d0525c8305a897,UNITED UK 2019 B1 MEZZCO SARL,Corporate,,,,5073680821,,,,
91079de40c669db3eb7f4d7e66531897,PING LUO SAND LAKE RURAL BANK,Corporate,,,,5071168086,,,,
0f44a40ba86a66cfc70bcad4b8e42b22,SHAILESH INFRSTRUCTURE PVT LTD,Corporate,,,,5083167858,,,,
b9f01e0284ccb6f83822dba1fe500a64,MITHLI HOLDINGS LLC,Corporate,,,,5082502088,,,,
fe3c5721c9e464b1529bd43fcdc221e2,WAYFARER E-COMMERCE PVT LTD,Corporate,,,,5083155904,,,,
646eeca730da04c6b36b2f695a384cfb,DAVID THOMAS WESTCOTT WILL TRUST,Corporate,,,,5079691850,,,,
25be3870e829288b9f44f6344319913b,BD HERZOG FAMILIENSTIFTUNG,Corporate,,,,5071564131,,,,
c55aa84135e7b0947d657ecf43f7a262,BOESCH-LESAGE SCI,Corporate,,,,5082090697,,,,
feb71ca416c88189e726a6c21230f4d4,REPRESENTATION INDUSTRIELLE BARBIER RIB SAS,Corporate,,,,5081468938,,,,
9e2066b9bc04d4ceeceb567f8398885f,SILK ALTERNATIVE FINANCE LTD,Corporate,,,,5079907892,,,,
ad014a5f45b4dff7eb45fe0d605decf3,ISTANOVA INVESTMENTS LTD,Corporate,,,,5083876138,,,,
067d83bb70fd655c7634531e284dbf2f,MOOLCHAND KESHRICHAND,Corporate,,,,5086518636,,,,
6f8717fa92c5a8c87f7e49036ad1a8fe,ALTERF HOLDINGS LTD,Corporate,,,,5081167953,,,,
de7e3c170d73889374e44e7e87f59e98,LABAS OU,Corporate,,,,5083835857,,,,
0991389c95691b755390358b6f233353,VULTUS AB,Corporate,,,,5082359732,,,,
