date,close,volume,open,high,low
2015-02-18,162.19,4358252,161.86,162.47,160.64
2015-02-19,163.89,3504269,162.05,164.49,161.44
2015-02-20,163.65,3346955,163.64,164.34,162.09
2015-02-23,162.91,2712218,164.23,164.4,162.5
2015-02-24,164.83,4048109,162.49,164.99,161.51
2015-02-25,162.81,4003088,164.94,164.96,162.58
2015-02-26,160.87,7107766,163.74,164.14,159.77
2015-02-27,161.94,4403866,161.05,162.29,160.16
2015-03-02,160.48,5910972,161.68,161.89,159.8101
2015-03-03,161.03,3234006,160.27,161.75,160.0
2015-03-04,159.42,3633335,160.54,160.56,158.72
2015-03-05,161.18,3787426,159.86,161.5,159.703
2015-03-06,158.5,4538724,160.19,161.44,158.06
2015-03-09,160.77,5193874,158.2,161.15,158.2
2015-03-10,157.81,4600260,159.6,160.23,157.81
2015-03-11,156.8,5709280,158.57,159.14,155.935
2015-03-12,157.98,4566291,156.27,158.72,156.27
2015-03-13,154.28,6057170,157.46,157.52,153.4
2015-03-16,157.08,3749638,155.05,157.09,154.8
2015-03-17,156.96,3311792,156.2,157.29,155.37
2015-03-18,159.81,5737794,156.85,160.7,155.8
2015-03-19,159.81,3871119,159.7,160.92,158.81
2015-03-20,162.88,9001842,160.95,163.0,160.35
2015-03-23,164.63,5929727,162.77,165.35,162.73
2015-03-24,163.0,4331090,164.79,164.89,162.9
2015-03-25,159.2,5428222,163.08,163.08,159.2
2015-03-26,160.59,4391017,159.27,161.25,158.91
2015-03-27,160.4,3477801,160.79,160.9,159.23
2015-03-30,162.67,4137986,161.31,163.6,161.25
2015-03-31,160.5,4254808,161.08,162.33,160.4
2015-04-01,159.18,3694519,160.23,160.62,158.39
2015-04-02,160.45,4671478,159.52,162.54,158.89
2015-04-06,162.04,3465581,159.69,162.8,158.702
2015-04-07,162.07,3147566,161.67,163.84,161.62
2015-04-08,161.85,2521583,161.72,163.55,161.01
2015-04-09,162.34,2263480,161.7,162.47,160.72
2015-04-10,162.86,2511035,162.34,163.33,161.25
2015-04-13,162.38,3868071,162.37,164.0,162.36
2015-04-14,162.3,2716418,162.42,162.7352,160.79
2015-04-15,164.13,3495848,162.63,164.96,162.5
2015-04-16,163.13,3130813,163.31,163.98,162.54
2015-04-17,160.67,4308880,161.75,161.86,160.03
2015-04-20,166.16,9572126,162.1,166.64,161.9
2015-04-21,164.26,9681557,166.07,167.38,164.05
2015-04-22,165.36,4022236,164.39,166.0,162.89
2015-04-23,170.24,8226707,165.23,171.91,165.14
2015-04-24,169.78,3887859,170.23,170.85,168.74
2015-04-27,170.73,3166588,170.89,171.49,170.3
2015-04-28,173.92,5814978,170.83,174.69,170.02
2015-04-29,174.4,4515143,173.4,175.1303,172.8
2015-04-30,171.29,5058348,173.77,174.28,170.3
2015-05-01,173.67,3311743,173.2,174.0,172.42
2015-05-04,173.97,4023794,174.47,176.3,173.7
2015-05-05,173.08,3593415,173.51,174.23,171.96
2015-05-06,170.05,3610295,172.9,174.05,168.86
2015-05-07,170.99,2472627,169.63,171.98,169.04
2015-05-08,172.68,3092479,172.94,173.33,172.24
2015-05-11,171.12,2657123,172.65,172.99,170.86
2015-05-12,170.55,2954387,170.55,171.4899,168.84
2015-05-13,172.28,2457170,171.24,172.74,170.75
2015-05-14,174.05,2438669,173.5,174.4,173.22
2015-05-15,173.26,2916087,173.91,174.41,172.6
2015-05-18,173.06,1930206,173.44,173.49,172.3
2015-05-19,173.48,2522984,172.97,173.75,171.93
2015-05-20,173.76,2300693,173.33,174.44,172.46
2015-05-21,173.34,2293645,173.32,174.14,173.035
2015-05-22,172.22,2849142,173.04,173.39,172.19
2015-05-26,170.13,3841937,172.11,172.12,169.13
2015-05-27,172.0,2764328,171.16,172.48,170.49
2015-05-28,171.71,1731347,171.45,171.84,170.66
2015-05-29,169.65,4075576,171.35,171.35,169.65
2015-06-01,170.18,2982367,170.21,171.04,169.03
2015-06-02,169.65,2571662,169.66,170.45,168.43
2015-06-03,169.92,2131031,170.5,171.5601,169.63
2015-06-04,168.38,3076991,169.53,170.6,167.93
2015-06-05,167.4,3100401,168.25,168.9103,167.2
2015-06-08,165.34,3758676,167.17,167.28,165.02
2015-06-09,165.68,3394390,165.34,166.02,163.37
2015-06-10,168.92,4680002,166.49,169.39,166.06
2015-06-11,168.78,3463893,169.26,170.44,168.54
2015-06-12,166.99,3062125,168.23,168.3,166.69
2015-06-15,166.26,4242795,165.33,166.44,164.25
2015-06-16,166.84,3249752,166.33,167.4,165.91
2015-06-17,167.17,2862993,167.0,167.8476,166.1
2015-06-18,168.25,3330764,167.05,168.72,167.05
2015-06-19,166.99,7015534,167.62,168.42,166.77
2015-06-22,167.73,2335796,167.65,168.34,167.2
2015-06-23,168.62,3700989,168.38,169.97,167.573
2015-06-24,166.97,3548079,168.71,168.84,166.8301
2015-06-25,166.08,2408705,167.8,168.13,166.08
2015-06-26,165.46,8925498,166.23,166.8116,165.23
2015-06-29,162.97,3313914,163.92,165.35,162.89
2015-06-30,162.66,3597257,163.99,164.0,162.12
2015-07-01,164.49,3214437,163.97,165.61,163.6
2015-07-02,165.09,2851396,165.05,165.32,164.42
2015-07-06,164.73,3077410,163.83,165.23,163.52
2015-07-07,165.0,3549861,164.94,165.35,162.2317
2015-07-08,163.16,2776271,164.0,164.94,162.68
2015-07-09,163.85,4199088,165.34,165.51,163.7
2015-07-10,166.95,4538349,165.66,167.4,165.515
2015-07-13,169.38,4225488,167.93,169.89,167.52
2015-07-14,168.61,3021166,169.43,169.54,168.24
2015-07-15,168.53,1997729,168.48,169.27,168.0
2015-07-16,171.0,3529424,169.47,171.09,169.16
2015-07-17,172.51,4346777,170.33,172.52,170.1
2015-07-20,173.22,7251305,172.79,173.78,172.14
2015-07-21,163.07,13727110,164.34,166.35,162.02
2015-07-22,160.35,7173079,162.73,163.0695,159.7
2015-07-23,161.73,5028356,160.27,162.75,159.83
2015-07-24,159.75,3770407,161.29,161.93,159.41
2015-07-27,159.07,3705475,159.0,160.18,158.6
2015-07-28,160.05,2720720,159.91,160.19,158.5
2015-07-29,161.09,3376951,160.0,161.5,159.39
2015-07-30,160.96,1994600,160.5,161.4,159.75
2015-07-31,161.99,3580225,161.4,162.06,160.63
2015-08-03,158.71,4611807,161.7,161.85,157.9
2015-08-04,157.6,5253212,158.4,158.82,156.87
2015-08-05,157.9,3469300,159.1,159.54,157.48
2015-08-06,156.32,3004487,157.13,157.54,156.18
2015-08-07,155.12,3794472,155.89,156.25,154.335
2015-08-10,156.75,4610586,156.77,157.4652,156.12
2015-08-11,155.51,3158019,155.96,155.99,154.86
2015-08-12,156.16,3621923,154.26,156.52,153.95
2015-08-13,155.07,2533318,156.06,156.09,154.3171
2015-08-14,155.75,3222424,155.0,156.21,154.58
2015-08-17,156.31,2243551,155.2,156.69,154.7
2015-08-18,156.01,2018032,155.51,156.52,155.25
2015-08-19,153.94,4203777,155.15,155.67,153.41
2015-08-20,152.66,3981843,152.74,153.91,152.5
2015-08-21,148.85,7344606,151.5,153.19,148.7
2015-08-24,143.47,10186520,143.47,147.76,142.32
2015-08-25,140.96,6898457,146.94,147.11,140.62
2015-08-26,146.7,6197128,144.09,146.98,142.14
2015-08-27,148.54,4792185,148.5,148.97,145.66
2015-08-28,147.98,4061510,147.75,148.2,147.18
2015-08-31,147.89,4083861,147.38,148.4,146.26
2015-09-01,142.68,5267687,144.91,144.98,141.85
2015-09-02,145.05,4250688,144.74,145.08,143.18
2015-09-03,146.78,3595764,146.05,148.03,145.77
2015-09-04,143.7,4192876,144.57,145.4,143.32
2015-09-08,147.23,3919644,145.86,147.34,145.66
2015-09-09,145.05,3399297,148.74,149.04,144.85
2015-09-10,146.2,3458854,145.85,147.16,144.51
2015-09-11,147.37,3113803,145.91,147.5,145.67
2015-09-14,145.65,3220004,147.37,147.37,145.41
2015-09-15,147.53,2713661,146.6,147.93,145.76
2015-09-16,148.41,2799222,147.84,148.89,147.54
2015-09-17,148.14,3959184,148.1,149.68,147.3
2015-09-18,144.51,7939583,146.05,146.385,143.98
2015-09-21,146.48,3824258,145.39,146.98,144.92
2015-09-22,144.43,3557686,144.62,145.06,143.7699
2015-09-23,143.66,2674220,144.21,144.57,142.75
2015-09-24,144.41,3266646,142.6,145.07,141.95
2015-09-25,145.42,3465167,145.55,146.27,144.53
2015-09-28,142.52,4314456,144.42,145.38,142.47
2015-09-29,142.47,4763509,141.99,142.66,141.1501
2015-09-30,144.97,3943084,143.69,145.71,143.66
2015-10-01,143.59,3876222,145.31,145.67,141.59
2015-10-02,144.58,3053628,141.05,144.59,140.56
2015-10-05,149.04,5127784,145.82,149.8925,145.82
2015-10-06,148.78,3011246,149.06,150.15,148.49
2015-10-07,150.09,2986110,150.04,150.73,148.8565
2015-10-08,152.28,4781062,149.69,153.019,149.29
2015-10-09,152.39,3531007,152.46,153.147,151.27
2015-10-12,151.14,3225252,152.4,152.58,150.85
2015-10-13,149.62,3915682,150.78,150.78,149.18
2015-10-14,150.01,3348472,149.6,150.65,149.02
2015-10-15,150.09,3475724,150.91,151.24,148.58
2015-10-16,150.39,3477632,150.45,151.2,149.26
2015-10-19,149.22,7784210,149.85,149.97,148.38
2015-10-20,140.64,15973290,142.49,142.88,140.27
2015-10-21,140.92,7124230,140.25,142.66,139.3
2015-10-22,144.09,5568059,141.74,145.07,141.62
2015-10-23,144.68,5363390,144.61,145.49,143.7
2015-10-26,143.66,3485906,144.75,145.0,143.21
2015-10-27,137.86,14997830,143.51,143.83,137.33
2015-10-28,140.83,8502681,137.92,141.23,137.5
2015-10-29,140.55,3703215,140.36,140.82,139.0201
2015-10-30,140.08,3975336,140.44,141.33,139.9
2015-11-02,140.37,3822205,140.5,140.5165,139.57
2015-11-03,141.88,4349317,140.02,142.8,139.9
2015-11-04,141.63,3516890,142.55,142.65,141.3
2015-11-05,139.89,5089561,141.61,142.38,139.63
2015-11-06,138.25,4736805,138.6,139.55,137.87
2015-11-09,135.31,8068693,137.92,138.08,134.88
2015-11-10,135.47,4448658,135.36,135.735,134.12
2015-11-11,135.02,3164095,136.09,136.2,134.5
2015-11-12,133.04,4697877,134.7,134.7,133.01
2015-11-13,131.75,4582895,132.95,133.0,131.65
2015-11-16,133.71,4165133,131.79,134.09,131.79
2015-11-17,133.82,2801192,134.22,134.82,133.31
2015-11-18,135.82,4135085,134.79,135.91,134.26
2015-11-19,136.74,4753303,136.21,137.7355,136.01
2015-11-20,138.5,5174850,137.37,138.915,137.25
2015-11-23,138.46,5137820,138.53,138.87,137.12
2015-11-24,138.6,3407553,137.65,139.34,137.31
2015-11-25,138.0,3238166,138.37,138.43,137.375
2015-11-27,138.46,1415840,138.0,138.81,137.21
2015-11-30,139.42,4481989,138.61,139.9,138.52
2015-12-01,141.28,4189424,139.58,141.4,139.58
2015-12-02,139.7,3717357,140.93,141.21,139.5
2015-12-03,138.92,5904111,140.1,140.73,138.19
2015-12-04,140.43,4567252,138.09,141.02,137.99
2015-12-07,139.55,3279280,140.16,140.41,138.81
2015-12-08,138.05,3904753,138.28,139.06,137.53
2015-12-09,136.61,4614971,137.38,139.84,136.23
2015-12-10,136.78,4221668,137.03,137.85,135.7201
2015-12-11,134.57,5331017,135.23,135.44,133.91
2015-12-14,135.93,5139876,135.31,136.14,134.02
2015-12-15,137.79,4234341,137.4,138.97,137.28
2015-12-16,139.29,4342627,139.12,139.65,137.79
2015-12-17,136.75,4088762,139.35,139.5,136.3075
2015-12-18,134.9,9991752,136.41,136.96,134.27
2015-12-21,135.5,5595538,135.83,135.83,134.02
2015-12-22,137.93,4263538,135.88,138.19,135.65
2015-12-23,138.54,5164909,138.3,139.305,138.11
2015-12-24,138.25,1495226,138.43,138.88,138.11
2015-12-28,137.61,3139777,137.74,138.045,136.54
2015-12-29,139.78,3943676,138.25,140.06,138.2
2015-12-30,139.34,2985717,139.58,140.44,139.22
2015-12-31,137.62,3461424,139.07,139.1,137.57
2016-01-04,135.95,5219709,135.6,135.97,134.24
2016-01-05,135.85,3924783,136.76,136.89,134.8501
2016-01-06,135.17,4306874,134.38,135.58,133.62
2016-01-07,132.86,7023888,133.7,135.02,132.43
2016-01-08,131.63,4758257,133.18,133.816,131.32
2016-01-11,133.23,4970242,131.81,133.82,131.76
2016-01-12,132.9,5075282,133.65,133.78,131.13
2016-01-13,131.17,4692792,133.5,134.2799,131.1
2016-01-14,132.91,5708406,131.93,133.79,131.22
2016-01-15,130.03,8976154,130.01,130.88,128.87
2016-01-19,128.11,9834476,130.11,132.1,128.06
2016-01-20,121.86,16157470,118.46,123.99,118.0
2016-01-21,122.91,8851281,121.3,125.1,120.5751
2016-01-22,122.5,9237925,124.67,124.74,121.77
2016-01-25,122.08,5442719,122.1,124.23,121.64
2016-01-26,122.59,4614411,122.25,123.61,122.24
2016-01-27,120.96,5016159,122.73,123.37,120.65
2016-01-28,122.22,3942527,121.26,122.83,121.01
2016-01-29,124.79,8246145,123.28,124.79,122.96
2016-02-01,124.83,3571590,124.4,125.29,123.71
2016-02-02,122.94,3287216,123.67,124.14,122.64
2016-02-03,124.72,6223424,123.99,125.4499,122.29
2016-02-04,127.65,5263233,125.08,128.5,125.0
2016-02-05,128.57,7176748,127.22,128.64,125.85
2016-02-08,126.98,7363878,126.0,127.51,124.13
2016-02-09,124.07,5956116,126.12,126.93,123.77
2016-02-10,120.19,6456270,125.0,125.29,119.84
2016-02-11,117.85,7304306,118.78,119.66,116.901
2016-02-12,121.04,4935186,119.26,121.05,118.35
2016-02-16,122.74,4061016,121.83,123.09,121.34
2016-02-17,126.1,4820819,123.71,126.57,123.25
2016-02-18,132.45,9948776,130.0,134.0,129.75
2016-02-19,133.08,5122341,132.36,133.65,130.84
2016-02-22,133.77,4456242,133.84,134.31,132.41
2016-02-23,132.4,3437358,133.14,133.41,132.01
2016-02-24,132.8,4119457,131.55,133.49,129.68
2016-02-25,134.5,4355009,133.29,134.51,130.88
2016-02-26,132.03,4385699,134.51,134.92,131.95
2016-02-29,131.03,4427070,132.0,133.36,130.9
2016-03-01,134.37,3786753,132.24,134.64,132.03
2016-03-02,136.3,5214679,133.7,137.44,133.22
2016-03-03,137.8,5150065,137.22,137.9602,136.07
2016-03-04,137.8,3968423,137.535,139.42,137.02
2016-03-07,140.15,5165269,137.28,140.51,136.8718
2016-03-08,139.07,5575635,139.71,140.35,137.42
2016-03-09,140.41,4402656,139.31,142.17,139.23
2016-03-10,140.19,4019924,141.24,141.47,138.09
2016-03-11,142.36,4418790,141.73,142.9236,140.51
2016-03-14,142.78,4047564,142.01,143.19,141.04
2016-03-15,142.96,3687331,141.74,143.33,141.54
2016-03-16,144.79,4221031,142.62,144.88,142.11
2016-03-17,147.04,5821136,144.78,147.32,144.45
2016-03-18,147.09,12088090,147.4,147.51,145.51
2016-03-21,148.63,3721458,147.3,148.71,146.7201
2016-03-22,148.1,4079715,148.06,149.28,147.84
2016-03-23,145.4,4763922,148.0,148.03,145.13
2016-03-24,147.95,5043602,144.98,148.22,144.49
2016-03-28,148.4,3264984,147.75,148.65,147.23
2016-03-29,149.33,3138438,147.59,149.76,147.5
2016-03-30,148.41,3329639,149.95,150.41,148.32
2016-03-31,151.45,6778508,149.79,153.1,149.36
2016-04-01,152.52,3921036,150.51,152.96,150.25
2016-04-04,152.07,3904536,152.34,153.52,151.91
2016-04-05,150.0,3336922,151.43,151.6,149.65
2016-04-06,150.02,4194265,149.9,150.15,147.81
2016-04-07,148.25,3662508,149.07,149.6,148.0
2016-04-08,149.35,3293512,149.06,149.99,148.12
2016-04-11,149.25,3844766,150.26,151.95,149.22
2016-04-12,149.63,3592828,149.61,150.11,148.58
2016-04-13,151.23,3167729,150.75,151.23,149.63
2016-04-14,151.16,3176285,151.5,152.76,150.38
2016-04-15,151.72,3657048,151.04,152.1,150.96
2016-04-18,152.53,6309128,151.75,153.14,151.49
2016-04-19,144.0,13187000,146.47,146.95,142.61
2016-04-20,146.11,6749461,144.24,147.2,144.0
2016-04-21,149.3,6014381,146.58,150.12,146.46
2016-04-22,148.5,5191602,149.44,151.0,147.5
2016-04-25,148.81,2846737,148.16,148.9,147.11
2016-04-26,149.08,2978954,148.65,149.79,147.9
2016-04-27,150.47,3110399,149.35,150.78,148.97
2016-04-28,147.07,3791053,149.75,150.18,146.725
2016-04-29,145.94,4223936,146.49,147.34,144.191
2016-05-02,145.27,3502422,146.56,147.0,144.43
2016-05-03,144.13,3584261,144.65,144.9,142.9
2016-05-04,144.25,2576763,143.36,145.0,143.31
2016-05-05,146.47,6500438,145.95,147.3,145.45
2016-05-06,147.29,4893580,144.86,147.97,144.47
2016-05-09,147.34,4301025,147.7,148.2,147.01
2016-05-10,149.97,3992259,148.24,150.04,147.74
2016-05-11,148.95,3088984,149.71,151.09,148.74
2016-05-12,148.84,3249032,149.21,149.39,147.11
2016-05-13,147.72,2394248,148.79,149.86,147.42
2016-05-16,149.46,3062237,147.65,149.99,147.44
2016-05-17,148.0,3490024,149.21,149.5,147.29
2016-05-18,147.34,2488491,147.99,148.52,146.36
2016-05-19,144.93,3678430,146.48,146.93,143.955
2016-05-20,147.25,3578195,145.71,147.51,145.55
2016-05-23,146.77,2103633,147.61,147.95,146.66
2016-05-24,148.31,2921065,146.88,148.75,146.88
2016-05-25,151.69,4355296,148.93,152.09,148.5001
2016-05-26,152.44,3060248,151.55,152.51,151.05
2016-05-27,152.84,2457037,152.35,152.93,152.15
2016-05-31,153.74,5836207,152.56,153.81,152.27
2016-06-01,152.51,2659517,153.0,153.27,151.54
2016-06-02,153.5,2642401,152.59,153.5,152.12
2016-06-03,152.89,2328054,152.4,153.04,151.7
2016-06-06,152.73,2374643,153.09,153.95,152.34
2016-06-07,153.33,4462506,153.31,153.93,152.66
2016-06-08,154.0,2933075,153.53,154.09,153.04
2016-06-09,153.42,2021596,152.92,153.76,152.73
2016-06-10,152.37,3120260,152.79,153.3299,151.86
2016-06-13,151.28,3607008,151.63,152.5,150.28
2016-06-14,151.06,2864498,151.28,151.79,150.4
2016-06-15,150.68,2257369,151.46,151.7925,150.6
2016-06-16,151.06,2427715,150.19,151.295,149.0
2016-06-17,151.99,4659807,150.96,152.72,150.6044
2016-06-20,153.61,3571998,152.6,154.67,152.52
2016-06-21,154.05,2760232,154.16,154.5689,153.69
2016-06-22,152.92,2833364,153.75,154.71,152.27
2016-06-23,155.35,3963004,153.45,155.48,152.6
2016-06-24,146.59,9060752,149.97,150.61,146.18
2016-06-27,143.5,5146095,146.18,146.6,142.5
2016-06-28,145.7,3995730,144.78,145.73,144.22
2016-06-29,148.46,3367419,146.5,148.48,146.45
2016-06-30,151.78,3966570,148.86,151.91,148.67
2016-07-01,152.35,2658279,152.19,152.97,151.4
2016-07-05,151.68,2462590,151.19,152.0,150.76
2016-07-06,152.37,2569393,151.85,152.41,149.92
2016-07-07,152.6,2138421,152.75,153.6891,151.89
2016-07-08,154.46,3040393,154.0,154.6,153.08
2016-07-11,155.33,2779343,154.6,156.04,154.5
2016-07-12,157.04,3842709,156.0,157.12,155.52
2016-07-13,158.02,2744622,157.75,158.34,157.06
2016-07-14,160.28,4636668,158.81,161.4,158.58
2016-07-15,159.78,4470663,159.9,159.98,158.5
2016-07-18,159.86,6561873,159.3,160.75,158.73
2016-07-19,159.58,7118788,161.78,162.14,157.89
2016-07-20,161.36,4373009,159.97,161.71,159.6
2016-07-21,160.45,4045682,160.75,161.85,159.89
2016-07-22,162.07,2519776,160.78,162.17,160.479
2016-07-25,162.65,2737628,162.0,162.88,161.75
2016-07-26,162.12,2891300,162.65,163.6,161.37
2016-07-27,161.83,2162675,162.12,162.57,161.18
2016-07-28,161.37,2337914,161.38,161.81,160.71
2016-07-29,160.62,3547292,161.36,161.67,160.03
2016-08-01,161.45,2819141,160.65,161.65,159.84
2016-08-02,160.58,3078620,161.27,161.4499,160.36
2016-08-03,160.67,2861558,160.13,160.86,159.8
2016-08-04,161.55,2476730,160.86,161.7,160.12
2016-08-05,163.5,3811638,162.0,163.51,161.57
2016-08-08,162.04,3039081,162.73,163.27,161.58
2016-08-09,161.77,2734106,162.22,162.772,161.645
2016-08-10,162.08,2417982,162.19,162.66,161.955
2016-08-11,163.53,8768582,162.25,164.95,162.18
2016-08-12,161.95,2542495,163.19,163.46,161.52
2016-08-15,161.88,2967957,162.4,162.97,161.78
2016-08-16,160.7,2208382,161.11,161.93,160.69
2016-08-17,160.44,3225919,160.97,161.16,159.84
2016-08-18,161.36,3650651,160.89,162.0,160.4401
2016-08-19,160.04,2733579,160.84,160.91,159.52
2016-08-22,160.0,2038851,160.0,160.57,159.13
2016-08-23,160.26,2838137,160.33,161.34,160.23
2016-08-24,159.05,3618469,159.89,160.18,158.32
2016-08-25,158.63,2575023,159.0,159.54,158.42
2016-08-26,158.32,2498903,158.88,160.44,157.85
2016-08-29,159.72,2475853,158.83,160.21,158.5
2016-08-30,159.4,1808553,159.76,160.15,158.81
2016-08-31,158.88,2321269,159.66,159.66,158.26
2016-09-01,159.54,2351932,158.32,159.62,158.1
2016-09-02,159.55,2313289,159.88,160.57,159.15
2016-09-06,160.35,2994041,159.88,160.86,159.11
2016-09-07,161.64,2866127,160.19,161.76,160.0
2016-09-08,159.0,3928085,160.55,161.21,158.76
