year,country_id,gdp,population,nobel_prize_winners
2001-01-01,59,12282533600,5905962,
2001-01-01,60,1461139022,639762,
2001-01-01,61,752368495.5,3497124,
2001-01-01,62,6245069734,1388115,
2001-01-01,63,8231326016,68492257,
2001-01-01,64,240051900,107165,
2001-01-01,65,1660102346,814218,
2001-01-01,66,1.2925E+11,5188008,
2001-01-01,67,1.37647E+12,61357430,
2001-01-01,68,5018874179,1262259,
2001-01-01,69,687408804.6,1270495,
2001-01-01,70,3219487747,4386400,
2001-01-01,71,1.95065E+12,82349925,
2001-01-01,72,5314909954,19421605,
2001-01-01,73,1.62151E+12,59119673,2
2001-01-01,74,1.36191E+11,10862132,
2001-01-01,75,520444185.2,101849,
2001-01-01,76,,156401,
2001-01-01,77,18702802395,11924946,
2001-01-01,78,2833442750,8971139,
2001-01-01,79,392278168.2,1267512,
2001-01-01,80,696281471.7,752263,
2001-01-01,81,3596443005,8692567,
2001-01-01,82,7565869928,6693061,
2001-01-01,83,1.69403E+11,6714300,
2001-01-01,84,53821315066,10187576,
2001-01-01,85,8136345144,284968,
2001-01-01,86,4.78965E+11,1071477855,
2001-01-01,87,,,
2001-01-01,88,1.60447E+11,214506502,
2001-01-01,89,1.26879E+11,67096414,
2001-01-01,90,1.09134E+11,3866243,
2001-01-01,91,1.30706E+11,6439000,
2001-01-01,92,1.16232E+12,56974100,
2001-01-01,93,9178016493,2677011,
2001-01-01,94,4.30354E+12,127149000,1
2001-01-01,95,8975689845,5193482,
2001-01-01,96,22152694162,14858335,
2001-01-01,97,12986007426,32321482,
2001-01-01,98,63101272.37,85858,
2001-01-01,99,2535333632,1701154,
2001-01-01,100,1525112242,4945100,
2001-01-01,101,1768619058,5414568,
2001-01-01,102,8350252966,2337170,
2001-01-01,103,17649751244,3359859,
2001-01-01,104,825706961.2,1885955,
2001-01-01,105,521000000,2991132,
2001-01-01,106,34110064452,5440566,
2001-01-01,107,2491822707,33671,
2001-01-01,108,12252498921,3470818,
2001-01-01,109,21272418792,441525,
2001-01-01,110,3709637830,2042842,
2001-01-01,111,4529575348,16260932,
2001-01-01,112,1716502862,11695863,
2001-01-01,113,92783947368,23698907,
2001-01-01,114,870179738.6,287027,
2001-01-01,115,3465305993,11293258,
2001-01-01,116,4331870648,393028,
2001-01-01,117,115152100,52183,
2001-01-01,118,1295539448,2790729,
2001-01-01,119,4536538211,1196287,
2001-01-01,120,7.56706E+11,103067068,
2001-01-01,121,1480656884,3631462,
2001-01-01,122,2671401083,32360,
2001-01-01,123,1267997934,2419776,
2001-01-01,124,1159869246,607389,
2001-01-01,125,39459581217,29181832,
2001-01-01,126,4766928747,18588758,
2001-01-01,127,6477790688,46627994,
2001-01-01,128,3546783708,1933596,
2001-01-01,129,6007061224,24161777,
2001-01-01,130,4.26574E+11,16046180,
2001-01-01,131,53872425917,3880500,
2001-01-01,132,5323146566,5100750,
2001-01-01,133,1945327565,11771976,
2001-01-01,134,44137994252,125463434,
2001-01-01,135,,23131810,
2001-01-01,136,1.74003E+11,4513751,
2001-01-01,137,19452015605,2294787,
2001-01-01,138,72309738921,141601437,
2001-01-01,139,155441800,19404,
2001-01-01,140,,,
2001-01-01,141,12502013400,3089684,
2001-01-01,142,3081024212,5716152,
2001-01-01,143,7662595076,5406624,
2001-01-01,144,52030158775,26261363,
2001-01-01,145,76262072468,79665315,
2001-01-01,146,1.90521E+11,38248076,
2001-01-01,147,1.21546E+11,10362722,
2001-01-01,148,69208400000,3818774,
2001-01-01,149,17538461538,616886,
2001-01-01,150,,,
2001-01-01,151,40716836998,22131970,
2001-01-01,152,3.06603E+11,145976083,
2001-01-01,153,1674685248,8329406,
2001-01-01,154,461078078.1,45990,
2001-01-01,155,743808076,158464,
2001-01-01,156,430040370.4,107988,
2001-01-01,157,273088357.2,175566,
2001-01-01,158,1160626398,27762,
2001-01-01,159,71630592.22,141622,
2001-01-01,160,1.84137E+11,21303592,
2001-01-01,161,4877602060,10134497,
2001-01-01,162,12267175481,7503433,
2001-01-01,163,622262057.2,81202,
2001-01-01,164,1090467712,4739147,
2001-01-01,165,89286208629,4138012,
2001-01-01,166,30703017450,5378867,
2001-01-01,167,20875387068,1992060,
2001-01-01,168,400463452.1,423853,
2001-01-01,169,,9290823,
2001-01-01,170,1.21601E+11,46385006,
2001-01-01,171,5.33052E+11,47370164,
2001-01-01,172,,6974442,
2001-01-01,173,6.25976E+11,40850412,
2001-01-01,174,15749753805,18913054,
2001-01-01,175,13182979784,27945005,
2001-01-01,176,763465550.5,477740,
2001-01-01,177,1542477309,1072927,
2001-01-01,178,2.39917E+11,8895960,
2001-01-01,179,2.78631E+11,7229854,
2001-01-01,180,21099833784,16766899,
2001-01-01,181,1080774007,6327125,
2001-01-01,182,10383560603,35117019,
2001-01-01,183,1.20297E+11,63543322,
2001-01-01,184,517685310,892531,
2001-01-01,185,1332328999,5111770,
2001-01-01,186,181244788.5,98611,
2001-01-01,187,8824873259,1272380,
2001-01-01,188,22066101341,9785701,
2001-01-01,189,2.00252E+11,64191474,
2001-01-01,190,3534803922,4564080,
2001-01-01,191,13196544.95,9512,
2001-01-01,192,5840503869,24854892,
2001-01-01,193,38009344577,48683865,
2001-01-01,194,1.03312E+11,3326032,
2001-01-01,195,1.06218E+13,284968955,8
2001-01-01,196,,108549,
2001-01-01,197,20898788417,3327103,
2001-01-01,198,11401351420,24964450,
2001-01-01,199,1.22904E+11,24948476,
2001-01-01,200,32685198735,81139919,
2001-01-01,201,9854042165,18390135,
2001-01-01,202,4094480988,10824125,
2001-01-01,203,6777384700,12366165,
2002-01-01,1,4128820723,21979923,
2002-01-01,2,4435078648,3051010,
2002-01-01,3,56760288974,31995046,
2002-01-01,4,514000000,58731,
2002-01-01,5,1733116883,70049,
2002-01-01,6,12497347956,17572649,
2002-01-01,7,814615333.3,86266,
2002-01-01,8,97724004252,37889370,
2002-01-01,9,2376335048,3033897,
2002-01-01,10,1941094972,94992,
2002-01-01,11,3.94487E+11,19651400,
2002-01-01,12,2.13378E+11,8081957,
2002-01-01,13,6235795104,8171950,
2002-01-01,14,8881160000,309157,
2002-01-01,15,9632155053,735148,
2002-01-01,16,54724081491,136600667,
2002-01-01,17,3169600000,271478,
2002-01-01,18,14594249023,9865548,
2002-01-01,19,2.5886E+11,10332785,
2002-01-01,20,932551850,262206,
2002-01-01,21,3054571082,7295394,
2002-01-01,22,3937228000,62912,
2002-01-01,23,7905485077,8653345,
2002-01-01,24,6651226179,3775807,
2002-01-01,25,5438857107,1779953,
2002-01-01,26,5.07962E+11,180151021,
2002-01-01,27,,21529,
2002-01-01,28,5843329108,346867,
2002-01-01,29,16276456428,7837161,
2002-01-01,30,3205592290,12293100,
2002-01-01,31,825394490.2,6741569,
2002-01-01,32,4284028483,12634729,
2002-01-01,33,11579343088,16084886,
2002-01-01,34,7.57951E+11,31362000,
2002-01-01,35,620974660.2,452106,
2002-01-01,36,,44738,
2002-01-01,37,991387870.1,3907612,
2002-01-01,38,1987622279,9001689,
2002-01-01,39,69736811435,15623635,
2002-01-01,40,1.47055E+12,1280400000,
2002-01-01,41,,,
2002-01-01,42,97933391976,41572491,
2002-01-01,43,246737679.5,569479,
2002-01-01,44,3019993739,3407180,
2002-01-01,45,8728038525,49835756,
2002-01-01,46,,,
2002-01-01,47,16504795453,4063204,
2002-01-01,48,12346919216,17366517,
2002-01-01,49,26878499206,4440000,
2002-01-01,50,33590500000,11217998,
2002-01-01,51,11618269231,976966,
2002-01-01,52,81910771994,10196916,
2002-01-01,53,1.78635E+11,5375931,
2002-01-01,54,591122039.6,746221,
2002-01-01,55,337695740.7,69824,
2002-01-01,56,27362875603,8832285,
2002-01-01,57,28548945000,13072060,
2002-01-01,58,87850683979,72590118,
2002-01-01,59,12664190300,5940303,
2002-01-01,60,1806742742,666407,
2002-01-01,61,729321366.7,3614639,
2002-01-01,62,7322069511,1379350,
2002-01-01,63,7850809498,70497192,
2002-01-01,64,241543400,106983,
2002-01-01,65,1842691481,815691,
2002-01-01,66,1.39553E+11,5200598,
2002-01-01,67,1.49429E+12,61805267,
2002-01-01,68,5310381151,1294409,
2002-01-01,69,578236035.1,1311349,
2002-01-01,70,3395739855,4357000,
2002-01-01,71,2.07914E+12,82488495,
2002-01-01,72,6166330136,19924522,
2002-01-01,73,1.76841E+12,59370479,1
2002-01-01,74,1.53831E+11,10902022,
2002-01-01,75,540336925.9,102100,
2002-01-01,76,3385000000,157175,
2002-01-01,77,20776669467,12208848,
2002-01-01,78,2949637039,9137345,
2002-01-01,79,415843482,1293523,
2002-01-01,80,722460886.4,751884,
2002-01-01,81,3472191962,8834733,
2002-01-01,82,7775078403,6863157,
2002-01-01,83,1.66349E+11,6744100,
2002-01-01,84,67716887203,10158608,
2002-01-01,85,9207689916,287523,
2002-01-01,86,5.08069E+11,1089807112,
2002-01-01,87,,,
2002-01-01,88,1.95661E+11,217508059,
2002-01-01,89,1.28627E+11,67983330,
2002-01-01,90,1.27945E+11,3931947,
2002-01-01,91,1.21069E+11,6570000,
2002-01-01,92,1.26651E+12,57059007,
2002-01-01,93,9694169757,2695446,
2002-01-01,94,4.11512E+12,127445000,2
2002-01-01,95,9582453032,5287488,
2002-01-01,96,24636593223,14858948,
2002-01-01,97,13147743911,33214009,
2002-01-01,98,72196457.68,87343,
2002-01-01,99,2702427047,1702310,
2002-01-01,100,1605640633,4990700,
2002-01-01,101,1758176653,5497273,
2002-01-01,102,9546441564,2310173,
2002-01-01,103,19152238806,3522837,
2002-01-01,104,775780697.7,1902312,
2002-01-01,105,543000000,3062863,
2002-01-01,106,20481889764,5527515,
2002-01-01,107,2688630823,34018,
2002-01-01,108,14278357284,3443067,
2002-01-01,109,23616328816,446175,
2002-01-01,110,4018365247,2048928,
2002-01-01,111,4397254608,16765117,
2002-01-01,112,3495748398,12013711,
2002-01-01,113,1.00845E+11,24198811,
2002-01-01,114,897031250,294341,
2002-01-01,115,3889758024,11638929,
2002-01-01,116,4689832690,395969,
2002-01-01,117,124735100,52158,
2002-01-01,118,1324426607,2873228,
2002-01-01,119,4767303154,1204621,
2002-01-01,120,7.72106E+11,104355608,
2002-01-01,121,1661818168,3623062,
2002-01-01,122,2905973022,32629,
2002-01-01,123,1396555720,2443659,
2002-01-01,124,1284685051,609828,
2002-01-01,125,42236836821,29512368,
2002-01-01,126,5031510909,19139658,
2002-01-01,127,6777632512,47140220,
2002-01-01,128,3361251198,1962147,
2002-01-01,129,6050875807,24566342,
2002-01-01,130,4.65369E+11,16148929,
2002-01-01,131,66627729311,3948500,
2002-01-01,132,5224213018,5171734,
2002-01-01,133,2170481509,12206002,
2002-01-01,134,59116847822,128666710,
2002-01-01,135,,23336681,
2002-01-01,136,1.95418E+11,4538159,
2002-01-01,137,20142782835,2334285,
2002-01-01,138,72306820396,144654143,
2002-01-01,139,161958700,19574,
2002-01-01,140,,,
2002-01-01,141,12994310400,3149265,
2002-01-01,142,2999511040,5862316,
2002-01-01,143,6325151760,5508611,
2002-01-01,144,54777553515,26601467,
2002-01-01,145,81357605642,81352060,
2002-01-01,146,1.98681E+11,38230364,
2002-01-01,147,1.34229E+11,10419631,
2002-01-01,148,71623500000,3823701,
2002-01-01,149,19363736264,645659,
2002-01-01,150,,,
2002-01-01,151,46174557556,21730496,
2002-01-01,152,3.4511E+11,145306046,
2002-01-01,153,1677552332,8536205,
2002-01-01,154,483120194.3,46641,
2002-01-01,155,748346605.9,159763,
2002-01-01,156,461883444.4,108146,
2002-01-01,157,288078881.4,176582,
2002-01-01,158,1253529080,28121,
2002-01-01,159,79863374.95,144889,
2002-01-01,160,1.89606E+11,21906308,
2002-01-01,161,5333862371,10396861,
2002-01-01,162,16116843146,7496522,
2002-01-01,163,697518248.2,83723,
2002-01-01,164,1253340520,4957216,
2002-01-01,165,91941192896,4175950,
2002-01-01,166,35083608131,5376912,
2002-01-01,167,23563576758,1994530,
2002-01-01,168,341661643.6,435262,
2002-01-01,169,,9564167,
2002-01-01,170,1.15748E+11,47026173,
2002-01-01,171,6.0902E+11,47644736,
2002-01-01,172,,7237276,
2002-01-01,173,7.05146E+11,41431558,
2002-01-01,174,16536535647,19059300,
2002-01-01,175,14803189093,28679565,
2002-01-01,176,1078402128,483044,
2002-01-01,177,1432228125,1080930,
2002-01-01,178,2.63926E+11,8924958,
2002-01-01,179,3.01417E+11,7284753,1
2002-01-01,180,21582248882,17087901,
2002-01-01,181,1221113780,6447688,
2002-01-01,182,10805599893,36105808,
2002-01-01,183,1.34301E+11,64073164,
2002-01-01,184,510739436.3,923825,
2002-01-01,185,1474630207,5251472,
2002-01-01,186,182737040.1,99184,
2002-01-01,187,9008273721,1277837,
2002-01-01,188,23142294436,9864326,
2002-01-01,189,2.38428E+11,65143054,
2002-01-01,190,4461978499,4610002,
2002-01-01,191,15450994.24,9635,
2002-01-01,192,6178563591,25718048,
2002-01-01,193,42392896031,48202500,
2002-01-01,194,1.09816E+11,3507232,
2002-01-01,195,1.09775E+13,287625193,8
2002-01-01,196,3269000000,108510,
2002-01-01,197,13606494599,3327773,
2002-01-01,198,9687951055,25271850,
2002-01-01,199,92893587734,25408700,
2002-01-01,200,35064105501,81956496,
2002-01-01,201,10693278292,18919179,
2002-01-01,202,4193845678,11120409,
2002-01-01,203,6342116400,12500525,
2003-01-01,1,4583644246,23064851,
2003-01-01,2,5746945913,3039616,
2003-01-01,3,67863829880,32403514,
2003-01-01,4,527000000,59117,
2003-01-01,5,2398645598,73182,
2003-01-01,6,14188949398,18203369,
2003-01-01,7,855643111.1,87293,
2003-01-01,8,1.27587E+11,38309379,
2003-01-01,9,2807061009,3017806,
2003-01-01,10,2021301676,97017,
2003-01-01,11,4.66295E+11,19895400,
2003-01-01,12,2.61696E+11,8121423,
2003-01-01,13,7276013032,8234100,
2003-01-01,14,8870090000,315746,
2003-01-01,15,11074822074,778711,
2003-01-01,16,60158929188,139019001,
2003-01-01,17,3274850000,272258,
2003-01-01,18,17827791321,9796749,
2003-01-01,19,3.19003E+11,10376133,
2003-01-01,20,990374050,269130,
2003-01-01,21,3905366188,7520555,
2003-01-01,22,4186525000,63325,
2003-01-01,23,8082364868,8810420,
2003-01-01,24,8370020196,3779247,
2003-01-01,25,7511582173,1804339,
2003-01-01,26,5.5832E+11,182482149,
2003-01-01,27,,22000,
2003-01-01,28,6557333085,353389,
2003-01-01,29,20982685981,7775327,
2003-01-01,30,4205691222,12654621,
2003-01-01,31,784654423.6,6953113,
2003-01-01,32,4658246918,12853124,
2003-01-01,33,14548845765,16513822,
2003-01-01,34,8.92381E+11,31676000,
2003-01-01,35,813963830.2,460147,
2003-01-01,36,,46028,
2003-01-01,37,1139754799,3981665,
2003-01-01,38,2736666516,9353201,
2003-01-01,39,75643459840,15799542,
2003-01-01,40,1.66029E+12,1288400000,
2003-01-01,41,,,
2003-01-01,42,94684584163,42152151,
2003-01-01,43,317562269.4,583211,
2003-01-01,44,3495868808,3502519,
2003-01-01,45,8937567060,51390033,
2003-01-01,46,,,
2003-01-01,47,17195867540,4125971,
2003-01-01,48,15306602560,17679355,
2003-01-01,49,34658113497,4440000,
2003-01-01,50,35901200000,11244885,
2003-01-01,51,14576896942,993563,
2003-01-01,52,99627140274,10193998,
2003-01-01,53,2.18096E+11,5390574,
2003-01-01,54,622044665.5,758615,
2003-01-01,55,350091222.2,70093,
2003-01-01,56,21642882856,8967760,
2003-01-01,57,32432858000,13289601,
2003-01-01,58,82924503943,73981942,
2003-01-01,59,13243892200,5971535,
2003-01-01,60,2484745935,694611,
2003-01-01,61,870247703.2,3738265,
2003-01-01,62,9833870709,1370720,
2003-01-01,63,8623691300,72545144,
2003-01-01,64,245277400,106816,
2003-01-01,65,2315935753,816628,
2003-01-01,66,1.71071E+11,5213014,
2003-01-01,67,1.84048E+12,62244886,
2003-01-01,68,6497305662,1328146,
2003-01-01,69,487038821.6,1354194,
2003-01-01,70,3991281540,4301000,
2003-01-01,71,2.50573E+12,82534176,
2003-01-01,72,7632406553,20446782,
2003-01-01,73,2.0384E+12,59647577,1
2003-01-01,74,2.01924E+11,10928070,
2003-01-01,75,591018407.4,102375,
2003-01-01,76,3560000000,157714,
2003-01-01,77,21917706491,12500478,
2003-01-01,78,3446442219,9309848,
2003-01-01,79,476388260.6,1321202,
2003-01-01,80,741929342.8,751857,
2003-01-01,81,2960306121,8976552,
2003-01-01,82,8140271081,7033821,
2003-01-01,83,1.61385E+11,6730800,
2003-01-01,84,85324771841,10129552,
2003-01-01,85,11316441660,289521,
2003-01-01,86,5.99593E+11,1108027848,
2003-01-01,87,,,
2003-01-01,88,2.34772E+11,220545214,
2003-01-01,89,1.53545E+11,68812713,
2003-01-01,90,1.64285E+11,3996521,
2003-01-01,91,1.26865E+11,6689700,
2003-01-01,92,1.56965E+12,57313203,
2003-01-01,93,9399447609,2712511,
2003-01-01,94,4.44566E+12,127718000,
2003-01-01,95,10195660790,5396774,
2003-01-01,96,30833699703,14909018,
2003-01-01,97,14904517650,34130852,
2003-01-01,98,90231856.8,88895,
2003-01-01,99,3355083117,1703466,
2003-01-01,100,1919012781,5043300,
2003-01-01,101,2023324407,5579656,
2003-01-01,102,11748433157,2287955,
2003-01-01,103,20082918740,3701464,
2003-01-01,104,1157832935,1918097,
2003-01-01,105,416000000,3116233,
2003-01-01,106,26265625000,5615952,
2003-01-01,107,3070691320,34321,
2003-01-01,108,18802576988,3415213,
2003-01-01,109,29557325056,451630,
2003-01-01,110,4946292775,2053426,
2003-01-01,111,5474030080,17279141,
2003-01-01,112,3208837077,12336687,
2003-01-01,113,1.10202E+11,24688703,
2003-01-01,114,1052121055,302209,
2003-01-01,115,4703504467,12005128,
2003-01-01,116,5456583589,398582,
2003-01-01,117,126887600,52116,
2003-01-01,118,1563074860,2957117,
2003-01-01,119,5609831328,1213370,
2003-01-01,120,7.29336E+11,105640453,
