player_name,weight,height,player_api_id,birthday,id,player_fifa_api_id
Alberto Aquilani,174,185.42,27694,1984-07-07 00:00:00,284,103935
Alberto Botia,176,187.96,107929,1989-01-27 00:00:00,285,191688
Alberto Brignoli,163,187.96,299879,1991-08-19 00:00:00,286,210358
Alberto Bueno,141,177.8,41168,1988-03-20 00:00:00,287,178087
Alberto Cifuentes,148,187.96,38395,1979-05-29 00:00:00,288,110638
Alberto De la Bella,181,182.88,47565,1985-12-02 00:00:00,289,172013
Alberto Fontana,161,185.42,39425,1967-01-23 00:00:00,290,2431
"Alberto Frison,18",187,190.5,30143,1988-07-21 00:00:00,291,173023
Alberto Garcia,170,182.88,102394,1985-02-09 00:00:00,292,186681
Alberto Gilardino,174,182.88,30881,1982-07-05 00:00:00,293,5879
Alberto Giuliatto,170,180.34,42460,1983-09-17 00:00:00,294,178492
Alberto Grassi,165,182.88,575364,1995-03-07 00:00:00,295,220475
Alberto Guitian,163,182.88,543020,1990-07-29 00:00:00,296,198474
Alberto Lopo,179,185.42,37451,1980-05-05 00:00:00,297,110341
"Alberto Luque,21",176,182.88,32763,1978-03-11 00:00:00,298,8741
Alberto Maria Fontana,183,187.96,39743,1974-12-02 00:00:00,299,123617
Alberto Moreno,143,170.18,314605,1992-07-05 00:00:00,300,205566
Alberto Paloschi,176,182.88,109121,1990-01-04 00:00:00,301,186961
Alberto Pelagotti,181,187.96,39302,1989-03-09 00:00:00,302,178452
Alberto Perea,146,175.26,231977,1990-12-19 00:00:00,303,190982
Alberto Pomini,183,187.96,74028,1981-03-17 00:00:00,304,188017
Alberto Regazzoni,143,170.18,42121,1983-05-04 00:00:00,305,158440
Alberto Rey,163,175.26,2790,1974-02-15 00:00:00,306,110809
Alberto Rivera,146,167.64,30273,1978-02-16 00:00:00,307,135734
Alberto Rodriguez,157,182.88,88521,1984-03-31 00:00:00,308,168580
Alberto Zapater,181,180.34,38576,1985-06-13 00:00:00,309,162047
Albian Ajeti,170,182.88,527104,1997-02-26 00:00:00,310,222352
Albin Ebondo,187,182.88,26401,1984-02-23 00:00:00,311,140556
Albin Ekdal,181,185.42,71768,1989-07-28 00:00:00,312,181318
Albion Avdijaj,176,190.5,493418,1994-01-12 00:00:00,313,220668
Aldair,143,170.18,281864,1992-01-31 00:00:00,314,223965
Aldin Turkes,165,193.04,661509,1996-04-22 00:00:00,315,230687
Aldo Angoula,181,182.88,93343,1981-05-04 00:00:00,316,182822
Aldo Kalulu,126,165.1,664961,1996-01-21 00:00:00,317,230079
Aldo Pedro Duscher,159,175.26,33759,1979-03-22 00:00:00,318,6775
Aleandro Rosi,176,182.88,39345,1987-05-17 00:00:00,319,178117
Alec Luyckx,146,175.26,467052,1995-05-19 00:00:00,320,216332
Alef,157,185.42,450292,1995-01-28 00:00:00,321,213902
Aleix Vidal,152,177.8,189192,1989-08-21 00:00:00,322,202493
Alejandro Alfaro,161,175.26,38131,1986-11-23 00:00:00,323,171315
Alejandro Alonso,150,170.18,26120,1982-03-03 00:00:00,324,170568
Alejandro Arribas,163,182.88,191906,1989-05-01 00:00:00,325,197890
Alejandro Bedoya,161,177.8,169217,1987-04-29 00:00:00,326,191173
Alejandro Bergantinos,161,177.8,151079,1985-06-07 00:00:00,327,188931
Alejandro Daro Gomez,150,165.1,45220,1988-02-15 00:00:00,328,143076
Alejandro Dominguez,161,175.26,10348,1981-06-10 00:00:00,329,138810
Alejandro Faurlin,174,185.42,97657,1986-08-09 00:00:00,330,153164
Alejandro Galvez,174,190.5,303484,1989-06-06 00:00:00,331,199487
Alejandro Gonzalez,174,182.88,168569,1988-03-23 00:00:00,332,216666
Alejandro Grimaldo Garcia,157,175.26,288406,1995-09-20 00:00:00,333,210035
Alejandro Martinuccio,161,177.8,187150,1987-12-16 00:00:00,334,202612
Alejandro Pozuelo,139,170.18,282470,1991-09-20 00:00:00,335,203895
Aleksandar Bjelica,176,185.42,302911,1994-01-07 00:00:00,336,218415
Aleksandar Cavric,168,185.42,364496,1994-05-18 00:00:00,337,225385
Aleksandar Damcevski,194,193.04,522571,1992-11-21 00:00:00,338,224159
Aleksandar Ignjovski,154,175.26,167094,1991-01-27 00:00:00,339,193211
Aleksandar Kolarov,183,187.96,16351,1985-11-10 00:00:00,340,185103
Aleksandar Kovacevic,154,172.72,426005,1992-01-09 00:00:00,341,230976
Aleksandar Lukovic,183,185.42,37515,1982-10-23 00:00:00,342,175683
Aleksandar Miljkovic,168,182.88,155739,1990-02-26 00:00:00,343,216313
Aleksandar Mitreski,165,185.42,34067,1980-08-05 00:00:00,344,47763
Aleksandar Mitrovic,181,187.96,351860,1994-09-16 00:00:00,345,215716
Aleksandar Pantic,168,185.42,280638,1992-04-11 00:00:00,346,216472
Aleksandar Pesic,192,190.5,164519,1992-05-21 00:00:00,347,223489
Aleksandar Prijovic,192,193.04,124144,1990-04-21 00:00:00,348,189757
Aleksandar Rankovic,172,172.72,26680,1978-08-31 00:00:00,349,18881
Aleksandar Stevanovic,143,175.26,278866,1992-02-16 00:00:00,350,204318
Aleksandar Todorovski,161,180.34,69018,1984-02-26 00:00:00,351,204257
Aleksandar Tonev,152,177.8,156534,1990-02-03 00:00:00,352,204166
Aleksandar Trajkovski,161,177.8,208852,1992-09-05 00:00:00,353,204350
Aleksandar Vasoski,168,180.34,27476,1979-11-21 00:00:00,354,164492
Aleksander Jagiello,132,165.1,306158,1995-02-02 00:00:00,355,213157
Aleksander Kwiek,174,175.26,68839,1983-01-13 00:00:00,356,142385
Aleksander Radosavljevic,174,182.88,3441,1979-04-25 00:00:00,357,167285
Aleksander Seliga,174,185.42,22822,1980-02-01 00:00:00,358,190449
Aleksandr Hleb,161,185.42,26169,1981-05-01 00:00:00,359,45472
Aleksandrs Fertovs,172,177.8,89828,1987-06-16 00:00:00,360,206278
Aleksei Kangaskolkka,185,187.96,31191,1988-10-29 00:00:00,361,172278
Alen Halilovic,143,170.18,395154,1996-06-18 00:00:00,362,216349
Alen Melunovic,174,190.5,173913,1990-01-26 00:00:00,363,193936
Alen Stevanovic,183,180.34,191081,1991-01-07 00:00:00,364,197925
Alesandro Cordaro,150,170.18,39145,1986-05-02 00:00:00,365,139572
Alessandro Agostini,146,175.26,39763,1979-07-23 00:00:00,366,27971
Alessandro Bernardini,161,187.96,39470,1987-01-21 00:00:00,367,198117
Alessandro Budel,181,182.88,39762,1981-02-25 00:00:00,368,137159
Alessandro Carrozza,168,177.8,74452,1982-02-01 00:00:00,369,184310
Alessandro Cerigioni,159,177.8,197848,1992-09-30 00:00:00,370,200151
Alessandro Ciarrocchi,181,190.5,41424,1988-01-03 00:00:00,371,178546
Alessandro Crescenzi,157,175.26,154238,1991-09-25 00:00:00,372,200810
Alessandro Damen,183,185.42,561819,1990-05-17 00:00:00,373,223732
Alessandro Del Piero,163,175.26,30727,1974-11-09 00:00:00,374,1075
Alessandro Diamanti,165,180.34,41475,1983-05-02 00:00:00,375,163925
Alessandro Florenzi,148,172.72,264842,1991-03-11 00:00:00,376,203551
Alessandro Frara,159,177.8,42443,1982-11-07 00:00:00,377,101904
Alessandro Gamberini,176,185.42,24504,1981-08-27 00:00:00,378,5213
Alessandro Gazzi,179,182.88,41816,1983-01-28 00:00:00,379,137378
Alessandro Grandoni,168,180.34,27606,1977-07-22 00:00:00,380,105427
Alessandro Iacobucci,181,187.96,182843,1991-06-03 00:00:00,381,201352
Alessandro Iandoli,181,180.34,7683,1984-04-29 00:00:00,382,144593
Alessandro Lambrughi,170,180.34,73047,1987-05-19 00:00:00,383,194716
Alessandro Longhi,168,185.42,215725,1989-06-25 00:00:00,384,205720
Alessandro Lucarelli,172,182.88,27679,1977-07-22 00:00:00,385,142359
Alessandro Mangiarrati,172,182.88,11747,1978-09-15 00:00:00,386,51179
Alessandro Matri,176,182.88,41411,1984-08-19 00:00:00,387,177528
Alessandro Nesta,174,187.96,30723,1976-03-19 00:00:00,388,1088
Alessandro Parisi,165,182.88,41729,1977-04-15 00:00:00,389,137873
Alessandro Piu,161,180.34,620524,1996-07-30 00:00:00,390,230145
Alessandro Potenza,174,185.42,39314,1984-03-08 00:00:00,391,149269
Alessandro Riedle,168,177.8,167369,1991-08-14 00:00:00,392,192491
Alessandro Rosina,148,167.64,31304,1984-01-31 00:00:00,393,137460
Alessandro Schoepf,165,177.8,461357,1994-02-07 00:00:00,394,220925
Alessandro Sgrigna,176,177.8,42652,1980-04-24 00:00:00,395,177589
Alessio Cerci,172,180.34,41269,1987-07-23 00:00:00,396,178393
Alessio Cragno,172,182.88,282706,1994-06-28 00:00:00,397,205659
Alessio Da Cruz,154,180.34,602306,1997-01-18 00:00:00,398,230557
Alessio Manzoni,143,177.8,39197,1987-04-10 00:00:00,399,173129
Alessio Romagnoli,172,187.96,362195,1995-01-12 00:00:00,400,210413
Alessio Scarpi,183,187.96,41762,1973-04-19 00:00:00,401,6
Alessio Sestu,161,177.8,42482,1983-09-29 00:00:00,402,163989
Alex Baptiste,163,180.34,24469,1986-01-31 00:00:00,403,140422
Alex Bruce,179,180.34,35480,1984-09-28 00:00:00,404,169458
Alex Bruno,134,170.18,363343,1993-10-07 00:00:00,405,211284
Alex Bruno,190,187.96,80566,1982-05-09 00:00:00,406,162003
Alex Calderoni,183,182.88,39204,1976-05-31 00:00:00,407,52951
Alex Cooper,154,180.34,306062,1991-11-04 00:00:00,408,203372
Alex Fernandez,150,180.34,213500,1992-10-15 00:00:00,409,199247
Alex Ferrari,154,182.88,447488,1994-07-01 00:00:00,410,219852
Alex Goncalves,168,182.88,265618,1990-05-20 00:00:00,411,202680
Alex Harris,152,177.8,396888,1994-08-31 00:00:00,412,212031
Alex Henshall,146,177.8,430433,1994-02-15 00:00:00,413,195858
Alex Iwobi,165,180.34,604785,1996-05-03 00:00:00,414,213655
Alex Kacaniklic,159,180.34,282274,1991-08-13 00:00:00,415,198394
Alex Kakuba,159,177.8,470416,1991-06-12 00:00:00,416,223623
Alex Keddie,183,187.96,33913,1981-01-23 00:00:00,417,168919
Alex Lopez,141,172.72,205034,1988-01-11 00:00:00,418,172716
Alex MacDonald,159,170.18,155122,1990-04-14 00:00:00,419,189163
Alex Manninger,187,187.96,39566,1977-06-04 00:00:00,420,6895
Alex Martinez,141,175.26,264293,1990-08-12 00:00:00,421,202646
Alex McCarthy,174,193.04,119079,1989-12-03 00:00:00,422,189324
Alex Menendez,148,180.34,282689,1991-07-17 00:00:00,423,204135
Alex Neil,154,175.26,32924,1981-06-09 00:00:00,424,2629
Alex Oxlade-Chamberlain,154,175.26,196386,1993-08-15 00:00:00,425,198784
Alex Pearce,187,187.96,49709,1988-11-09 00:00:00,426,178584
Alex Perez,176,187.96,213493,1991-08-11 00:00:00,427,201149
Alex Pinardi,163,180.34,41136,1980-09-05 00:00:00,428,1637
Alex Portillo,159,180.34,408994,1992-11-06 00:00:00,429,214644
Alex Sandro,172,180.34,157865,1991-01-26 00:00:00,430,191043
Alex Schalk,150,170.18,262753,1992-08-07 00:00:00,431,203447
Alex Silva,179,193.04,34650,1985-03-10 00:00:00,432,157945
Alex Soares,150,177.8,478988,1991-03-01 00:00:00,433,219751
Alex Song,163,185.42,23678,1987-09-09 00:00:00,434,157503
Alex Telles,157,180.34,428672,1992-12-15 00:00:00,435,212462
Alex Valentini,176,185.42,41975,1988-04-05 00:00:00,436,178054
Alex Von Schwedler,168,182.88,41766,1980-02-17 00:00:00,437,149132
Alex,170,182.88,150396,1989-01-29 00:00:00,438,186613
Alex,148,175.26,163838,1991-08-27 00:00:00,440,198033
Alex,203,187.96,26564,1982-06-17 00:00:00,442,136130
Alexander Bannink,176,185.42,186923,1990-02-20 00:00:00,443,198144
Alexander Baumjohann,165,177.8,27306,1987-01-23 00:00:00,444,162223
Alexander Buettner,165,175.26,118434,1989-02-11 00:00:00,445,186982
Alexander Bugera,165,180.34,27535,1978-08-08 00:00:00,446,137659
Alexander Corryn,154,177.8,317565,1994-01-03 00:00:00,447,209510
Alexander Cristovao,187,185.42,422127,1993-03-14 00:00:00,448,209842
Alexander Djiku,165,180.34,407765,1994-08-09 00:00:00,449,212219
Alexander Dragovic,174,185.42,128106,1991-03-06 00:00:00,450,189060
Alexander Esswein,187,182.88,147735,1990-03-25 00:00:00,451,189272
Alexander Farnerud,161,182.88,31672,1984-05-01 00:00:00,452,45874
Alexander Fransson,163,180.34,438780,1994-04-02 00:00:00,453,213813
Alexander Frei,163,180.34,34102,1979-07-15 00:00:00,454,20882
Alexander Gerndt,176,185.42,71764,1986-07-14 00:00:00,455,181349
Alexander Gonzalez,165,177.8,190525,1992-09-13 00:00:00,456,207876
Alexander Hack,183,193.04,459000,1993-09-08 00:00:00,457,231111
Alexander Iashvili,157,175.26,38206,1977-10-23 00:00:00,458,105558
Alexander Laas,154,172.72,27297,1984-05-05 00:00:00,459,134860
Alexander Madlung,203,193.04,34420,1982-07-11 00:00:00,460,53967
Alexander Mathisen,165,185.42,40295,1986-11-24 00:00:00,461,152569
Alexander Meier,212,195.58,27478,1983-01-17 00:00:00,462,121170
Alexander Merkel,148,177.8,192504,1992-02-22 00:00:00,463,200700
Alexander Milosevic,181,190.5,169569,1992-01-30 00:00:00,464,202605
Alexander Ring,159,172.72,181333,1991-04-09 00:00:00,465,205895
Alexander Scholz,192,187.96,203755,1992-10-24 00:00:00,466,212253
Alexander Schwolow,183,187.96,248437,1992-06-02 00:00:00,467,202789
Alexander Soerloth,198,193.04,440330,1995-12-05 00:00:00,468,216549
Alexander Stephan,185,187.96,71524,1986-09-15 00:00:00,469,177455
Alexander Tettey,150,180.34,40100,1986-04-04 00:00:00,470,152567
Alexandr Kerzhakov,168,175.26,3517,1982-11-27 00:00:00,471,109416
Alexandre Alphonse,168,175.26,25824,1982-06-17 00:00:00,472,111172
Alexandre Azevedo,150,175.26,750584,1997-01-28 00:00:00,473,234141
Alexandre Barthe,174,182.88,155075,1986-03-05 00:00:00,474,229060
Alexandre Bonnet,143,172.72,24122,1986-10-17 00:00:00,475,173040
Alexandre Coeff,159,185.42,265727,1992-02-20 00:00:00,476,188601
Alexandre Cuvillier,159,182.88,93996,1986-06-17 00:00:00,477,183887
Alexandre D'Acol,165,185.42,39749,1986-07-18 00:00:00,478,220042
Alexandre Di Gregorio,176,175.26,21657,1980-02-12 00:00:00,479,45169
Alexandre Geijo,179,187.96,33840,1982-09-05 00:00:00,480,135743
Alexandre Hauw,150,175.26,3140,1982-01-22 00:00:00,481,49467
Alexandre Lacazette,161,175.26,169193,1991-05-28 00:00:00,482,193301
Alexandre Letellier,179,190.5,210387,1990-12-11 00:00:00,483,199574
Alexandre Licata,168,177.8,26213,1984-01-02 00:00:00,484,176363
Alexandre Mendy,190,182.88,560900,1994-03-20 00:00:00,485,223510
Alexandre Pasche,154,175.26,114021,1991-05-31 00:00:00,486,184383
Alexandre Pato,179,180.34,46554,1989-09-02 00:00:00,487,180175
Alexandre Quennoz,176,180.34,34055,1978-09-21 00:00:00,488,18181
Alexandre Raineau,157,177.8,46342,1986-06-21 00:00:00,489,177568
Alexandre Silva,132,177.8,571296,1997-03-16 00:00:00,490,228768
Alexandros Tziolis,185,187.96,42321,1985-02-13 00:00:00,491,142329
Alexandros Tzorvas,176,187.96,42306,1982-08-12 00:00:00,492,150267
Alexandru Maxim,161,177.8,298923,1990-07-08 00:00:00,493,211061
Alexei Jr Eremenko,174,180.34,41941,1983-03-24 00:00:00,494,150891
Alexi Peuget,165,185.42,277443,1990-12-18 00:00:00,495,204173
Alexis Alegue Elandi,148,175.26,687572,1996-12-23 00:00:00,496,231346
Alexis Blin,172,182.88,605848,1996-09-16 00:00:00,497,222982
Alexis De Sart,165,180.34,571681,1996-11-12 00:00:00,498,228804
Alexis Norambuena Ruz,159,172.72,50657,1984-03-31 00:00:00,499,187891
Alexis Rolin,168,185.42,281019,1989-02-07 00:00:00,500,211328
Alexis Sanchez,137,170.18,50047,1988-12-19 00:00:00,501,184941
Alexis Thebaux,179,185.42,26275,1985-03-17 00:00:00,502,163991
