player_name,weight,height,player_api_id,birthday,id,player_fifa_api_id
Abdoulwahid Sissoko,165,182.88,148827,1990-03-20 00:00:00,49,189568
Abdourahman Dampha,168,182.88,173011,1991-12-27 00:00:00,50,197901
Abdul Aziz Tetteh,190,182.88,419681,1989-02-10 00:00:00,51,190193
Abdul Majeed Waris,157,172.72,196947,1991-09-19 00:00:00,52,198420
Abdul Osman,154,182.88,89405,1987-02-27 00:00:00,53,184768
Abdul Rahman Baba,154,177.8,324910,1994-07-02 00:00:00,54,209620
Abdul-Yakinu Iddi,146,172.72,67952,1986-05-25 00:00:00,55,180316
Abdulkader Keita,172,182.88,31012,1981-08-06 00:00:00,56,157191
Abdulla Fatadi,172,175.26,176301,1985-11-02 00:00:00,57,210766
Abdullah Al Hafith,165,187.96,307227,1992-12-25 00:00:00,58,207716
Abdullah Omar,157,175.26,176302,1987-01-01 00:00:00,59,192670
Abdullahi Shehu,159,180.34,525595,1993-03-12 00:00:00,60,229026
Abel Aguilar,176,185.42,24385,1985-01-06 00:00:00,61,177974
Abel Gomez,165,182.88,29904,1982-02-20 00:00:00,62,111085
Abel Hernandez,161,185.42,105548,1990-08-08 00:00:00,63,188484
Abel Issa Camara,179,185.42,172875,1990-01-06 00:00:00,64,208005
Abel Khaled,148,180.34,302985,1992-11-09 00:00:00,65,207541
Abel Tamata,170,182.88,240556,1990-12-05 00:00:00,66,202153
Abel,165,177.8,40938,1978-12-22 00:00:00,67,17880
Abella Perez Damia,174,187.96,37422,1982-04-15 00:00:00,68,159580
Abiola Dauda,165,180.34,114503,1988-02-03 00:00:00,69,187175
Abou Diaby,168,193.04,27277,1986-05-11 00:00:00,70,163423
Aboubacar Tandia,185,193.04,181344,1983-10-05 00:00:00,71,138675
Aboubakar Kamara,168,177.8,581141,1995-03-07 00:00:00,72,225541
Aboubakar Oumarou,168,182.88,80592,1987-04-01 00:00:00,73,218548
Abraham Gonzalez,176,177.8,165706,1985-07-16 00:00:00,74,159566
Abraham Guie Gneki,154,180.34,210453,1986-07-25 00:00:00,75,199724
Abraham Kudemor,179,182.88,208635,1985-02-25 00:00:00,76,202600
Abraham Minero,157,175.26,213695,1986-02-22 00:00:00,77,198840
Abraham Paz Cruz,165,177.8,33715,1979-03-14 00:00:00,78,114663
Achille Coser,174,185.42,41489,1982-07-14 00:00:00,79,163901
Achille Emana,170,180.34,25571,1982-06-05 00:00:00,80,112392
Achille Vaarnold,157,175.26,660145,1996-01-26 00:00:00,81,229149
Achmed Ahahaoui,152,177.8,45960,1983-12-06 00:00:00,82,171405
Achraf Lazaar,168,182.88,293235,1992-09-22 00:00:00,83,206161
Aco Stojkov,165,177.8,34487,1983-04-29 00:00:00,84,140730
Adailton,187,190.5,26331,1983-04-14 00:00:00,85,158505
Adailton,161,175.26,41749,1977-01-24 00:00:00,86,4769
Adalberto Penaranda,172,182.88,495841,1997-05-31 00:00:00,87,231638
Adam Armstrong,152,172.72,519835,1997-02-10 00:00:00,88,221841
Adam Banas,174,185.42,68840,1982-12-25 00:00:00,89,189047
Adam Bodzek,174,182.88,27534,1985-09-07 00:00:00,90,177129
Adam Bogdan,198,193.04,157303,1987-09-27 00:00:00,91,184585
Adam Brown,141,177.8,563198,1995-06-09 00:00:00,92,224355
Adam Buksa,172,190.5,557396,1996-07-12 00:00:00,93,224438
Adam Campbell,161,170.18,365666,1995-01-01 00:00:00,94,206567
Adam Collin,172,190.5,180197,1984-12-09 00:00:00,95,53363
Adam Cummins,172,187.96,310346,1993-03-03 00:00:00,96,200743
Adam Danch,179,182.88,68962,1987-12-15 00:00:00,97,180440
Adam Deja,181,185.42,429870,1993-06-24 00:00:00,98,212988
Adam Drury,161,180.34,23133,1978-08-29 00:00:00,99,101882
Adam Drury,152,177.8,420209,1993-09-09 00:00:00,100,205162
Adam Duda,170,187.96,308280,1991-04-29 00:00:00,101,208345
Adam Dzwigala,176,185.42,361712,1995-09-25 00:00:00,102,211362
Adam Federici,198,187.96,38617,1985-01-31 00:00:00,103,164853
Adam Fraczczak,168,182.88,173993,1987-08-07 00:00:00,104,209453
Adam Gyurcso,132,180.34,277313,1991-03-06 00:00:00,105,209439
Adam Hammill,163,177.8,40568,1988-01-25 00:00:00,106,169568
Adam Henley,170,177.8,281079,1994-06-14 00:00:00,107,205485
Adam Hlousek,168,187.96,89240,1988-12-20 00:00:00,108,181205
Adam Johnson,139,175.26,24159,1987-07-14 00:00:00,109,165740
Adam King,165,180.34,414208,1995-10-11 00:00:00,110,212388
Adam Kokoszka,181,187.96,43317,1986-10-06 00:00:00,111,174665
Adam Lallana,161,172.72,37234,1988-05-10 00:00:00,112,180819
Adam Le Fondre,161,175.26,24952,1986-12-02 00:00:00,113,163828
Adam Maher,143,175.26,209372,1993-07-20 00:00:00,114,200223
Adam Marciniak,181,182.88,69518,1988-09-28 00:00:00,115,179055
Adam Marusic,179,177.8,478447,1992-10-17 00:00:00,116,224031
Adam Masina,172,187.96,500502,1994-01-02 00:00:00,117,225410
Adam Matthews,157,177.8,170593,1992-01-13 00:00:00,118,193768
Adam Matuschyk,165,180.34,185336,1989-02-14 00:00:00,119,192471
Adam Mojta,154,177.8,69249,1986-06-30 00:00:00,120,179710
Adam Morgan,157,177.8,407308,1994-04-21 00:00:00,121,205864
Adam Nemec,198,190.5,12245,1985-09-02 00:00:00,122,184433
Adam Ounas,141,172.72,684978,1996-11-11 00:00:00,123,231242
Adam Pazio,159,182.88,306507,1992-09-27 00:00:00,124,211185
Adam Pinter,185,190.5,73078,1988-06-12 00:00:00,125,201176
Adam Rooney,172,177.8,31916,1988-04-21 00:00:00,126,176941
Adam Ryczkowski,157,177.8,555649,1997-04-30 00:00:00,127,224303
Adam Sarota,161,182.88,158861,1988-12-28 00:00:00,128,192323
Adam Smith,179,180.34,160447,1991-04-29 00:00:00,129,190885
Adam Szalai,201,193.04,36774,1987-12-09 00:00:00,130,184789
Adam Taggart,152,182.88,243068,1993-06-02 00:00:00,131,202676
Adam Vass,165,180.34,71359,1988-09-09 00:00:00,132,170046
Adam Waszkiewicz,174,182.88,495942,1993-12-06 00:00:00,133,219695
Adama Ba,150,177.8,287224,1993-08-27 00:00:00,134,205947
Adama Coulibaly,183,185.42,26136,1980-09-10 00:00:00,135,5440
Adama Francois,176,193.04,164360,1989-11-30 00:00:00,136,194952
Adama Soumaoro,205,187.96,357881,1992-06-18 00:00:00,137,200353
Adama Traore,161,170.18,181211,1990-02-03 00:00:00,138,193177
Adama Traore,159,177.8,533212,1995-06-28 00:00:00,139,225151
Adamo Coulibaly,172,187.96,103866,1981-08-14 00:00:00,140,184368
Adel Taarabt,172,180.34,47394,1989-05-24 00:00:00,141,179605
Adem Ljajic,163,182.88,155738,1991-09-29 00:00:00,142,190544
Aderlan Santos,183,193.04,361710,1989-04-09 00:00:00,143,213374
Aderlan,157,177.8,568920,1990-08-18 00:00:00,144,223844
Adil Auassar,187,187.96,45816,1986-10-06 00:00:00,145,185171
Adil Chihi,172,182.88,37249,1988-02-21 00:00:00,146,177615
Adil Hermach,154,182.88,40012,1986-06-27 00:00:00,147,177713
Adil Rami,194,190.5,77741,1985-12-27 00:00:00,148,183280
Adil Ramzi,163,177.8,38612,1977-07-14 00:00:00,149,2115
Adilson,194,193.04,164115,1982-01-01 00:00:00,150,200794
Adis Jahovic,198,190.5,276701,1987-03-18 00:00:00,151,212107
Adlene Guedioura,179,177.8,131409,1985-11-12 00:00:00,152,183385
Admir Aganovic,176,182.88,116788,1986-08-25 00:00:00,153,190714
Admir Mehmedi,176,182.88,132844,1991-03-16 00:00:00,154,188770
Adnan Alisic,157,180.34,45815,1984-02-10 00:00:00,155,156656
Adnan Custovic,183,185.42,39875,1978-04-16 00:00:00,156,159339
Adnan Januzaj,165,182.88,449241,1995-02-05 00:00:00,157,208330
Adnan Mravac,185,193.04,43049,1982-04-10 00:00:00,158,139305
Adnane Tighadouini,159,177.8,261599,1992-11-30 00:00:00,159,203377
Adrian Basta,172,180.34,154950,1988-12-01 00:00:00,160,189658
Adrian Blad,137,165.1,182107,1991-04-16 00:00:00,161,194769
Adrian Chomiuk,179,182.88,121643,1988-06-23 00:00:00,162,186629
Adrian Colunga,154,172.72,102572,1984-11-17 00:00:00,163,171732
Adrian Cristea,161,177.8,43348,1983-11-30 00:00:00,164,152920
Adrian Daniel Calello,181,177.8,113604,1987-05-14 00:00:00,165,206628
Adrian Embarba,146,172.72,482331,1992-05-07 00:00:00,166,219953
Adrian Gonzalez,168,182.88,40501,1988-05-25 00:00:00,167,178616
Adrian Gunino,141,167.64,178574,1989-02-03 00:00:00,168,193600
Adrian Klepczynski,165,187.96,78537,1981-04-01 00:00:00,169,165003
Adrian Lopez,161,182.88,45744,1988-01-08 00:00:00,170,173818
Adrian Mariappa,179,177.8,23358,1986-10-03 00:00:00,171,172953
Adrian Marin,161,180.34,571685,1997-01-09 00:00:00,172,224921
Adrian Mrowiec,185,190.5,105526,1983-12-01 00:00:00,173,148572
Adrian Mutu,168,182.88,39311,1979-08-01 00:00:00,174,184410
Adrian Nikci,168,182.88,112976,1989-11-10 00:00:00,175,187850
Adrian Paluchowski,165,180.34,116881,1987-08-19 00:00:00,176,188910
Adrian Rakowski,154,180.34,239253,1990-10-07 00:00:00,177,201170
Adrian Ramos,165,185.42,50345,1986-01-22 00:00:00,178,176619
Adrian Ricardo Centurion,143,175.26,323385,1993-01-19 00:00:00,179,211267
Adrian Ricchiuti,159,167.64,42431,1978-06-30 00:00:00,180,169383
Adrian Sardinero Corpa,172,180.34,183482,1990-10-13 00:00:00,181,195012
Adrian Stoian,146,177.8,168047,1991-02-11 00:00:00,182,192072
Adrian Winter,165,177.8,114790,1986-07-08 00:00:00,183,184549
Adrian,170,187.96,169756,1987-01-31 00:00:00,184,194911
Adriano De Pierro,170,185.42,167648,1991-01-11 00:00:00,185,193351
Adriano Facchini,172,187.96,280969,1983-03-12 00:00:00,186,205122
Adriano Ferreira Pinto,179,177.8,39190,1979-12-10 00:00:00,187,163653
Adriano Jose de Lara,190,185.42,172172,1987-12-09 00:00:00,188,193874
Adriano Pereira da Silva,165,180.34,39199,1982-04-03 00:00:00,189,135530
Adriano Russo,159,185.42,38122,1987-06-06 00:00:00,190,137419
Adriano,168,175.26,121923,1982-01-21 00:00:00,191,183243
Adriano,194,187.96,30690,1982-02-17 00:00:00,192,106019
Adriano,161,172.72,33992,1984-10-26 00:00:00,193,164082
Adriano,176,182.88,41109,1980-01-29 00:00:00,194,152769
Adrien Goni,146,172.72,171737,1988-08-25 00:00:00,195,191221
Adrien Hunou,137,175.26,447107,1994-01-19 00:00:00,196,215245
Adrien Rabiot,157,187.96,352879,1995-04-03 00:00:00,197,210008
Adrien Rawyler,150,177.8,557353,1993-06-13 00:00:00,198,224823
Adrien Regattin,146,167.64,188413,1991-08-22 00:00:00,199,197081
Adrien Silva,152,175.26,40930,1989-03-15 00:00:00,200,184826
Adrien Thomasson,159,177.8,317062,1993-12-10 00:00:00,201,208787
Adrien Trebel,159,172.72,242719,1991-03-03 00:00:00,202,203886
Adryan,157,175.26,263276,1994-08-10 00:00:00,203,205008
"Afonso Alves,24",163,185.42,35608,1981-01-30 00:00:00,204,53056
Afonso,139,170.18,361711,1993-01-06 00:00:00,205,223293
Afriyie Acquah,154,177.8,213366,1992-01-05 00:00:00,206,201223
Ager Aketxe,152,175.26,441441,1993-12-30 00:00:00,207,213937
Agim Ibraimi,157,177.8,118883,1988-08-29 00:00:00,208,206396
Agon Mehmeti,174,182.88,119305,1989-11-20 00:00:00,209,187338
Agustin Vuletich,174,185.42,256728,1991-11-03 00:00:00,210,219647
Ahmed Ammi,165,180.34,45872,1981-01-19 00:00:00,211,138539
Ahmed Apimah Barusso,165,182.88,41399,1984-12-26 00:00:00,212,177529
Ahmed El Messaoudi,172,182.88,513810,1995-08-03 00:00:00,213,220968
Ahmed El Mohamady,172,182.88,111930,1987-09-09 00:00:00,214,191005
Ahmed Hamoudi,148,172.72,561140,1990-07-21 00:00:00,215,219913
Ahmed Hassan Koka,187,190.5,403003,1993-03-05 00:00:00,216,210259
Ahmed Hegazy,183,195.58,297556,1991-01-25 00:00:00,217,210648
Ahmed Kantari,181,185.42,41182,1985-06-28 00:00:00,218,172423
Ahmed Kashi,168,177.8,120917,1988-11-18 00:00:00,219,188825
Ahmed Musa,152,167.64,232103,1992-10-14 00:00:00,220,201818
Ahmed Saied Okka,174,185.42,174597,1984-03-13 00:00:00,221,195843
Ahmed Samir Farag,190,182.88,174600,1986-05-20 00:00:00,222,163658
Ahmed Soukouna,168,182.88,148953,1990-01-13 00:00:00,223,188795
Ahmet Ozcan,165,182.88,441166,1995-03-07 00:00:00,224,213932
Aidan Connolly,143,165.1,410141,1995-08-15 00:00:00,225,216204
Aidan Nesbitt,143,175.26,582500,1997-02-05 00:00:00,226,227760
Aiden Chippendale,150,172.72,199829,1992-05-24 00:00:00,227,197939
Aiden McGeady,157,177.8,32448,1986-04-04 00:00:00,228,155885
Aimo Stefano Diana,163,175.26,34319,1978-01-02 00:00:00,229,1323
Airam Cabrera,172,180.34,213737,1987-10-21 00:00:00,230,194076
Airton,170,180.34,133535,1990-02-21 00:00:00,231,187954
Aislan,198,193.04,128843,1988-01-11 00:00:00,232,188132
Aissa Laidouni,161,182.88,715642,1996-12-13 00:00:00,233,233642
Aissa Mandi,172,182.88,210683,1991-10-22 00:00:00,234,201143
Aitor Nunez,154,177.8,185301,1987-10-02 00:00:00,235,193364
Aitor Ocio,170,187.96,33993,1976-11-28 00:00:00,236,9639
Aiyegbeni Yakubu,183,182.88,24160,1982-11-22 00:00:00,237,109693
Akaki Gogia,161,177.8,243127,1992-01-18 00:00:00,238,202271
Akihiro Ienaga,154,172.72,20771,1986-06-13 00:00:00,239,201971
Akoete Eninful,154,182.88,244128,1992-07-21 00:00:00,240,202373
Akos Buzsaky,163,180.34,23163,1982-05-07 00:00:00,241,172176
Akpo Sodje,176,187.96,31255,1981-01-31 00:00:00,242,151473
Akwetey Mensah,163,172.72,127255,1983-04-15 00:00:00,243,198781
Alaeddine Yahia,179,187.96,33451,1981-09-26 00:00:00,244,53027
Alain Cantareil,154,177.8,26085,1983-08-15 00:00:00,245,169072
Alain Nef,194,190.5,34268,1982-02-06 00:00:00,246,49939
Alain Pierre Mendy,159,182.88,182847,1989-11-17 00:00:00,247,209352
Alain Rochat,172,182.88,36785,1983-02-01 00:00:00,248,52778
Alain Schultz,165,175.26,67393,1983-02-17 00:00:00,249,138421
Alain Traore,161,175.26,34417,1988-12-31 00:00:00,250,178036
