work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,company_location,company_size
2023,EN,FT,Data Scientist,74540,USD,74540,US,M
2023,EN,FT,Data Scientist,1060000,INR,12888,IN,S
2023,EN,FT,AI Developer,120000,USD,120000,BA,S
2023,EN,FT,Business Data Analyst,12000,EUR,12877,GR,L
2023,EN,FT,Data Engineer,160000,USD,160000,US,M
2023,EN,FT,Data Engineer,135000,USD,135000,US,M
2023,EN,FT,Data Scientist,50000,USD,50000,US,M
2023,EN,FT,Data Engineer,160000,USD,160000,US,M
2023,EN,FT,Data Engineer,135000,USD,135000,US,M
2023,EN,FT,Research Engineer,160000,USD,160000,US,M
2023,EN,FT,Research Engineer,120000,USD,120000,US,M
2023,EN,FT,Deep Learning Engineer,150000,USD,150000,US,M
2023,EN,FT,Deep Learning Engineer,120000,USD,120000,US,M
2023,EN,FT,Data Engineer,160000,USD,160000,US,M
2023,EN,FT,Data Engineer,135000,USD,135000,US,M
2023,EX,FT,Data Scientist,258750,USD,258750,US,M
2023,EX,FT,Data Scientist,185000,USD,185000,US,M
2023,EX,FT,Data Engineer,220000,USD,220000,US,M
2023,EX,FT,Data Engineer,205000,USD,205000,US,M
2023,EX,FT,Head of Data,329500,USD,329500,US,M
2023,EX,FT,Head of Data,269600,USD,269600,US,M
2023,EX,FT,Data Engineer,145000,USD,145000,US,M
2023,EX,FT,Data Engineer,115000,USD,115000,US,M
2023,EX,FT,Data Engineer,175000,USD,175000,US,M
2023,EX,FT,Data Engineer,110000,USD,110000,US,M
2023,EX,FT,Analytics Engineer,221000,USD,221000,US,M
2023,EX,FT,Analytics Engineer,153000,USD,153000,US,M
2023,EX,FT,Data Scientist,200000,USD,200000,US,M
2023,EX,FT,Data Scientist,145000,USD,145000,US,M
2023,EX,FT,Data Architect,180000,USD,180000,US,M
2023,EX,FT,Data Architect,155000,USD,155000,US,M
2023,EX,FT,Data Engineer,286000,USD,286000,US,M
2023,EX,FT,Data Engineer,207000,USD,207000,US,M
2023,EX,FT,Director of Data Science,353200,USD,353200,US,M
2023,EX,FT,Director of Data Science,249300,USD,249300,US,M
2023,EX,FT,Data Scientist,145000,USD,145000,US,M
2023,EX,FT,Data Scientist,100000,USD,100000,US,M
2023,EX,FT,Data Engineer,265000,USD,265000,US,M
2023,EX,FT,Data Engineer,235000,USD,235000,US,M
2023,EX,FT,Data Engineer,194500,USD,194500,US,M
2023,EX,FT,Data Engineer,115500,USD,115500,US,M
2023,EX,FT,Data Scientist,200000,USD,200000,US,M
2023,EX,FT,Data Scientist,145000,USD,145000,US,M
2023,EX,FT,Data Engineer,210914,USD,210914,US,M
2023,EX,FT,Data Engineer,116704,USD,116704,US,M
2023,EX,FT,Data Engineer,167500,USD,167500,US,M
2023,EX,FT,Data Engineer,106500,USD,106500,US,M
2023,EX,FT,Data Engineer,310000,USD,310000,US,M
2023,EX,FT,Data Engineer,239000,USD,239000,US,M
2023,EX,FT,Data Engineer,310000,USD,310000,US,M
2023,EX,FT,Data Engineer,239000,USD,239000,US,M
2023,EX,FT,Head of Data Science,131899,GBP,160288,GB,M
2023,EX,FT,Head of Data Science,104891,GBP,127467,GB,M
2023,EX,FT,Data Engineer,310000,USD,310000,US,M
2023,EX,FT,Data Engineer,239000,USD,239000,US,M
2023,EX,FT,Data Engineer,235000,USD,235000,US,M
2023,EX,FT,Data Engineer,210000,USD,210000,US,M
2023,EX,FT,Data Engineer,210914,USD,210914,US,M
2023,EX,FT,Data Engineer,116704,USD,116704,US,M
2023,EX,FT,Data Engineer,284000,USD,284000,US,M
2023,EX,FT,Data Engineer,236000,USD,236000,US,M
2023,EX,FT,Data Analytics Manager,155000,USD,155000,US,M
2023,EX,FT,Data Analytics Manager,140000,USD,140000,US,M
2023,EX,FT,Data Engineer,175000,USD,175000,US,M
2023,EX,FT,Data Engineer,110000,USD,110000,US,M
2023,EX,FT,Head of Data Science,314100,USD,314100,US,M
2023,EX,FT,Head of Data Science,195800,USD,195800,US,M
2023,EX,FT,Data Engineer,200000,USD,200000,US,M
2023,EX,FT,Data Engineer,145000,USD,145000,US,M
2023,EX,FT,Data Engineer,310000,USD,310000,US,M
2023,EX,FT,Data Engineer,239000,USD,239000,US,M
2023,EX,FT,Data Scientist,300000,USD,300000,US,M
2023,EX,FT,Data Scientist,200000,USD,200000,US,M
2023,EX,FT,Data Engineer,196200,USD,196200,US,M
2023,EX,FT,Data Engineer,150900,USD,150900,US,M
2023,MI,CT,ML Engineer,30000,USD,30000,US,S
2023,MI,CT,ML Engineer,25500,USD,25500,US,S
2023,MI,FT,Data Analyst,150000,USD,150000,US,M
2023,MI,FT,Data Analyst,110000,USD,110000,US,M
2023,MI,FT,Data Engineer,162500,USD,162500,US,M
2023,MI,FT,Data Engineer,130000,USD,130000,US,M
2023,MI,FT,Data Analyst,105380,USD,105380,US,M
2023,MI,FT,Data Analyst,64500,USD,64500,US,M
2023,MI,FT,Data Scientist,510000,HKD,65062,HK,L
2023,MI,FT,Applied Machine Learning Engineer,65000,EUR,69751,DE,S
2023,MI,FT,Machine Learning Engineer,90000,EUR,96578,NL,L
2023,MI,FT,Data Analytics Manager,155000,USD,155000,US,M
2023,MI,FT,Data Analytics Manager,140000,USD,140000,US,M
2023,MI,FT,Data Engineer,100000,USD,100000,US,M
2023,MI,FT,Data Engineer,70000,USD,70000,US,M
2023,MI,FT,Data Engineer,100000,USD,100000,US,M
2023,MI,FT,Data Engineer,70000,USD,70000,US,M
2023,MI,FT,Business Data Analyst,105000,USD,105000,US,L
2023,MI,FT,Applied Data Scientist,1700000,INR,20670,IN,L
2023,MI,FT,Data Analyst,38000,GBP,46178,GB,M
2023,MI,FT,Data Analyst,35000,GBP,42533,GB,M
2023,MI,FT,Data Engineer,162500,USD,162500,US,M
2023,MI,FT,Data Engineer,130000,USD,130000,US,M
2023,MI,FT,Data Scientist,55000,GBP,66837,GB,M
2023,MI,FT,Data Scientist,45000,GBP,54685,GB,M
2023,MI,FT,ETL Engineer,70000,GBP,85066,GB,M
2023,MI,FT,ETL Engineer,47500,GBP,57723,GB,M
2023,MI,FT,Machine Learning Engineer,300000,USD,300000,US,M
2023,MI,FT,Machine Learning Engineer,250000,USD,250000,US,M
2023,MI,FT,Research Engineer,230000,USD,230000,US,M
2023,MI,FT,Research Engineer,200000,USD,200000,US,M
2023,MI,FT,Data Engineer,180000,USD,180000,US,M
2023,MI,FT,Data Engineer,130000,USD,130000,US,M
2023,MI,FT,AI Developer,100000,SGD,75020,FI,M
2023,MI,FT,AI Developer,200000,USD,200000,US,M
2023,MI,FT,Machine Learning Engineer,280700,USD,280700,US,M
2023,MI,FT,Machine Learning Engineer,150450,USD,150450,US,M
2023,MI,FT,Data Scientist,93918,USD,93918,US,M
2023,MI,FT,Data Scientist,51962,USD,51962,US,M
2023,MI,FT,Big Data Engineer,45000,EUR,48289,ES,M
2023,MI,FT,Data Analyst,90000,USD,90000,US,M
2023,MI,FT,Data Analyst,75000,USD,75000,US,M
2023,MI,FT,Research Scientist,161200,GBP,195895,GB,M
2023,MI,FT,Research Scientist,84570,GBP,102772,GB,M
2023,MI,FT,Data Specialist,130000,USD,130000,US,M
2023,MI,FT,Data Specialist,80000,USD,80000,US,M
2023,MI,FT,Data Scientist,180000,USD,180000,US,M
2023,MI,FT,Data Scientist,140000,USD,140000,US,M
2023,MI,FT,Lead Data Analyst,68000,USD,68000,US,L
2023,MI,FT,Data Engineer,125000,USD,125000,US,M
2023,MI,FT,Data Engineer,90000,USD,90000,US,M
2023,MI,FT,Data Manager,135000,USD,135000,US,M
2023,MI,FT,Data Manager,120000,USD,120000,US,M
2023,MI,FT,Data Analyst,182500,USD,182500,US,M
2023,MI,FT,Data Analyst,101500,USD,121500,US,M
2023,MI,FT,Data Analyst,90000,GBP,72914,GB,M
2023,MI,FT,Data Analyst,121500,USD,121500,US,M
2023,MI,FT,Data Analyst,60000,GBP,72914,GB,M
2023,MI,FT,Data Analyst,45000,GBP,54685,GB,M
2023,MI,FT,Data Architect,167500,USD,167500,US,M
2023,MI,FT,Data Architect,106500,USD,106500,US,M
2023,MI,FT,Data Engineer,146000,USD,146000,US,M
2023,MI,FT,Data Engineer,75000,USD,75000,US,M
2023,MI,FT,Machine Learning Scientist,230000,USD,230000,US,M
2023,MI,FT,Machine Learning Scientist,220000,USD,220000,US,M
2023,MI,FT,Research Scientist,210000,USD,210000,US,M
2023,MI,FT,Research Scientist,151800,USD,151800,US,M
2023,MI,FT,MLOps Engineer,134000,USD,135000,US,L
2023,MI,FT,MLOps Engineer,124000,USD,104000,US,L
2023,MI,FT,MLOps Engineer,134000,USD,134000,US,M
2023,MI,FT,MLOps Engineer,124000,USD,124000,US,M
2023,MI,FT,Data Architect,167500,USD,167500,US,M
2023,MI,FT,Data Architect,106500,USD,106500,US,M
2023,MI,FT,Machine Learning Engineer,135000,USD,135000,US,L
2023,MI,FT,Data Engineer,143865,USD,143865,US,M
2023,MI,FT,Data Engineer,115092,USD,115092,US,M
2023,MI,FT,Machine Learning Engineer,130000,USD,130000,US,M
2023,MI,FT,Machine Learning Engineer,90000,USD,90000,US,M
2023,MI,FT,Data Engineer,149600,USD,149600,US,M
2023,MI,FT,Data Engineer,102000,USD,102000,US,M
2023,MI,FT,Data Scientist,90000,EUR,96578,IE,M
2023,MI,FT,Data Scientist,75000,EUR,80481,IE,M
2023,MI,FT,Data Analyst,128000,USD,128000,US,M
2023,MI,FT,Data Analyst,85000,USD,85000,US,M
2023,MI,FT,Data Engineer,151000,USD,151000,US,M
2023,MI,FT,Data Engineer,140000,USD,140000,US,M
2023,MI,FT,Data Analyst,154000,USD,154000,US,M
2023,MI,FT,Data Analyst,143000,USD,143000,US,M
2023,MI,FT,Data Scientist,65000,GBP,78990,GB,M
2023,MI,FT,Data Scientist,42000,GBP,51039,GB,M
2023,MI,FT,Data Scientist,70000,GBP,85066,GB,M
2023,MI,FT,Data Scientist,42000,GBP,51039,GB,M
2023,MI,FT,Data Scientist,90000,GBP,109371,GB,M
2023,MI,FT,Data Scientist,60000,GBP,72914,GB,M
2023,MI,FT,Data Engineer,75000,USD,75000,US,M
2023,MI,FT,Data Engineer,60400,USD,60400,US,M
2023,MI,FT,Data Scientist,56000,EUR,60093,DE,M
2023,MI,FT,Data Analyst,83500,USD,83500,US,M
2023,MI,FT,Data Analyst,52500,USD,52500,US,M
2023,MI,FT,Data Engineer,90000,USD,90000,US,M
2023,MI,FT,Data Engineer,90000,USD,90000,US,M
2023,MI,FT,Data Engineer,145000,USD,145000,US,M
2023,MI,FT,Data Engineer,120000,USD,120000,US,M
2023,MI,FT,Data Analyst,206000,USD,206000,US,M
2023,MI,FT,Data Analyst,130000,USD,130000,US,M
2023,MI,FT,Data Analyst,160000,USD,160000,US,M
2023,MI,FT,Data Analyst,112000,USD,112000,US,M
2023,MI,FT,Data Engineer,162500,USD,162500,US,M
2023,MI,FT,Data Engineer,130000,USD,130000,US,M
2023,MI,FT,Data Scientist,145000,USD,145000,US,M
2023,MI,FT,Data Scientist,100000,USD,100000,US,M
2023,MI,FT,Data Scientist,145000,USD,145000,US,M
2023,MI,FT,Data Scientist,100000,USD,100000,US,M
2023,MI,FT,Data Analyst,100000,USD,100000,US,M
2023,MI,FT,Data Analyst,85000,USD,85000,US,M
2023,MI,FT,Data Engineer,70000,GBP,85066,GB,M
2023,MI,FT,Data Engineer,47500,GBP,57723,GB,M
2023,MI,FT,Data Engineer,140000,USD,140000,US,M
2023,MI,FT,Data Engineer,95000,USD,95000,US,M
2023,MI,FT,Financial Data Analyst,130000,USD,130000,US,L
2023,MI,FT,Data Analyst,75000,USD,75000,US,M
2023,MI,FT,Data Analyst,65000,USD,65000,US,M
2023,MI,FT,ML Engineer,160000,USD,160000,US,M
2023,MI,FT,ML Engineer,147000,USD,147000,US,M
2023,MI,FT,Software Data Engineer,100000,SGD,75020,SG,L
2023,MI,FT,Data Scientist,1400000,INR,17022,IN,L
2023,MI,FT,Lead Data Analyst,1500000,INR,18238,IN,L
2023,MI,FT,Machine Learning Engineer,250000,USD,250000,US,M
2023,MI,FT,Machine Learning Engineer,150000,USD,150000,US,M
2023,MI,FT,Analytics Engineer,185700,USD,185700,US,M
2023,MI,FT,Analytics Engineer,165000,USD,165000,US,M
2023,MI,FT,Data Scientist,55000,EUR,59020,ES,M
2023,MI,FT,Data Scientist,45000,EUR,48289,ES,M
2023,MI,FT,Data Engineer,70000,EUR,75116,SI,M
2023,MI,FT,Data Engineer,45000,EUR,48289,SI,M
2023,MI,FT,Data Scientist,128750,USD,128750,US,M
2023,MI,FT,Data Scientist,106250,USD,106250,US,M
2023,MI,FT,Data Analytics Manager,155000,USD,155000,US,M
2023,MI,FT,Data Analytics Manager,140000,USD,140000,US,M
2023,MI,FT,Data Analyst,130000,USD,130000,CA,M
2023,MI,FT,Data Analyst,100000,USD,100000,CA,M
2023,MI,FT,Data Science Manager,104500,USD,104500,US,M
2023,MI,FT,Data Science Manager,70000,USD,70000,US,M
2023,MI,FT,Data Science Consultant,90000,USD,90000,US,M
2023,MI,FT,Data Science Consultant,70000,USD,70000,US,M
2023,MI,FT,Research Scientist,185000,USD,185000,US,M
2023,MI,FT,Research Scientist,125000,USD,125000,US,M
2023,MI,FT,Data Scientist,200000,USD,200000,US,M
2023,MI,FT,Data Scientist,150000,USD,150000,US,M
2023,MI,FT,Data Engineer,72000,USD,72000,MX,M
2023,MI,FT,Data Engineer,60000,USD,60000,MX,M
2023,MI,FT,Data Engineer,260000,USD,260000,US,M
2023,MI,FT,Data Engineer,175000,USD,175000,US,M
2023,MI,FT,Research Scientist,340000,USD,340000,US,M
2023,MI,FT,Research Scientist,150000,USD,150000,US,M
2023,MI,FT,Data Engineer,250000,USD,250000,US,M
2023,MI,FT,Data Engineer,175000,USD,175000,US,M
2023,MI,FT,Data Scientist,60000,EUR,64385,FR,M
2023,MI,FT,Data Engineer,146000,USD,146000,US,M
2023,MI,FT,Data Engineer,75000,USD,75000,US,M
2023,MI,FT,Data Engineer,149600,USD,149600,US,M
2023,MI,FT,Data Engineer,102000,USD,102000,US,M
2023,MI,FT,Data Analyst,80000,GBP,97218,GB,M
2023,MI,FT,Data Analyst,40000,GBP,48609,GB,M
2023,MI,FT,Data Engineer,145000,USD,145000,US,M
2023,MI,FT,Data Engineer,125000,USD,125000,US,M
2023,MI,FT,Data Scientist,150000,USD,150000,US,M
2023,MI,FT,Data Scientist,97750,USD,97750,US,M
2023,MI,FT,Data Scientist,116990,USD,116990,US,M
2023,MI,FT,Data Scientist,82920,USD,82920,US,M
2023,MI,FT,Machine Learning Scientist,200000,USD,200000,US,S
2023,MI,FT,Machine Learning Scientist,125000,USD,125000,US,S
2023,MI,FT,Machine Learning Infrastructure Engineer,205920,USD,205920,US,M
2023,MI,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,US,M
2023,MI,FT,Data Engineer,154000,USD,154000,US,M
2023,MI,FT,Data Engineer,116000,USD,116000,US,M
2023,MI,FT,Data Analyst,65000,GBP,78990,GB,M
2023,MI,FT,Data Analyst,36050,GBP,43809,GB,M
2023,MI,FT,Data Engineer,200000,USD,200000,US,M
2023,MI,FT,Data Engineer,120000,USD,120000,US,M
2023,MI,FT,Data Engineer,105000,GBP,127599,GB,M
2023,MI,FT,Data Engineer,85000,GBP,103294,GB,M
2023,MI,FT,Data Analytics Manager,155000,USD,155000,US,M
2023,MI,FT,Data Analytics Manager,140000,USD,140000,US,M
2023,MI,FT,Research Scientist,185000,USD,185000,US,M
2023,MI,FT,Research Scientist,125000,USD,125000,US,M
2023,MI,FT,Machine Learning Engineer,200000,USD,200000,US,M
2023,MI,FT,Machine Learning Engineer,175000,USD,175000,US,M
2023,MI,FT,Data Scientist,40000,USD,40000,FR,L
2023,MI,FT,Data Engineer,140000,USD,140000,US,M
2023,MI,FT,Data Engineer,100000,USD,100000,US,M
2023,MI,FT,Insight Analyst,42000,GBP,51039,GB,M
2023,MI,FT,Insight Analyst,35000,GBP,42533,GB,M
2023,MI,FT,Applied Machine Learning Engineer,130000,USD,130000,US,M
2023,MI,FT,AI Scientist,36000,EUR,38631,ES,L
2023,MI,FT,Deep Learning Engineer,150000,USD,150000,US,M
2023,MI,FT,Deep Learning Engineer,100000,USD,100000,US,M
2023,MI,FT,Data Engineer,95000,GBP,115447,GB,L
2023,MI,FT,Data Infrastructure Engineer,190000,USD,190000,US,M
2023,MI,FT,Data Infrastructure Engineer,160000,USD,160000,US,M
2023,MI,FT,Data Infrastructure Engineer,190000,USD,190000,US,M
2023,MI,FT,Data Infrastructure Engineer,183310,USD,183310,US,M
2023,MI,FT,Machine Learning Engineer,148500,USD,148500,US,M
2023,MI,FT,Machine Learning Engineer,126277,USD,126277,US,M
2023,MI,FT,Data Analyst,80000,USD,80000,US,M
2023,MI,FT,Data Analyst,60000,USD,60000,US,M
2023,MI,FT,Data Engineer,140000,USD,140000,US,M
2023,MI,FT,Data Engineer,120000,USD,120000,US,M
2023,MI,FT,Data Analyst,90000,GBP,109371,HR,M
2023,MI,FT,Data Analyst,60000,GBP,72914,HR,M
2023,MI,FT,Data Engineer,125000,USD,125000,US,M
2023,MI,FT,Data Engineer,90000,USD,90000,US,M
2023,MI,FT,Data Engineer,120000,USD,120000,US,M
2023,MI,FT,Data Engineer,90000,USD,90000,US,M
2023,MI,FT,Data Science Lead,60000,GBP,72914,GB,M
2023,MI,FT,Data Science Lead,50000,GBP,60761,GB,M
2023,MI,FT,Machine Learning Engineer,40000,GBP,48609,GB,M
2023,MI,FT,Data Analyst,165000,USD,165000,US,M
2023,MI,FT,Data Analyst,124000,USD,124000,US,M
2023,MI,FT,Data Scientist,170000,USD,170000,US,M
2023,MI,FT,Data Scientist,120000,USD,120000,US,M
2023,MI,FT,Product Data Analyst,1350000,INR,16414,IN,L
2023,MI,FT,Data Analyst,125000,USD,125000,US,M
2023,MI,FT,Data Analyst,105000,USD,105000,US,M
2023,MI,FT,Data Analyst,90000,GBP,109371,GB,M
2023,MI,FT,Data Analyst,70000,GBP,85066,GB,M
2023,MI,FT,Data Analyst,110000,USD,110000,US,M
2023,MI,FT,Data Analyst,95000,USD,95000,US,M
2023,MI,FT,Machine Learning Engineer,36000,USD,36000,MX,S
2023,MI,FT,Machine Learning Engineer,100000,GBP,121523,GB,M
2023,MI,FT,Machine Learning Engineer,80000,GBP,97218,GB,M
2023,MI,FT,Machine Learning Engineer,120000,GBP,145828,GB,M
2023,MI,FT,Machine Learning Engineer,100000,GBP,121523,GB,M
2023,MI,FT,Data Engineer,55000,GBP,66837,GB,M
2023,MI,FT,Data Engineer,52000,GBP,63192,GB,M
2023,MI,FT,Data Analyst,50000,GBP,60761,GB,M
2023,MI,FT,Data Analyst,45000,GBP,54685,GB,M
2023,MI,FT,Data Scientist,151410,USD,151410,US,M
2023,MI,FT,Data Scientist,115360,USD,115360,US,M
2023,MI,FT,Data Engineer,62000,EUR,66531,ES,M
2023,MI,FT,Data Engineer,55000,EUR,59020,ES,M
2023,MI,FT,Research Scientist,85000,USD,85000,US,M
2023,MI,FT,Research Scientist,70000,USD,70000,US,M
2023,MI,FT,Data Engineer,162500,USD,162500,US,M
2023,MI,FT,Data Engineer,130000,USD,130000,US,M
2023,MI,FT,Machine Learning Engineer,110000,USD,110000,US,L
2023,MI,FT,Data Analyst,130000,USD,130000,US,M
2023,MI,FT,Data Analyst,100000,USD,100000,US,M
2023,MI,FT,Data Analyst,150000,USD,150000,US,M
2023,MI,FT,Data Analyst,100000,USD,100000,US,M
2023,MI,FT,Machine Learning Engineer,180000,USD,180000,US,M
2023,MI,FT,Machine Learning Engineer,150000,USD,150000,US,M
2023,MI,FT,Data Analyst,103200,USD,103200,US,M
2023,MI,FT,Data Analyst,61200,USD,61200,US,M
2023,MI,FT,Head of Data Science,5000000,INR,60795,IN,L
2023,MI,FT,Data Science Manager,220000,USD,220000,US,M
2023,MI,FT,Data Science Manager,195000,USD,195000,US,M
2023,MI,FT,Data Analyst,206000,USD,206000,US,M
2023,MI,FT,Data Analyst,160000,USD,160000,US,M
2023,MI,FT,Data Analyst,109000,USD,109000,US,M
2023,MI,FT,Data Analyst,79000,USD,79000,US,M
2023,MI,FT,Machine Learning Engineer,50000,USD,50000,AM,S
2023,MI,FT,Data Engineer,120000,USD,120000,US,M
2023,MI,FT,Data Engineer,95000,USD,95000,US,M
2023,MI,FT,Data Engineer,250000,USD,250000,US,M
2023,MI,FT,Data Engineer,175000,USD,175000,US,M
2023,MI,FT,Data Analyst,80000,USD,80000,US,M
2023,MI,FT,Data Analyst,52500,USD,52500,US,M
2023,MI,FT,Data Analyst,90000,USD,90000,US,M
2023,MI,FT,Data Analyst,80000,USD,80000,US,M
2023,MI,FT,Data Analyst,150000,USD,150000,US,M
2023,MI,FT,Data Analyst,100000,USD,100000,US,M
2023,MI,FT,Data Engineer,150000,USD,150000,US,M
2023,MI,FT,Data Engineer,130000,USD,130000,US,M
2023,MI,FT,Applied Data Scientist,80000,USD,80000,KE,S
2023,MI,FT,Data Analytics Lead,1440000,INR,17509,SG,M
2023,MI,FT,Data Scientist,50000,EUR,53654,RO,L
2023,MI,FT,Data Engineer,120000,USD,120000,US,M
2023,MI,FT,Data Engineer,95000,USD,95000,US,M
2023,MI,FT,Data Analyst,120000,USD,120000,US,M
2023,MI,FT,Data Analyst,100000,USD,100000,US,M
2023,MI,FT,Data Scientist,183310,USD,183310,US,M
2023,MI,FT,Data Scientist,183310,USD,183310,US,M
2023,MI,FT,Data Scientist,840000,THB,24740,TH,L
