"operator","row_number","height","avg_height","stddev_height","ucl","lcl","alert"
"Op-17",20,21.76,21.28,0.9729080121,22.5852930705,19.9747069295,false
"Op-17",21,21.47,21.202,0.9294460716,22.4489827585,19.9550172415,false
"Op-17",22,19.02,20.726,1.3270757326,22.5064589296,18.9455410704,false
"Op-17",23,19.87,20.338,1.2092849127,21.9604259613,18.7155740387,false
"Op-18",5,20.47,20.66,1.2959359552,22.3986805342,18.9213194658,false
"Op-18",6,21.39,20.56,1.1924554499,22.1598468677,18.9601531323,false
"Op-18",7,18.54,20.196,1.505466705,22.2157955342,18.1762044658,false
"Op-18",8,21.59,20.146,1.439940971,22.0778835369,18.2141164631,false
"Op-18",9,21.64,20.726,1.310240436,22.483872009,18.968127991,false
"Op-18",10,20.48,20.728,1.3097595199,22.4852267924,18.9707732076,false
"Op-18",11,20.77,20.604,1.2598134783,22.2942171458,18.9137828542,false
"Op-18",12,21.85,21.266,0.6020215943,22.0736967253,20.4583032747,false
"Op-18",13,20.79,21.106,0.6006912685,21.9119119059,20.3000880941,false
"Op-18",14,20.61,20.9,0.5458937626,21.6323933369,20.1676066631,false
"Op-18",15,21.55,21.114,0.5497999636,21.8516340556,20.3763659444,false
"Op-18",16,18.51,20.662,1.3086328744,22.4177152389,18.9062847611,true
"Op-18",17,20.6,20.412,1.1324839955,21.9313867184,18.8926132816,false
"Op-18",18,20.83,20.42,1.1359577457,21.9440472434,18.8959527566,false
"Op-18",19,20.46,20.39,1.1316580756,21.9082786306,18.8717213694,false
"Op-18",20,19.12,19.904,1.025782628,21.2802318119,18.5277681881,false
"Op-18",21,18.86,19.974,0.9125678057,21.1983381886,18.7496618114,false
"Op-18",22,20.48,19.95,0.8933644273,21.1485741529,18.7514258471,false
"Op-18",23,19.49,19.682,0.7534056013,20.6927996834,18.6712003166,false
"Op-18",24,18.67,19.324,0.7156325873,20.2841218673,18.3638781327,false
"Op-18",25,20.06,19.512,0.7700454532,20.5451243875,18.4788756125,false
"Op-18",26,21.31,20.002,0.9973815719,21.3401277966,18.6638722034,false
"Op-18",27,21.9,20.286,1.3181160799,22.0544382941,18.5175617059,false
"Op-18",28,20.18,20.424,1.2482107194,22.0986504113,18.7493495887,false
"Op-18",29,19.97,20.684,0.86944235,21.8504793183,19.5175206817,false
"Op-19",5,20.28,20.358,1.2095949735,21.9808419516,18.7351580484,false
"Op-19",6,21.02,20.162,0.9222906266,21.3993827217,18.9246172783,false
"Op-19",7,19.49,20.324,0.6177620901,21.1528148165,19.4951851835,true
"Op-19",8,20.92,20.506,0.6359087985,21.3591611806,19.6528388194,false
"Op-19",9,19.25,20.192,0.8067651455,21.2743890243,19.1096109757,false
"Op-19",10,18.99,19.934,0.9627720395,21.2256942363,18.6423057637,false
"Op-19",11,20.36,19.802,0.8097345244,20.8883728642,18.7156271358,false
"Op-19",12,21.04,20.112,0.9457113725,21.3808049495,18.8431950505,false
"Op-19",13,21.23,20.174,1.0192301016,21.5414406751,18.8065593249,false
"Op-19",14,21.97,20.718,1.1233298714,22.2251051722,19.2108948278,false
"Op-19",15,18.9,20.7,1.1581234822,22.2537856995,19.1462143005,true
"Op-19",16,20.22,20.672,1.1700299141,22.2417598542,19.1022401458,false
"Op-19",17,21.43,20.75,1.2129097246,22.3772891568,19.1227108432,false
"Op-19",18,18.6,20.224,1.4910834987,22.2244984379,18.2235015621,false
"Op-19",19,19.7,19.77,1.1279184368,21.2832613786,18.2567386214,false
"Op-19",20,20.26,20.042,1.0249487792,21.4171130863,18.6668869137,false
"Op-19",21,18.72,19.742,1.1691963052,21.3106414504,18.1733585496,false
"Op-2",5,20.64,19.084,1.1897184541,20.6801748025,17.4878251975,false
"Op-2",6,21.27,19.864,1.0559971591,21.2807688591,18.4472311409,false
"Op-2",7,23.11,20.746,1.561451248,22.8409066805,18.6510933195,true
"Op-2",8,21.13,21.088,1.374488996,22.9320704976,19.2439295024,false
"Op-2",9,21.92,21.614,0.9530110178,22.8925984514,20.3354015486,false
"Op-2",10,18.05,21.096,1.8738142918,23.6099856802,18.5820143198,true
"Op-2",11,20.64,20.97,1.8803590083,23.4927663388,18.4472336612,false
"Op-2",12,19.15,20.178,1.5604069982,22.2715056723,18.0844943277,false
"Op-2",13,19.04,19.76,1.5210687032,21.8007278113,17.7192721887,false
"Op-2",14,19.39,19.254,0.9281325336,20.4992204624,18.0087795376,false
"Op-2",15,19.98,19.64,0.6667458286,20.5345333979,18.7454666021,false
"Op-2",16,21.95,19.902,1.2011536122,21.5135166769,18.2904833231,true
"Op-2",17,20.05,20.082,1.1253310624,21.5917900516,18.5722099484,false
"Op-2",18,19.92,20.258,0.9812084386,21.5744292613,18.9415707387,false
"Op-2",19,18.97,20.174,1.0864299333,21.6315987102,18.7164012898,false
"Op-2",20,19.2,20.018,1.1737418796,21.5927399785,18.4432600215,false
"Op-2",21,21.39,19.906,0.9483828341,21.1783890914,18.6336109086,true
"Op-2",22,20.04,19.904,0.948013713,21.1758938635,18.6321061365,false
"Op-2",23,20.31,19.982,0.965541299,21.2774095877,18.6865904123,false
"Op-2",24,19.51,20.09,0.8469651705,21.2263230175,18.9536769825,false
"Op-2",25,19.64,20.178,0.748511857,21.1822340365,19.1737659635,false
"Op-20",5,19.02,19.93,0.9952637841,21.2652864861,18.5947135139,false
"Op-20",6,18.98,19.45,0.6344682813,20.301228524,18.598771476,false
"Op-20",7,20.08,19.372,0.4838078131,20.0210962949,18.7229037051,true
"Op-20",8,19.83,19.516,0.4933862584,20.1779471278,18.8540528722,false
"Op-20",9,19.74,19.53,0.49979996,20.2005520114,18.8594479886,false
"Op-20",10,19.48,19.622,0.4181148168,20.1829598916,19.0610401084,false
"Op-20",11,21.38,20.102,0.7459356541,21.1027776976,19.1012223024,true
"Op-20",12,20.78,20.242,0.8041890325,21.3209328061,19.1630671939,false
"Op-20",13,19.72,20.22,0.8196340647,21.3196544912,19.1203455088,false
"Op-20",14,20.51,20.374,0.7781902081,21.4180517229,19.3299482771,false
"Op-20",15,21.36,20.75,0.6870953355,21.6718351263,19.8281648737,false
"Op-20",16,19.3,20.334,0.8259418866,21.4421173223,19.2258826777,false
"Op-20",17,20.96,20.37,0.8536978388,21.5153558399,19.2246441601,false
"Op-20",18,19.68,20.362,0.8614638704,21.5177750646,19.2062249354,false
"Op-20",19,19.19,20.098,0.9964537119,21.4348829418,18.7611170582,false
"Op-20",20,21.6,20.146,1.0751185981,21.5884229615,18.7035770385,true
"Op-20",21,21.47,20.58,1.0861629712,22.0372405429,19.1227594571,false
"Op-3",5,20.46,20.778,1.062812307,22.2039123395,19.3520876605,false
"Op-3",6,21.36,20.912,1.0908116244,22.3754773657,19.4485226343,false
"Op-3",7,21.22,21.03,1.084573649,22.4851082434,19.5748917566,false
"Op-3",8,22.03,20.934,0.9312249997,22.183369441,19.684630559,false
"Op-3",9,20.78,21.17,0.5988321969,21.9734176996,20.3665823004,false
"Op-3",10,21.71,21.42,0.4768123321,22.0597108722,20.7802891278,false
"Op-3",11,21.62,21.472,0.4827732387,22.1197082677,20.8242917323,false
"Op-3",12,20.51,21.33,0.6506535176,22.2029432971,20.4570567029,false
"Op-3",13,21.06,21.136,0.5215649528,21.8357528135,20.4362471865,false
"Op-3",14,21.3,21.24,0.4832701108,21.8883748916,20.5916251084,false
"Op-3",15,21.25,21.148,0.4095973633,21.6975325286,20.5984674714,false
"Op-3",16,21.52,21.128,0.3823218539,21.6409385928,20.6150614072,false
"Op-3",17,20.33,21.092,0.4563660811,21.704279348,20.479720652,true
"Op-3",18,20.12,20.904,0.6324792487,21.7525599566,20.0554400434,false
"Op-3",19,20.37,20.718,0.6235944195,21.5546397074,19.8813602926,false
"Op-3",20,19.8,20.428,0.6508993778,21.3012731531,19.5547268469,false
"Op-3",21,20.94,20.312,0.4174565846,20.8720767805,19.7519232195,true
"Op-3",22,20.79,20.404,0.4698191141,21.0343284858,19.7736715142,false
"Op-3",23,23.31,21.042,1.3427471839,22.8434843879,19.2405156121,true
"Op-3",24,21.17,21.202,1.289251721,22.9317126929,19.4722873071,false
"Op-3",25,20.54,21.35,1.1193524914,22.8517689569,19.8482310431,false
"Op-3",26,19.51,21.064,1.3982417531,22.9399381653,19.1880618347,false
"Op-3",27,21.17,21.14,1.3899280557,23.0047841698,19.2752158302,false
"Op-3",28,21.39,20.756,0.765493305,21.7830170398,19.7289829602,false
"Op-3",29,20.64,20.65,0.7296917157,21.6289841674,19.6710158326,false
"Op-4",5,20.95,19.21,1.1567411119,20.7619310552,17.6580689448,true
"Op-4",6,19.05,19.082,1.1253310624,20.5917900516,17.5722099484,false
"Op-4",7,18.92,19.258,0.9812084386,20.5744292613,17.9415707387,false
"Op-4",8,17.97,19.174,1.0864299333,20.6315987102,17.7164012898,false
"Op-4",9,18.2,19.018,1.1737418796,20.5927399785,17.4432600215,false
"Op-4",10,20.39,18.906,0.9483828341,20.1783890914,17.6336109086,true
"Op-4",11,19.04,18.904,0.948013713,20.1758938635,17.6321061365,false
"Op-4",12,19.31,18.982,0.965541299,20.2774095877,17.6865904123,false
"Op-4",13,18.51,19.09,0.8469651705,20.2263230175,17.9536769825,false
"Op-4",14,18.64,19.178,0.748511857,20.1822340365,18.1737659635,false
"Op-4",15,19.69,19.038,0.4838078131,19.6870962949,18.3889037051,true
"Op-4",16,19.63,19.156,0.5516158083,19.8960702669,18.4159297331,false
"Op-4",17,21.51,19.596,1.200699796,21.2069078186,17.9850921814,true
"Op-4",18,18.6,19.614,1.1808598562,21.1982897462,18.0297102538,false
"Op-4",19,19.46,19.778,1.062812307,21.2039123395,18.3520876605,false
"Op-4",20,20.36,19.912,1.0908116244,21.3754773657,18.4485226343,false
"Op-4",21,20.22,20.03,1.084573649,21.4851082434,18.5748917566,false
"Op-5",5,22.17,20.43,1.1567411119,21.9819310552,18.8780689448,true
"Op-5",6,20.27,20.302,1.1253310624,21.8117900516,18.7922099484,false
"Op-5",7,20.14,20.478,0.9812084386,21.7944292613,19.1615707387,false
"Op-5",8,19.19,20.394,1.0864299333,21.8515987102,18.9364012898,false
"Op-5",9,19.42,20.238,1.1737418796,21.8127399785,18.6632600215,false
"Op-5",10,21.61,20.126,0.9483828341,21.3983890914,18.8536109086,true
"Op-5",11,20.26,20.124,0.948013713,21.3958938635,18.8521061365,false
"Op-5",12,20.53,20.202,0.965541299,21.4974095877,18.9065904123,false
"Op-5",13,19.73,20.31,0.8469651705,21.4463230175,19.1736769825,false
"Op-5",14,19.86,20.398,0.748511857,21.4022340365,19.3937659635,false
"Op-5",15,20.91,20.258,0.4838078131,20.9070962949,19.6089037051,true
"Op-5",16,20.85,20.376,0.5516158083,21.1160702669,19.6359297331,false
"Op-5",17,22.73,20.816,1.200699796,22.4269078186,19.2050921814,true
"Op-5",18,19.82,20.834,1.1808598562,22.4182897462,19.2497102538,false
"Op-5",19,20.68,20.998,1.062812307,22.4239123395,19.5720876605,false
"Op-5",20,21.58,21.132,1.0908116244,22.5954773657,19.6685226343,false
"Op-5",21,21.44,21.25,1.084573649,22.7051082434,19.7948917566,false
"Op-5",22,22.13,21.13,0.8968277427,22.333220678,19.926779322,false
"Op-5",23,20.48,21.262,0.6775839431,22.1710742544,20.3529257456,false
"Op-5",24,20.83,21.292,0.6480509239,22.1614515513,20.4225484487,false
"Op-5",25,21.42,21.26,0.6340741282,22.110699712,20.409300288,false
"Op-5",26,23.39,21.65,1.1567411119,23.2019310552,20.0980689448,true
"Op-5",27,21.49,21.522,1.1253310624,23.0317900516,20.0122099484,false
"Op-5",28,21.36,21.698,0.9812084386,23.0144292613,20.3815707387,false
"Op-5",29,20.41,21.614,1.0864299333,23.0715987102,20.1564012898,false
"Op-5",30,20.64,21.458,1.1737418796,23.0327399785,19.8832600215,false
"Op-5",31,22.83,21.346,0.9483828341,22.6183890914,20.0736109086,true
"Op-5",32,21.48,21.344,0.948013713,22.6158938635,20.0721061365,false
"Op-5",33,21.75,21.422,0.965541299,22.7174095877,20.1265904123,false
"Op-6",5,20.79,20.42,0.3290136775,20.8614181691,19.9785818309,false
"Op-6",6,20.3,20.476,0.2606338428,20.8256769938,20.1263230062,false
"Op-6",7,20.02,20.39,0.3324154028,20.8359820624,19.9440179376,false
"Op-6",8,20.28,20.414,0.315562989,20.8373721767,19.9906278233,false
"Op-6",9,20.23,20.324,0.2832490071,20.7040184206,19.9439815794,false
"Op-6",10,20.32,20.23,0.1220655562,20.3937681288,20.0662318712,false
"Op-6",11,20.81,20.332,0.2911528808,20.72262258,19.94137742,true
"Op-6",12,20.27,20.382,0.2413917977,20.7058610813,20.0581389187,false
"Op-6",13,20.38,20.402,0.2348829496,20.7171285452,20.0868714548,false
"Op-6",14,20.71,20.498,0.2448877294,20.8265513658,20.1694486342,false
"Op-6",15,20.96,20.626,0.291427521,21.0169910485,20.2350089515,false
"Op-6",16,20.98,20.66,0.3261134772,21.097527142,20.222472858,false
"Op-6",17,20.21,20.648,0.3446302366,21.1103699817,20.1856300183,false
"Op-6",18,20.43,20.658,0.3355145302,21.1081399782,20.2078600218,false
"Op-7",5,18.66,19.414,0.5914220151,20.2074758976,18.6205241024,false
"Op-7",6,21.19,19.75,0.9974467404,21.0882152293,18.4117847707,true
"Op-7",7,20.76,19.854,1.0846105292,21.3091577234,18.3988422766,false
"Op-7",8,21.43,20.324,1.1710806975,21.895169628,18.752830372,false
"Op-7",9,19.29,20.266,1.2231639301,21.9070466173,18.6249533827,false
"Op-7",10,21.98,20.93,1.0171774673,22.2946867772,19.5653132228,false
"Op-7",11,21.32,20.956,1.0270978532,22.3339963715,19.5780036285,false
"Op-7",12,19.2,20.644,1.3017411417,22.3904690092,18.8975309908,false
"Op-7",13,19.87,20.332,1.2522659462,22.012091069,18.651908931,false
"Op-7",14,18.63,20.2,1.4139130101,22.0969633629,18.3030366371,false
"Op-7",15,21.06,20.016,1.1617357703,21.5746320926,18.4573679074,false
"Op-7",16,19.75,19.702,0.9049696127,20.916144143,18.487855857,false
"Op-7",17,19.44,19.75,0.8776388779,20.9274761144,18.5725238856,false
"Op-7",18,18.61,19.498,1.0060665982,20.8477799821,18.1482200179,false
"Op-7",19,19,19.572,0.9375339994,20.8298338523,18.3141661477,false
"Op-7",20,20.6,19.48,0.7609533494,20.5009260502,18.4590739498,true
