"index","Store_ID","Date","Dept","Weekly_Sales"
127,1,"2010-02-12T00:00:00.000",35,2420
128,1,"2010-02-12T00:00:00.000",52,2728.58
129,1,"2010-02-12T00:00:00.000",95,111390.36
130,1,"2010-02-12T00:00:00.000",30,5328.5
131,1,"2010-02-12T00:00:00.000",12,8654.07
132,1,"2010-02-12T00:00:00.000",41,924.53
133,1,"2010-02-12T00:00:00.000",2,44682.74
134,1,"2010-02-12T00:00:00.000",37,3450.68
135,1,"2010-02-12T00:00:00.000",56,2849.12
136,1,"2010-02-12T00:00:00.000",90,79455.64
137,1,"2010-02-12T00:00:00.000",1,46039.49
138,1,"2010-02-12T00:00:00.000",31,3228.96
139,1,"2010-02-12T00:00:00.000",16,11873.89
140,1,"2010-02-12T00:00:00.000",18,19006.5
141,1,"2010-02-12T00:00:00.000",20,3697.7
142,1,"2010-02-12T00:00:00.000",67,17614.47
143,1,"2010-02-12T00:00:00.000",92,143081.42
144,1,"2010-02-12T00:00:00.000",72,79636.32
145,1,"2010-02-19T00:00:00.000",3,11523.47
146,1,"2010-02-19T00:00:00.000",93,62581.64
147,1,"2010-02-19T00:00:00.000",8,38717.6
148,1,"2010-02-19T00:00:00.000",7,19985.2
149,1,"2010-02-19T00:00:00.000",51,52.88
150,1,"2010-02-19T00:00:00.000",85,6517.55
151,1,"2010-02-19T00:00:00.000",97,31585.78
152,1,"2010-02-19T00:00:00.000",13,37857.68
153,1,"2010-02-19T00:00:00.000",6,6060.26
154,1,"2010-02-19T00:00:00.000",45,22.94
155,1,"2010-02-19T00:00:00.000",79,34141.62
156,1,"2010-02-19T00:00:00.000",80,15918.98
157,1,"2010-02-19T00:00:00.000",98,12087.95
158,1,"2010-02-19T00:00:00.000",59,1530.41
159,1,"2010-02-19T00:00:00.000",25,10271.25
160,1,"2010-02-19T00:00:00.000",28,1012.09
161,1,"2010-02-19T00:00:00.000",87,33593.8
162,1,"2010-02-19T00:00:00.000",58,3131
163,1,"2010-02-19T00:00:00.000",29,7966.55
164,1,"2010-02-19T00:00:00.000",17,13485.61
165,1,"2010-02-19T00:00:00.000",24,7366.7
166,1,"2010-02-19T00:00:00.000",56,3246.57
167,1,"2010-02-19T00:00:00.000",38,98672.59
168,1,"2010-02-19T00:00:00.000",21,8949.67
169,1,"2010-02-19T00:00:00.000",74,13917.2
170,1,"2010-02-19T00:00:00.000",5,26468.27
171,1,"2010-02-19T00:00:00.000",81,28784.91
172,1,"2010-02-19T00:00:00.000",83,9080.26
173,1,"2010-02-19T00:00:00.000",4,36826.95
174,1,"2010-02-19T00:00:00.000",32,20275.45
175,1,"2010-02-19T00:00:00.000",14,17491.36
176,1,"2010-02-19T00:00:00.000",9,15880.85
177,1,"2010-02-19T00:00:00.000",52,3356.66
178,1,"2010-02-19T00:00:00.000",31,2652
179,1,"2010-02-19T00:00:00.000",42,8423.87
180,1,"2010-02-19T00:00:00.000",33,7611.35
181,1,"2010-02-19T00:00:00.000",71,3357
182,1,"2010-02-19T00:00:00.000",47,-863
183,1,"2010-02-19T00:00:00.000",55,17404.53
184,1,"2010-02-19T00:00:00.000",16,13855.54
185,1,"2010-02-19T00:00:00.000",44,4401.78
186,1,"2010-02-19T00:00:00.000",2,47928.89
187,1,"2010-02-19T00:00:00.000",18,17623.72
188,1,"2010-02-19T00:00:00.000",35,2176
189,1,"2010-02-19T00:00:00.000",94,72212.32
190,1,"2010-02-19T00:00:00.000",40,68569.53
191,1,"2010-02-19T00:00:00.000",49,16736.17
192,1,"2010-02-19T00:00:00.000",1,41595.55
193,1,"2010-02-19T00:00:00.000",11,18706.21
194,1,"2010-02-19T00:00:00.000",82,20195.2
195,1,"2010-02-19T00:00:00.000",36,595
196,1,"2010-02-19T00:00:00.000",19,1722.17
197,1,"2010-02-19T00:00:00.000",46,22414.94
198,1,"2010-02-19T00:00:00.000",30,5735
199,1,"2010-02-19T00:00:00.000",10,29634.13
200,1,"2010-02-19T00:00:00.000",54,616
201,1,"2010-02-19T00:00:00.000",41,1206.88
202,1,"2010-02-19T00:00:00.000",37,3203.31
203,1,"2010-02-19T00:00:00.000",34,13006.5
204,1,"2010-02-19T00:00:00.000",26,10547.6
205,1,"2010-02-19T00:00:00.000",72,72377.79
206,1,"2010-02-19T00:00:00.000",23,21381.85
207,1,"2010-02-19T00:00:00.000",91,63011.44
208,1,"2010-02-19T00:00:00.000",22,12290.16
209,1,"2010-02-19T00:00:00.000",27,2494.5
210,1,"2010-02-19T00:00:00.000",90,76091.36
211,1,"2010-02-19T00:00:00.000",95,107952.07
212,1,"2010-02-19T00:00:00.000",92,135066.75
213,1,"2010-02-19T00:00:00.000",60,1020.8
214,1,"2010-02-19T00:00:00.000",20,4719.89
215,1,"2010-02-19T00:00:00.000",67,16411.69
216,1,"2010-02-19T00:00:00.000",48,354
217,1,"2010-02-19T00:00:00.000",12,9165.98
218,1,"2010-02-26T00:00:00.000",79,33309.85
219,1,"2010-02-26T00:00:00.000",49,16245.13
220,1,"2010-02-26T00:00:00.000",98,10871.74
221,1,"2010-02-26T00:00:00.000",8,35318.2
222,1,"2010-02-26T00:00:00.000",32,8146.57
223,1,"2010-02-26T00:00:00.000",17,10667.06
224,1,"2010-02-26T00:00:00.000",3,11135.17
225,1,"2010-02-26T00:00:00.000",93,57630.02
226,1,"2010-02-26T00:00:00.000",24,5630.82
227,1,"2010-02-26T00:00:00.000",85,5622.63
228,1,"2010-02-26T00:00:00.000",55,16708.1
229,1,"2010-02-26T00:00:00.000",58,4356
230,1,"2010-02-26T00:00:00.000",28,986.07
231,1,"2010-02-26T00:00:00.000",18,545.02
232,1,"2010-02-26T00:00:00.000",83,6627.3
233,1,"2010-02-26T00:00:00.000",6,5244.56
234,1,"2010-02-26T00:00:00.000",59,1126.68
235,1,"2010-02-26T00:00:00.000",45,45.41
236,1,"2010-02-26T00:00:00.000",34,12005
237,1,"2010-02-26T00:00:00.000",13,37467.32
238,1,"2010-02-26T00:00:00.000",5,24101.89
239,1,"2010-02-26T00:00:00.000",38,92755.59
240,1,"2010-02-26T00:00:00.000",74,13330.89
241,1,"2010-02-26T00:00:00.000",2,44292.87
242,1,"2010-02-26T00:00:00.000",4,34660.16
243,1,"2010-02-26T00:00:00.000",25,10218.67
244,1,"2010-02-26T00:00:00.000",7,17224.22
245,1,"2010-02-26T00:00:00.000",40,64328.29
246,1,"2010-02-26T00:00:00.000",97,28457.31
247,1,"2010-02-26T00:00:00.000",33,4814.66
248,1,"2010-02-26T00:00:00.000",52,2287.01
249,1,"2010-02-26T00:00:00.000",19,1655.32
250,1,"2010-02-26T00:00:00.000",36,506
251,1,"2010-02-26T00:00:00.000",23,17798.37
252,1,"2010-02-26T00:00:00.000",82,19023.33
253,1,"2010-02-26T00:00:00.000",44,3864.43
254,1,"2010-02-26T00:00:00.000",16,12881.02
255,1,"2010-02-26T00:00:00.000",35,2029.9
256,1,"2010-02-26T00:00:00.000",51,4.16
257,1,"2010-02-26T00:00:00.000",29,4972.65
258,1,"2010-02-26T00:00:00.000",87,32299.49
259,1,"2010-02-26T00:00:00.000",26,8541.14
260,1,"2010-02-26T00:00:00.000",56,2598.65
261,1,"2010-02-26T00:00:00.000",11,17306.61
262,1,"2010-02-26T00:00:00.000",31,2665.75
263,1,"2010-02-26T00:00:00.000",10,27921.96
264,1,"2010-02-26T00:00:00.000",21,8592.42
265,1,"2010-02-26T00:00:00.000",30,3614.48
266,1,"2010-02-26T00:00:00.000",27,1666.75
267,1,"2010-02-26T00:00:00.000",94,55501.07
268,1,"2010-02-26T00:00:00.000",41,885.27
269,1,"2010-02-26T00:00:00.000",80,15673.94
270,1,"2010-02-26T00:00:00.000",9,15175.52
271,1,"2010-02-26T00:00:00.000",91,57335.17
272,1,"2010-02-26T00:00:00.000",60,959.2
273,1,"2010-02-26T00:00:00.000",1,19403.54
274,1,"2010-02-26T00:00:00.000",42,7039.85
275,1,"2010-02-26T00:00:00.000",14,16118.26
276,1,"2010-02-26T00:00:00.000",95,103652.58
277,1,"2010-02-26T00:00:00.000",46,18099.75
278,1,"2010-02-26T00:00:00.000",81,28213.79
279,1,"2010-02-26T00:00:00.000",72,55590.73
280,1,"2010-02-26T00:00:00.000",48,357
281,1,"2010-02-26T00:00:00.000",37,2474.99
282,1,"2010-02-26T00:00:00.000",90,71718.48
283,1,"2010-02-26T00:00:00.000",71,3944.5
284,1,"2010-02-26T00:00:00.000",54,209
285,1,"2010-02-26T00:00:00.000",67,5905.14
286,1,"2010-02-26T00:00:00.000",20,4007.94
287,1,"2010-02-26T00:00:00.000",22,9295.78
288,1,"2010-02-26T00:00:00.000",92,125048.08
289,1,"2010-02-26T00:00:00.000",12,9015.37
290,1,"2010-03-05T00:00:00.000",85,4027.52
291,1,"2010-03-05T00:00:00.000",8,38776.09
292,1,"2010-03-05T00:00:00.000",79,42931.77
293,1,"2010-03-05T00:00:00.000",33,6214.6
294,1,"2010-03-05T00:00:00.000",28,1002.2
295,1,"2010-03-05T00:00:00.000",98,10903.65
296,1,"2010-03-05T00:00:00.000",3,12275.58
297,1,"2010-03-05T00:00:00.000",25,10345.5
298,1,"2010-03-05T00:00:00.000",18,634.61
299,1,"2010-03-05T00:00:00.000",32,9907.51
300,1,"2010-03-05T00:00:00.000",5,23082.14
301,1,"2010-03-05T00:00:00.000",82,19974.91
302,1,"2010-03-05T00:00:00.000",31,2595.8
303,1,"2010-03-05T00:00:00.000",36,648
304,1,"2010-03-05T00:00:00.000",6,4221.25
305,1,"2010-03-05T00:00:00.000",21,8275.44
306,1,"2010-03-05T00:00:00.000",7,19659.7
307,1,"2010-03-05T00:00:00.000",83,8840
308,1,"2010-03-05T00:00:00.000",93,63550.08
309,1,"2010-03-05T00:00:00.000",16,17129.81
310,1,"2010-03-05T00:00:00.000",45,74.35
311,1,"2010-03-05T00:00:00.000",49,16445.28
312,1,"2010-03-05T00:00:00.000",58,5796
313,1,"2010-03-05T00:00:00.000",1,21827.9
314,1,"2010-03-05T00:00:00.000",24,6885.9
315,1,"2010-03-05T00:00:00.000",11,19082.9
316,1,"2010-03-05T00:00:00.000",56,5298.62
317,1,"2010-03-05T00:00:00.000",59,1275.29
318,1,"2010-03-05T00:00:00.000",38,108282.86
319,1,"2010-03-05T00:00:00.000",51,27.92
320,1,"2010-03-05T00:00:00.000",44,4465.33
321,1,"2010-03-05T00:00:00.000",2,48397.98
322,1,"2010-03-05T00:00:00.000",10,33299.27
323,1,"2010-03-05T00:00:00.000",29,5306.7
324,1,"2010-03-05T00:00:00.000",80,15680.71
325,1,"2010-03-05T00:00:00.000",97,31576.47
326,1,"2010-03-05T00:00:00.000",26,8772.65
327,1,"2010-03-05T00:00:00.000",42,9701.14
328,1,"2010-03-05T00:00:00.000",52,3212.82
329,1,"2010-03-05T00:00:00.000",91,62755.71
330,1,"2010-03-05T00:00:00.000",20,4215.67
331,1,"2010-03-05T00:00:00.000",23,18993.69
332,1,"2010-03-05T00:00:00.000",81,29957.47
333,1,"2010-03-05T00:00:00.000",30,4360.5
334,1,"2010-03-05T00:00:00.000",95,112807.75
335,1,"2010-03-05T00:00:00.000",34,12571.5
336,1,"2010-03-05T00:00:00.000",4,38086.19
337,1,"2010-03-05T00:00:00.000",90,78081.85
338,1,"2010-03-05T00:00:00.000",17,12657.65
339,1,"2010-03-05T00:00:00.000",72,65525.74
340,1,"2010-03-05T00:00:00.000",14,18268.78
341,1,"2010-03-05T00:00:00.000",78,12
342,1,"2010-03-05T00:00:00.000",60,1371
343,1,"2010-03-05T00:00:00.000",13,40423.95
344,1,"2010-03-05T00:00:00.000",40,67000.83
345,1,"2010-03-05T00:00:00.000",74,13824.33
346,1,"2010-03-05T00:00:00.000",27,1467.5
347,1,"2010-03-05T00:00:00.000",9,24064.7
348,1,"2010-03-05T00:00:00.000",46,20565.45
349,1,"2010-03-05T00:00:00.000",41,1405.96
350,1,"2010-03-05T00:00:00.000",35,2752
351,1,"2010-03-05T00:00:00.000",12,10239.06
352,1,"2010-03-05T00:00:00.000",48,771
353,1,"2010-03-05T00:00:00.000",87,30800.98
354,1,"2010-03-05T00:00:00.000",22,8219.49
355,1,"2010-03-05T00:00:00.000",55,16120.04
356,1,"2010-03-05T00:00:00.000",19,1556.65
357,1,"2010-03-05T00:00:00.000",54,198.97
358,1,"2010-03-05T00:00:00.000",71,3010
359,1,"2010-03-05T00:00:00.000",92,132945.44
360,1,"2010-03-05T00:00:00.000",67,6519.39
361,1,"2010-03-05T00:00:00.000",37,3647.82
362,1,"2010-03-05T00:00:00.000",94,59201.37
363,1,"2010-03-12T00:00:00.000",42,8336.82
364,1,"2010-03-12T00:00:00.000",85,4098.27
365,1,"2010-03-12T00:00:00.000",83,6483.01
366,1,"2010-03-12T00:00:00.000",18,1275.08
367,1,"2010-03-12T00:00:00.000",3,10123.45
368,1,"2010-03-12T00:00:00.000",25,10705.75
369,1,"2010-03-12T00:00:00.000",97,31197.12
370,1,"2010-03-12T00:00:00.000",33,5666.25
371,1,"2010-03-12T00:00:00.000",4,32668.67
372,1,"2010-03-12T00:00:00.000",28,838.67
373,1,"2010-03-12T00:00:00.000",81,29272.13
374,1,"2010-03-12T00:00:00.000",2,43751.94
375,1,"2010-03-12T00:00:00.000",6,5619
376,1,"2010-03-12T00:00:00.000",51,14.79
377,1,"2010-03-12T00:00:00.000",80,14708.62
378,1,"2010-03-12T00:00:00.000",29,3841.96
379,1,"2010-03-12T00:00:00.000",58,3485
380,1,"2010-03-12T00:00:00.000",7,21529.14
381,1,"2010-03-12T00:00:00.000",79,31669.24
382,1,"2010-03-12T00:00:00.000",31,2103.34
383,1,"2010-03-12T00:00:00.000",56,8773.81
384,1,"2010-03-12T00:00:00.000",1,21043.39
385,1,"2010-03-12T00:00:00.000",38,98175.35
386,1,"2010-03-12T00:00:00.000",45,29.97
387,1,"2010-03-12T00:00:00.000",5,21498.92
388,1,"2010-03-12T00:00:00.000",72,45046.81
389,1,"2010-03-12T00:00:00.000",41,1072.8
390,1,"2010-03-12T00:00:00.000",16,23766.82
391,1,"2010-03-12T00:00:00.000",98,10819.46
392,1,"2010-03-12T00:00:00.000",95,112048.41
393,1,"2010-03-12T00:00:00.000",49,13267.5
394,1,"2010-03-12T00:00:00.000",82,18201.88
395,1,"2010-03-12T00:00:00.000",91,63668.62
396,1,"2010-03-12T00:00:00.000",36,891
397,1,"2010-03-12T00:00:00.000",20,6476.41
398,1,"2010-03-12T00:00:00.000",59,1069.23
399,1,"2010-03-12T00:00:00.000",52,2492.52
400,1,"2010-03-12T00:00:00.000",55,14410.07
401,1,"2010-03-12T00:00:00.000",30,3021.5
402,1,"2010-03-12T00:00:00.000",27,1130
403,1,"2010-03-12T00:00:00.000",32,6938.45
404,1,"2010-03-12T00:00:00.000",46,18114.67
405,1,"2010-03-12T00:00:00.000",17,12793.17
406,1,"2010-03-12T00:00:00.000",94,61326.35
407,1,"2010-03-12T00:00:00.000",24,5396.96
408,1,"2010-03-12T00:00:00.000",14,15331.75
409,1,"2010-03-12T00:00:00.000",54,239
410,1,"2010-03-12T00:00:00.000",22,10372.48
411,1,"2010-03-12T00:00:00.000",71,2566.58
412,1,"2010-03-12T00:00:00.000",11,17864.32
413,1,"2010-03-12T00:00:00.000",93,63593.12
414,1,"2010-03-12T00:00:00.000",23,17426.63
415,1,"2010-03-12T00:00:00.000",9,25605.58
416,1,"2010-03-12T00:00:00.000",10,28208
417,1,"2010-03-12T00:00:00.000",60,906.4
418,1,"2010-03-12T00:00:00.000",44,4914.41
419,1,"2010-03-12T00:00:00.000",8,34342.64
420,1,"2010-03-12T00:00:00.000",26,7877.4
421,1,"2010-03-12T00:00:00.000",13,35833.07
422,1,"2010-03-12T00:00:00.000",92,124418.65
423,1,"2010-03-12T00:00:00.000",87,18911.79
424,1,"2010-03-12T00:00:00.000",48,608
425,1,"2010-03-12T00:00:00.000",40,59799.42
426,1,"2010-03-12T00:00:00.000",74,12253.4
427,1,"2010-03-12T00:00:00.000",19,1742.14
428,1,"2010-03-12T00:00:00.000",35,2926
429,1,"2010-03-12T00:00:00.000",47,-698
430,1,"2010-03-12T00:00:00.000",12,12386.15
431,1,"2010-03-12T00:00:00.000",34,11709
432,1,"2010-03-12T00:00:00.000",21,7785.3
433,1,"2010-03-12T00:00:00.000",67,6759.29
434,1,"2010-03-12T00:00:00.000",90,73943.62
435,1,"2010-03-12T00:00:00.000",37,3053.13
436,1,"2010-03-19T00:00:00.000",32,6175.31
437,1,"2010-03-19T00:00:00.000",59,1133.2
438,1,"2010-03-19T00:00:00.000",18,2303.36
439,1,"2010-03-19T00:00:00.000",51,12.94
440,1,"2010-03-19T00:00:00.000",30,3822.5
441,1,"2010-03-19T00:00:00.000",42,9019.85
442,1,"2010-03-19T00:00:00.000",24,4519.82
443,1,"2010-03-19T00:00:00.000",28,806.03
444,1,"2010-03-19T00:00:00.000",20,4458.06
445,1,"2010-03-19T00:00:00.000",3,9001.37
446,1,"2010-03-19T00:00:00.000",2,43615.49
447,1,"2010-03-19T00:00:00.000",16,41742.21
448,1,"2010-03-19T00:00:00.000",81,30287.91
449,1,"2010-03-19T00:00:00.000",29,5406.4
450,1,"2010-03-19T00:00:00.000",56,11836.32
451,1,"2010-03-19T00:00:00.000",58,3380
452,1,"2010-03-19T00:00:00.000",79,32604.49
453,1,"2010-03-19T00:00:00.000",31,2254.44
454,1,"2010-03-19T00:00:00.000",97,31733.15
455,1,"2010-03-19T00:00:00.000",33,6811.15
456,1,"2010-03-19T00:00:00.000",41,1005.76
457,1,"2010-03-19T00:00:00.000",52,2947.03
458,1,"2010-03-19T00:00:00.000",80,15871.19
459,1,"2010-03-19T00:00:00.000",27,1214
460,1,"2010-03-19T00:00:00.000",49,11201
461,1,"2010-03-19T00:00:00.000",1,22136.64
462,1,"2010-03-19T00:00:00.000",14,12738.78
463,1,"2010-03-19T00:00:00.000",72,41069.55
464,1,"2010-03-19T00:00:00.000",36,937
465,1,"2010-03-19T00:00:00.000",7,22711.59
466,1,"2010-03-19T00:00:00.000",45,8.5
467,1,"2010-03-19T00:00:00.000",38,71165.72
468,1,"2010-03-19T00:00:00.000",55,14590.87
469,1,"2010-03-19T00:00:00.000",13,36807.21
470,1,"2010-03-19T00:00:00.000",23,20132.03
471,1,"2010-03-19T00:00:00.000",95,117716.13
472,1,"2010-03-19T00:00:00.000",44,3680.66
473,1,"2010-03-19T00:00:00.000",4,34118.11
474,1,"2010-03-19T00:00:00.000",26,7923.66
475,1,"2010-03-19T00:00:00.000",98,11323.78
476,1,"2010-03-19T00:00:00.000",22,9338.09
477,1,"2010-03-19T00:00:00.000",54,83
478,1,"2010-03-19T00:00:00.000",92,127434.37
479,1,"2010-03-19T00:00:00.000",17,11097.8
480,1,"2010-03-19T00:00:00.000",82,18348.98
481,1,"2010-03-19T00:00:00.000",19,1881.91
482,1,"2010-03-19T00:00:00.000",21,7829.35
483,1,"2010-03-19T00:00:00.000",93,62781.44
484,1,"2010-03-19T00:00:00.000",74,11792.55
485,1,"2010-03-19T00:00:00.000",83,6226.01
486,1,"2010-03-19T00:00:00.000",25,12213.5
487,1,"2010-03-19T00:00:00.000",9,33367.99
488,1,"2010-03-19T00:00:00.000",94,64718.53
489,1,"2010-03-19T00:00:00.000",11,19738.42
490,1,"2010-03-19T00:00:00.000",60,677.6
491,1,"2010-03-19T00:00:00.000",48,467
492,1,"2010-03-19T00:00:00.000",71,2445.91
493,1,"2010-03-19T00:00:00.000",6,4906.05
494,1,"2010-03-19T00:00:00.000",40,57384.35
495,1,"2010-03-19T00:00:00.000",46,18317.46
496,1,"2010-03-19T00:00:00.000",85,4072.67
497,1,"2010-03-19T00:00:00.000",34,13394
498,1,"2010-03-19T00:00:00.000",91,63250.87
499,1,"2010-03-19T00:00:00.000",12,12917.55
500,1,"2010-03-19T00:00:00.000",10,33731.81
501,1,"2010-03-19T00:00:00.000",90,76760.92
502,1,"2010-03-19T00:00:00.000",87,28002.01
503,1,"2010-03-19T00:00:00.000",37,2915.9
504,1,"2010-03-19T00:00:00.000",8,34188.52
505,1,"2010-03-19T00:00:00.000",5,22632.57
506,1,"2010-03-19T00:00:00.000",35,2861
507,1,"2010-03-19T00:00:00.000",67,6514.45
508,1,"2010-03-26T00:00:00.000",51,19.54
509,1,"2010-03-26T00:00:00.000",79,29223.39
510,1,"2010-03-26T00:00:00.000",4,33872.07
511,1,"2010-03-26T00:00:00.000",27,1211
512,1,"2010-03-26T00:00:00.000",55,11836.92
513,1,"2010-03-26T00:00:00.000",45,10
514,1,"2010-03-26T00:00:00.000",58,3437
515,1,"2010-03-26T00:00:00.000",24,4618.27
516,1,"2010-03-26T00:00:00.000",33,4708.77
517,1,"2010-03-26T00:00:00.000",20,4195.7
518,1,"2010-03-26T00:00:00.000",29,3520.75
519,1,"2010-03-26T00:00:00.000",3,10366.85
520,1,"2010-03-26T00:00:00.000",97,30294.48
521,1,"2010-03-26T00:00:00.000",31,1945.42
522,1,"2010-03-26T00:00:00.000",17,8900.01
523,1,"2010-03-26T00:00:00.000",44,4014.61
524,1,"2010-03-26T00:00:00.000",91,55614.69
525,1,"2010-03-26T00:00:00.000",16,26679.52
526,1,"2010-03-26T00:00:00.000",25,13876.5
527,1,"2010-03-26T00:00:00.000",2,41892.55
528,1,"2010-03-26T00:00:00.000",23,19105.92
