id,price
1147333,171.0
23407253,45.0
19457160,43.0
31410158,55.0
27099559,19.0
19754369,235.0
26364987,32.0
18867574,29.0
12824656,420.0
5068436,30.0
24929992,70.0
21971570,67.0
384867,20.0
23417850,19.0
15045446,400.0
8822045,184.0
34769697,45.0
32175691,62.0
33446020,40.0
32337657,50.0
13619890,20.0
28929201,47.0
11197896,90.0
11570056,200.0
26799970,55.0
30116216,160.0
27628116,30.0
31780495,110.0
22062827,5000.0
23103203,45.0
3717736,29.0
4543168,150.0
35135727,20.0
11060526,30.0
18918154,42.0
32666721,43.0
20567444,70.0
20129351,200.0
12026510,68.0
36189634,39.0
9725761,46.0
31323484,32.0
27959070,39.0
35611103,100.0
32210550,210.0
26405231,67.0
34302430,100.0
35504933,37.0
33397395,33.0
6564270,25.0
33471168,30.0
5289980,50.0
33308942,60.0
17855356,55.0
6530907,45.0
29356880,25.0
6036838,85.0
28383123,45.0
31281199,2000.0
34681976,150.0
22666588,150.0
2170203,95.0
36093555,125.0
32205314,47.0
4150077,55.0
12077799,40.0
34855697,150.0
26652210,51.0
33736772,47.0
35678814,138.0
7045286,199.0
30361640,140.0
30944927,40.0
34490650,35.0
14408791,34.0
17985065,50.0
22874043,120.0
22952251,350.0
27270167,140.0
6699732,98.0
17050247,100.0
31281868,48.0
25447266,20.0
28825707,200.0
11274675,87.0
19259536,32.0
10009907,48.0
35865713,30.0
31574768,19.0
25613933,75.0
3072349,77.0
32520709,143.0
24504672,50.0
4131945,26.0
11231441,178.0
35139644,200.0
6183651,59.0
32118745,80.0
35992108,77.0
8414793,1000.0
15063931,260.0
2245066,120.0
26147794,120.0
32886768,110.0
13991865,145.0
24797878,240.0
21733464,100.0
36368243,40.0
14896116,37.0
23055996,30.0
30003938,19.0
34650147,32.0
4079030,130.0
33822401,89.0
36399948,46.0
3000464,60.0
34782185,48.0
36448104,32.0
8253250,20.0
29694813,87.0
35223105,31.0
1618509,35.0
24323698,72.0
10237654,295.0
19336825,35.0
29255512,40.0
32881811,65.0
24448294,141.0
7172379,38.0
2082868,86.0
27293948,350.0
4691491,99.0
26269401,99.0
19048512,55.0
19511931,90.0
20327351,28.0
23100847,50.0
10988342,51.0
30952851,300.0
1199380,169.0
1018050,38.0
1304470,50.0
23974236,50.0
35802819,69.0
3255276,119.0
20647205,59.0
35727150,110.0
23114905,188.0
35417168,18.0
30947869,100.0
33598498,51.0
31505380,57.0
17746983,50.0
34226482,48.0
34732633,100.0
10724048,600.0
19133598,140.0
20492711,175.0
35493921,50.0
23986343,55.0
33234027,45.0
12929622,20.0
34586908,22.0
13991325,30.0
36219689,81.0
2974139,95.0
18420309,12.0
32544608,185.0
30553058,5000.0
21907428,138.0
34078248,220.0
25775053,50.0
30728309,15.0
27646929,119.0
23430603,135.0
36553860,45.0
13187166,40.0
4161341,40.0
17939993,29.0
13522581,30.0
5053322,350.0
14041469,330.0
482801,21.0
24929443,70.0
26120851,49.0
25908691,79.0
32885749,72.0
36288321,62.0
21847265,36.0
36110868,266.0
4377798,69.0
3281680,79.0
2048590,81.0
11997102,30.0
22836980,62.0
12807518,28.0
19204015,25.0
24305496,50.0
15863206,120.0
31791941,157.0
3244036,136.0
30730071,50.0
36053380,50.0
34309079,250.0
568129,45.0
24483048,50.0
24933903,90.0
35156342,70.0
33095262,43.0
19867981,300.0
6418336,27.0
29673130,164.0
33617554,200.0
25565164,40.0
30843660,160.0
10915862,180.0
33894523,40.0
3097541,77.0
25914300,55.0
8350579,255.0
27151636,75.0
26213338,53.0
13310197,23.0
17580139,130.0
29208926,50.0
34930713,142.0
8806993,5000.0
18341627,25.0
3355596,29.0
36342704,80.0
15608461,207.0
17584727,140.0
1905000,56.0
15737782,290.0
26025302,110.0
21957868,50.0
30971260,30.0
8586053,58.0
31329380,45.0
21890364,150.0
234375,105.0
32347761,300.0
35865600,167.0
20824583,30.0
272282,290.0
30140705,85.0
29847064,70.0
28004169,24.0
18280255,150.0
2070094,140.0
1071787,26.0
23468150,80.0
16677483,70.0
30706361,54.0
265607,175.0
12824126,120.0
17584746,115.0
34439707,45.0
21574393,22.0
6700334,35.0
28573063,54.0
3381495,38.0
22537657,130.0
36087061,30.0
13277953,38.0
19849434,400.0
19053950,25.0
18785667,37.0
33834203,90.0
2218283,28.0
35761584,60.0
2005972,90.0
32938996,35.0
21721990,138.0
30925813,129.0
15827477,78.0
24326739,50.0
36544191,100.0
32561544,264.0
35059046,133.0
19035997,70.0
35559747,39.0
117010,220.0
21364614,44.0
2706462,120.0
26883321,75.0
3659886,45.0
32797126,109.0
23099156,25.0
11561142,44.0
34560615,59.0
24238187,179.0
6962648,79.0
36436394,140.0
31641463,62.0
2077178,70.0
36303627,35.0
35243637,67.0
26656449,37.0
22264905,20.0
23681584,85.0
34378699,19.0
16233656,55.0
36138896,40.0
5046602,65.0
29670802,30.0
4970465,139.0
2111495,28.0
18436222,40.0
33329569,8000.0
3454239,279.0
19342564,51.0
5053669,50.0
35118858,16.0
3109814,200.0
31489964,40.0
15095736,65.0
33002714,49.0
17512675,80.0
605186,120.0
26408438,14.0
1094548,95.0
7825484,35.0
19779264,85.0
31010247,45.0
17798062,70.0
25468361,200.0
24333231,149.0
17381217,200.0
1241068,38.0
3817610,95.0
14371490,56.0
36085618,60.0
34853166,36.0
11458671,130.0
34761775,25.0
32363429,39.0
28750603,50.0
36370791,105.0
20086013,38.0
29953297,16.0
34010485,25.0
10672506,50.0
20750970,95.0
14521589,110.0
1114343,40.0
36232101,55.0
1727835,65.0
26800509,75.0
9665896,27.0
34585013,28.0
23394761,61.0
32566025,60.0
32230500,90.0
3797831,124.0
28239976,20.0
12431082,49.0
8822209,106.0
20049287,26.0
19820978,61.0
34395541,10.0
31381515,75.0
1266221,40.0
19840488,27.0
3358168,68.0
13978622,60.0
8664238,45.0
36221645,160.0
4735944,53.0
23468161,80.0
33213430,54.0
23184755,40.0
35603530,45.0
477256,15.0
31370175,75.0
4741129,45.0
36228351,160.0
30657872,100.0
15126198,65.0
9572796,125.0
29757898,130.0
13651376,38.0
8060075,113.0
22277118,42.0
16176885,20.0
7086254,110.0
22098657,50.0
36168982,17.0
26969209,75.0
33574210,19.0
9299654,100.0
15028152,75.0
196196,220.0
23922267,65.0
18787543,116.0
27795177,25.0
5658199,200.0
33365304,30.0
23974175,40.0
23390169,100.0
10707849,20.0
32372855,170.0
32566902,120.0
29146260,29.0
21464493,57.0
5112647,26.0
25777016,75.0
30391026,3000.0
17654255,17.0
36408194,80.0
34229717,25.0
7230117,75.0
33210284,60.0
29874805,999.0
17628425,70.0
31781604,350.0
21776681,140.0
3836584,24.0
21390908,155.0
20568223,59.0
34590377,70.0
31464073,31.0
35384069,120.0
23197,210.0
14425781,100.0
26378459,65.0
32567717,20.0
23317712,25.0
35092035,80.0
31197349,46.0
567855,72.0
26934011,53.0
29751602,70.0
4831788,85.0
14799774,40.0
36193399,170.0
16637179,28.0
4497787,50.0
14418516,40.0
75003,139.0
31480310,50.0
34571301,58.0
1008717,420.0
3919880,56.0
34555276,55.0
30171216,1000.0
30786326,40.0
23082591,100.0
20721200,25.0
18918149,184.0
23856789,47.0
36523471,82.0
34017911,150.0
89756,350.0
36441996,80.0
7986159,90.0
35571139,160.0
19405798,25.0
4406498,143.0
7589702,140.0
35601408,200.0
5121791,75.0
22291163,50.0
23914529,90.0
21721993,150.0
8249976,25.0
36310475,47.0
12894713,160.0
36199540,100.0
1719702,30.0
20939681,120.0
11118295,140.0
35879288,50.0
29789158,95.0
27888066,300.0
23320015,90.0
20320007,22.0
2083071,70.0
23531368,80.0
13132398,49.0
23460224,75.0
8535939,18.0
34468159,125.0
9705459,35.0
17292045,80.0
36550505,30.0
13779570,65.0
25130585,26.0
18307694,39.0
34598254,40.0
2643611,174.0
3943443,35.0
13184021,40.0
29338633,30.0
7879007,45.0
28858600,140.0
17034988,100.0
17359448,55.0
35713432,20.0
34637151,55.0
936850,5000.0
35372969,80.0
14896686,41.0
3567993,120.0
919483,91.0
31635852,300.0
19565272,100.0
36347656,45.0
18930934,67.0
13135383,59.0
6199335,55.0
33791369,65.0
2222172,120.0
18607066,47.0
35329003,59.0
33703821,44.0
35609318,60.0
30840983,260.0
17355359,200.0
35921535,35.0
18203404,66.0
18053584,99.0
14242218,30.0
35558004,79.0
18441272,32.0
32063657,60.0
35796715,165.0
25770074,21.0
18950001,890.0
21517689,25.0
2393145,35.0
1387456,49.0
17157863,30.0
31400707,500.0
4795262,27.0
21721290,41.0
6270885,33.0
29681142,90.0
10205793,120.0
6441145,50.0
6564124,52.0
8181779,110.0
36092868,100.0
31274629,75.0
32277260,45.0
25718858,110.0
14044480,25.0
16552543,45.0
33492211,120.0
34733963,59.0
32691195,60.0
28075682,18.0
7966146,22.0
34856388,38.0
31482550,38.0
33894968,90.0
32613395,220.0
19035493,49.0
20823382,45.0
24787329,125.0
7688164,30.0
36437608,50.0
35029883,185.0
1406121,108.0
10449047,20.0
19635359,21.0
20842225,104.0
30280726,40.0
33287630,28.0
30440646,125.0
7490942,50.0
25542693,50.0
36146454,60.0
36463916,35.0
2788720,55.0
27863725,6000.0
35063227,35.0
20060383,28.0
13017446,50.0
24310385,52.0
23481132,45.0
36536388,109.0
27044783,600.0
23661273,126.0
10203916,31.0
9038526,170.0
35573004,100.0
20456831,80.0
792509,30.0
19962229,150.0
3806194,33.0
21721514,128.0
36114189,20.0
16387152,50.0
27611281,150.0
1034771,200.0
20846051,50.0
35660274,53.0
27668683,40.0
21310171,40.0
516102,49.0
31585991,170.0
15810822,19.0
26956885,33.0
3450748,14.0
31427528,40.0
30366873,95.0
26492580,54.0
4114081,383.0
32356833,70.0
32398386,75.0
30002205,151.0
18401693,150.0
15263886,40.0
10515010,137.0
19653211,14.0
29058916,90.0
21644211,13.0
24647482,150.0
11755206,60.0
22475121,90.0
31276161,90.0
36446256,32.0
31480547,38.0
31010974,45.0
5791726,69.0
2219194,40.0
32348766,300.0
33050065,85.0
2366007,40.0
14246799,100.0
34664093,170.0
34618539,69.0
23855438,179.0
17784677,50.0
19629513,89.0
22683763,150.0
20753855,30.0
20965152,8.0
36120156,55.0
34716803,76.0
1395698,25.0
3528944,400.0
22758186,61.0
19902564,110.0
33959428,45.0
17096442,100.0
22606283,30.0
13269213,30.0
21901746,34.0
33411983,500.0
21834378,29.0
18918177,158.0
28102516,75.0
14044201,41.0
27560892,15.0
35353095,100.0
17029404,38.0
36341943,109.0
13589442,25.0
1069572,123.0
699920,175.0
36166956,65.0
24006347,79.0
24196638,200.0
28483229,24.0
34552880,200.0
22156189,190.0
956256,80.0
23262282,145.0
33829112,20.0
21825857,185.0
26114423,50.0
29175389,47.0
680808,39.0
30489792,70.0
36350982,18.0
18175074,50.0
31530197,66.0
5944753,200.0
18558551,60.0
31110581,999.0
29579800,40.0
25876177,300.0
30341318,75.0
1378119,84.0
5457394,200.0
28223209,26.0
33424054,105.0
22249723,60.0
31794317,50.0
23337337,154.0
6685814,35.0
74562,70.0
30172276,100.0
25997139,35.0
36265173,61.0
22994034,85.0
31305727,11.0
31410665,160.0
33892250,65.0
1343256,59.0
8261655,75.0
30310595,3000.0
30584005,100.0
35245072,31.0
21185070,130.0
24041854,35.0
29721428,84.0
18212277,45.0
21210667,23.0
16116136,145.0
18217017,30.0
27332512,40.0
19636967,70.0
31040094,60.0
72794,60.0
36540333,100.0
36467371,80.0
22683764,150.0
35949293,45.0
6903017,30.0
30794266,50.0
36309664,50.0
35727245,200.0
6491214,70.0
853350,25.0
7316755,40.0
21907457,85.0
548085,100.0
36518802,80.0
30819570,50.0
14228057,47.0
2453031,55.0
30781647,210.0
18918158,216.0
1491040,599.0
29872103,219.0
31202791,28.0
18064885,29.0
5392997,169.0
34131888,999.0
34103868,110.0
32629344,70.0
18555876,50.0
19804582,25.0
21050572,50.0
10425744,150.0
5407955,56.0
8513356,29.0
23211737,85.0
5075164,28.0
12698020,65.0
14124137,26.0
2050353,120.0
3535864,110.0
16464240,100.0
24343357,290.0
27183665,21.0
4247487,178.0
1558596,19.0
18700569,350.0
20153700,50.0
3214078,200.0
34987524,16.0
3593609,36.0
14181634,63.0
19835746,110.0
30117389,80.0
26828346,90.0
22917625,21.0
34779916,218.0
19890762,45.0
33732341,89.0
23211973,60.0
14494755,54.0
23134782,1700.0
5536997,35.0
3757269,190.0
31185954,100.0
34922233,110.0
3419405,180.0
31378218,51.0
36025309,120.0
7878502,37.0
18520280,55.0
6046460,50.0
662879,100.0
35867766,90.0
32811976,40.0
32323295,85.0
27783878,50.0
6757485,60.0
31814834,600.0
34275181,500.0
25655337,51.0
34272589,500.0
32122521,475.0
19957515,140.0
8666411,17.0
16672707,88.0
32230197,40.0
18132962,22.0
36496470,80.0
6839509,115.0
21893393,30.0
35637537,99.0
32635519,58.0
26526927,50.0
25928680,89.0
36521454,55.0
35000705,49.0
1671481,280.0
32497851,25.0
23681543,75.0
13009615,90.0
31707871,11.0
34178735,9.0
11968269,40.0
29052866,22.0
32834078,159.0
36513356,80.0
34390681,50.0
22643268,80.0
417814,33.0
3805074,55.0
24472538,151.0
490853,19.0
1822149,30.0
26376680,45.0
29415802,30.0
17789197,36.0
30851515,60.0
22994427,89.0
29379810,75.0
4929694,189.0
23247040,30.0
3611683,175.0
31035510,50.0
23931124,119.0
36375340,25.0
30432545,285.0
33978097,50.0
27770403,80.0
27925241,50.0
8543610,40.0
16973722,50.0
34186272,25.0
23035147,145.0
35782647,80.0
3507362,84.0
21522442,90.0
6275781,65.0
19179820,42.0
35369527,49.0
3437045,60.0
34858051,82.0
24705193,55.0
36206617,35.0
619775,90.0
20617528,25.0
26402690,81.0
11997849,85.0
36092614,100.0
1252280,80.0
2462948,125.0
14162757,20.0
7267861,500.0
34780003,38.0
33950944,50.0
35032064,50.0
17584785,125.0
8288407,105.0
1406158,108.0
12608044,30.0
36219869,63.0
8990923,9.0
20859259,40.0
26511850,50.0
3374176,200.0
22383717,50.0
26584440,238.0
24975012,35.0
21273683,55.0
35664332,48.0
31532042,65.0
35838954,70.0
22872052,500.0
7625392,296.0
29770105,17.0
2019384,114.0
36763,38.0
23000537,24.0
30763893,90.0
1678347,58.0
1908257,240.0
20565812,25.0
35120629,33.0
936734,71.0
507972,500.0
21707628,107.0
35752126,40.0
23700685,2000.0
29411812,89.0
6894080,30.0
503765,150.0
22254772,50.0
6151056,20.0
742241,38.0
10259512,62.0
32097021,150.0
33441489,60.0
15066439,400.0
29087411,150.0
25123353,190.0
16463167,150.0
9085019,35.0
25336025,35.0
11086652,389.0
18887269,23.0
27603601,39.0
32537392,26.0
35539675,36.0
24194256,75.0
25516876,109.0
30098353,40.0
36351300,50.0
19754039,44.0
1880328,27.0
25274657,40.0
20260320,200.0
7755595,50.0
31351586,59.0
6987669,30.0
12162251,435.0
32602266,45.0
13640268,21.0
34491468,56.0
33137176,41.0
34737033,75.0
25435100,30.0
34006713,40.0
34037114,49.0
13346360,105.0
21721653,57.0
4029838,90.0
35684805,45.0
29558824,65.0
16116126,99.0
28531913,70.0
35135979,148.0
16375323,60.0
18701263,125.0
8747441,151.0
4766850,30.0
35905918,300.0
16116128,99.0
36580899,125.0
12437203,93.0
29586451,204.0
25711336,119.0
35892097,59.0
718469,81.0
34729414,500.0
26767140,40.0
11994455,30.0
30216147,28.0
18945183,54.0
28277045,90.0
25610199,300.0
30673381,40.0
31877711,59.0
33708651,9.0
28068272,60.0
18024341,51.0
34490622,65.0
30704058,40.0
26908278,25.0
3102505,55.0
21658331,102.0
3292332,33.0
5695033,35.0
11084919,35.0
1196312,104.0
20565464,28.0
28554820,85.0
27044782,600.0
19326561,50.0
25351963,120.0
31457802,65.0
32362442,94.0
27270582,120.0
35002775,160.0
34621497,55.0
14623889,258.0
34503236,30.0
34471795,70.0
11350906,150.0
23066673,45.0
25329798,39.0
24448289,97.0
6928805,60.0
24448287,79.0
31386902,60.0
24514035,120.0
23211660,75.0
26143740,40.0
7576967,40.0
20563416,39.0
953280,166.0
33385379,48.0
13873341,9.0
23776646,34.0
19692150,64.0
33441255,64.0
33384417,79.0
4691397,50.0
29533614,40.0
20843786,104.0
22919143,350.0
6294064,20.0
13313534,28.0
32416553,50.0
11895870,60.0
29166966,75.0
32800689,99.0
19583766,25.0
32348231,270.0
15373892,45.0
35375476,101.0
21196215,65.0
30153990,35.0
34567422,55.0
14226740,39.0
19517262,47.0
18725178,50.0
8322377,34.0
3387950,190.0
36219954,63.0
36085506,50.0
13669493,15.0
26217662,77.0
2495446,27.0
32971947,120.0
31848776,54.0
33995838,48.0
19402908,38.0
17751243,90.0
35222138,86.0
21041513,48.0
21722085,114.0
32808261,36.0
34862944,270.0
23564003,35.0
13568413,200.0
32404080,63.0
34036368,49.0
15284005,29.0
35703742,53.0
17565520,22.0
21959316,102.0
1136207,25.0
1296977,89.0
26933370,55.0
32714485,50.0
36310773,30.0
1197169,349.0
17903578,55.0
27049136,124.0
6268673,43.0
877884,149.0
31201889,70.0
25711907,57.0
1738660,115.0
14484042,350.0
32298776,500.0
26778986,79.0
14563257,20.0
24199914,35.0
33187110,56.0
10276293,95.0
11876782,30.0
12682318,22.0
34771109,60.0
1604559,70.0
29678978,35.0
33302348,95.0
29622811,50.0
16169111,55.0
4599706,68.0
10805338,195.0
29179544,36.0
10151288,60.0
15507737,50.0
23195943,90.0
32715027,45.0
33286565,38.0
551339,90.0
17358238,330.0
21177159,40.0
3481102,69.0
7137121,160.0
21653684,115.0
32756205,50.0
22218299,9.0
36195741,90.0
28606860,35.0
17755675,350.0
18983216,140.0
1800198,300.0
19803251,30.0
35510908,50.0
36229293,65.0
24448291,93.0
33607770,140.0
36443911,35.0
9020942,100.0
2394812,80.0
21721716,139.0
27845765,115.0
36179268,25.0
21563508,25.0
10665042,120.0
29630593,30.0
30978555,300.0
34598973,39.0
33001563,50.0
335861,95.0
32905233,59.0
30582934,70.0
36172533,33.0
36152781,62.0
24257237,53.0
23517823,69.0
29975137,31.0
3457072,36.0
16905962,105.0
13818886,30.0
12727132,150.0
19699701,32.0
5818871,250.0
2802656,95.0
6287375,26.0
35248578,40.0
4392320,79.0
19445745,39.0
20316182,43.0
29349831,40.0
22768244,70.0
28904599,37.0
25346169,40.0
5198974,98.0
26176157,62.0
35486067,45.0
