,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
dm-csv-040,Bash-new-ls,Bash-new-cat,Python-new,Python-debug,Python-new,Python-new,Terminate,,,,,,,,,,,,,
dm-csv-042,Bash-new-ls,Python-new,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,,,
dm-csv-043,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-head,Python-new,Python-debug,Python-new,Python-new,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new
dm-csv-044,Bash-new-ls,Python-new,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,,,
dm-csv-045,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-head,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-new,Python-debug
dm-csv-046,Bash-new-ls,Python-new,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,,,
dm-csv-047,Bash-new-cat,Bash-new-ls,Python-new,Python-debug,Python-new,Python-debug,Python-new,Terminate,,,,,,,,,,,,
dm-csv-048,Bash-new-ls,Bash-new-head,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,,,,
dm-csv-050,Bash-new-ls,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug
dm-csv-051,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,,,,
dm-csv-052,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-head,Python-new,Python-debug,Terminate,,,,,,,,,,,,,
dm-csv-053,Bash-new-cat,Bash-new-cat,Python-new,Bash-new-ls,Python-new,Python-debug,Bash-new-head,Python-new,Python-debug,Terminate,,,,,,,,,,
dm-csv-054,Bash-new-ls,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,,,,,
dm-csv-055,Python-new,Bash-new-ls,Bash-new-cat,Bash-new-find,Terminate,,,,,,,,,,,,,,,
dm-csv-056,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-head,Python-new,Python-debug,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,
dm-csv-057,Bash-new-ls,Python-new,Python-debug,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,,,
dm-csv-058,Bash-new-ls,Bash-new-head,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new
dm-csv-059,Bash-new-cat,Python-new,Python-debug,Python-new,Python-debug,Bash-new-touch+echo,Python-new,Bash-new-cat,Python-new,Python-debug,Bash-new-cat,Python-new,Bash-new-cat,Python-new,Bash-new-cat,Python-new,Bash-new-cat,Python-new,Bash-new-cat,Python-new
dm-csv-060,Bash-new-ls,Bash-new-head,Bash-new-head,Bash-new-head,Bash-new-head,Bash-new-head,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,
dm-csv-062,Bash-new-ls,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,,,,,
dm-csv-064,Bash-new-ls,Bash-new-cat,SQL-new-SELECT,Python-new,Bash-new-cat,Python-new,Bash-new-grep,Terminate,,,,,,,,,,,,
data-sa-001,Bash-new-ls,Python-new,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,,,
data-sa-002,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-head,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new
data-sa-003,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-head,Python-new,Python-debug,Bash-new-cat,Terminate,,,,,,,,,,,,
data-sa-004,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-head,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,,
data-sa-005,Bash-new-ls,Python-new,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,,,,
data-sa-006,Bash-new-ls,Bash-new-grep,Python-new,Bash-new-pip,Python-new,Bash-new-cat,Python-new,Bash-new-cat,Python-new,Bash-new-cat,Python-new,Bash-new-cat,Python-new,Bash-new-cat,Python-new,Bash-new-cat,Python-new,Bash-new-cat,Python-new,Bash-new-cat
data-sa-007,Bash-new-ls,Bash-new-grep,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,,,,
data-sa-008,Bash-new-ls,Bash-new-grep,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,,,,
data-sa-009,Bash-new-ls,Bash-new-grep,Python-new,Terminate,,,,,,,,,,,,,,,,
data-sa-010,Bash-new-ls,Bash-new-grep,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,,,,
data-sa-011,Bash-new-ls,SQL-new-SELECT,Python-new,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,,,
data-sa-012,Bash-new-ls,Bash-new-grep,Python-new,Bash-new-pip,Python-new,Bash-new-pip,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new
data-sa-013,Bash-new-ls,Bash-new-grep,Python-new,Python-debug,Terminate,,,,,,,,,,,,,,,
data-sa-014,Bash-new-ls,Bash-new-grep,Python-new,Bash-new-echo,Terminate,,,,,,,,,,,,,,,
data-sa-015,Python-new,Bash-new-ls,Python-new,Bash-new-head,Python-new,Bash-new-head,Bash-new-head,Bash-new-head,Bash-new-head,Bash-new-head,Terminate,,,,,,,,,
data-sa-016,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-pip,Python-new,Python-debug,Python-new,Python-new,Bash-new-ls,Bash-new-head,Terminate,,,,,,,,,
data-sa-017,Bash-new-ls,Bash-new-cat,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new
data-sa-018,Bash-new-ls,Bash-new-cat,Bash-new-head,Python-new,Bash-new-head,Bash-new-head,Bash-new-head,Terminate,,,,,,,,,,,,
data-sa-019,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,,,,,,
data-sa-020,Bash-new-ls,Python-new,Python-debug,Terminate,,,,,,,,,,,,,,,,
data-sa-021,Bash-new-cat,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,,,,,
data-sa-022,Bash-new-cat,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,,,,,
data-sa-023,Bash-new-ls,Bash-new-cat,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug
data-sa-024,Bash-new-ls,Python-new,Python-debug,Bash-new-ls,Bash-new-head,Bash-new-head,Terminate,,,,,,,,,,,,,
data-sa-025,Bash-new-cat,Python-new,Bash-new-ls,Python-new,Bash-new-head,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,
data-sa-026,Bash-new-ls,Python-new,Python-new,Python-new,Python-debug,Python-new,Bash-new-head,Python-new,Python-new,Bash-new-head,Python-new,Python-debug,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-new,Python-new
data-sa-027,Python-new,Bash-new-ls,Python-new,Bash-new-head,Python-new,Python-debug,Terminate,,,,,,,,,,,,,
data-sa-028,Bash-new-ls,Bash-new-cat,Bash-new-ls,Python-new,Python-debug,Python-new,Python-new,Python-debug,Python-new,Terminate,,,,,,,,,,
data-sa-029,Bash-new-ls,Bash-new-cat,Python-new,Python-new,Terminate,,,,,,,,,,,,,,,
data-sa-030,Bash-new-ls,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,
data-sa-031,Bash-new-ls,Python-new,Bash-new-pip,Python-new,Python-debug,Bash-new-head,Python-new,Bash-new-head,Bash-new-head,Python-new,Bash-new-pip,Python-new,Python-debug,Bash-new-pip,Python-new,Python-debug,Bash-new-pip,Python-new,Python-debug,Bash-new-pip
data-sa-032,Bash-new-ls,Python-new,Python-debug,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-debug,Bash-new-ls,Bash-new-head,Python-new,Python-debug,Bash-new-ls,Bash-new-head,Python-new,Python-debug,Bash-new-ls
data-sa-033,Bash-new-ls,Python-new,Python-new,Python-debug,Python-debug,Python-new,Python-new,Python-new,Bash-new-cat,Terminate,,,,,,,,,,
data-sa-034,Bash-new-cat,Bash-new-cat,Bash-new-ls,Python-new,Bash-new-head,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,
data-sa-035,Bash-new-ls,Python-new,Bash-new-head,Python-new,Python-new,Python-debug,Bash-new-cat,Terminate,,,,,,,,,,,,
data-sa-036,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-head,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new
data-sa-037,Bash-new-ls,Bash-new-cat,Bash-new-head,Python-new,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Terminate,,,,,,,,,,
data-sa-038,Bash-new-ls,Python-new,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,,,
data-sa-039,Bash-new-ls,Python-new,Python-new,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,,
data-sa-040,Bash-new-ls,Bash-new-cat,Python-new,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new
data-sa-041,Bash-new-ls,Python-new,Bash-new-head,Python-new,Python-debug,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,
data-sa-042,Bash-new-ls,Bash-new-cat,Python-new,Python-debug,Bash-new-ls,Bash-new-diff,Python-new,Bash-new-ls,Bash-new-diff,Terminate,,,,,,,,,,
data-sa-043,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-ls,Bash-new-diff,Terminate,,,,,,,,,,,,,,
data-sa-044,Bash-new-ls,Python-new,Python-debug,Bash-new-head,Python-new,Python-debug,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new
data-sa-045,Bash-new-ls,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new
data-sa-046,Bash-new-ls,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,
data-sa-047,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-head,Python-new,Python-debug,Python-debug,Terminate,,,,,,,,,,,,
data-sa-048,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,,
data-sa-049,Python-new,Bash-new-ls,Bash-new-cat,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,,
data-sa-050,Bash-new-ls,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug
data-sa-052,Bash-new-ls,Python-new,Python-debug,Python-new,Terminate,,,,,,,,,,,,,,,
data-sa-053,Bash-new-ls,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,
data-sa-054,Bash-new-cat,Bash-new-ls,Python-new,Bash-new-head,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug
data-sa-055,Python-new,Bash-new-ls,Python-new,Bash-new-head,Bash-new-tail,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug
data-sa-056,Python-new,Bash-new-cat,Bash-new-find,Terminate,,,,,,,,,,,,,,,,
data-sa-057,Bash-new-ls,Python-new,Bash-new-head,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new
data-sa-058,Python-new,Bash-new-pip,Python-new,Python-debug,Bash-new-ls,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-ls,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new
data-sa-059,Python-new,Python-debug,Bash-new-ls,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new
data-sa-060,Bash-new-ls,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-ls,Bash-new-head,Terminate,,,,,,,,,,,
plot-bar-001,Bash-new-ls,Python-new,Python-new,Terminate,,,,,,,,,,,,,,,,
plot-bar-002,Bash-new-ls,Bash-new-unzip,SQL-new-SELECT,SQL-debug-SELECT,SQL-new-PRAGMA,Python-new,SQL-new-SELECT,SQL-new-SELECT,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Terminate,,,,,,
plot-bar-003,Python-new,Bash-new-ls,Python-new,Python-debug,Python-debug,Python-new,Terminate,,,,,,,,,,,,,
plot-bar-004,Python-new,Bash-new-ls,Python-new,Python-debug,Bash-new-ls,Terminate,,,,,,,,,,,,,,
plot-bar-005,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-head,Bash-new-head,Python-new,Python-debug,Bash-new-ls,Bash-new-display,Terminate,,,,,,,,,,
plot-bar-006,Bash-new-ls,Python-new,failParse,Python-new,Python-debug,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new
plot-bar-007,Bash-new-pip,Bash-new-cat,Python-new,Bash-new-ls,Terminate,,,,,,,,,,,,,,,
plot-bar-008,Bash-new-ls,Python-new,Python-debug,Python-debug,Bash-new-head,Python-new,Bash-new-head,Python-new,Python-debug,Terminate,,,,,,,,,,
plot-bar-009,Python-new,Bash-new-ls,Python-new,Python-debug,Python-new,Python-new,Python-new,Terminate,,,,,,,,,,,,
plot-bar-010,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-ls,Bash-new-display,Terminate,,,,,,,,,,,,,,
plot-bar-011,Bash-new-cat,Bash-new-python,Python-new,Bash-new-ls,Python-new,Python-debug,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-cat,Python-new,Bash-new-cat,Python-new,Bash-new-cat,Python-new,Bash-new-cat,Python-new,Bash-new-cat,Python-new
plot-bar-012,Bash-new-ls,Python-new,Terminate,,,,,,,,,,,,,,,,,
plot-bar-013,Bash-new-ls,Python-new,Python-debug,Python-new,Terminate,,,,,,,,,,,,,,,
plot-bar-014,Bash-new-ls,Python-new,Terminate,,,,,,,,,,,,,,,,,
plot-bar-015,Bash-new-ls,Python-new,Python-debug,Python-debug,Python-debug,Python-new,Terminate,,,,,,,,,,,,,
plot-bar-016,Bash-new-pip,SQL-new-SELECT,Bash-new-ls,Bash-new-unzip,SQL-new-SELECT,Python-new,Bash-new-ls,Terminate,,,,,,,,,,,,
plot-bar-017,Bash-new-pip,Python-new,Bash-new-ls,Python-new,Bash-new-head,Bash-new-head,Python-new,Bash-new-head,Python-new,Terminate,,,,,,,,,,
plot-bar-018,Bash-new-pip,Python-new,Bash-new-ls,Bash-new-cat,Bash-new-find,Terminate,,,,,,,,,,,,,,
plot-bar-019,Bash-new-cat,Python-new,Bash-new-ls,Python-new,Terminate,,,,,,,,,,,,,,,
plot-line-001,SQL-new-SELECT,Bash-new-ls,Bash-new-head,Bash-new-head,Python-new,Python-debug,Python-new,Python-debug,Terminate,,,,,,,,,,,
plot-line-003,Bash-new-ls,Python-new,Bash-new-head,Python-new,Bash-new-wc,Python-new,Bash-new-wc,Python-new,Bash-new-wc,Python-new,Bash-new-wc,Python-new,Bash-new-wc,Python-new,Bash-new-wc,Python-new,Bash-new-wc,Python-new,Bash-new-wc,Python-new
plot-line-004,SQL-new-SELECT,Bash-new-ls,Bash-new-unzip,SQL-new-SELECT,Python-new,Python-debug,Python-new,Python-new,Terminate,,,,,,,,,,,
plot-line-005,Bash-new-ls,Bash-new-cat,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug
plot-line-006,Bash-new-cat,Bash-new-cat,Python-new,Bash-new-head,Python-new,Python-debug,Bash-new-head,Python-new,Terminate,,,,,,,,,,,
plot-line-007,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-head,Python-new,Python-debug,Python-debug,Terminate,,,,,,,,,,,,
plot-line-008,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,,
plot-line-009,Bash-new-ls,Bash-new-python,Python-new,Python-debug,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,
plot-line-010,Bash-new-ls,Python-new,Python-debug,Python-debug,Python-debug,Python-new,Terminate,,,,,,,,,,,,,
plot-line-011,Bash-new-ls,Python-new,Python-debug,Python-debug,Bash-new-ls,Python-new,Python-debug,Bash-new-ls,Python-new,Python-debug,Bash-new-ls,Python-new,Python-debug,Bash-new-ls,Python-new,Python-debug,Bash-new-ls,Python-new,Python-debug,Bash-new-ls
plot-line-012,Python-new,Bash-new-ls,Python-new,Bash-new-head,Python-new,Terminate,,,,,,,,,,,,,,
plot-line-013,SQL-new-SELECT,Bash-new-ls,Bash-new-sqlite3,Bash-new-pip,Bash-new-sqlite3,Bash-new-apt-get,Bash-new-yum,Bash-new-apk,Bash-new-conda,Bash-new-pip,Bash-debug-apt-get,Bash-new-yum,Bash-new-apk,Bash-new-conda,Bash-new-pip,Bash-debug-apt-get,Bash-new-yum,Bash-new-apk,Bash-new-conda,Bash-new-pip
plot-line-014,Python-new,Bash-new-pip,Python-new,Python-debug,Python-debug,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new,Python-new
plot-line-015,Python-new,Bash-new-ls,Python-new,Python-debug,Terminate,,,,,,,,,,,,,,,
plot-line-016,Bash-new-pip,Python-new,Bash-new-ls,Python-new,Bash-new-ls,Terminate,,,,,,,,,,,,,,
plot-pie-001,Bash-new-ls,Bash-new-cat,Python-new,Terminate,,,,,,,,,,,,,,,,
plot-pie-002,Bash-new-ls,Python-new,Python-debug,Python-new,Terminate,,,,,,,,,,,,,,,
plot-pie-003,Bash-new-ls,Bash-new-cat,Python-new,Terminate,,,,,,,,,,,,,,,,
plot-pie-004,Bash-new-ls,Python-new,Python-debug,Python-debug,Python-debug,Terminate,,,,,,,,,,,,,,
plot-pie-005,Bash-new-ls,Bash-new-cat,Bash-new-cat,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Terminate,,,,,,,,,,,
plot-pie-006,Bash-new-ls,SQL-new-SELECT,Python-new,Python-debug,Python-new,Python-new,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-new,Python-debug,Python-debug,Python-new
