,Unnamed: 0,id,name,description,original_price,price,fulfillment_type,brand,review_count,rating_average,favourite_count,pay_later,current_seller,date_created,number_of_images,vnd_cashback,has_video,category,quantity_sold
4398,4398,170125410,MLB - Giày mule thời trang Playball Origin 3AMUUA11N-50BKS, Kiểu dáng bít mũi và hở gót thời trang Thiết kế lấy cảm hứng từ hiệp hội bóng chày MLB Chi tiết logo bóng chày được in nổi bật Dây buộc mảnh đơn giản Đế cao su chống trơn trượt Gam màu hiện đại...,1690000,1690000,seller_delivery,MLB,3,5.0,0,True,MLB Vietnam,544,6,26772,False,Giày thể thao nam cổ cao,10
4337,4337,219161797,"Giày Thể Thao Nam GEMI- Giày Sneaker Màu  Xanh Lam - Xanh Lá Mẫu Mới 2022, Phong Cách Thời Trang Trẻ Trung, Cổ Cao  - G5523",QUYỀN LỢI MUA HÀNG TỪ GEMI- Tặng 1 đôi tất khử mùi- Sản phẩm giống như mô tả và hình ảnh.- Sản phẩm đến với tay khách hàng được trải qua quy trình kiểm tra nghiêm ngặt.- Nhân viên nhiệt tình tư vấn sả...,309000,309000,dropship,OEM,0,0.0,0,True,Giày Thể Thao GEMI,210,9,0,True,Giày thể thao nam cổ cao,1
30,30,242704478,Dép tổ ong xanh Nam và Nữ,       Size 40-41 tương đương 36-37 chân nữ đi thôi nhé cả nhà   Chào Anh/Chị   Mẫu ảnh bên shop chụp ảnh thật nên các Anh/Chị yên tâm 100% như hình nhé.   Hãy INBOX ( Nhắn tin) cho shop để lấy...,17000,17000,dropship,OEM,0,0.0,0,False,ShopDUMPS,190,4,0,False,Root,0
3442,3442,249184971,dép quai chéo dù có ngón nữ đế trắng quai dù size từ 35 nữ đến 42 nữ,     ...,81000,81000,dropship,OEM,0,0.0,0,False,LYNA Sandal,166,7,2168,False,Root,0
4745,4745,159867170,Lót Chuôt Cỡ Lớn EZPC 45x40X4 (V1.0),"       Bàn Di Chuột Cỡ Lớn - Lót Chuột / Pad Chuột EZPC    TÍNH NĂNG SẢN PHẨM   - In hình ảnh đẹp, ngầu   - Trang trí cho góc Gaming, bàn làm việc   - Chống nước cực tốt    THÔNG SỐ SẢN PHẨM...",90000,90000,dropship,OEM,2,3.0,0,False,EZPC Thế giới trang trí máy tính,600,7,0,False,Miếng lót giày nam,2
1055,1055,135846050,Giày Da Nam Đẹp Giá Rẻ Dập Vân Đà Điểu Đế Cao 3cm - Hàng Việt Nam Chất Lượng Cao - Mã G004,       *Mẫu G004 là mẫu Giày Da Nam Đẹp Giá Rẻ bán chạy nhất của shop hiện nay.   - Mẫu Giày Da Nam Đẹp Giá Rẻ G004 phù hợp với khách hàng tuổi từ 18-38   - Đế Giày Da Nam Đẹp Giá Rẻ G004 làm từ...,199000,199000,dropship,OEM,0,0.0,0,True,Chất Store 247,681,7,0,False,Root,1
4850,4850,108833595,Độn đế tăng chiều cao 2cm một miếng dành cho nam ,Tăng 2cm / miếng Có thể mua 2 miếng dùng thành 4cm Chất liệu cao su công nghệ mới siêu êm . siêu nhẹKhông bị xẹp theo thời gian sử dụng...,25000,24000,dropship,OEM,0,0.0,0,False,Pega88,808,4,642,False,Miếng lót giày nam,9
4872,4872,107801810,"Lót giày tăng chiều cao 4,5cm có 3 nấc Silicon nửa bàn XIMO loại XL2 – Black (Bán Chạy)","Lót giày tăng chiều cao 4,5cm có 3 nấc Silicon nửa bàn XIMO loại XL2 – BlackGIỚI THIỆU LÓT TĂNG CHIỀU CAOSản phẩm tương thích với mọi loại giày, cụ thể vì đa số khách hàng bị kích hay trật mũi bàn châ...",150000,79000,dropship,Ximo,0,0.0,0,False,PHỤ KIỆN GIÀY XIMO,811,7,0,False,Miếng lót giày nam,3
4287,4287,189172926,Giày Tây Nam GEOX U Spherica Ec11 C,"Giày lười thoáng khí dành cho nam với thiết kế tiên tiến, được làm từ da lộn, bước tiến mới với phiên bản Spherica EC11 rất linh hoạt mang đến sự kết hợp giữa nét sang trọng cổ điển với bước đột phá c...",4600000,4600000,dropship,GEOX,0,0.0,0,True,SHOOZ,438,7,0,False,Giày tây nam có dây,0
5020,5020,177924041,"Giày đá cầu 3 lớp (da xịn),Giầy đá cầu mỏ vịt, giày đá cầu tiêu chuẩn giá rẻ -Go Fit"," Giày đá cầu 3 lớp,Giầy đá cầu mỏ vịt,giầy đá cầu tiêu chuẩnGo Fit Cam Kết✓Sản phẩm tốt nhất trong phân khúc giá.Mỗi sản phẩm chúng tôi bán ra đều được kiểm tra kỹ càng, cẩn thận trước khi đến tay...",459000,445230,dropship,OEM,1,4.0,0,True,Gofit Shop,387,8,0,False,Phụ kiện cho giày nam,3
1032,1032,175806715,"Giày tây da nam, giày công sở da Pu dập vân cá sấu - Mã MK04 ( Ảnh Pu kèm video - bảo hành 12 tháng )","        - Da Pu 100%   ️Chất liệu: Được làm từ Da Pu Pu 100%, mũ giày được dập in vân cá sấu kết hợp khoá moca vàng siêu sang   ️Dòng đế: cao su chống trượt, độ bền cao, đã khâu đế   ️Màu: Màu ...",155000,155000,dropship,OEM,0,0.0,0,True,Chất Store 247,511,5,0,False,Root,0
4505,4505,162148350,Giày Converse Chuck Taylor 1970 Gore Tex - Fuji - 172026V,"Chuck 70 Gore Tex – Fuji được làm từ chất liệu cao cấp, các chi tiết cổ điển mang tính biệu tượng đặc trung của thương hiệu. Ngoài ra phần trên và lớp lót GORE-TEX giúp giày bạn luôn khô ráo.• GORE-T...",2100000,1470000,dropship,Converse,0,0.0,0,True,Sneaker Buzz,574,5,0,False,Giày thể thao nam cổ cao,0
2995,2995,101291936,Giày lười nam - Slip on nam vải - Mã A2122,"        SLIP ON - ĐÔI GIÀY KHÔNG NÊN THIẾU TRONG TỦ GIÀY CỦA BẠN    Slip-on là kiểu giày lười với đặc trưng không dây, không quá kiểu cách nhưng sự tiện dụng cùng cảm giác thoải mái khi sử ...",259000,259000,dropship,OEM,1,4.0,0,True,82SHOES,838,9,6933,False,Root,2
5080,5080,136139435,"Giày thể thao nam chất đẹp, dễ phối đồ 21078",       *Tiêu chí chất lượng là số 1   -không bán hàng kém chất lượng   * Thông tin sản phẩm giày nam   -Chất liệu vải dệt cao cấp khiến giày thoáng khí không gây mùi   - Đế giày cao su đúc ngu...,265000,207800,dropship,OEM,0,0.0,0,True,TLG GOLD,679,8,5563,False,Root,0
4916,4916,260110603,Lót Đế Giày Biti's Hunter Street AIUH00500DEN (Đen),"Lót Đế Giày Biti's Hunter Street AIUH00500DEN (Đen) ● Mã sản phẩm: AIUH00500DEN● Chất liệu: Lót đế trong Cup insole ép khuôn, có các lỗ thoáng khi trên miếng lót đế● Kích thước: 35-36-37-38-39-40-...",108000,106000,dropship,Biti's,0,0.0,0,True,Biti’s Official Store,114,6,0,False,Miếng lót giày nam,0
4837,4837,169828694,"Cặp Lót Giày Da Hàng Việt Nam Chất Lượng, Lót Mềm, Có Lỗ Thoáng, Màu Đen ( Trái + Phải)","Cặp 2 Miếng Lótgiày tiện lợi. Chất liệu simili cao cấp, không bong chóc lớp bề mặt.Bảo quản: Khi lót giày bẩn có thể dể dàng bỏ ra lau chùi bằng vải mềm.,sau vệ sinh: phơi khô, tránh ánh sáng mặt trờ...",28000,15000,dropship,OEM,0,0.0,0,False,Giày Nam Bảo Linh,545,2,0,False,Miếng lót giày nam,3
100,100,257834768,Dép tổ ong màu xám,"Dép tổ ong sản xuất tại xưởng.Chất liệu bền bỉ. Giá thành rẻ, hợp lí. Nâng bước vững đôi chân...",39000,39000,dropship,OEM,0,0.0,0,False,AIB Company,118,5,0,False,Dép nam quai ngang,0
5628,5628,129422313,"Chai Vệ Sinh Giày Dép, Túi Xách - 100Ml - Hàng Chất Lượng","Thông tin sản phẩm: Chai vệ sinh giày dép, túi xách - 100ml       Giày dép, túi xách của bạn sau một thời gian sử dụng thường bị ố màu, sạm đem, bám bẩn làm mất giá trị thẩm...",17000,17000,dropship,OEM,0,0.0,0,False,AZ HOME,700,5,0,False,Vệ sinh giày,0
3779,3779,150882646,Dép sandal nam da bò cho người thân yêu Hẳn đây là món quà ý nghĩa dành cho các bác các ông,       Dép da nam đế Pu hàng da bò ảnh shop tự chụp 100%   Dành cho các bác các ông các cụ đi đám đi tiệc là bao đẹp ạ   ...,325000,325000,dropship,OEM,0,0.0,0,True,Quang trung 75,632,4,0,False,Giày sandals nam quai ngang,1
2905,2905,242715109,"Giày đi mưa nam , đi biển - Giày lười vải lưới nam thoáng khí mùa hè","Giày đi mưa nam , đi biển - Giày lười vải lưới nam thoáng khí mùa hè( Chú ý : Form giày nhỏ hơn size giày bình thường 1 size nên nếu chân 40 nên đặt size 41 )️️ Ricky Men Store kính chào quý khách ! C...",235000,235000,dropship,OEM,2,3.0,0,True,Thời trang trung niên Ricky Men,190,8,0,False,Giày lười vải nam,4
1421,1421,36181420,Giày Sneaker Nam Thoáng Khí Thể Thao Vải Dệt DX2,"Chất liệu mặt trong: Vải khử mùiChất liệu mặt ngoài: Vải sợi cao cấp thoáng khíChất liệu đế: Cao su non đúcSize: 39 - 43Màu: Xám, Đen.Trọng lượng: 500 gramXuất xứ: Việt NamThông Tin Nổi Bật:Sản ph...",223500,125160,dropship,OEM,2,5.0,0,True,Spishop,1427,9,0,False,Thời Trang,6
2477,2477,193280283,Giày boots nam TRAZ Chelsea Boots Classic đế khâu(đặt lùi 1 size),"       Chelseaboots Classic, giày bốt nam   Nên giảm 1 size nếu chân thon, không bè ngang nhiều nha ae   Mua kèm DEAL SỐC để nhận thêm ưu đãi   Chelsea boots là loại giày hiếm hoi phù hợp với m...",199000,199000,dropship,OEM,0,0.0,0,True,Trần,405,9,0,False,Root,0
5309,5309,192889121,Sticker nhựa jibbitz unisex Crocs Green Parrot 1 Pcs - 10009859,Đặc điểm nổi bật: Hãy trở thành người dẫn đầu xu hướng bằng sự cá tính và độc đáo bởi sản phẩm phụ kiện độc quyền của Crocs này. Sản phẩm được thiết kế và sản xuất bằng chất liệu nhựa chất lượng cao. ...,145000,145000,dropship,Crocs,0,0.0,0,True,Supersports Vietnam,409,2,0,False,Phụ kiện cho giày nam,0
1480,1480,106318840,Giày Thể Thao Nam S78 Màu Đen Vải Thoáng Khí,THÔNG TIN SẢN PHẨM :️ Mã Giày:️ Màu:️ Kiểu dáng :Thể Thao/Sneakers ️ Kích thước ( Size ) : 4. ️ Chất liệu.Sợi fabric️ Chất liệu đế : Cao su non đúc nguyên khối️ Chiều cao đế ️ Sản xuất: Hàng Nhập Hướn...,128700,64350,dropship,OEM,1,5.0,0,False,Spi Shop,818,5,0,False,Giày thể thao nam cổ thấp,5
1163,1163,125159248,Giầy tây giày lười nam hàn quốc da bóng dập vân,     ...,198000,198000,dropship,OEM,0,0.0,0,True,Giày Chất Store,719,7,0,False,Root,0
