,id,name,description,original_price,price,fulfillment_type,brand,review_count,rating_average,favourite_count,pay_later,current_seller,date_created,number_of_images,vnd_cashback,has_video,category,quantity_sold
10,102862379, Balo Hoa cúc thời trang unisex custom kiểu mới chữ Peaceminusone,"       Balo kích thước: 40x30x8 cm   Chất vải cao cấp 2 lớp chống nước, với rất nhiều ngăn tiện dụng.   Bên ngoài có thêm 2 ngăn khóa đựng những đồ dùng cá nhân thường xuyên sử dụng.   Ngăn tro...",25000,25000,dropship,OEM,0,0.0,0,False,Xưởng may balo Đà Nẵng,831,2,0,False,Root,1
11,102862525,Balo thời trang kiểu mới vừa a4,"       Balo thời trang kiểu mới vừa a4   + Hàng xưởng, không trung gian, nên giá rất sinh viên.   + Thiết kế thời trang phù hợp xu hướng hiện nay.   + Được thiết kế chuẩn form, đường may s...",17999,17999,dropship,OEM,0,0.0,0,False,Xưởng may balo Đà Nẵng,831,2,0,False,Root,0
12,102862187, BAlo gương trong thời trang kiểu mới vừa a4 cho nam và nữ stylekitishop,"       -Túi được làm từ chất liệu vải tạo cảm giác mềm mại, độ bóng tinh tế và tính chất rủ tốt. Chất liệu này toát lên vẻ thời tranng, cuốn hút và thanh lịch.   - Có dây đeo chéo giúp bạn thay đ...",19999,19999,dropship,OEM,0,0.0,0,False,Xưởng may balo Đà Nẵng,831,3,0,False,Root,0
13,86561895, Balo Mini    Balo nữ vải canvas BÒ SỮA dễ thương - B01,"        Balo nữ vải canvas BÒ SỮA dễ thương - B01     MÔ TẢ SẢN PHẨM:   ✪ Kết cấu lớp lót: Polyester   ✪ Kết cấu vải: Canvas   ✪ Kích thước: 18 * 21 * 8.5cm   ✪ Màu sắc: TRẮNG, ĐEN   ✪ Phong...",32032,27104,dropship,OEM,0,0.0,0,False,Shalla,895,10,0,False,Root,1
14,102862418, Balo họa tiết bò sữa thời trang cho nam và nữ kiểu mới vừa a4,"       Balo họa tiết bò sữa thời trang cho nam và nữ kiểu mới vừa a4   LÀ NHÀ SẢN XUẤT SHOP CAM KẾT:   -LUÔN CÓ SỰ CẢI TIẾN VỀ SẢN PHẨM,ĐẢM BẢO XU THẾ THỊ TRƯỜNG 1 CÁCH SỚM NHẤT   Balo giá rẻ h...",19999,19999,dropship,OEM,0,0.0,0,False,Xưởng may balo Đà Nẵng,831,2,0,False,Root,0
15,102862795, COMBO Set 4 món balo thời trang kiểu mới mèo mắt to siêu kute cho nam và nữ style kitishop,"       COMBO Set 4 món balo thời trang kiểu mới mèo mắt to siêu kute cho nam và nữ style kitishop   BALO THỜI TRANG - BALO ĐẸP – BALO HỌC SINH   MÔ TẢ:   - Kích thước: 30*14*40 cm (Vừa A4, vừa ...",28999,28999,dropship,OEM,0,0.0,0,False,Xưởng may balo Đà Nẵng,831,2,0,False,Root,0
16,143613764,sét vỉ 12 cặp tách đen,       chào mừng các bạn đến với shop sản phẩm cặp tách đen được làm bằng nhựa dẻo giúp các bạn kẹp tóc gọn gàng nhanh chóng   ...,20000,20000,dropship,OEM,0,0.0,0,False,Siêu thị đồ chơi Vpp Minh Ngọc,655,3,0,False,Root,0
17,253296183,"Gấu Bông Dễ Thương Có Móc Bằng Inox Không Gỉ Treo Chìa Khóa, Balo , Túi Xách Chất Liệu Vải Bông Mềm Mịn",       Kích thước : 13*7 cm   ...,21000,21000,dropship,OEM,0,0.0,0,False,Kho hàng Thảo Trang,129,8,0,False,Root,0
18,242185877,Balo nam nữ size 25×23×10cm  xả kho đồng giá,       THÔNG TIN SẢN PHẨM   -Balo nam nữ size 25×23cm xả kho đồng giá   - Chất Liệu: Da mềm đẹp   - Màu sắc: NHIỀU MÀU   - Kích thước: 25×23×10 cm   - Phong Cách : Hàn Quốc   - Công dụng: Đi...,29500,29500,dropship,OEM,0,0.0,0,False,Sukashop86,193,9,0,False,Root,0
19,242225498,Balo nam nữ size 25×23×10cm  xả kho đồng giá,       THÔNG TIN SẢN PHẨM   -Balo nam nữ size 25×23cm xả kho đồng giá   - Chất Liệu: Da mềm đẹp   - Màu sắc: NHIỀU MÀU   - Kích thước: 25×23×10 cm   - Phong Cách : Hàn Quốc   - Công dụng: Đi...,29000,29000,dropship,OEM,0,0.0,0,False,Qshopnew,193,9,0,False,Root,0
20,253349199,"Gấu Bông Dễ Thương Có Móc Bằng Inox Không Gỉ Treo Chìa Khóa, Balo , Túi Xách Chất Liệu Vải Bông Mềm Mịn",       Kích thước : 13*7 cm   ...,21000,21000,dropship,OEM,0,0.0,0,False,Kho hàng Phú Lợi,127,8,0,False,Root,0
21,76296634,Balo chống nước đen nam nữ Unisex thời trang balo đa năng đi học laptop sinh viên Cặp Ulzzang,"✪.THÔNG TIN SẢN PHẨM Đặc điểm nổi bật ♪ Kích thước :BALO:40X12X30 CM♪ Thiết kế hiện đại, trẻ trung,tiện dụng,vừa đơn giản, vừa sang trọng. Sản phẩm chắc ch...",53500,53500,dropship,OEM,25,4.0,0,False,Cherry Sweet,963,11,0,False,Balo nữ,64
22,87100406,"Balo thời trang nam nữ phong cách hàn quốc giá rẻ ,balo đi học laptop , balo ulzzang","       ♪ Kích thước :BALO:40X10X30 CM   ♪ Thiết kế hiện đại, trẻ trung,tiện dụng,vừa đơn giản, vừa sang trọng. Sản phẩm chắc chan   ...",49890,49890,dropship,OEM,1,5.0,0,False,Ruby Yame,894,9,0,False,Balo nữ,5
23,120788760,Bộ Kẹp Vai Balo Cho Điện Thoại,"       BỘ KẸP VAI BALO CHO ĐIỆN THOẠI   Kẹp GoPro - action cam cho ba lô, mũ, nón được thiết với các răng cưa giúp tăng độ ma sát bám dính đảm bảo kẹp chặt và chắc chắn. Ngoài ra, Kẹp ba lô còn c...",49700,49700,dropship,OEM,2,5.0,0,False,Linhkiensgstore,740,6,0,False,Root,3
24,26025061,Balo thời trang WIill mesh N1 Shalla,Sản phẩm : còn hàngBalo cóc (mini) thể thao WIill mesh Shalla chất liệu vải NILON (Polyester): Vải có tác dụng chống thấm rất tốt do được cán màng PU hoặc PVC ở mặt trong. Vải nylon thường được dùng ...,64350,54450,dropship,Shalla,3,4.3,0,False,Shalla,1490,1,0,False,Thời Trang,31
25,45842346,"Balo thời trang nhỏ xinh , da PU bền đẹp , thiết kế thời trang hàn quốc , hợp xu hướng TK0027","Chất liệu: Da PUKiểu dáng : Sang trọng phong cách Hàn QuốcKích thước:dài 20cm, rộng 17cm, cao 7cmThiết kế hiện đại trẻ trung, phù hợp xu hướng Màu sắc tươi sángPhù hợp cho nhiều loại trang phục và...",75000,49000,dropship,OEM,74,4.2,0,False,Thành Đạt Store,1355,11,0,False,Thời Trang,414
26,243085045,Balo Ulzzang Cao Cấp Đựng Sách Vở  Đi Học Đi Chơi Phong Cách Thời Trang Cho Học Sinh Sinh Viên,"️ Chiếc balo cao cấp sở hữu thiết kế thời trang với phần nắp túi cách điệu kết hợp tông màu nổi bật, những đường may tinh tế, cùng gam màu trung tính trẻ trung năng động sẽ vô cùng hữu dụng cho bạn tr...",34900,34900,dropship,OEM,0,0.0,0,False,Everza,188,2,0,False,Balo nữ,0
27,76202712,Balo thời trang nam nữ Unisex chống nước balo cặp sách đi học laptop sinh viên học sinh trơn đen - MunNiNi,"✪.THÔNG TIN SẢN PHẨM Đặc điểm nổi bật ♪ Kích thước :BALO:40X12X30 CM♪ Thiết kế hiện đại, trẻ trung,tiện dụng,vừa đơn giản, vừa sang trọng. Sản phẩm chắc chắn...",56600,56600,dropship,OEM,4,3.8,0,False,Cherry Sweet,965,6,0,False,Balo nữ,9
28,10159834,Balo thời trang nữ mini MS855,"Thông tin sản phẩm- Tên sản phẩm: Balo thời trang nữ mini MS855- Thiết kế thời trang mang đến phong cách trẻ trung, dễ thương cho bạn gái.- Phù hợp mang đi chơi, đi học, du lị giúp bạn luôn tự tin ...",43003,38458,dropship,OEM,13,4.3,0,False,Shalla,1693,3,0,False,Thời Trang,31
29,103665069,"BALO NỮ THỜI TRANG, NHỎ XINH G0002 KIỂU DÁNG HÀN QUỐC, SÀNH ĐIỆU, CHẤT LIỆU DA CAO CẤP, BỀN ĐẸP",*** TÊN CỬA HÀNG VÀ THƯƠNG HIỆU - ( GoodShopGoodShop ) - MỌI HÌNH ẢNH LÀ THỰC TẾ SHOP CAM KẾT SẢN PHẨM GIỐNG HÌNH ẢNH 100%. SHOP LUÔN LUÔN MONG MUỐN PHỤC VỤ KHÁCH HÀNG THẬT TỐT ĐỂ KHÁCH HÀNG CÓ NHỮNG...,80000,49000,dropship,OEM,0,0.0,0,False,GOODSHOPGOODSHOP,829,1,0,False,Balo nữ,11
30,103222869,Balo nữ da đẹp thời trang hàn quốc nhỏ gọn tiện dụng TK0041,"CHI TIẾT SẢN PHẨMChất liệu: Da cao cấp, bề mặt da hơi bóngTúi có thiết kế cổ điển, sang trọng và cá tính với nhiều khóa ngăn ở mặt trước, năng động và trẻ trung.Kích thước: 21cm*6cm*17cm (chiều dài...",75000,49000,dropship,OEM,2,3.0,0,False,An An Shopp,830,7,0,False,Balo nữ,3
31,168464521,Motor cánh vẫy đảo gió điều hoà DAIKIN - mô tơ máy lạnh DK,       Motor cánh vẫy đảo gió điều hoà DAIKIN - mô tơ máy lạnh DK   Lưu ý:   Quý Khách lựa chọn đúng mẫu như hình.    Thông tin sản phẩm:   Mô tơ vẫy đảo gió điều hòa là thiết bị rất quan trọn...,40000,40000,dropship,OEM,0,0.0,0,False,Vật tư điện lạnh HK,551,5,0,False,Root,1
32,44076586,Balo mini thời trang nữ tay kéo thẻ VV7 Shalla,"Balo mini thời trang nữ tay kéo thẻ VV7 Shalla Sự phối hợp giữa tính đàn hồi và hiệu quả gia công của nhựa nhiệt dẻo nên loại chất liệu này rất mềm, và dai có độ bền tốt và khả năng chịu lực cao.⇒⇒⇒ ...",43003,38458,dropship,Shalla,7,3.6,0,False,Shalla,1375,1,0,False,Thời Trang,28
33,160293812,"Balo Nữ Thời Trang, Balo Đi Học Phong Cách Hàn Quốc","       LƯU Ý : BALO LOẠI NHỎ ,ĐỂ VỪA IPAD ,QUYỂN SÁCH ,VÀ DO VẬN CHUYỂN NÊN SẢN PHẨM NHĂN ,CÁC BẠN MUA VỀ VUỐT THẲNG VÀ ĐỔ ĐỒ CHO CĂNG RA SẼ NHÌN GIỐNG HÌNH Ạ ,NẾU CẢM THẤY HÀI LÒNG HÃY ĐÁNH GIÁ 5...",45000,45000,dropship,OEM,0,0.0,0,False,tiện ích sài gòn,598,3,0,False,Balo nữ,0
34,147462249,Balo ulzzang thời trang đi học chống thấm nước phong cách OEM tùy chỉnh Logo,"       Nếu bạn muốn mua 1 chiếc Balo vừa tiện dụng vừa thời trang thì bạn đã đến đúng nơi rồi đó    Ở The Alice có   - Balo ulzzang Hàn Quốc siêu xinh, kiểu dáng vừa vặn đựng vừa laptop   - Chấ...",32000,32000,dropship,OEM,1,5.0,0,False,The Alice Store,642,10,0,False,Root,3
35,49954016,"Balo da nữ thời trang dễ thương, chất liệu PU bền đẹp TK0041","- Chất liệu: Da cao cấp, bề mặt da hơi bóng- Túi có thiết kế cổ điển, sang trọng và cá tính với nhiều khóa ngăn ở mặt trước, năng động và trẻ trung- Kích thước: 21cm*6cm*17cm (chiều dài*rộng đáy...",98000,49000,dropship,OEM,21,3.8,0,False,Thành Đạt Store,1285,7,0,False,Thời Trang,83
36,14790605,Ba lô thời trang học sinh họa tiết màu sắc,"Không gian chứa vừa phải, tiện ích khi đựng được nhiều vật dụng cần thiết, mang đến vẻ ngoài sành điệu và sang trọng.Quai đeo chắc chắn cùng đường may tinh tế giúp sản phẩm trở nên bền lâu.Được gia...",37999,37999,dropship,OEM,14,3.4,0,False,EMELY BOUTIQUE,1595,1,0,False,Thời Trang,198
37,136940136,BALO THỔ CẨM LOẠI MINI,       ***Thông tin sản phẩm   - Tên sản phẩm : Túi thổ cẩm   - Màu sắc sản phẩm : Màu sắc dân tộc   - Mẫu mã : Mẫu mã đa dạng   - Chất liệu : Vải bố thổ cẩm   - Kích thước :   - Công dụng :...,45000,45000,dropship,OEM,0,0.0,0,False,thocamkimanh,677,8,0,False,Root,0
38,136940160,BALO THỔ CẨM MINI,       ***Thông tin sản phẩm   - Tên sản phẩm : Túi thổ cẩm   - Màu sắc sản phẩm : Màu sắc dân tộc   - Mẫu mã : Mẫu mã đa dạng   - Chất liệu : Vải bố thổ cẩm   - Kích thước :   - Công dụng :...,49000,49000,dropship,OEM,0,0.0,0,False,thocamkimanh,677,1,0,False,Root,0
39,2900725,Balo Nữ Dây Kéo Ổ Khóa Lệch Bên Phong Cách Hàn,Thông tin sản phẩm:- Kích thước: Ngang 29 cm- Cao 39 cm- Rộng Đáy 13 cm.- Trọng lượng: 0.38kg.- Chất liệu vải Nylon cao cấp.- Dây kéo chất lượng cao giúp kéo mượt mà.- Quai đeo êm ái tạo cảm giác...,60602,51278,dropship,OEM,0,0.0,0,False,Shalla,1893,2,0,False,Thời Trang,2
40,147464057,"Balo đi học dung tích lớn phong cách unisex cá tính phong cách đi học, đi du lịch","       Nếu bạn muốn mua 1 chiếc Balo vừa tiện dụng vừa thời trang thì bạn đã đến đúng nơi rồi đó    Ở The Alice có   - Balo ulzzang Hàn Quốc siêu xinh, kiểu dáng vừa vặn đựng vừa laptop   - Chấ...",32000,32000,dropship,OEM,0,0.0,0,False,The Alice Store,642,9,0,False,Root,0
41,147487728,"Balo Bò Sữa đi học, đi chơi phong cách học sinh có phụ kiện đi kèm","       Nếu bạn muốn mua 1 chiếc Balo vừa tiện dụng vừa thời trang thì bạn đã đến đúng nơi rồi đó    Ở The Alice có   - Balo ulzzang Hàn Quốc siêu xinh, kiểu dáng vừa vặn đựng vừa laptop   - Chấ...",32000,32000,dropship,OEM,0,0.0,0,False,The Alice Store,642,9,0,False,Root,2
42,51513897,"Balo thời trang dễ thương , phong cách hàn quốc, chất liệu da PU  TK0027","Chất liệu: Da PUKiểu dáng : Sang trọng phong cách Hàn QuốcKích thước:dài 20cm, rộng 17cm, cao 7cmThiết kế hiện đại trẻ trung, phù hợp xu hướng Màu sắc tươi sángPhù hợp cho nhiều loại trang phục và...",75000,49000,dropship,OEM,0,0.0,0,False,Thành Đạt Store,1262,11,0,False,Thời Trang,10
43,213881742,"Mica cầu lồi trong suốt làm túi xách, balo gấu (bộ 2 tấm)","       Mica cầu lồi trong suốt làm túi xách, balo gấu (bộ 2 tấm)   Mica cầu lồi đang hot hít hiện nay trong giới đan móc vì độ đáng yêu, dễ thương. Mica dùng để móc túi xách, balo gấu trong suốt....",39900,39900,dropship,OEM,0,0.0,0,False,Win win store,256,9,0,False,Root,0
44,73491240,"Balo thời trang đa năng, thiết kế trẻ trung, chất liệu PU bền đẹp TK0066","Chất liệu: Da cao cấp, bề mặt da hơi bóng- Túi có thiết kế cổ điển, sang trọng và cá tính với nhiều khóa ngăn ở mặt trước, năng động và trẻ trung - Kích thước: 21cm*6cm*16cm (chiều dài*rộng đá...",70000,49000,dropship,OEM,15,3.7,0,False,Thành Đạt Store,1013,11,0,False,Balo nữ,31
45,147485306,Balo Xu hướng mới unisex dành cho cả nam lẫn nữ siêu HOT HIT!,       The Alice xin chào!   Balo thời trang chống thấm nước vô cùng xịn xò mới cập bến đây ạ    Với chất vải Canvas bên trong lót polyer chống nước gần như tuyệt đối vô cùng an toàn cho mọi thứ...,32000,32000,dropship,OEM,0,0.0,0,False,The Alice Store,642,8,0,False,Root,0
46,49955511,"Balo da nữ thời trang nhỏ xinh, thiết kế trẻ trung, năng động hợp xu hướng TK0013","Chất liệu: Da cao cấp, bề mặt da hơi bóng- Túi có thiết kế cổ điển, sang trọng và cá tính với nhiều khóa ngăn ở mặt trước, năng động và trẻ trung- Kích thước: 20cm*6cm*18cm (chiều dài*rộng đáy*chiều c...",75000,49000,dropship,OEM,0,0.0,0,False,Thành Đạt Store,1285,9,0,False,Thời Trang,8
47,44349072,Balo nữ thời trang vải mang đậm phong cách Teen TXBL29,       Dáng túi : Trung bình   Sức chứa : dưới 20L   Kết cấu bên trong : khóa kéo trong   Kiểu khóa : khóa kéo   Giới tính : nữ   Chất liệu : vải oxford   Khóa : không   Chức năng : Chồng ...,40000,40000,dropship,OEM,0,0.0,0,False,Quốc Bảo,1368,4,0,False,Root,0
48,72052328,"Balo đi học phong cách Hàn Quốc vải chống nước, nhiều ngăn đựng laptop, đi chơi, du lịch","Balo đi học phong cách Hàn Quốc vải chống nước, nhiều ngăn đựng laptop, đi chơi, du lịchTHÔNG TIN SẢN PHẨM:- Kích thước: 30*39*12cm- Chất vải: vải dù Oxford- Màu sắc: Đen, hồng, xanh lá, xanh dươn...",35000,35000,dropship,OEM,0,0.0,0,False,Baotramstore,1039,1,950,False,Root,0
49,173694429,BALO PHỐI ĐI HỌC NAM/NỮ,       balo đi học nam nữ phối màu siêu đẹp   Đi học đi chơi đều đẹp ạ   á ỉ 6   kích thước 30 x 40   Nhận hàng kiểm hàng rồi mới thanh toán ( Hàng Chuẩn Da Tốt Bao y 99.99% )   Nhận sỉ số lư...,49000,49000,dropship,OEM,0,0.0,0,False,Thiên Ân Balo,526,3,0,False,Balo nữ,0
50,102862458, Combo 4 in 1 set balo đi học kèm túi xách ví và hộp bút thời trang kiểu mới chữ COME ON DAISY hoạ tiết hoa cúc,       Combo 4 in 1 set balo đi học kèm túi xách ví và hộp bút thời trang kiểu mới chữ COME ON DAISY hoạ tiết hoa cúc   BALO THỜI TRANG - BALO ĐẸP – BALO HỌC SINH   MÔ TẢ:   - Kích thước: 30*14...,45999,45999,dropship,OEM,0,0.0,0,False,Xưởng may balo Đà Nẵng,831,4,0,False,Root,0
51,71098971,"Balo nam nữ đi học năng động, chống nước có ngăn đựng Laptop","Balo nam nữ đi học năng động, chống nước có ngăn đựng LaptopBalo nam nữ đi học được thiết kế với phong cách trẻ trung, năng động tạo nên sự cá tính cho bạn lại rất tiện dụng khi đi du lịch, đi chơi, ...",49000,49000,dropship,OEM,0,0.0,0,False,Shop Long Tuấn,1056,1,0,False,Balo và Vali,0
52,174176026,TÚI CHÉO MISSOUT THỜI TRANG CHO NAM CẢ NỮ,"       Chào mừng bạn đến với cửa hàng của tôi   Sản phẩm tại cửa hàng sẽ được kiểm tra kỹ càng trước khi xuất xưởng, các bạn cứ yên tâm mua hàng nhé.   Nếu bạn có bất kỳ câu hỏi nào, bạn có thể ...",49000,49000,dropship,OEM,0,0.0,0,False,Thiên Ân Balo,522,3,0,False,Balo nữ,0
53,168527723,BALO MINI KUTE 2 DÂY RÚT NHỎ XINH UNISEX CHẤT CANVAS THỜI TRANG CUTE XINH ĐẸP TIỆN ÍCH DẠO PHỐ DU 3158,"       AOMIVN CAM KẾT ĐƯA RA SẢN PHẨM CHẤT LƯỢNG TỐT NHẤT, LÀM HÀI LÒNG QUÝ KHÁCH NHẤT.   CÙNG QUY TRÌNH ĐỔI TRẢ LINH HOẠT, BẢO HÀNH CHẤT LƯỢNG SẢN PHẨM TỪ A->Z.   __________________________...",50000,50000,dropship,OEM,1,4.0,0,False,Aomi Store,551,10,0,False,Root,5
54,130814112,"Balo bò sữa Ulzzang nam, nữ vải chuẩn Hàn Quốc 900PVC BL BO 02 (tặng móc khóa+ giấy thơm)","       Balo BL BO 02   Kích thước : 43 x 32 x 11 (dài x rộng x cao )   Chất liệu : là vải polyester   Nhờ lớp vải mà giúp balo có thêm những tính năng vượt trội như:   - Ít bám bẩn, dễ vệ sinh...",45000,45000,dropship,OEM,0,0.0,0,False,Gennewshop,695,9,0,False,Root,0
55,149447746,"MÓC KHÓA BÓP, BALÔ HOLOGRAM TIM KIM TUYẾN SÁNG BÓNG","       Móc khóa được làm dạng một chiếc ba lô nhỏ xinh. Kết hợp với chất liệu màu hologram. Trên mặt có dán hình tim trong chứa kim tuyến. Giúp bạn luôn nổi bật, cá tíó thể dùng tặng bạn bè, làm m...",45000,45000,dropship,OEM,0,0.0,0,False,BEOGIFTSHOP,636,6,0,False,Root,0
56,136940108,Balo thổ cẩm mini,       Balo thổ cẩm mini   Kích thước 20*20*10   Có 2 ngăn khoá kéo   Màu sắc ngẫu nhiên   Khách thích mẫu nào quá thì nhắn tin cho shop nhé. Nếu còn shop sẽ lấy mẫu đó cho khách   Lưu ý   S...,45000,45000,dropship,OEM,0,0.0,0,False,thocamkimanh,677,9,0,False,Root,0
57,20888670,Ba lô nữ hình mèo chống nước phong cách Nhật Bản,...,46000,46000,dropship,OEM,0,0.0,0,False,Song An Eco,1539,2,0,False,Thời Trang,3
58,44076540,Balo nữ mini thời trang tay kéo thẻ SI7 Shalla,"Balo mini thời trang nữ tay kéo thẻ VV7 Shalla Sự phối hợp giữa tính đàn hồi và hiệu quả gia công của nhựa nhiệt dẻo nên loại chất liệu này rất mềm, và dai có độ bền tốt và khả năng chịu lực cao.⇒⇒⇒ ...",43003,38458,dropship,Shalla,1,3.0,0,False,Shalla,1375,1,0,False,Thời Trang,0
59,143613770,Combo 10 túi mắt các sai to nhỏ,"       chào mừng các bạn đến với shop Combo 10 túi mắt các size   Sp chuyên phục vụ cho mầm non, làm đồ handmade   ...",50000,50000,dropship,OEM,0,0.0,0,False,Siêu thị đồ chơi Vpp Minh Ngọc,655,4,0,False,Root,0
60,174852388,BALO MINI BO SỮA MILK COW AOMIVN DÂY RÚT ĐEO VAI 33x38cm NHỎ XINH UNISEX CHẤT CANVAS CUTE TIỆN ÍCH DU LỊCH ĐEN TRẮNG,"       BALO ĐEO VAI TIỆN ÍCH vải canvas đa dạng họa tiết tha hồ lựa chọn, là món đồ ưa chuộng nhất của giới trẻ hiện nay   Chất liệu: Canvas dày mềm.   Kích thước: 38X33cm   Xuất xứ: Việt Nam ...",42000,42000,dropship,OEM,0,0.0,0,False,Aomivn,515,5,0,False,Root,0
61,176851307,Bộ balo cổ màu,       bộ balo kwoon thun lạnh mềm mát cho bé yêu   có 5 viền màu khác nhau   có 5 size cho bé từ 4 den 16kg nha mom   ...,48000,48000,dropship,OEM,0,0.0,0,False,SƠ SINH GẤU KIDS,504,7,0,False,Root,0
62,56687789,Balo thời trang giao màu ngẫu nhiên,"- Hình dáng: Sản phẩm kiểu dáng gọn gàng nhưng không kém phần độc đáo với các họa tiết thiết kế dưới dạng dòng chữ đậm chất cá tính, thích hợp cho các bạn học sinh, sinh viên năng động, trẻ trung.- Ch...",50000,50000,dropship,OEM,0,0.0,0,False,Quốc Bảo,1179,4,0,False,Thời Trang,0
63,247555177,ComBo 9 Bút Mực Gel Winzige 0.5mm - 9 Màu Dễ Thương Tuỳ Chọn Tiện Dụng Cho Học Sinh/Nhân Viên Văn Phòng,"       THÔNG TIN SẢN PHẨM:   Loại sản phẩm: Bút mực gel 0.5mm   Kích thước (Chiều dài): 16cm (Xấp xỉ)   Gói hàng bao gồm: 9 Bút   Đặc điểm:   Thiết kế thời trang, đơn giản và dễ sử dụng   Cả...",41000,41000,dropship,OEM,0,0.0,0,False,Bách Hóa Shop HN,181,8,0,False,Root,0
64,247554818,"Balo đi học cho bé gái Mẫu giáo, Cấp 1- Mầm non, tiểu học (từ 3 đến 12 tuổi)- Hình mèo con dễ thương","       THÔNG TIN SẢN PHẨM:   - [3 SIZE] Balo đi học cho bé gái hình mèo dễ thương màu hồng siêu dễ thương chất liệu vải Polyester chống thấm, chống nước cao cấp, cặp sách cho bé gái mẫu giáo, cấp...",49000,49000,dropship,OEM,0,0.0,0,False,Bách Hóa Shop HN,181,9,0,False,Root,0
