company_id,company,city,country,continent,date_joined,year_founded,valuation,funding,select_investors,industry
361,CFGI,Boston,United States,North America,2021-09-15,2000,2000000000,19000000,"""The Carlyle Group, CVC Capital Partners""",Fintech
82,Fireblocks,New York,United States,North America,2021-07-27,2018,8000000000,1000000000,"""Tenaya Capital, Coatue Management, Stripes Group""",Fintech
164,SambaNova Systems,Palo Alto,United States,North America,2021-04-13,2017,5000000000,1000000000,"""Walden International, Google Ventures, Intel Capital""",Data management & analytics
44,Bolt,San Francisco,United States,North America,2021-10-08,2014,11000000000,1000000000,"""Activant Capital, Tribe Capital, General Atlantic""",Fintech
53,Digital Currency Group,New York,United States,North America,2021-11-01,2015,10000000000,1000000000,"""Ribbit Capital, capitalG, Softbank Group""",Fintech
365,ENOVATE,Shanghai,China,Asia,2019-04-15,2015,2000000000,1000000000,Automobile Industry Guidance Fund,Auto & transportation
91,Carta,San Francisco,United States,North America,2019-05-06,2012,7000000000,1000000000,"""Menlo Ventures, Spark Capital, Union Square Ventures""",Fintech
335,FlixBus,Munich,Germany,Europe,2019-07-18,2013,3000000000,1000000000,"""Holtzbrinck Ventures, Unternehmertum Venture Capital, General Atlantic""",Auto & transportation
1014,SaltPay,London,United Kingdom,Europe,2021-04-09,2019,1000000000,1000000000,"""Tiger Global Management, Hedosophia""",Fintech
191,WeRide,Guangzhou,China,Asia,2020-12-23,2017,4000000000,1000000000,"""Atop Capital, IDInvest Partners, Qiming Venture Partners""",Auto & transportation
327,BlockFi,Jersey City,United States,North America,2021-03-11,2017,3000000000,1000000000,"""ConsenSys Ventures, Valar Ventures, PUC""",Fintech
641,SumUp,London,United Kingdom,Europe,2019-07-16,2011,1000000000,1000000000,"""American Express Ventures, Goldman Sachs, Bain Capital Credit""",Fintech
484,Wave,Dakar,Senegal,Africa,2021-09-07,2018,2000000000,200000000,"""Stripe, Founders Fund, Partech Partners""",Fintech
837,Zego,London,United Kingdom,Europe,2021-03-09,2016,1000000000,202000000,"""LocalGlobe, Balderton Capital, Target Global""",Fintech
606,Axtria,Berkeley Heights,United States,North America,2021-05-13,2009,1000000000,206000000,"""Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India""",Data management & analytics
880,bolttech,,Singapore,Asia,2021-07-01,2018,1000000000,210000000,"""Mundi Ventures, Doqling Capital Partners, Activant Capital""",Fintech
834,Sunbit,Los Angeles,United States,North America,2021-05-20,2016,1000000000,210000000,"""Zeev Ventures, Group11, Chicago Ventures""",Fintech
1064,Xendit,Jakarta,Indonesia,Asia,2021-09-14,2014,1000000000,215000000,"""Accel, Y Combinator, Amasia""",Fintech
414,Pacaso,Cincinnati,United States,North America,2021-03-24,2020,2000000000,217000000,"""Global Founders Capital, Shea Ventures, Greycroft""",Fintech
551,Calm,San Francisco,United States,North America,2019-02-06,2012,2000000000,218000000,"""Insight Venture Partners, TPG Growth, Sound Ventures""",Consumer & retail
446,HomeLight,San Francisco,United States,North America,2021-09-02,2012,2000000000,219000000,"""Zeev Ventures, Menlo Ventures,Crosslink Capital""",Fintech
356,Baiwang,Beijing,China,Asia,2019-03-25,2015,2000000000,224000000,"""Guozhong Venture Capital Management, Shenzhen Capital Group, Oriental Fortune Capital""",Fintech
397,Cognite,Lysaker,Norway,Europe,2021-05-19,2016,2000000000,225000000,"""Technology Crossover Ventures, Accel, Aker""",Data management & analytics
1005,Quantum Metric,Colorado Springs,United States,North America,2021-01-07,2015,1000000000,226000000,"""Insight Partners, Bain Capital Ventures""",Data management & analytics
619,Huisuanzhang,Beijing,China,Asia,2021-05-24,2015,1000000000,227000000,"""IDG Capital, Gaocheng Capital, Chuanrong Capital""",Fintech
649,WeBull,Changsha,China,Asia,2021-02-18,2016,1000000000,230000000,"""Bojiang Capital, Hongdao Capital, Mobai Capital""",Fintech
770,FloQast,Los Angeles,United States,North America,2021-07-21,2013,1000000000,230000000,"""Polaris Partners, Insight Partners, Norwest Venture Partners""",Fintech
800,CloudBees,San Jose,United States,North America,2021-12-09,2010,1000000000,236000000,"""Matrix Partners, Lightspeed Venture Partners, Verizon Ventures""",Data management & analytics
676,TaxBit,Draper,United States,North America,2021-08-04,2018,1000000000,236000000,"""Insight Partners, Coinbase Ventures, PayPal Ventures""",Fintech
481,Reltio,Redwood City,United States,North America,2021-11-04,2011,2000000000,237000000,"""Crosslink Capital, .406 Ventures, Sapphire Ventures""",Data management & analytics
861,Amount,Chicago,United States,North America,2021-05-17,2019,1000000000,243000000,"""Invus Group, Hanaco Venture Capital, WestCap Group""",Fintech
858,Ajaib,Jakarta,Indonesia,Asia,2021-10-04,2018,1000000000,245000000,"""Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners""",Fintech
1026,Slice,Bengaluru,India,Asia,2021-11-28,2015,1000000000,249000000,"""Gunosy Capital, Blume Ventures, Das Capital""",Fintech
630,MobiKwik,Gurugram,India,Asia,2021-10-13,2009,1000000000,249000000,"""Sequoia Capital India, The Times Group, GMO VenturePartners""",Fintech
621,Hyperchain,Hangzhou,China,Asia,2021-04-11,2016,1000000000,249000000,"""Yinhong Equity Investment Fund, E Fund, Ideal International""",Fintech
990,Orchard,New York,United States,North America,2021-09-09,2017,1000000000,252000000,"""Accomplice, Juxtapose, FirstMark Capital""",Fintech
418,Snapdocs,San Francisco,United States,North America,2021-05-25,2012,2000000000,253000000,"""Sequoia Capital, Y Combinator, F-Prime Capital""",Fintech
892,Chronosphere,New York,United States,North America,2021-10-07,2019,1000000000,254000000,"""Greylock Partners, Lux Capital, General Atlantic""",Data management & analytics
959,Lydia,Paris,France,Europe,2021-12-08,2011,1000000000,263000000,"""NewAlpha, XAnge Private Equity, Tencent Holdings""",Fintech
203,VAST Data,New York,United States,North America,2020-04-16,2016,4000000000,263000000,"""Norwest Venture Partners, Goldman Sachs, Dell Technologies Capital""",Data management & analytics
461,Glossier,New York,United States,North America,2019-03-19,2014,2000000000,266000000,"""Forerunner Ventures, Institutional Venture Partners, Thrive Capital""",Consumer & retail
768,Copado,Chicago,United States,North America,2021-09-13,2013,1000000000,271000000,"""Insight Partners, Salesforce Ventures, Perpetual Investors""",Data management & analytics
1049,TrueLayer,London,United Kingdom,Europe,2021-09-21,2016,1000000000,271000000,"""Anthemis, Connect Ventures, Northzone Ventures""",Fintech
832,Sisense,New York,United States,North America,2020-01-09,2004,1000000000,274000000,"""Opus Capital, Genesis Partners, Battery Ventures""",Data management & analytics
485,ZenBusiness,Austin,United States,North America,2021-11-09,2015,2000000000,275000000,"""Greycroft, Lerer Hippeau, Geekdom Fund""",Fintech
534,ReCharge,Los Angeles,United States,North America,2021-05-06,2017,2000000000,277000000,"""ICONIQ Growth, Bain Capital Ventures, Summit Partners""",Fintech
550,Bunq,Amsterdam,Netherlands,Europe,2021-06-18,2013,2000000000,281000000,Undisclosed,Fintech
980,NIUM,,Singapore,Asia,2021-07-13,2014,1000000000,285000000,"""Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures""",Fintech
138,Lendable,London,United Kingdom,Europe,2021-03-31,2014,5000000000,286000000,"""Ontario Teachers' Pension Plan, Goldman Sachs""",Fintech
746,YugaByte,Sunnyvale,United States,North America,2021-10-28,2016,1000000000,291000000,"""Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures""",Data management & analytics
806,At-Bay,Mountain View,United States,North America,2021-07-27,2016,1000000000,292000000,"""Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures""",Fintech
47,Ripple,San Francisco,United States,North America,2019-12-20,2012,10000000000,294000000,"""IDG Capital, Venture51, Lightspeed Venture Partners""",Fintech
84,National Stock Exchange of India,Mumbai,India,Asia,2020-07-01,1998,7000000000,297000000,"""TA Associates, SoftBank Group, GS Growth""",Fintech
303,Blockstream,Vancouver,Canada,North America,2021-08-24,2014,3000000000,299000000,"""AME Cloud Ventures, Future Perfect Ventures, Blockchain Capital""",Fintech
14,Chime,San Francisco,United States,North America,2019-03-05,2013,25000000000,2000000000,"""Forerunner Ventures, Crosslink Capital, Homebrew""",Fintech
6,Checkout.com,London,United Kingdom,Europe,2019-05-02,2012,40000000000,2000000000,"""Tiger Global Management, Insight Partners, DST Global""",Fintech
12,FTX,,Bahamas,North America,2021-07-20,2018,32000000000,2000000000,"""Sequoia Capital, Thoma Bravo, Softbank""",Fintech
86,Impossible Foods,Redwood City,United States,North America,2019-05-13,2011,7000000000,2000000000,"""Khosla Ventures, Horizons Ventures, Temasek Holdings""",Consumer & retail
64,Nuro,Mountain View,United States,North America,2019-02-11,2016,9000000000,2000000000,"""SoftBank Group, Greylock Partners, Gaorong Capital""",Auto & transportation
62,Yanolja,Seoul,South Korea,Asia,2019-06-10,2005,9000000000,2000000000,"""SBI Investment Korea, Partners Investment, GIC""",Travel
67,N26,Berlin,Germany,Europe,2019-01-10,2013,9000000000,2000000000,"""Redalpine Venture Partners, Earlybird Venture Capital, Valar Ventures""",Fintech
155,C6 Bank,Sao Paulo,Brazil,South America,2020-12-02,2018,5000000000,2000000000,Credit Suisse,Fintech
554,ClickHouse,Portola Valley,United States,North America,2021-10-28,2021,2000000000,300000000,"""Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital""",Data management & analytics
522,CoinSwitch Kuber,Bangalore,India,Asia,2021-10-06,2017,2000000000,301000000,"""Tiger Global Management, Sequoia Capital India, Ribbit Capital""",Fintech
552,Chipper Cash,San Francisco,United States,North America,2021-05-31,2017,2000000000,302000000,"""Deciens Capital, Bezos Expeditions, 500 Startups""",Fintech
895,Clearcover,Chicago,United States,North America,2021-04-13,2016,1000000000,305000000,"""American Family Ventures, Cox Enterprises, OMERS Ventures""",Fintech
785,Public,New York,United States,North America,2021-02-17,2008,1000000000,309000000,"""Accel, Greycroft, Advancit Capital""",Fintech
408,Matillion,Altrincham,United Kingdom,Europe,2021-09-15,2011,2000000000,310000000,"""Scale Venture Partners, Sapphire Ventures, Battery Ventures""",Data management & analytics
708,Scalable Capital,Munich,Germany,Europe,2021-06-08,2014,1000000000,314000000,"""BlackRock, Tengelmann Ventures, Holtzbrinck Ventures""",Fintech
390,Extend,San Francisco,United States,North America,2021-05-18,2004,2000000000,320000000,"""GreatPoint Ventures, Meritech Capital Partners, PayPal Ventures""",Fintech
684,M1 Finance,Chicago,United States,North America,2021-07-14,2015,1000000000,323000000,"""Left Lane Capital, Clocktower Technology Ventures, Jump Capital""",Fintech
206,FalconX,San Mateo,United States,North America,2021-08-10,2018,4000000000,324000000,"""Tiger Global Management, American Express Ventures, B Capital Group""",Fintech
1036,Swile,Montpellier,France,Europe,2021-10-11,2016,1000000000,326000000,"""Index Ventures, IDInvest Partners, Daphni""",Fintech
304,Cedar,New York,United States,North America,2021-03-09,2016,3000000000,326000000,"""Thrive Capital, Founders Fund, Cocnord Health Partners""",Fintech
325,Amber Group,,Hong Kong,Asia,2021-06-21,2015,3000000000,328000000,"""Tiger Global Management, Tiger Brokers, DCM Ventures""",Fintech
636,Rad Power Bikes,Seattle,United States,North America,2021-10-28,2007,1000000000,329000000,"""Durable Capital Partners, Cercano Management, T. Rowe Price""",Auto & transportation
950,Kopi Kenangan,Jakarta,Indonesia,Asia,2021-12-27,2017,1000000000,333000000,"""Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures""",Consumer & retail
730,Betterment,New York,United States,North America,2021-09-29,2010,1000000000,335000000,"""Bessemer Venture Partners, Menlo Ventures, Anthermis""",Fintech
936,Human Interest,San Francisco,United States,North America,2021-08-04,2015,1000000000,337000000,"""Wing Venture Capital, Slow Ventures, Uncork Capital""",Fintech
351,TradingView,Westerville,United States,North America,2021-10-14,2011,3000000000,339000000,"""Tiger Global Management, Insight Partners, Jump Capital""",Fintech
602,Zilch,London,United Kingdom,Europe,2021-11-10,2018,2000000000,339000000,"""Gauss Ventures, Ventura Capital, dmg ventures""",Fintech
802,Guideline,San Mateo,United States,North America,2021-06-16,2015,1000000000,339000000,"""Pelion Venture Partners, Foundation Capital, Thoma Bravo""",Fintech
429,Zeta,San Francisco,United States,North America,2021-05-24,2015,2000000000,340000000,"""Sodexo Ventures, SoftBank Group""",Fintech
517,CloudWalk,Sao Paulo,Brazil,South America,2021-09-08,2015,2000000000,345000000,"""Plug and Play Ventures, Valor Capital Group, DST Global""",Fintech
827,Nexthink,Prilly,Switzerland,Europe,2021-02-08,2004,1000000000,346000000,"""Auriga, Galeo Ventures, Highland Europe""",Data management & analytics
786,Qumulo,Seattle,United States,North America,2020-07-16,2012,1000000000,347000000,"""Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners""",Data management & analytics
192,Applied Intuition,Sunnyvale,United States,North America,2020-10-22,2017,4000000000,352000000,"""Andreessen Horowitz, Lux Capital, General Catalyst""",Data management & analytics
589,Redis Labs,Mountain View,United States,North America,2020-08-25,2011,2000000000,356000000,"""Viola Ventures, Dell Technologies Capital, Bain Capital Ventures""",Data management & analytics
680,Bordrin Motors,Shanghai,China,Asia,2019-06-03,2016,1000000000,362000000,"""China Grand Prosperity Investment, CSC Group""",Auto & transportation
467,Alan,Paris,France,Europe,2021-04-19,2016,2000000000,364000000,"""Index Ventures, Temasek, Portag3 Ventures""",Fintech
596,Unqork,New York,United States,North America,2020-10-06,2017,2000000000,365000000,"""Blackrock, capitalG, World Lab Innovation""",Fintech
208,Chainalysis,New York,United States,North America,2020-11-23,2014,4000000000,367000000,"""Addition, Benhcmark, Accel""",Fintech
1003,PPRO,London,United Kingdom,Europe,2021-01-19,2006,1000000000,370000000,"""Wellington Management, Eurazeo, Citi Ventures""",Fintech
558,Divvy Homes,San Francisco,United States,North America,2021-08-13,2017,2000000000,370000000,"""Andreessen Horowitz, Caffeinated Capital, SciFi VC""",Fintech
39,ZongMu Technology,Shanghai,China,Asia,2021-06-03,2013,11000000000,376000000,"""LTW Capital, Legend Capital, Qualcomm Ventures""",Auto & transportation
739,Konfio,Mexico City,Mexico,North America,2021-09-29,2013,1000000000,378000000,"""Kaszek Ventures, QED Investors, International Finance Corporation""",Fintech
499,Bitso,Mexico City,Mexico,North America,2021-05-05,2014,2000000000,378000000,"""Pantera Capital, QED Investors, Coinbase Ventures""",Fintech
401,Devo,Cambridge,United States,North America,2021-10-26,2011,2000000000,381000000,"""Insight Partners, Kibo Ventures, Bessemer Venture Partners""",Data management & analytics
555,Clip,Mexico City,Mexico,North America,2021-06-10,2012,2000000000,381000000,"""Alta Ventures Mexico, General Atlantic, SoftBank Group""",Fintech
722,Signifyd,San Jose,United States,North America,2021-04-15,2011,1000000000,390000000,"""Menlo Ventures, Resolute Ventures, IA Ventures""",Fintech
339,Groww,Bengaluru,India,Asia,2021-04-07,2017,3000000000,393000000,"""Tiger Global Management, Sequoia Capital India, Ribbit Capital""",Fintech
659,ECARX,Wuhan,China,Asia,2020-10-26,2016,1000000000,394000000,"""Geely, SIG Asia Investments, China State Capital Venture Capital Fund""",Auto & transportation
807,TELD,Qingdao,China,Asia,2019-12-16,2014,1000000000,396000000,"""China Reform Fund, Gaopeng Capital, Jinhui Xingye""",Fintech
296,BlockDaemon,Los Angeles,United States,North America,2021-09-21,2016,3000000000,398000000,"""BOLDstart Ventures, Lerer Hippeau, Kenetic Capital""",Fintech
105,SVOLT,Changzhou,China,Asia,2020-06-08,2018,6000000000,3000000000,"""IDG Capital, Bank Of China Group Investment,, SDIC CMC Investment Management""",Auto & transportation
9,Databricks,San Francisco,United States,North America,2019-02-05,2013,38000000000,3000000000,"""Andreessen Horowitz, New Enterprise Associates, Battery Ventures""",Data management & analytics
501,Current,New York,United States,North America,2021-04-27,2015,2000000000,402000000,"""Expa, QED Investors, Foundation Capital""",Fintech
465,solarisBank,Berlin,Germany,Europe,2021-07-13,2016,2000000000,403000000,"""Yabeo Capital, SBI Investment, Vulcan Capital""",Fintech
1044,Thought Machine,London,United Kingdom,Europe,2021-11-29,2014,1000000000,403000000,"""British Patient Capital, SEB Venture Capital, IQ Capital""",Fintech
818,Fundbox,San Francisco,United States,North America,2021-11-30,2013,1000000000,404000000,"""Khosla Ventures, General Catalyst, Blumberg Capital""",Fintech
125,Better.com,New York,United States,North America,2020-11-10,2018,6000000000,405000000,"""Pine Brook, American Express Ventures, Kleiner Perkins Caufield & Byers""",Fintech
288,Ethos,San Francisco,United States,North America,2021-05-11,2016,3000000000,407000000,"""Sequoia Capital, Google Ventures, Accel""",Fintech
280,JumpCloud,Louisville,United States,North America,2021-09-13,2012,3000000000,407000000,"""Foundry Group, General Atlantic, BlackRock""",Data management & analytics
843,Socar,Jeju-do,South Korea,Asia,2020-10-16,2012,1000000000,408000000,"""Bain Capital, Altos Ventures, Songhyun Investment""",Auto & transportation
582,Neo4j,San Mateo,United States,North America,2021-06-17,2007,2000000000,408000000,"""Eight Roads Ventures, One Peak Partners, Creandum""",Data management & analytics
559,Dremio,Santa Clara,United States,North America,2021-01-06,2015,2000000000,410000000,"""Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners""",Data management & analytics
209,dbt Labs,Philadelphia,United States,North America,2021-06-30,2016,4000000000,414000000,"""Andreessen Horowitz, Amplify Partners, Sequoia Capital""",Data management & analytics
284,Starburst,Boston,United States,North America,2021-01-06,1999,3000000000,414000000,"""Index Ventures, Coatue Management, Andreessen Horowitz""",Data management & analytics
371,Pagaya,Tel Aviv,Israel,Asia,2020-06-17,2015,2000000000,417000000,"""Oak HC/FT Partners, GF Investments, Harvey Golub Family Office""",Fintech
99,Gemini,New York,United States,North America,2021-11-19,2015,7000000000,424000000,"""Morgan Creek Digital, Marcy Venture Partners, 10T Fund""",Fintech
710,Stash,New York,United States,North America,2021-02-03,2015,1000000000,426000000,"""Goodwater Capital, Entree Capital, Valar Ventures""",Fintech
145,Pleo,Copenhagen,Denmark,Europe,2021-07-06,2015,5000000000,428000000,"""Creandum, Founders, Kinnevik""",Fintech
553,Clearco,Toronto,Canada,North America,2021-04-20,2015,2000000000,433000000,"""Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners""",Fintech
492,MoMo,Ho Chi Minh City,Vietnam,Asia,2021-12-10,2013,2000000000,434000000,"""Goodwater Capital, Warburg Pincus, GS Growth""",Fintech
108,Mambu,Amsterdam,Netherlands,Europe,2021-01-06,2011,6000000000,448000000,"""Runa Capital, Acton Capital Partners, Point Nine Capital""",Fintech
575,Lunar,Aarhus,Denmark,Europe,2021-07-12,2015,2000000000,448000000,"""SEED Capital, Greyhound Capital, Socii Capital""",Fintech
532,MX Technologies,Lehi,United States,North America,2021-01-13,2010,2000000000,450000000,"""Point72 Ventures, Pelion Venture Partners, Commerce Ventures""",Fintech
808,Acko General Insurance,Bengaluru,India,Asia,2021-10-28,2016,1000000000,458000000,"""Intact Ventures, Munich Re Ventures, General Atlantic""",Fintech
905,EBANX,Curitiba,Brazil,South America,2019-10-16,2012,1000000000,460000000,"""FTV Capital, Endeavor""",Fintech
179,ChargeBee Technologies,Walnut,United States,North America,2021-04-20,2011,4000000000,468000000,"""Insight Partners, Tiger Global Management, Accel""",Fintech
336,Flutterwave,San Francisco,United States,North America,2021-03-09,2016,3000000000,474000000,"""Green Visor Capital, CRE Venture Capital, Greycroft""",Fintech
560,Druva,Sunnyvale,United States,North America,2019-06-20,2007,2000000000,475000000,"""Nexus Venture Partners, Tenaya Capital, Sequoia Capital""",Data management & analytics
318,HighRadius,Houston,United States,North America,2020-01-07,2006,3000000000,475000000,"""Susquehanna Growth Equity, Citi Ventures, ICONIQ Capital""",Fintech
581,Mynt,Taguig City,Philippines,Asia,2021-11-01,2015,2000000000,475000000,"""Insight Partners, Warburg Pincus, Ayala Corporation""",Fintech
358,Bought By Many,London,United Kingdom,Europe,2021-06-01,2012,2000000000,477000000,"""Octopus Ventures, Munich Re Ventures, CommerzVentures""",Fintech
1013,Rothy's,San Francisco,United States,North America,2021-12-21,2016,1000000000,484000000,"""Alpargatas, GS Growth, Lightspeed Venture Partners""",Consumer & retail
326,Anchorage Digital,San Francisco,United States,North America,2021-12-15,2017,3000000000,487000000,"""Andreessen Horowitz, Blockchain Capital, Lux Capital""",Fintech
24,Blockchain.com,London,United Kingdom,Europe,2021-02-17,2011,14000000000,490000000,"""Lightspeed Venture Partners, Google Ventures, Lakestar""",Fintech
347,Remote,San Francisco,United States,North America,2021-07-13,2016,3000000000,496000000,"""Index Ventures, Sequoia Capital, General Catalyst""",Fintech
166,WM Motor,Shanghai,China,Asia,2019-03-08,2015,5000000000,4000000000,"""Baidu Capital, Linear Venture, Tencent""",Auto & transportation
576,Mafengwo,Beijing,China,Asia,2019-05-23,2010,2000000000,503000000,"""Qiming Venture Partners, Capital Today, General Atlantic""",Travel
230,Melio,New York,United States,North America,2021-01-25,2018,4000000000,504000000,"""Accel, Aleph, American Express Ventures""",Fintech
283,OwnBackup,Englewood Cliffs,United States,North America,2021-01-28,2015,3000000000,507000000,"""Insight Partners, Salesforce Ventures, Vertex Ventures""",Data management & analytics
1056,VOI,Stockholm,Sweden,Europe,2021-12-21,2018,1000000000,516000000,"""Vostok New Ventures, The Raine Group, Balderton Capital""",Travel
564,Guoquan Shihui,Shanghai,China,Asia,2021-03-17,2017,2000000000,523000000,"""Tiantu Capital, CMB International Capital, Vision Knight Capital""",Consumer & retail
260,Digit Insurance,Bengaluru,India,Asia,2021-01-15,2016,3000000000,531000000,"""Fairfax Financial Holdings, A91 Partners, TVS Capital""",Fintech
883,C2FO,Leawood,United States,North America,2019-08-07,2008,1000000000,538000000,"""Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management""",Fintech
450,Paxos,New York,United States,North America,2021-04-29,2012,2000000000,538000000,"""Liberty City Ventures, RRE Ventures, Mithril Capital Management""",Fintech
432,Uala,Buenos Aires,Argentina,South America,2021-08-13,2017,2000000000,544000000,"""Soros Fund Management, Ribbit Capital, Monashees+""",Fintech
216,BitPanda,Vienna,Austria,Europe,2021-03-16,2014,4000000000,546000000,"""Speedinvest, Valar Ventures, Uniqa Ventures""",Fintech
77,Tipalti,San Mateo,United States,North America,2020-10-06,2010,8000000000,549000000,"""01 Advisors, Zeev Ventures, Group 11""",Fintech
244,Upstox,Mumbai,India,Asia,2021-11-29,2010,3000000000,54000000,"""Tiger Global Management, Kalaari Capital""",Fintech
313,DriveWealth,Chatham,United States,North America,2021-08-20,2012,3000000000,551000000,"""Point72 Ventures, Route 66 Ventures, Accel""",Fintech
177,MoonPay,Miami,United States,North America,2021-11-22,2019,4000000000,555000000,"""New Enterprise Associates, Coatue Management, Tiger Global Management""",Fintech
487,Greenlight,Atlanta,United States,North America,2020-09-24,2014,2000000000,557000000,"""Relay Ventures, TTV Capital, Canapi Ventures""",Fintech
42,Weilong Foods,Luohe,China,Asia,2021-05-08,1999,11000000000,558000000,"""Tencent Holdings, Hillhouse Capital Management, Yunfeng Capital""",Consumer & retail
51,Alchemy,San Francisco,United States,North America,2021-10-28,2017,10000000000,564000000,"""DFJ Growth Fund, Coatue Management, Addition""",Fintech
