job_id,skill_abr
3887486847,IT
3887480120,IT
3887478665,QA
3887473147,OTHR
3887476411,SALE
3887476411,BD
3887487158,MGMT
3887487158,MNFC
3884428991,MGMT
3884428991,MNFC
3884911615,HCPR
3887491220,MGMT
3887475347,HCPR
3887471546,SCI
3884913338,EDU
3884913338,TRNG
3884430601,IT
3887479672,SALE
3887479672,ADVR
3887479672,BD
3884914426,ACCT
3887475323,MGMT
3887475323,MNFC
3887475080,CUST
3887475080,QA
3887472633,ADM
3887469905,ENG
3887469905,DSGN
3887469905,BD
3887472553,HCPR
3887479788,PRJM
3887479788,ENG
3887480396,SALE
3887480396,ADVR
3887480396,MGMT
3887469631,FIN
3887469631,SALE
3884436199,LGL
3884436024,PRJM
3884436024,IT
3884906708,SALE
3884906708,BD
3887488260,IT
3887475125,IT
3884911126,FIN
3884911126,SALE
3884911126,BD
3884916746,ACCT
3884916746,FIN
3887477849,QA
3887477849,MNFC
3884916234,FIN
3884916234,SALE
3884431694,EDU
3884431694,TRNG
3884434160,IT
3884917416,ENG
3884917416,IT
3887474445,ADM
3887475350,HCPR
3884911425,OTHR
3884911425,IT
3884911425,MGMT
3884431673,MRKT
3884434116,SALE
3884434116,BD
3884436032,ACCT
3884436032,FIN
3884436032,ANLS
3887464712,RSCH
3887464712,ANLS
3887464712,IT
3884426997,ENG
3884426997,IT
3887470450,FIN
3887470450,SALE
3884917436,OTHR
3884429703,HCPR
3884912836,MGMT
3884912836,MNFC
3884429847,MRKT
3884917233,FIN
3884917233,GENB
3884917233,MRKT
3887475354,MRKT
3887475354,PR
3887475354,WRT
3887492114,ENG
3887492114,IT
3884914674,LGL
3884436129,ENG
3884912886,HCPR
3887471743,MNFC
3887472480,PRDM
3884429684,OTHR
3884429684,SCI
3884429758,MGMT
3884429758,MNFC
3884910767,HCPR
3884435113,MRKT
3884917470,HCPR
3887475359,ADM
3884913633,PRJM
3884915688,ADM
3884432577,EDU
3884432577,TRNG
3884429781,HCPR
3884430673,ADM
3884430673,GENB
3884919105,ENG
3884919105,IT
3884917464,MGMT
3884917464,MNFC
3887486230,EDU
3884433362,SALE
3884433362,BD
3884432608,ENG
3884430628,MGMT
3884430628,PRDM
3884430628,ENG
3887480464,ANLS
3884430781,FIN
3884430781,ACCT
3884435281,PRJM
3887471668,HCPR
3887473762,SALE
3884435198,IT
3887474520,SALE
3887474520,BD
3884434165,BD
3884434165,PRJM
3887474437,HCPR
3884434128,MRKT
3887489324,ENG
3887489324,DSGN
3887478459,SALE
3884436204,SALE
3884436204,DIST
3884436204,FIN
3887474433,HCPR
3827945924,ENG
3827945924,IT
3884917125,SALE
3884917125,MGMT
3887482546,MGMT
3887482546,MNFC
3887481973,SALE
3887481973,BD
3887469700,OTHR
3887491518,DSGN
3887491518,ENG
3887471053,HCPR
3884917018,ENG
3884917018,IT
3884431641,FIN
3884431641,ACCT
3887485575,ACCT
3887485575,FIN
3884430616,IT
3887483238,OTHR
3884915227,SALE
3884915227,BD
3887471412,ADM
3610032286,SALE
3610032286,BD
3887467694,MRKT
3887467694,PR
3887467694,WRT
3887493009,CUST
3887493009,DIST
3887493009,SUPL
3884916530,HCPR
3884429701,LGL
3887475102,HR
3884916480,ENG
3884916480,IT
3887492533,SALE
3887492533,BD
3887472555,HCPR
3887485157,ADM
3884430647,SUPL
3884430647,MNFC
3884430647,ENG
3884913839,SALE
3884432662,MGMT
3884432662,MNFC
3884914341,FIN
3887494107,MGMT
3887494107,MNFC
3884910775,MGMT
3884910775,MNFC
3884433426,MGMT
3884433426,TRNG
3884433426,OTHR
3884912798,CNSL
3884912798,LGL
3884914700,RSCH
3884914700,ANLS
3884914700,IT
3887474751,ADM
3887474751,OTHR
3884913495,ADM
3887485449,SALE
3887485449,BD
3884432583,HCPR
3884434170,ACCT
3884434170,FIN
3887476338,HCPR
3887474517,ADM
3884920412,ENG
3884912967,OTHR
3887494595,HR
3884436265,FIN
3884433365,QA
3887474132,LGL
3887474132,QA
3887474132,WRT
3884436146,HCPR
3884429787,ENG
3884429787,MNFC
3884429787,PROD
3887492507,MGMT
3887492507,MNFC
3884913858,IT
3887482515,ACCT
3887482515,FIN
3887478002,BD
3887478002,SALE
3887490568,MGMT
3887490568,MNFC
3884919140,PRDM
3884919140,MRKT
3884431598,MNFC
3884434279,PRJM
3884434279,IT
3887480096,MRKT
3887480096,WRT
3887480096,PR
3887488367,PROD
3887488367,MNFC
3887488367,MGMT
3887486043,OTHR
3887489518,ENG
3887489518,MNFC
3884430741,QA
3884430741,MNFC
3884428994,SALE
3884428994,BD
3884429642,ACCT
3884429642,FIN
3884436098,CUST
3884436098,MGMT
3884436098,BD
3884919132,OTHR
3884435336,PRDM
3884435336,IT
3884908907,SALE
3884908907,BD
3884430751,STRA
3884430751,PRJM
3884430751,BD
3884431706,ADM
3884431706,FIN
3884916531,HCPR
3887471687,BD
3887471687,SALE
3884433317,OTHR
3887429980,SALE
3887429980,MGMT
3884912975,ACCT
3884912975,FIN
3884912975,ANLS
3884436075,IT
3884433471,FIN
3884433471,GENB
3884433471,CUST
3884916200,ENG
3884916200,IT
3884436258,ENG
3884435127,SALE
3884435127,FIN
3884435127,BD
3887499183,FIN
3887499183,ACCT
3887499183,PRJM
3887700229,ENG
3887700229,MNFC
3887700229,PROD
3887492681,SALE
3887492681,BD
3887489353,MGMT
3887489353,MNFC
3887494112,SALE
3887494112,BD
3884433420,MNFC
3884433420,MGMT
3884429748,PRJM
3884429748,MGMT
3884429748,ENG
3887499331,SALE
3887499331,BD
3884436202,HCPR
3884919162,IT
3887487441,SALE
3887487441,ADVR
3887487441,BD
3884921047,OTHR
3887700448,OTHR
3884434129,FIN
3884429666,MGMT
3884429666,MNFC
3887476335,HCPR
3887477938,SALE
3887477938,ADVR
3887477938,BD
3887477385,SUPL
3887477385,ENG
3887477385,MNFC
3884432529,LGL
3884434302,OTHR
3884430549,SALE
3884430549,BD
3884920513,ART
3884919357,OTHR
3884431550,ACCT
3884431550,FIN
3884436210,SALE
3884436210,BD
3884430735,RSCH
3884430735,ANLS
3884430735,IT
3887490026,ADM
3887490026,ENG
3887490026,DSGN
3884432782,ACCT
3884915616,IT
3887467853,OTHR
3887480233,MNFC
3887488108,FIN
3887488108,SALE
3887488108,MGMT
3884433390,MGMT
3884433390,MNFC
3887489593,SALE
3887473432,DSGN
3887473432,ART
3887473432,IT
3887470642,FIN
3887470642,ACCT
3884916584,MGMT
3884916584,MNFC
3887470635,MGMT
3887470635,MNFC
3887474368,HR
3884914374,MGMT
3884919767,OTHR
3884919767,PROD
3887487070,HCPR
3884912984,MGMT
3884912984,MNFC
3887490561,SALE
3887490561,BD
3887499070,BD
3887499070,SALE
3884432678,QA
3884432678,ENG
3887477885,SALE
3884432547,DSGN
3884922320,ACCT
3884922320,FIN
3887489649,MGMT
3887489649,MNFC
3884921048,OTHR
3887491562,SALE
3887491562,BD
3887471626,HCPR
3887483114,OTHR
3884433236,SALE
3884433236,BD
3887494116,MGMT
3887494116,MNFC
3887470920,SALE
3887470920,BD
3884917286,HCPR
3884917084,FIN
3887476366,MNFC
3887476366,ANLS
3887476366,CNSL
3884436569,ADM
3884436569,GENB
3884436569,HR
3884434146,OTHR
3884429864,SALE
3887476796,MRKT
3887476796,SALE
3884429801,ADM
3884427958,IT
3884429902,MRKT
3884914800,HR
3884917540,PRJM
3887471349,OTHR
3871144579,BD
3871144579,SALE
3887478009,IT
3884435279,HR
3884435279,CNSL
3884435279,CUST
3887489634,MGMT
3887489634,MNFC
3887467925,SALE
3887495750,IT
3884914657,ADM
3887475259,PRDM
3887475259,IT
3884918677,GENB
3884918677,ADM
3884918677,CUST
3884430655,MGMT
3884430655,MNFC
3887492021,SALE
3887492021,ADVR
3887492021,BD
3887473554,FIN
3887473554,SALE
3887494106,MGMT
3887494106,MNFC
3884431599,ENG
3884431599,IT
3887479259,SALE
3887479259,BD
3887490564,MGMT
3887490564,MNFC
3884434037,IT
3884431654,LGL
3887477749,MRKT
3887477749,SALE
3887471671,HCPR
3884912863,BD
3884912863,MRKT
3884912863,PRDM
3884430605,MGMT
3887494122,MGMT
3887494122,MNFC
3887472551,HCPR
3884917451,ADM
3884917451,OTHR
3887471673,OTHR
3887474059,OTHR
3884918344,ENG
3884918344,RSCH
3887496048,MGMT
3887473140,OTHR
3887491046,ENG
3887491046,PRJM
3884918725,FIN
3884918725,SALE
3884910763,HCPR
3887497638,RSCH
3887497638,ANLS
3887497638,IT
3887481522,DSGN
3887481522,ART
3887481522,IT
3884434113,SALE
3884434113,BD
3887482162,PRJM
3887482162,IT
3884918761,IT
3884915452,OTHR
3887482785,BD
3887482785,SALE
3887488946,ANLS
3887488946,IT
3887483355,SALE
3887483355,BD
3887488634,SALE
3887488634,BD
3887469626,FIN
3887469626,SALE
3884431792,RSCH
3884431792,ANLS
3884431792,IT
3887477748,SALE
3887477748,BD
3884433638,IT
3884438226,IT
3884438226,ENG
3887493488,HCPR
3884436167,ENG
3884436167,IT
3884920090,OTHR
3844216662,PRJM
3844216662,IT
3884429636,PRJM
3884910776,HCPR
3884435695,FIN
3887470524,MGMT
3887470524,MNFC
3884434250,SALE
3884434250,BD
3884432634,OTHR
3887490562,SALE
3887490562,BD
3884436130,ADM
3887476809,MGMT
3887476809,MNFC
3884913869,MGMT
3884913869,MNFC
3884433467,FIN
3884433467,SALE
3884433254,PR
3884433254,STRA
3884433254,MRKT
3887472128,MGMT
3887483191,ADM
3887477383,MGMT
3887477383,MNFC
3887495113,MGMT
3884436679,ENG
3884436679,IT
3887476347,MRKT
3887476347,PR
3887476347,WRT
3887488972,HCPR
3887467937,ENG
3887467937,MGMT
3887467937,OTHR
3884436058,HCPR
3884916084,MRKT
3884916084,ADVR
3884430432,SALE
3884430432,BD
3887481122,MRKT
3887481122,SALE
3884923486,STRA
3884923486,CUST
3884923486,ADM
3884921130,FIN
3884921130,SALE
3884915081,HCPR
3887493118,SALE
3887493118,BD
3884917940,OTHR
3884921377,HCPR
3884435078,ENG
3884914766,HCPR
3887479262,SALE
3887479262,BD
3884432610,FIN
3884432610,ANLS
3884920828,ACCT
3884432607,MNFC
3887493125,MGMT
3887493125,MNFC
3884920734,LGL
3884915254,BD
3884915254,SALE
3884920256,IT
3884918700,MRKT
3884918700,PR
3884918700,WRT
3887479190,SALE
3887479190,BD
3887477838,MRKT
3887477838,SALE
3884436083,ADM
3884436083,FIN
3884436083,MGMT
3884434736,CUST
3884430800,SALE
3884430800,BD
3884430512,MGMT
3884430512,MNFC
3887475826,RSCH
3887475826,ANLS
3887475826,IT
3887476996,ACCT
3884435157,FIN
3884922250,ENG
3884922250,IT
3887490752,ENG
3887490752,IT
3884917539,RSCH
3884917539,ANLS
3884917539,IT
3887485874,MGMT
3887485874,MNFC
3887471290,FIN
3887471290,SALE
3887483125,SALE
3887483125,BD
3884919173,HCPR
3887476189,SALE
3887476189,ADVR
3887476189,BD
3884917961,SALE
3884917961,BD
3887481841,ACCT
3887481841,FIN
3884920483,MGMT
3884920483,MNFC
3887486795,OTHR
3887702353,ANLS
3887702353,FIN
3887702353,CUST
3884916794,ADM
3887474885,RSCH
3887474885,ANLS
3887474885,IT
3887471348,MRKT
3887471348,SALE
3887494721,HCPR
3884915873,MGMT
3884915873,SUPL
3887484442,ENG
3887484442,OTHR
3887484442,IT
3884433408,DSGN
3884913980,SALE
3884913980,MRKT
3884915158,ACCT
3884915158,FIN
3887495357,MRKT
3887495357,SALE
3887499494,MRKT
3887489630,MGMT
3887489630,MNFC
3884920026,ADM
3884429764,PRJM
3884437311,ENG
3884433459,ENG
3884433459,IT
3887499231,ACCT
3887499231,FIN
3884429763,ENG
3884429763,IT
3884919935,ACCT
3884919935,FIN
3884916733,OTHR
3887479503,SALE
3884919761,SALE
3884919761,BD
3887473524,EDU
3887473524,TRNG
3855387504,EDU
3855387504,TRNG
3884916476,ENG
3884916476,IT
3887497605,MRKT
3887497605,PR
3887497605,WRT
3884923183,MRKT
3884923183,PR
3884923183,WRT
3884440113,LGL
3884917448,PROD
3884917448,MNFC
3887494798,MGMT
3887494798,MNFC
3887493595,FIN
3887493595,ACCT
3887493595,GENB
3887480733,MGMT
3887480733,MNFC
3884434134,ACCT
3884435197,PRCH
3884435197,SUPL
3884922535,SCI
3884922535,RSCH
3884919436,MGMT
3884919436,MNFC
3887477342,ACCT
3884435766,IT
3884435766,ENG
3887478902,OTHR
3887473146,MRKT
3887473146,SALE
3884913832,MGMT
3884922191,MGMT
3884922191,MNFC
3887484243,SALE
3887494533,SALE
3887494533,BD
3884916554,FIN
3884916554,SALE
3884429726,LGL
3884918908,MGMT
3884918908,MNFC
3887491568,MGMT
3887491568,MNFC
3884436021,RSCH
3884436021,ANLS
3884436021,IT
3887468596,MGMT
3887468596,MNFC
3887493761,MGMT
3887493761,MNFC
3887472563,CUST
3887472563,QA
3884916735,OTHR
3884923050,ENG
3884923050,IT
3884430807,SALE
3884430807,MGMT
3884432534,FIN
3884432534,STRA
