id,name
552,Bruiser Brody & Executioner #1 & Executioner #2
560,Pete Dougherty
562,Tony Altimore
573,Nikolai Volkoff & Stan Hansen
574,Gorilla Monsoon & Ivan Putski
580,Davey O'Hannon
590,Executioner #1 & Executioner #2 & Stan Hansen
600,Baron Mikel Scicluna & Rocky Tamayo
602,Dominic DeNucci & Jose Gonzales
604,Skandor Akbar
614,Chuck Wepner
617,Vivian St. John
618,Paula Kaye
620,Susan Green
623,Tony Parisi
626,Louis Cerdan
630,Kevin Sullivan & Pat Barrett
631,Bobo Brazil & Gorilla Monsoon & Haystacks Calhoun
632,Billy Graham & Ernie Ladd & Ivan Koloff
640,Louis Cyr
641,Ric Flair
645,Billy Graham & Ivan Koloff
646,Haystacks Calhoun & Pat Barrett
651,Pat Barrett
654,Gene Dundee
655,Chris Taylor
664,Bugsy McGraw & Ernie Ladd
665,Bruno Sammartino & Tony Parisi
676,Louis Cerdan & Tony Parisi
680,Kitty Adams
683,Frank Monte
686,Francisco Flores
693,Little Louie & The Coco Kid
699,Bobo Brazil & Tony Parisi
700,Bugsy McGraw & Crusher Blackwell
702,Bugsy McGraw
nan,nan
712,Ivan Koloff & Spiros Arion
724,Baron Mikel Scicluna & Spiros Arion
726,Blackjack Lanza
730,Haystacks Calhoun & Kevin Sullivan
741,Billy Robinson
750,Blackjack Lanza & Blackjack Mulligan
753,The Executioner
756,Keith Franke
758,Man Mountain Mike
762,Dominic DeNucci & Pat Barrett
765,Gorilla Monsoon & Haystacks Calhoun & Ivan Putski
766,Blackjack Lanza & Blackjack Mulligan & Bugsy McGraw
774,Spiros Arion & Waldo Von Erich
780,Dottie Downs
785,Mike Graham
788,Hans Schroeder
789,Waldo Von Erich
796,Andre the Giant & Francisco Flores
798,Bugsy McGraw & Captain Lou Albano
804,Dean Ho
811,Andre the Giant & Verne Gagne
820,Dean Ho & Tony Garea
822,Bill White
823,Dominic DeNucci & Victor Rivera
838,Bobby Duncum & Butcher Vachon
840,Jimmy Valiant
842,Johnny Valiant
848,Hans Schroeder & Jack Evans
851,Wolfman Farkus
853,Bobby Duncum
870,El Olympico
873,Little Tokyo & Lord Littlebrook
874,Little Louie & Sonny Boy Hayes
877,Edouard Carpentier
878,Joe Nova
880,Manuel Soto & Pete Sanchez
884,Killer Kowalski
888,Hans Schroeder & Joe Nova
900,Jack Evans & Johnny Rodz
906,Bobby Duncum & Killer Kowalski
909,Pedro Morales
912,Chief Jay Strongbow & Gorilla Monsoon
925,Pedro Morales & Victor Rivera
927,Bruno Sammartino & Chief Jay Strongbow
928,Jimmy Valiant & Johnny Valentine
937,Chief Jay Strongbow & Spiros Arion
953,Mad Dog Vachon
954,Tomas Marin
957,Jimmy Valiant & Johnny Valiant & Killer Kowalski
958,Dean Ho & Gorilla Monsoon & Tony Garea
973,Andre the Giant & Victor Rivera
974,Killer Kowalski & Strong Kobayashi
982,Otto Von Heller
984,Louie Tillet
1000,Chief Jay Strongbow & Haystacks Calhoun
1004,John Tolos
1010,Killer Kowalski & Otto Von Heller
1011,Giant Baba
1014,Black Gordman
1016,Freddie Blassie & Nikolai Volkoff
1018,Mike Conrad
1027,Peggy Patterson & The Fabulous Moolah
1028,Debbie Johnson & Sharon Brooks
1033,Robert Fuller
1034,Ed Sullivan
1042,Don Leo Jonathan & Otto Von Heller
1052,Don Leo Jonathan
1056,Larry Hennig
1059,Donna Christanello & The Fabulous Moolah
1060,Dardi Dahl & Peggy Patterson
1068,Larry Hennig & Stan Stasiak
1073,Butcher Brannigan
1074,Mike Pappas
1077,Jose Gonzales & Manuel Soto
1078,Joe Turco & Pancho Valdez
1084,Larry Hennig & Mike McCord
1094,Pancho Valdez
1096,Mike McCord
1108,Frank Valois
1115,Andre the Giant & Chief Jay Strongbow & Victor Rivera
1116,Blackjack Lanza & Mr. Fuji & Professor Toru Tanaka
1132,Blackjack Lanza & Stan Stasiak
1135,Joyce Grable & Vicki Williams
1136,Donna Christanello & Toni Rose
1143,Ron Fuller
1157,Farmer Jerome & Little Louie
1158,Little Brutus & Pee Wee Adams
1169,Little Boy Blue & Pee Wee Adams
1178,Freddie Blassie
1179,Haystacks Calhoun & Tony Garea
1184,Lee Wong
1191,Jan Sheridan & Joyce Grable
1192,Dottie Downs & Peggy Patterson
1198,Moondog Mayne
1200,Jan Sheridan
1208,The Great Goliath
1209,Gorilla Monsoon & Haystacks Calhoun
1219,King Curtis Iaukea
1220,Juan Caruso
1224,Buddy Wolfe
1235,Butcher Vachon & Mad Dog Vachon
1236,King Curtis Iaukea & Louie Tillet
1240,Sonny King
1249,Lily Thomas & Susan Green
1250,Paula Kaye & Peggy Patterson
