driver_age_raw,state,fine_grained_location,is_arrested,district,driver_race,id,driver_race_raw,search_type_raw,stop_outcome,police_department,county_fips,driver_gender,county_name,location_raw,driver_age,search_type,stop_date,out_of_state,drugs_related_stop,violation_raw,contraband_found,stop_duration,violation,stop_time,search_conducted
1979.0,RI,,False,Zone K2,White,RI-2006-03277,W,,Citation,900,,M,,Zone K2,27.0,,2006-01-19,False,False,Speeding,False,0-15 Min,Speeding,00:53,False
1986.0,RI,,False,Zone K3,White,RI-2006-09305,W,,Citation,300,,F,,Zone K3,20.0,,2006-02-25,False,False,Speeding,False,0-15 Min,Speeding,23:05,False
1970.0,RI,,False,Zone X3,Asian,RI-2006-07335,I,,Citation,200,,M,,Zone X3,36.0,,2006-02-12,False,False,Speeding,False,0-15 Min,Speeding,00:20,False
1984.0,RI,,False,Zone X4,Black,RI-2006-16090,B,,Citation,500,,F,,Zone X4,22.0,,2006-04-08,True,False,Speeding,False,0-15 Min,Speeding,00:00,False
1943.0,RI,,False,Zone K1,White,RI-2006-16498,W,,Citation,600,,F,,Zone K1,63.0,,2006-04-10,True,False,Speeding,False,0-15 Min,Speeding,08:55,False
1972.0,RI,,False,Zone K1,Asian,RI-2006-24158,I,,Citation,600,,M,,Zone K1,34.0,,2006-05-28,True,False,Speeding,False,0-15 Min,Speeding,09:24,False
1966.0,RI,,False,Zone K2,White,RI-2005-01268,W,,Citation,900,,F,,Zone K2,39.0,,2005-10-08,False,False,Speeding,False,0-15 Min,Speeding,09:15,False
1974.0,RI,,False,Zone X3,White,RI-2005-09203,W,,Citation,200,,M,,Zone X3,31.0,,2005-11-27,False,False,Speeding,False,0-15 Min,Speeding,07:30,False
1982.0,RI,,False,Zone K3,White,RI-2006-14039,W,,Citation,300,,F,,Zone K3,24.0,,2006-03-26,False,False,Registration Violation,False,0-15 Min,Registration/plates,10:30,False
1958.0,RI,,False,Zone K3,White,RI-2006-16426,W,,Citation,300,,M,,Zone K3,48.0,,2006-04-09,True,False,Speeding,False,0-15 Min,Speeding,23:30,False
1981.0,RI,,False,Zone K3,White,RI-2006-12980,W,,Citation,300,,M,,Zone K3,25.0,,2006-03-20,True,False,Speeding,False,0-15 Min,Speeding,22:50,False
1968.0,RI,,False,Zone X1,White,RI-2006-15609,W,,Citation,0,,M,,Zone X1,38.0,,2006-04-04,True,False,Speeding,False,0-15 Min,Speeding,20:55,False
1947.0,RI,,False,Zone X4,White,RI-2005-11612,W,,Citation,500,,M,,Zone X4,58.0,,2005-12-13,False,False,Other Traffic Violation,False,0-15 Min,Moving violation,09:00,False
1983.0,RI,,False,Zone K2,White,RI-2005-12002,W,,Citation,900,,M,,Zone K2,22.0,,2005-12-16,True,False,Speeding,False,0-15 Min,Speeding,02:50,False
1979.0,RI,,False,Zone K3,White,RI-2006-24414,W,,Citation,300,,M,,Zone K3,27.0,,2006-05-29,False,False,Speeding,False,0-15 Min,Speeding,13:25,False
1983.0,RI,,False,Zone K1,White,RI-2006-23871,W,,Citation,600,,M,,Zone K1,23.0,,2006-05-27,False,False,Speeding,False,0-15 Min,Speeding,08:30,False
1983.0,RI,,False,Zone X4,White,RI-2005-02469,W,,Citation,500,,M,,Zone X4,22.0,,2005-10-18,True,False,Other Traffic Violation,False,0-15 Min,Moving violation,11:49,False
1987.0,RI,,False,Zone X1,White,RI-2005-00082,W,,Citation,0,,M,,Zone X1,18.0,,2005-08-27,False,False,Equipment/Inspection Violation,False,0-15 Min,Equipment,11:51,False
1962.0,RI,,False,Zone K3,White,RI-2005-04999,W,,Citation,200,,M,,Zone K3,43.0,,2005-11-02,False,False,Other Traffic Violation,False,0-15 Min,Moving violation,20:35,False
1980.0,RI,,False,Zone K1,Black,RI-2006-18408,B,,Citation,600,,F,,Zone K1,26.0,,2006-04-22,False,False,Speeding,False,0-15 Min,Speeding,10:15,False
1963.0,RI,,False,Zone K3,White,RI-2006-08370,W,,Citation,300,,M,,Zone K3,43.0,,2006-02-19,False,False,Equipment/Inspection Violation,False,0-15 Min,Equipment,14:30,False
1977.0,RI,,False,Zone X4,White,RI-2006-08430,W,,Citation,500,,M,,Zone X4,29.0,,2006-02-20,False,False,Speeding,False,0-15 Min,Speeding,00:20,False
1969.0,RI,,False,Zone K2,White,RI-2006-09153,W,Terry Frisk,Citation,900,,F,,Zone K2,37.0,Protective Frisk,2006-02-24,False,False,Speeding,False,0-15 Min,Speeding,13:40,True
0.0,RI,,False,Zone K2,White,RI-2006-05706,W,,N/D,202,,M,,Zone K2,,,2006-02-01,False,False,Equipment/Inspection Violation,False,0-15 Min,Equipment,14:00,False
1960.0,RI,,False,Zone K1,White,RI-2006-16759,W,,Citation,600,,M,,Zone K1,46.0,,2006-04-11,True,False,Speeding,False,0-15 Min,Speeding,11:30,False
1977.0,RI,,False,Zone K1,White,RI-2006-17983,W,,N/D,600,,M,,Zone K1,29.0,,2006-04-20,False,False,Speeding,False,0-15 Min,Speeding,00:45,False
1984.0,RI,,False,Zone K1,White,RI-2005-01347,W,,Citation,600,,M,,Zone K1,21.0,,2005-10-08,True,False,Speeding,False,0-15 Min,Speeding,16:17,False
1960.0,RI,,False,Zone K3,White,RI-2006-12527,W,,Citation,300,,M,,Zone K3,46.0,,2006-03-18,True,False,Speeding,False,0-15 Min,Speeding,08:45,False
1974.0,RI,,True,Zone X4,White,RI-2006-16238,W,Incident to Arrest,Arrest Driver,500,,M,,Zone X4,32.0,Incident to Arrest,2006-04-09,False,False,Speeding,False,30+ Min,Speeding,07:55,True
1956.0,RI,,False,Zone X3,White,RI-2006-13814,W,,Citation,0,,M,,Zone X3,50.0,,2006-03-24,False,False,Speeding,False,0-15 Min,Speeding,19:05,False
1982.0,RI,,False,Zone X3,White,RI-2006-06133,W,,Citation,200,,M,,Zone X3,24.0,,2006-02-04,False,False,Other Traffic Violation,False,16-30 Min,Moving violation,08:22,False
1984.0,RI,,False,Zone K2,White,RI-2005-14023,W,,Citation,900,,M,,Zone K2,21.0,,2005-12-31,True,False,Speeding,False,0-15 Min,Speeding,13:35,False
1960.0,RI,,False,Zone X1,White,RI-2006-25680,W,,Citation,000,,F,,Zone X1,46.0,,2006-06-05,False,False,Speeding,False,0-15 Min,Speeding,15:44,False
1954.0,RI,,False,Zone K2,White,RI-2006-04775,W,,Citation,900,,M,,Zone K2,52.0,,2006-01-27,False,False,Speeding,False,0-15 Min,Speeding,14:30,False
1964.0,RI,,False,Zone K2,White,RI-2006-14441,W,,Citation,900,,F,,Zone K2,42.0,,2006-03-29,False,False,Speeding,False,0-15 Min,Speeding,08:25,False
1963.0,RI,,False,Zone K2,White,RI-2005-12742,W,,Citation,900,,M,,Zone K2,42.0,,2005-12-21,True,False,Speeding,False,0-15 Min,Speeding,08:40,False
1985.0,RI,,False,Zone X4,White,RI-2005-04146,W,,Citation,500,,F,,Zone X4,20.0,,2005-10-29,False,False,Equipment/Inspection Violation,False,0-15 Min,Equipment,00:55,False
1985.0,RI,,False,Zone K2,White,RI-2005-02441,W,,Citation,900,,M,,Zone K2,20.0,,2005-10-18,False,False,Other Traffic Violation,False,0-15 Min,Moving violation,09:45,False
1983.0,RI,,False,Zone X4,Black,RI-2006-23973,B,,Citation,500,,F,,Zone X4,23.0,,2006-05-27,False,False,Speeding,False,0-15 Min,Speeding,12:25,False
1976.0,RI,,False,Zone K1,White,RI-2006-12289,W,,Citation,600,,M,,Zone K1,30.0,,2006-03-16,False,False,Speeding,False,0-15 Min,Speeding,15:31,False
1976.0,RI,,True,Zone X3,White,RI-2005-06648,W,Incident to Arrest,Arrest Driver,200,,M,,Zone X3,29.0,Incident to Arrest,2005-11-10,False,False,Equipment/Inspection Violation,False,16-30 Min,Equipment,23:50,True
1972.0,RI,,False,Zone K2,Black,RI-2006-26593,B,,Citation,900,,M,,Zone K2,34.0,,2006-06-11,True,False,Speeding,False,0-15 Min,Speeding,07:35,False
1970.0,RI,,True,Zone X4,Black,RI-2005-11044,B,"Incident to Arrest,Terry Frisk",Arrest Driver,500,,M,,Zone X4,35.0,"Incident to Arrest,Protective Frisk",2005-12-08,False,False,Registration Violation,False,30+ Min,Registration/plates,21:15,True
,RI,,,Zone X4,,RI-2006-20011,,,,600,,,,Zone X4,,,2006-05-01,,False,,False,,,17:45,False
1983.0,RI,,False,Zone K2,Asian,RI-2006-14574,I,,Citation,900,,M,,Zone K2,23.0,,2006-03-30,True,False,Speeding,False,0-15 Min,Speeding,01:32,False
1976.0,RI,,False,Zone K1,Other,RI-2005-05938,O,,Citation,600,,M,,Zone K1,29.0,,2005-11-06,True,False,Speeding,False,0-15 Min,Speeding,18:25,False
1981.0,RI,,False,Zone X4,White,RI-2006-14117,W,,Citation,500,,M,,Zone X4,25.0,,2006-03-27,False,False,Other Traffic Violation,False,0-15 Min,Moving violation,01:25,False
1949.0,RI,,False,Zone K2,White,RI-2006-19496,W,,Citation,403,,M,,Zone K2,57.0,,2006-04-28,False,False,Speeding,False,0-15 Min,Speeding,11:59,False
1981.0,RI,,False,Zone X4,White,RI-2006-00788,W,,Citation,500,,M,,Zone X4,25.0,,2006-01-06,False,False,Speeding,False,0-15 Min,Speeding,12:00,False
1983.0,RI,,False,Zone K1,White,RI-2005-02196,W,,Citation,600,,M,,Zone K1,22.0,,2005-10-16,True,False,Speeding,False,0-15 Min,Speeding,14:32,False
1965.0,RI,,False,Zone K1,White,RI-2006-01336,W,,Citation,600,,F,,Zone K1,41.0,,2006-01-09,False,False,Speeding,False,0-15 Min,Speeding,08:50,False
1961.0,RI,,False,Zone K3,White,RI-2005-03756,W,,Citation,300,,F,,Zone K3,44.0,,2005-10-26,True,False,Speeding,False,0-15 Min,Speeding,12:39,False
1983.0,RI,,False,Zone K2,White,RI-2006-15272,W,,Citation,900,,F,,Zone K2,23.0,,2006-04-03,False,False,Speeding,False,16-30 Min,Speeding,10:55,False
1984.0,RI,,False,Zone K1,White,RI-2006-25892,W,,Citation,600,,F,,Zone K1,22.0,,2006-06-06,False,False,Speeding,False,0-15 Min,Speeding,15:08,False
1985.0,RI,,False,Zone K2,White,RI-2006-24910,W,,Citation,900,,M,,Zone K2,21.0,,2006-05-31,False,False,Registration Violation,False,0-15 Min,Registration/plates,15:45,False
1965.0,RI,,False,Zone K1,White,RI-2006-18319,W,,Citation,600,,M,,Zone K1,41.0,,2006-04-21,False,False,Speeding,False,0-15 Min,Speeding,23:05,False
1951.0,RI,,False,Zone K3,White,RI-2006-07174,W,,Citation,300,,M,,Zone K3,55.0,,2006-02-10,False,False,Speeding,False,0-15 Min,Speeding,17:40,False
1978.0,RI,,False,Zone K1,Asian,RI-2006-12241,I,,Citation,600,,M,,Zone K1,28.0,,2006-03-16,True,False,Speeding,False,0-15 Min,Speeding,10:16,False
1988.0,RI,,False,Zone K3,Black,RI-2006-05176,B,,Citation,300,,F,,Zone K3,18.0,,2006-01-29,True,False,Speeding,False,0-15 Min,Speeding,09:30,False
1985.0,RI,,False,Zone K1,White,RI-2006-21211,W,,Citation,600,,F,,Zone K1,21.0,,2006-05-09,False,False,Speeding,False,0-15 Min,Speeding,23:15,False
1978.0,RI,,False,Zone X1,White,RI-2006-19937,W,,Citation,000,,F,,Zone X1,28.0,,2006-05-01,False,False,Speeding,False,0-15 Min,Speeding,01:00,False
1953.0,RI,,False,Zone K3,White,RI-2006-07509,W,,Citation,300,,M,,Zone K3,53.0,,2006-02-14,False,False,Speeding,False,0-15 Min,Speeding,08:10,False
1983.0,RI,,False,Zone K3,White,RI-2006-10492,W,,Citation,300,,F,,Zone K3,23.0,,2006-03-06,False,False,Equipment/Inspection Violation,False,0-15 Min,Equipment,11:30,False
1958.0,RI,,True,Zone K2,White,RI-2005-06196,W,"Incident to Arrest,Terry Frisk",Arrest Driver,900,,M,,Zone K2,47.0,"Incident to Arrest,Protective Frisk",2005-11-08,False,False,Other Traffic Violation,False,16-30 Min,Moving violation,09:00,True
1987.0,RI,,False,Zone K2,White,RI-2006-03521,W,,Citation,900,,M,,Zone K2,19.0,,2006-01-20,False,False,Speeding,False,0-15 Min,Speeding,12:15,False
1964.0,RI,,False,Zone K3,White,RI-2005-10454,W,,Citation,300,,M,,Zone K3,41.0,,2005-12-04,True,False,Speeding,False,0-15 Min,Speeding,22:45,False
1964.0,RI,,False,Zone K3,White,RI-2005-09166,W,,Citation,300,,M,,Zone K3,41.0,,2005-11-27,True,False,Speeding,False,0-15 Min,Speeding,00:20,False
1974.0,RI,,False,Zone K3,White,RI-2006-17434,W,,Citation,300,,M,,Zone K3,32.0,,2006-04-15,False,False,Speeding,False,0-15 Min,Speeding,17:00,False
1973.0,RI,,False,Zone K2,White,RI-2006-23523,W,,Citation,900,,F,,Zone K2,33.0,,2006-05-25,False,False,Equipment/Inspection Violation,False,0-15 Min,Equipment,13:30,False
1975.0,RI,,True,Zone X4,Black,RI-2005-09762,B,Incident to Arrest,Arrest Passenger,500,,M,,Zone X4,30.0,Incident to Arrest,2005-11-30,False,True,Other Traffic Violation,True,16-30 Min,Moving violation,01:45,True
1946.0,RI,,False,Zone K2,White,RI-2005-13281,W,,Citation,900,,M,,Zone K2,59.0,,2005-12-26,False,False,Speeding,False,0-15 Min,Speeding,14:55,False
1982.0,RI,,True,Zone X3,Hispanic,RI-2005-09971,H,,Arrest Driver,200,,M,,Zone X3,23.0,,2005-12-01,False,False,Equipment/Inspection Violation,False,16-30 Min,Equipment,22:00,False
1985.0,RI,,False,Zone K1,Black,RI-2006-02678,B,,Citation,600,,F,,Zone K1,21.0,,2006-01-15,False,False,Speeding,False,0-15 Min,Speeding,20:40,False
1980.0,RI,,False,Zone K3,White,RI-2006-12089,W,,Citation,300,,F,,Zone K3,26.0,,2006-03-15,True,False,Speeding,False,16-30 Min,Speeding,10:20,False
1978.0,RI,,False,Zone K1,White,RI-2005-01688,W,,N/D,600,,M,,Zone K1,27.0,,2005-10-10,False,False,Speeding,False,0-15 Min,Speeding,23:45,False
1981.0,RI,,False,Zone K3,Black,RI-2006-08448,B,,Citation,300,,M,,Zone K3,25.0,,2006-02-20,False,False,Speeding,False,0-15 Min,Speeding,02:00,False
1982.0,RI,,True,Zone K3,Asian,RI-2006-25015,I,"Incident to Arrest,Inventory/Tow",Arrest Driver,300,,M,,Zone K3,24.0,"Incident to Arrest,Inventory",2006-06-01,False,False,Equipment/Inspection Violation,False,16-30 Min,Equipment,11:05,True
1981.0,RI,,False,Zone K1,White,RI-2006-09420,W,,Citation,600,,M,,Zone K1,25.0,,2006-02-26,False,False,Speeding,False,0-15 Min,Speeding,15:15,False
1987.0,RI,,False,Zone X4,Black,RI-2005-04115,B,,Citation,500,,F,,Zone X4,18.0,,2005-10-28,False,False,Registration Violation,False,0-15 Min,Registration/plates,22:10,False
1960.0,RI,,False,Zone K2,White,RI-2006-12625,W,,Citation,900,,F,,Zone K2,46.0,,2006-03-18,False,False,Speeding,False,0-15 Min,Speeding,22:35,False
1987.0,RI,,False,Zone K1,White,RI-2006-19551,W,,Citation,600,,F,,Zone K1,19.0,,2006-04-28,False,False,Other Traffic Violation,False,0-15 Min,Moving violation,15:35,False
1963.0,RI,,True,Zone K2,White,RI-2006-03372,W,Incident to Arrest,Arrest Driver,900,,M,,Zone K2,43.0,Incident to Arrest,2006-01-19,False,True,Call for Service,True,30+ Min,Other,15:00,True
1985.0,RI,,False,Zone K2,White,RI-2006-21700,W,,Citation,900,,M,,Zone K2,21.0,,2006-05-14,False,False,Other Traffic Violation,False,0-15 Min,Moving violation,03:15,False
1984.0,RI,,False,Zone K1,White,RI-2006-17331,W,,Citation,600,,F,,Zone K1,22.0,,2006-04-15,True,False,Speeding,False,0-15 Min,Speeding,08:36,False
1963.0,RI,,False,Zone K3,White,RI-2005-02272,W,,Citation,300,,M,,Zone K3,42.0,,2005-10-17,False,False,Speeding,False,0-15 Min,Speeding,01:30,False
1977.0,RI,,False,Zone K2,White,RI-2006-24506,W,,Citation,900,,M,,Zone K2,29.0,,2006-05-29,True,False,Speeding,False,0-15 Min,Speeding,19:31,False
1977.0,RI,,False,Zone X3,White,RI-2005-08303,W,,Citation,200,,M,,Zone X3,28.0,,2005-11-21,True,False,Speeding,False,0-15 Min,Speeding,13:20,False
,RI,,,Zone X1,,RI-2006-19965,,,,000,,,,Zone X1,,,2006-05-01,,False,,False,,,09:15,False
,RI,,,Zone X4,,RI-2005-10975,,,,500,,,,Zone X4,,,2005-12-08,,False,,False,,,13:30,False
1966.0,RI,,False,Zone K3,White,RI-2006-22900,W,,Citation,300,,F,,Zone K3,40.0,,2006-05-21,True,False,Speeding,False,0-15 Min,Speeding,15:49,False
1956.0,RI,,False,Zone X3,White,RI-2006-00900,W,,Citation,200,,M,,Zone X3,50.0,,2006-01-07,True,False,Speeding,False,0-15 Min,Speeding,03:45,False
,RI,,,Zone K2,,RI-2006-11815,,,,900,,,,Zone K2,,,2006-03-13,,False,,False,,,16:39,False
1970.0,RI,,False,Zone K2,White,RI-2005-06277,W,,Citation,900,,M,,Zone K2,35.0,,2005-11-08,False,False,Speeding,False,0-15 Min,Speeding,15:12,False
1957.0,RI,,False,Zone K2,White,RI-2006-05626,W,,Citation,900,,M,,Zone K2,49.0,,2006-01-31,True,False,Speeding,False,0-15 Min,Speeding,16:05,False
1958.0,RI,,False,Zone K1,White,RI-2006-12258,W,,Citation,600,,M,,Zone K1,48.0,,2006-03-16,False,False,Speeding,False,0-15 Min,Speeding,11:45,False
1956.0,RI,,False,Zone K2,Hispanic,RI-2006-16010,H,,Citation,203,,M,,Zone K2,50.0,,2006-04-07,True,False,Other Traffic Violation,False,30+ Min,Moving violation,10:40,False
1967.0,RI,,False,Zone X1,Black,RI-2005-13669,B,,Citation,0,,M,,Zone X1,38.0,,2005-12-29,True,False,Speeding,False,16-30 Min,Speeding,15:36,False
1980.0,RI,,False,Zone K1,White,RI-2006-16932,W,,Citation,600,,F,,Zone K1,26.0,,2006-04-12,False,False,Speeding,False,0-15 Min,Speeding,16:00,False
1969.0,RI,,False,Zone K3,White,RI-2005-09914,W,"Incident to Arrest,Odor of Drugs/Alcohol,Terry Frisk",Citation,300,,M,,Zone K3,36.0,"Incident to Arrest,Probable Cause,Protective Frisk",2005-12-01,True,False,Speeding,True,16-30 Min,Speeding,15:52,True
1951.0,RI,,False,Zone X3,White,RI-2006-24156,W,,Citation,200,,M,,Zone X3,55.0,,2006-05-28,False,False,Speeding,False,0-15 Min,Speeding,09:20,False
1969.0,RI,,False,Zone X1,White,RI-2006-23289,W,,Citation,000,,F,,Zone X1,37.0,,2006-05-24,False,False,Speeding,False,0-15 Min,Speeding,09:25,False
1952.0,RI,,False,Zone K3,White,RI-2006-14728,W,,Citation,300,,M,,Zone K3,54.0,,2006-03-31,False,False,Violation of City/Town Ordinance,False,0-15 Min,Other,06:50,False
1962.0,RI,,False,Zone K3,White,RI-2006-05819,W,,Citation,300,,F,,Zone K3,44.0,,2006-02-02,False,False,Speeding,False,0-15 Min,Speeding,08:25,False
1945.0,RI,,False,Zone K3,White,RI-2005-03590,W,,Citation,300,,F,,Zone K3,60.0,,2005-10-24,True,False,Speeding,False,0-15 Min,Speeding,15:00,False
1948.0,RI,,False,Zone K3,White,RI-2005-09589,W,,Citation,300,,M,,Zone K3,57.0,,2005-11-28,False,False,Speeding,False,0-15 Min,Speeding,20:35,False
1968.0,RI,,False,Zone X4,White,RI-2005-05357,W,,Citation,500,,M,,Zone X4,37.0,,2005-11-04,True,False,Speeding,False,0-15 Min,Speeding,12:20,False
1953.0,RI,,False,Zone K1,White,RI-2006-14860,W,,Citation,600,,M,,Zone K1,53.0,,2006-04-01,True,False,Speeding,False,0-15 Min,Speeding,00:35,False
1982.0,RI,,False,Zone X3,Black,RI-2006-02372,B,,Citation,200,,M,,Zone X3,24.0,,2006-01-14,False,False,Call for Service,False,30+ Min,Other,01:45,False
1978.0,RI,,False,Zone X4,White,RI-2006-16836,W,,Citation,500,,F,,Zone X4,28.0,,2006-04-12,False,False,Registration Violation,False,0-15 Min,Registration/plates,01:10,False
1963.0,RI,,False,Zone K3,White,RI-2006-08909,W,,Citation,300,,M,,Zone K3,43.0,,2006-02-22,True,False,Speeding,False,0-15 Min,Speeding,20:35,False
1948.0,RI,,False,Zone K2,White,RI-2006-07151,W,,Citation,203,,M,,Zone K2,58.0,,2006-02-10,True,False,Other Traffic Violation,False,16-30 Min,Moving violation,12:00,False
1974.0,RI,,False,Zone K2,Black,RI-2006-03207,B,,Citation,900,,F,,Zone K2,32.0,,2006-01-18,False,False,Speeding,False,0-15 Min,Speeding,12:35,False
1962.0,RI,,False,Zone K2,White,RI-2006-06775,W,,Citation,900,,M,,Zone K2,44.0,,2006-02-08,False,False,Speeding,False,0-15 Min,Speeding,18:10,False
1981.0,RI,,False,Zone K3,Black,RI-2005-12850,B,,Citation,300,,M,,Zone K3,24.0,,2005-12-22,True,False,Speeding,False,0-15 Min,Speeding,00:00,False
1986.0,RI,,False,Zone K1,White,RI-2006-13056,W,,Citation,600,,M,,Zone K1,20.0,,2006-03-21,False,False,Equipment/Inspection Violation,False,16-30 Min,Equipment,10:00,False
1976.0,RI,,False,Zone K2,White,RI-2005-08491,W,"Odor of Drugs/Alcohol,Probable Cause,Reasonable Suspicion",Citation,900,,M,,Zone K2,29.0,"Probable Cause,Reasonable Suspicion",2005-11-23,False,False,Speeding,True,0-15 Min,Speeding,03:30,True
1986.0,RI,,False,Zone K1,White,RI-2005-02192,W,,Citation,600,,F,,Zone K1,19.0,,2005-10-16,False,False,Speeding,False,0-15 Min,Speeding,14:21,False
1981.0,RI,,False,Zone X4,Black,RI-2006-17979,B,,Citation,500,,F,,Zone X4,25.0,,2006-04-20,True,False,Speeding,False,0-15 Min,Speeding,00:00,False
1978.0,RI,,False,Zone X3,White,RI-2006-05667,W,,Citation,200,,F,,Zone X3,28.0,,2006-02-01,False,False,Speeding,False,0-15 Min,Speeding,06:25,False
1981.0,RI,,False,Zone X4,White,RI-2006-23127,W,,Citation,500,,M,,Zone X4,25.0,,2006-05-23,True,False,Speeding,False,0-15 Min,Speeding,01:20,False
1961.0,RI,,False,Zone K3,White,RI-2006-17939,W,,Citation,300,,M,,Zone K3,45.0,,2006-04-19,True,False,Speeding,False,0-15 Min,Speeding,15:45,False
1957.0,RI,,False,Zone K3,White,RI-2006-18921,W,,Citation,300,,M,,Zone K3,49.0,,2006-04-25,False,False,Equipment/Inspection Violation,False,0-15 Min,Equipment,13:20,False
1978.0,RI,,False,Zone K2,Black,RI-2005-13914,B,,Citation,900,,M,,Zone K2,27.0,,2005-12-31,False,False,Speeding,False,0-15 Min,Speeding,07:25,False
1959.0,RI,,False,Zone K2,White,RI-2006-09707,W,,Citation,402,,M,,Zone K2,47.0,,2006-02-28,False,False,Other Traffic Violation,False,0-15 Min,Moving violation,07:15,False
1985.0,RI,,False,Zone K3,White,RI-2006-07844,W,,Citation,300,,M,,Zone K3,21.0,,2006-02-15,False,False,Speeding,False,0-15 Min,Speeding,21:05,False
1978.0,RI,,False,Zone K3,White,RI-2005-05593,W,,Citation,300,,F,,Zone K3,27.0,,2005-11-05,False,False,Speeding,False,0-15 Min,Speeding,09:35,False
1958.0,RI,,False,Zone K2,White,RI-2006-10456,W,,Citation,900,,F,,Zone K2,48.0,,2006-03-06,False,False,Speeding,False,0-15 Min,Speeding,09:00,False
1960.0,RI,,False,Zone X1,White,RI-2006-21931,W,,Citation,000,,M,,Zone X1,46.0,,2006-05-16,True,False,Speeding,False,30+ Min,Speeding,05:50,False
1986.0,RI,,False,Zone K2,White,RI-2005-11672,W,,Citation,900,,M,,Zone K2,19.0,,2005-12-13,False,False,Speeding,False,0-15 Min,Speeding,14:35,False
1978.0,RI,,False,Zone X4,Black,RI-2006-08182,B,,Citation,500,,F,,Zone X4,28.0,,2006-02-18,False,False,Speeding,False,0-15 Min,Speeding,08:22,False
1937.0,RI,,False,Zone K3,White,RI-2005-05769,W,,Citation,300,,F,,Zone K3,68.0,,2005-11-05,False,False,Speeding,False,0-15 Min,Speeding,23:30,False
1950.0,RI,,False,Zone X4,White,RI-2006-03113,W,,Citation,500,,M,,Zone X4,56.0,,2006-01-17,False,False,Speeding,False,0-15 Min,Speeding,20:40,False
1970.0,RI,,False,Zone K2,White,RI-2005-04382,W,,Citation,900,,F,,Zone K2,35.0,,2005-10-30,False,False,Speeding,False,0-15 Min,Speeding,01:10,False
1979.0,RI,,False,Zone K1,White,RI-2005-04111,W,,Citation,600,,M,,Zone K1,26.0,,2005-10-28,False,False,Speeding,False,0-15 Min,Speeding,20:35,False
1971.0,RI,,False,Zone K3,White,RI-2006-04238,W,,Citation,300,,F,,Zone K3,35.0,,2006-01-24,False,False,Speeding,False,0-15 Min,Speeding,11:30,False
1959.0,RI,,False,Zone X3,Black,RI-2006-13335,B,,Citation,200,,M,,Zone X3,47.0,,2006-03-22,True,False,Speeding,False,0-15 Min,Speeding,11:10,False
1986.0,RI,,False,Zone K2,White,RI-2006-12823,W,,Citation,900,,M,,Zone K2,20.0,,2006-03-20,True,False,Speeding,False,0-15 Min,Speeding,00:50,False
1975.0,RI,,False,Zone K1,Black,RI-2005-11817,B,,Citation,600,,F,,Zone K1,30.0,,2005-12-14,False,False,Call for Service,False,16-30 Min,Other,18:15,False
1973.0,RI,,False,Zone X4,White,RI-2006-05316,W,,N/D,500,,M,,Zone X4,33.0,,2006-01-29,False,False,Equipment/Inspection Violation,False,0-15 Min,Equipment,23:55,False
1984.0,RI,,False,Zone K1,White,RI-2005-09888,W,,Citation,600,,F,,Zone K1,21.0,,2005-12-01,False,False,Speeding,False,0-15 Min,Speeding,12:20,False
