Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1447270228,KRS1515,PA,PAS,2019-06-16,19,SDN,,P,41730,35230,28830,,70.0,70,70,960648,0070,0.0,1058A,,K,O,1043,FOSTER AVE,,0,408,C3,,BBBBBBB,ALL,ALL,GRY,0.0,0,-,0,,,,,
1447273679,JGK5654,NY,PAS,2019-06-30,46,SDN,,P,73210,14230,14280,,69.0,69,69,962636,0069,0.0,0112A,,K,F,1604,REMSEN AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHT,0.0,2012,-,0,,,,,
1447273680,JDM2494,NY,PAS,2019-07-04,46,SDN,,P,37525,44430,41030,,69.0,69,69,962636,0069,0.0,1004P,,K,F,765,E 82ND ST,,0,408,C,,BBBBBBB,ALL,ALL,BLU,0.0,2013,-,0,,,,,
1447273692,GJZ2086,NY,PAS,2019-07-06,98,SDN,,P,68954,68942,14230,,69.0,69,69,962636,0069,0.0,1036A,,K,F,42,PAERDEGAT 10,,0,408,J6,,BBBBBBB,ALL,ALL,GY,0.0,2012,-,0,,,,,
1447275470,HZY7491,NY,PAS,2019-07-03,40,SDN,,P,38080,77740,44430,,69.0,69,69,961289,0069,0.0,0503P,,K,F,1060,E 96 ST,,0,408,C,,BBBBBBB,ALL,ALL,GRAY,0.0,2010,-,2,,,,,
1447281937,JJC4578,NY,PAS,2019-06-30,40,SDN,,P,37680,81840,17540,,69.0,69,69,938967,0069,0.0,0651A,,K,F,1171,E 87 STREET,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0.0,2016,-,2,,,,,
1447289808,GVF5461,NY,PAS,2019-07-01,14,SDN,,P,9880,6280,6380,,68.0,68,68,949902,0068,0.0,0227P,,K,F,1227,66 ST,,0,408,C,,YYYYYBB,0700A,0400P,WH,0.0,2014,-,0,,,,,
1447292431,JEA2122,NY,PAS,2019-06-17,50,SDN,,P,26630,37930,37980,,67.0,67,67,957311,0067,0.0,0805A,,K,O,1060,CLARKSON AVE,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0.0,2014,-,0,,,,,
1447293149,HZN3473,NY,PAS,2019-07-04,46,SUBN,,P,73480,74230,93830,,67.0,67,67,964019,0067,0.0,0917P,,K,F,135,ROCKAWAY PKY,,0,408,F1,,BBBBBBB,ALL,ALL,BLU,0.0,0,-,0,,,,,
1447293162,GAR5175,NY,PAS,2019-07-06,98,SUBN,,P,65030,67030,36180,,67.0,67,67,964019,0067,0.0,0204P,,K,F,3002,NEWKIRK AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0.0,0,-,0,,,,,
1447293940,KWA1028,PA,PAS,2019-06-30,40,VAN,,P,36130,12330,85530,,67.0,67,67,966298,0067,0.0,0445A,,K,F,41,E 29 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0.0,2008,-,0,,,,,
1447294191,JHT8418,NY,PAS,2019-06-14,40,SDN,,P,36930,41730,40230,,67.0,67,67,966222,0067,0.0,0855A,0855A,K,F,969,EAST 48 ST,,0,408,F1,,BBBBBBB,ALL,ALL,GR,0.0,2019,-,0,,,,,
1447294208,HPC5974,NY,PAS,2019-06-28,98,SDN,,P,36830,26430,13880,,67.0,67,67,966222,0067,0.0,1146A,,K,F,780,EAST 45TH,,0,408,5,,BBBBBBB,ALL,ALL,SILVE,0.0,2019,-,0,,,,,
1447294427,GVK3271,NY,PAS,2019-06-05,46,SUBN,,P,36330,56230,26230,,67.0,67,67,940415,0067,0.0,0702P,,K,O,226,EAST 34 STREET,,0,408,D5,,BBBBBBB,ALL,ALL,,0.0,2002,-,0,,,,,
1447295250,JWD3012,PA,PAS,2019-06-30,98,SDN,,P,38030,13730,13780,,67.0,67,67,951070,0067,0.0,0410A,,K,F,631,E 95 ST,,0,408,C,,BBBBBBB,ALL,ALL,RD,0.0,0,-,0,,,,,
1447295559,HSC8645,NY,PAS,2019-06-29,46,SDN,,P,67030,85530,19630,,67.0,67,67,966266,0067,0.0,0344A,,K,F,1645,NOSTRAND AVENUE,,0,408,F2,,BBBBBBB,ALL,ALL,GRY,0.0,2017,-,0,,,,,
1447295705,HNH6632,NY,PAS,2019-06-27,46,Unknown,,P,18630,13880,65030,,67.0,67,67,946092,0067,0.0,1205A,,K,F,2597,BEDFORD AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0.0,2017,-,0,,,,,
1447298792,HFM4765,NY,PAS,2019-07-03,98,SUBN,,P,23330,29630,26430,,67.0,67,67,965179,0067,0.0,0926P,0926P,K,F,1200,BROOKLYN AVE,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0.0,2014,-,0,,,,,
1447300968,JHS8892,NY,PAS,2019-06-28,98,SDN,,P,41730,36930,36980,,67.0,67,67,966222,0067,0.0,1157A,,K,F,4807,FOSTER AVE,,0,408,F1,,BBBBBBB,ALL,ALL,SILVE,0.0,2017,-,0,,,,,
1447300970,JBH2898,NY,PAS,2019-06-30,98,SDN,,P,56230,36480,36530,,67.0,67,67,966222,0067,0.0,0755A,,K,F,439,LINDEN BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0.0,2015,-,0,,,,,
1447314384,JGM982,NY,PAS,2019-07-05,98,SDN,,P,64830,14030,14080,,63.0,63,63,963231,0063,0.0,0732P,,NY,F,1848,NEW YORK AVE,,0,408,E2,,BBBBBBB,ALL,ALL,G,0.0,2005,-,0,,,,,
1447314967,JHV3190,NY,PAS,2019-06-18,14,SDN,,P,54065,40930,37080,,63.0,63,63,563840,0063,0.0,0834P,,K,F,5100,KINGS PLAZA,,0,408,D,,BBBBBBB,ALL,ALL,GREY,0.0,2005,-,0,,,,,
1447315066,J128550,NY,PAS,2019-07-05,14,SDN,,P,81830,20670,32600,,60.0,60,60,959840,0060,0.0,0809P,,K,O,3049,STILLWELL AVE,,0,408,C,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1447315157,HWV8487,NY,PAS,2019-06-30,14,SUBN,,P,83630,90980,53730,,60.0,60,60,959840,0060,0.0,0430P,,K,O,1005,SURF AVE,,0,408,C,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
