"country_name","country_code","indicator_name","indicator_code","debt"
"Bangladesh","BGD","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",2908771974.4
"Bangladesh","BGD","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",356392675.3
"Bangladesh","BGD","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",1426266902.5
"Bangladesh","BGD","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",9050557611.9
"Bangladesh","BGD","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",665472448.7
"Bangladesh","BGD","""PPG, other private creditors (AMT, current US$)""","DT.AMT.PROP.CD",1683666.7
"Bangladesh","BGD","""PPG, other private creditors (INT, current US$)""","DT.INT.PROP.CD",131000
"Bangladesh","BGD","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",5627650.4
"Bangladesh","BGD","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",131000
"Bangladesh","BGD","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",2077014552.9
"Bangladesh","BGD","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",645120000
"Belarus","BLR","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",2525227414.9
"Belarus","BLR","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",1214489897.1
"Belarus","BLR","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",272640306.4
"Belarus","BLR","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",1487363278.5
"Belarus","BLR","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",2265336386.7
"Belarus","BLR","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",630234914.9
"Belarus","BLR","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",0
"Belarus","BLR","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",100750000
"Belarus","BLR","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",935058288.4
"Belarus","BLR","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",77099095.9
"Belarus","BLR","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",595438826
"Belarus","BLR","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",241493806
"Belarus","BLR","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",133026579.9
"Belarus","BLR","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",2082802104.5
"Belarus","BLR","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",2506830192.7
"Belarus","BLR","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",763261494.7999998
"Belarus","BLR","""PPG, other private creditors (AMT, current US$)""","DT.AMT.PROP.CD",28912000
"Belarus","BLR","""PPG, other private creditors (DIS, current US$)""","DT.DIS.PROP.CD",18397222.2
"Belarus","BLR","""PPG, other private creditors (INT, current US$)""","DT.INT.PROP.CD",739000
"Belarus","BLR","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",963970288.4
"Belarus","BLR","""PPG, private creditors (DIS, current US$)""","DT.DIS.PRVT.CD",18397222.2
"Belarus","BLR","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",178588095.9
"Belarus","BLR","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",4640037884.2
"Belarus","BLR","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",1593265491.3
"Belize","BLZ","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",53429527.6
"Belize","BLZ","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",53565437.1
"Belize","BLZ","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",4480000
"Belize","BLZ","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",23329498.4
"Belize","BLZ","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",3581448.7
"Belize","BLZ","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",3455608.4
"Belize","BLZ","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",26325100
"Belize","BLZ","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",33549000
"Belize","BLZ","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",0
"Belize","BLZ","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",1084000
"Belize","BLZ","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",29683326.5
"Belize","BLZ","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",49848078.9
"Belize","BLZ","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",10996828.7
"Belize","BLZ","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",53012824.9
"Belize","BLZ","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",53429527.6
"Belize","BLZ","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",14452437.1
"Belize","BLZ","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",26325100
"Belize","BLZ","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",34633000
"Belize","BLZ","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",105609924.9
"Belize","BLZ","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",26272000
"Benin","BEN","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",648444772.9
"Benin","BEN","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",50293011.9
"Benin","BEN","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",26014505.8
"Benin","BEN","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",334698287.3
"Benin","BEN","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",13208408.6
"Benin","BEN","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",28675813
"Benin","BEN","""PPG, commercial banks (DIS, current US$)""","DT.DIS.PCBK.CD",43999044.4
"Benin","BEN","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",3565299.6
"Benin","BEN","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",91631639.5
"Benin","BEN","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",269747441.2
"Benin","BEN","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",33519303.7
"Benin","BEN","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",117646145.3
"Benin","BEN","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",604445728.5
"Benin","BEN","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",46727712.3
"Benin","BEN","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",28675813
"Benin","BEN","""PPG, private creditors (DIS, current US$)""","DT.DIS.PRVT.CD",43999044.4
"Benin","BEN","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",3565299.6
"Benin","BEN","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",146321958.3
"Bhutan","BTN","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",149814565.8
"Bhutan","BTN","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",201006184.1
"Bhutan","BTN","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",189877869.8
"Bhutan","BTN","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",95819437.4
"Bhutan","BTN","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",184064524.8
"Bhutan","BTN","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",5990246.6
"Bhutan","BTN","""PPG, commercial banks (DIS, current US$)""","DT.DIS.PCBK.CD",11867672.1
"Bhutan","BTN","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",8052276.3
"Bhutan","BTN","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",17390420.5
"Bhutan","BTN","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",42127456.3
"Bhutan","BTN","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",8889383
"Bhutan","BTN","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",207268290.3
"Bhutan","BTN","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",137946893.7
"Bhutan","BTN","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",192953907.8
"Bhutan","BTN","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",5990246.6
"Bhutan","BTN","""PPG, private creditors (DIS, current US$)""","DT.DIS.PRVT.CD",11867672.1
"Bhutan","BTN","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",8052276.3
"Bhutan","BTN","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",213258536.9
"Bolivia","BOL","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",1421491255.2
"Bolivia","BOL","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",394855845.9
"Bolivia","BOL","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",108075000
"Bolivia","BOL","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",67814879.9
"Bolivia","BOL","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",554128686.3
"Bolivia","BOL","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",32609012.4
"Bolivia","BOL","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",0
"Bolivia","BOL","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",99122000
"Bolivia","BOL","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",266701.5
"Bolivia","BOL","""PPG, commercial banks (DIS, current US$)""","DT.DIS.PCBK.CD",16528896.5
"Bolivia","BOL","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",62662.5
"Bolivia","BOL","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",357721211.5
"Bolivia","BOL","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",850833672.3999999
"Bolivia","BOL","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",154977576.6
"Bolivia","BOL","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",425536091.4
"Bolivia","BOL","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",1404962358.7
"Bolivia","BOL","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",187586589
"Bolivia","BOL","""PPG, other private creditors (AMT, current US$)""","DT.AMT.PROP.CD",1076571.6
"Bolivia","BOL","""PPG, other private creditors (INT, current US$)""","DT.INT.PROP.CD",9594.4
"Bolivia","BOL","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",1343273.1
"Bolivia","BOL","""PPG, private creditors (DIS, current US$)""","DT.DIS.PRVT.CD",16528896.5
"Bolivia","BOL","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",99194256.9
"Bolivia","BOL","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",1060650554.5
"Bolivia","BOL","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",633771190
"Bosnia and Herzegovina","BIH","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",253819587.3
"Bosnia and Herzegovina","BIH","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",604620360
"Bosnia and Herzegovina","BIH","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",545519000
"Bosnia and Herzegovina","BIH","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",108704966.2
"Bosnia and Herzegovina","BIH","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",114375048.3
"Bosnia and Herzegovina","BIH","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",12605397.7
"Bosnia and Herzegovina","BIH","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",22306080.5
"Bosnia and Herzegovina","BIH","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",1625051.5
"Bosnia and Herzegovina","BIH","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",8958027.7
"Bosnia and Herzegovina","BIH","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",953443.5
"Bosnia and Herzegovina","BIH","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",290170946.5
"Bosnia and Herzegovina","BIH","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",139444539
"Bosnia and Herzegovina","BIH","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",43917467.3
"Bosnia and Herzegovina","BIH","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",398875912.7
"Bosnia and Herzegovina","BIH","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",253819587.3
"Bosnia and Herzegovina","BIH","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",56522865
"Bosnia and Herzegovina","BIH","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",31264108.2
"Bosnia and Herzegovina","BIH","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",2578495
"Bosnia and Herzegovina","BIH","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",2112748020.9
