rank,title,name,ticker,url,hq,sector,industry,employees,revenues,revenues_change,profits,profits_change,assets,equity
13,General Electric,General Electric Company,GE,http://www.ge.com,"Boston, MA",Industrials,Industrial Machinery,295000,126661.0,-9.8,8831.0,,365183,75828.0
14,Verizon,Verizon Communications Inc.,VZ,http://www.verizon.com,"New York, NY",Telecommunications,Telecommunications,160900,125980.0,-4.3,13127.0,-26.6,244180,22524.0
15,Cardinal Health,"Cardinal Health, Inc.",CAH,http://www.cardinalhealth.com,"Dublin, OH",Wholesalers,Wholesalers: Health Care,37300,121546.0,18.5,1427.0,17.4,34122,6554.0
16,Costco,Costco Wholesale Corporation,COST,http://www.costco.com,"Issaquah, WA",Retailing,General Merchandisers,172000,118719.0,2.2,2350.0,-1.1,33163,12079.0
17,Walgreens Boots Alliance,"Walgreens Boots Alliance, Inc",WBA,http://www.walgreensbootsalliance.com,"Deerfield, IL",Food & Drug Stores,Food and Drug Stores,300000,117351.0,13.4,4173.0,,72688,29880.0
18,Kroger,The Kroger Company,KR,http://www.thekrogerco.com,"Cincinnati, OH",Food & Drug Stores,Food and Drug Stores,443000,115337.0,5.0,1975.0,-3.1,36505,6698.0
19,Chevron,Chevron Corporation,CVX,http://www.chevron.com,"San Ramon, CA",Energy,Petroleum Refining,55200,107567.0,-18.0,-497.0,-110.8,260078,145556.0
20,Fannie Mae,Fannie Mae,FNMA,http://www.fanniemae.com,"Washington, DC",Financials,Diversified Financials,7000,107162.0,-2.9,12313.0,12.4,3287968,6071.0
21,J.P. Morgan Chase,JPMorgan Chase & Co.,JPM,http://www.jpmorganchase.com,"New York, NY",Financials,Commercial Banks,243355,105486.0,4.4,24733.0,1.2,2490972,254190.0
22,Express Scripts Holding,Express Scripts Holding Company,ESRX,http://www.express-scripts.com,"St. Louis, MO",Health Care,Health Care: Pharmacy and Other Services,25600,100288.0,-1.4,3404.4,37.5,51745,16236.0
23,Home Depot,"The Home Depot, Inc.",HD,http://www.homedepot.com,"Atlanta, GA",Retailing,Specialty Retailers: Other,406000,94595.0,6.9,7957.0,13.5,42966,4333.0
24,Boeing,The Boeing Company,BA,http://www.boeing.com,"Chicago, IL",Aerospace & Defense,Aerospace and Defense,150540,94571.0,-1.6,4895.0,-5.4,89997,817.0
25,Wells Fargo,Wells Fargo & Company,WFC,http://www.wellsfargo.com,"San Francisco, CA",Financials,Commercial Banks,269100,94176.0,4.6,21938.0,-4.2,1930115,199581.0
26,Bank of America Corp.,Bank of America Corporation,BAC,http://www.bankofamerica.com,"Charlotte, NC",Financials,Commercial Banks,208024,93662.0,0.7,17906.0,12.7,2187702,266840.0
27,Alphabet,Alphabet Inc.,GOOGL,http://www.abc.xyz,"Mountain View, CA",Technology,Internet Services and Retailing,72053,90272.0,20.4,19478.0,19.1,167497,139036.0
28,Microsoft,Microsoft Corporation,MSFT,http://www.microsoft.com,"Redmond, WA",Technology,Computer Software,114000,85320.0,-8.8,16798.0,37.8,193694,71997.0
29,Anthem,"Anthem, Inc.",ANTM,http://www.antheminc.com,"Indianapolis, IN",Health Care,Health Care: Insurance and Managed Care,53000,84863.0,7.2,2469.8,-3.5,65083,25100.0
30,Citigroup,Citigroup Inc.,C,http://www.citigroup.com,"New York, NY",Financials,Commercial Banks,219000,82386.0,-6.7,14912.0,-13.5,1792077,225120.0
31,Comcast,Comcast Corporation,CMCSA,http://www.comcastcorporation.com,"Philadelphia, PA",Telecommunications,Telecommunications,159000,80403.0,7.9,8695.0,6.5,180500,53943.0
32,IBM,International Business Machines Corporation,IBM,http://www.ibm.com,"Armonk, NY",Technology,Information Technology Services,414400,79919.0,-3.1,11872.0,-10.0,117470,18246.0
33,State Farm Insurance Cos.,State Farm Insurance Cos.,,http://www.statefarm.com,"Bloomington, IL",Financials,Insurance: Property and Casualty (Mutual),68234,76132.0,0.6,350.3,-94.4,256030,87592.0
34,Phillips 66,Phillips 66,PSX,http://www.phillips66.com,"Houston, TX",Energy,Petroleum Refining,14800,72396.0,-16.9,1555.0,-63.2,51653,22390.0
35,Johnson & Johnson,Johnson & Johnson,JNJ,http://www.jnj.com,"New Brunswick, NJ",Health Care,Pharmaceuticals,126400,71890.0,2.6,16540.0,7.3,141208,70418.0
36,Procter & Gamble,The Procter & Gamble Company,PG,http://www.pg.com,"Cincinnati, OH",Household Products,Household and Personal Products,105000,71726.0,-8.9,10508.0,49.3,127136,57341.0
37,Valero Energy,Valero Energy Corporation,VLO,http://www.valero.com,"San Antonio, TX",Energy,Petroleum Refining,9996,70166.0,-14.2,2289.0,-42.6,46173,20024.0
38,Target,Target Corporation,TGT,http://www.target.com,"Minneapolis, MN",Retailing,General Merchandisers,323000,69495.0,-5.8,2737.0,-18.6,37431,10953.0
39,Freddie Mac,Freddie Mac,FMCC,http://www.freddiemac.com,"McLean, VA",Financials,Diversified Financials,5982,65665.0,3.4,7815.0,22.6,2023376,5075.0
40,Lowe’s,"Lowe's Companies, Inc.",LOW,http://www.lowes.com,"Mooresville, NC",Retailing,Specialty Retailers: Other,240000,65017.0,10.1,3093.0,21.5,34408,6434.0
41,Dell Technologies,Dell Technologies Inc.,,http://www.delltechnologies.com,"Round Rock, TX",Technology,"Computers, Office Equipment",138000,64806.0,18.1,-1672.0,,118206,13243.0
42,MetLife,"MetLife, Inc.",MET,http://www.metlife.com,"New York, NY",Financials,"Insurance: Life, Health (Stock)",58000,63476.0,-9.3,800.0,-84.9,898764,67309.0
43,Aetna,Aetna Inc.,AET,http://www.aetna.com,"Hartford, CT",Health Care,Health Care: Insurance and Managed Care,49500,63155.0,4.7,2271.0,-5.0,69146,17881.0
44,PepsiCo,"PepsiCo, Inc.",PEP,http://www.pepsico.com,"Purchase, NY","Food, Beverages & Tobacco",Food Consumer Products,264000,62799.0,-0.4,6329.0,16.1,74129,11095.0
45,Archer Daniels Midland,Archer-Daniels-Midland Company,ADM,http://www.adm.com,"Chicago, IL","Food, Beverages & Tobacco",Food Production,31800,62346.0,-7.9,1279.0,-30.8,39769,17173.0
46,UPS,"United Parcel Service, Inc.",UPS,http://www.ups.com,"Atlanta, GA",Transportation,"Mail, Package, and Freight Delivery",335520,60906.0,4.4,3431.0,-29.2,40377,405.0
47,Intel,Intel Corporation,INTC,http://www.intel.com,"Santa Clara, CA",Technology,Semiconductors and Other Electronic Components,106000,59387.0,7.3,10316.0,-9.7,113327,66226.0
48,Prudential Financial,"Prudential Financial, Inc.",PRU,http://www.prudential.com,"Newark, NJ",Financials,"Insurance: Life, Health (Stock)",49739,58779.0,2.9,4368.0,-22.6,783962,45863.0
49,Albertsons Cos.,"Albertsons Companies, Inc.",,http://www.albertsons.com,"Boise, ID",Food & Drug Stores,Food and Drug Stores,274000,58734.0,115.9,-502.2,,23770,1613.0
50,United Technologies,United Technologies Corporation,UTX,http://www.utc.com,"Farmington, CT",Aerospace & Defense,Aerospace and Defense,201600,57244.0,-6.2,5055.0,-33.6,89706,27579.0
51,Marathon Petroleum,Marathon Petroleum Corporation,MPC,http://www.marathonpetroleum.com,"Findlay, OH",Energy,Petroleum Refining,44460,55858.0,-13.5,1174.0,-58.8,44413,13557.0
52,Disney,The Walt Disney Company,DIS,http://www.disney.com,"Burbank, CA",Media,Entertainment,195000,55632.0,6.0,9391.0,12.0,92033,43265.0
53,Humana,Humana Inc.,HUM,http://www.humana.com,"Louisville, KY",Health Care,Health Care: Insurance and Managed Care,51600,54379.0,0.2,614.0,-51.9,25396,10685.0
54,Pfizer,Pfizer Inc.,PFE,http://www.pfizer.com,"New York, NY",Health Care,Pharmaceuticals,96500,52824.0,8.1,7215.0,3.7,171615,59544.0
55,AIG,"American International Group, Inc.",AIG,http://www.aig.com,"New York, NY",Financials,Insurance: Property and Casualty (Stock),56400,52367.0,-10.2,-849.0,-138.7,498264,76300.0
56,Lockheed Martin,Lockheed Martin Corporation,LMT,http://www.lockheedmartin.com,"Bethesda, MD",Aerospace & Defense,Aerospace and Defense,97000,50658.0,9.8,5302.0,47.1,47806,1511.0
57,Sysco,Sysco Corporation,SYY,http://www.sysco.com,"Houston, TX",Wholesalers,Wholesalers: Food and Grocery,51900,50367.0,3.5,949.6,38.3,16722,3480.0
58,FedEx,FedEx Corporation,FDX,http://www.fedex.com,"Memphis, TN",Transportation,"Mail, Package, and Freight Delivery",335767,50365.0,6.1,1820.0,73.3,46064,13784.0
59,Hewlett Packard Enterprise,Hewlett Packard Enterprise Company,HPE,http://www.hpe.com,"Palo Alto, CA",Technology,Information Technology Services,195000,50123.0,6.1,3161.0,,79679,31448.0
60,Cisco Systems,"Cisco Systems, Inc.",CSCO,http://www.cisco.com,"San Jose, CA",Technology,Network and Other Communications Equipment,73700,49247.0,0.2,10739.0,19.6,121652,63586.0
61,HP,HP Inc.,HPQ,http://www.hp.com,"Palo Alto, CA",Technology,"Computers, Office Equipment",49000,48238.0,-53.3,2496.0,-45.2,29010,-3889.0
62,Dow Chemical,The Dow Chemical Company,DOW,http://www.dow.com,"Midland, MI",Chemicals,Chemicals,56000,48158.0,-1.3,4318.0,-43.8,79511,25987.0
63,HCA Holdings,"HCA Holdings, Inc.",HCA,http://www.hcahealthcare.com,"Nashville, TN",Health Care,Health Care: Medical Facilities,210500,44747.0,2.7,2890.0,35.7,33758,-7302.0
64,Coca-Cola,The Coca-Cola Company,KO,http://www.coca-colacompany.com,"Atlanta, GA","Food, Beverages & Tobacco",Beverages,100300,41863.0,-5.5,6527.0,-11.2,87270,23062.0
65,New York Life Insurance,New York Life Insurance Company,,http://www.newyorklife.com,"New York, NY",Financials,"Insurance: Life, Health (Mutual)",11320,40787.0,-11.1,1088.1,324.1,287196,20108.0
66,Centene,Centene Corporation,CNC,http://www.centene.com,"St. Louis, MO",Health Care,Health Care: Insurance and Managed Care,30500,40721.0,78.6,562.0,58.3,20197,5895.0
67,American Airlines Group,American Airlines Group Inc.,AAL,http://www.aa.com,"Fort Worth, TX",Transportation,Airlines,122300,40180.0,-2.0,2676.0,-64.8,51274,3785.0
68,Nationwide,Nationwide Mutual Insurance Co.,,http://www.nationwide.com,"Columbus, OH",Financials,Insurance: Property and Casualty (Mutual),34320,40074.0,-0.4,334.3,-42.4,197790,15537.0
69,Merck,"Merck & Co., Inc.",MRK,http://www.merck.com,"Kenilworth, NJ",Health Care,Pharmaceuticals,68000,39807.0,0.8,3920.0,-11.8,95377,40088.0
70,Cigna,CIGNA Corporation,CI,http://www.cigna.com,"Bloomfield, CT",Health Care,Health Care: Insurance and Managed Care,41000,39668.0,4.7,1867.0,-10.8,59360,13723.0
71,Delta Air Lines,"Delta Air Lines, Inc.",DAL,http://www.delta.com,"Atlanta, GA",Transportation,Airlines,83756,39639.0,-2.6,4373.0,-3.4,51261,12287.0
72,Best Buy,"Best Buy Co., Inc.",BBY,http://www.bestbuy.com,"Richfield, MN",Retailing,Specialty Retailers: Other,125000,39403.0,-0.9,1228.0,36.9,13856,4709.0
73,Honeywell International,Honeywell International Inc.,HON,http://www.honeywell.com,"Morris Plains, NJ",Industrials,"Electronics, Electrical Equipment",131000,39302.0,1.9,4809.0,0.9,54146,19369.0
74,Caterpillar,Caterpillar Inc.,CAT,http://www.caterpillar.com,"Peoria, IL",Industrials,Construction and Farm Machinery,95400,38537.0,-18.0,-67.0,-103.2,74704,13137.0
75,Liberty Mutual Insurance Group,Liberty Mutual Holding Company Inc.,,http://www.libertymutual.com,"Boston, MA",Financials,Insurance: Property and Casualty (Stock),50000,38308.0,-2.9,1006.0,95.7,125592,20366.0
76,Morgan Stanley,Morgan Stanley,MS,http://www.morganstanley.com,"New York, NY",Financials,Commercial Banks,55311,37949.0,0.1,5979.0,-2.4,814949,76050.0
77,Massachusetts Mutual Life Insurance,Massachusetts Mutual Life Insurance Company,,http://www.massmutual.com,"Springfield, MA",Financials,"Insurance: Life, Health (Mutual)",11737,37788.0,-1.2,1273.5,-10.6,271040,15424.0
78,Goldman Sachs Group,"The Goldman Sachs Group, Inc.",GS,http://www.gs.com,"New York, NY",Financials,Commercial Banks,34400,37712.0,-3.8,7398.0,21.6,860165,86893.0
79,Energy Transfer Equity,"Energy Transfer Equity, L.P.",ETE,http://www.energytransfer.com,"Dallas, TX",Energy,Pipelines,30992,37504.0,-11.0,995.0,-16.3,79011,-1694.0
80,TIAA,Teachers Insurance and Annuity Association,,http://www.tiaa.org,"New York, NY",Financials,"Insurance: Life, Health (Mutual)",12997,37105.0,5.5,1492.3,22.9,523194,35583.0
81,Oracle,Oracle Corporation,ORCL,http://www.oracle.com,"Redwood City, CA",Technology,Computer Software,136000,37047.0,-3.1,8901.0,-10.4,112180,47289.0
82,Tyson Foods,"Tyson Foods, Inc.",TSN,http://www.tysonfoods.com,"Springdale, AR","Food, Beverages & Tobacco",Food Production,114000,36881.0,-10.9,1768.0,44.9,22373,9608.0
83,United Continental Holdings,"United Continental Holdings, Inc.",UAL,http://www.unitedcontinentalholdings.com,"Chicago, IL",Transportation,Airlines,88000,36556.0,-3.5,2263.0,-69.2,40140,8659.0
84,Allstate,The Allstate Corporation,ALL,http://www.allstate.com,"Northbrook, IL",Financials,Insurance: Property and Casualty (Stock),43275,36534.0,2.5,1877.0,-13.5,108610,20573.0
85,Publix Super Markets,"Publix Super Markets, Inc.",,http://www.publix.com,"Lakeland, FL",Food & Drug Stores,Food and Drug Stores,191000,34274.0,5.1,2025.7,3.1,17464,13473.0
86,American Express,American Express Company,AXP,http://www.americanexpress.com,"New York, NY",Financials,Diversified Financials,56400,33823.0,-1.8,5408.0,4.7,158893,20501.0
87,TJX,"The TJX Companies, Inc.",TJX,http://www.tjx.com,"Framingham, MA",Retailing,Specialty Retailers: Apparel,235000,33184.0,7.2,2298.2,0.9,12884,4511.0
88,Nike,"Nike, Inc.",NKE,http://www.nike.com,"Beaverton, OR",Apparel,Apparel,70700,32376.0,5.8,3760.0,14.9,21396,12258.0
89,Exelon,Exelon Corporation,EXC,http://www.exeloncorp.com,"Chicago, IL",Energy,Utilities: Gas and Electric,34396,31360.0,6.5,1134.0,-50.0,114904,25837.0
90,General Dynamics,General Dynamics Corporation,GD,http://www.generaldynamics.com,"Falls Church, VA",Aerospace & Defense,Aerospace and Defense,98800,31353.0,-0.4,2955.0,-0.3,32872,10976.0
91,Rite Aid,Rite Aid Corporation,RAD,http://www.riteaid.com,"Camp Hill, PA",Food & Drug Stores,,70580,30737.0,15.9,165.5,-92.2,11277,581.0
92,Gilead Sciences,"Gilead Sciences, Inc.",GILD,http://www.gilead.com,"Foster City, CA",Health Care,Pharmaceuticals,9000,30390.0,-6.9,13501.0,-25.4,56977,18887.0
93,CHS,CHS Inc.,,http://www.chsinc.com,"Inver Grove Heights, MN","Food, Beverages & Tobacco",Food Production,12157,30347.0,-12.2,424.2,-45.7,17318,7852.0
94,3M,3M Company,MMM,http://www.3m.com,"St. Paul, MN",Industrials,Miscellaneous,91584,30109.0,-0.5,5050.0,4.5,32906,10298.0
95,Time Warner,Time Warner Inc.,TWX,http://www.timewarner.com,"New York, NY",Media,Entertainment,25000,29318.0,4.3,3926.0,2.4,65966,24335.0
96,Charter Communications,"Charter Communications, Inc.",CHTR,http://www.charter.com,"Stamford, CT",Telecommunications,Telecommunications,91500,29003.0,197.3,3522.0,,149067,40139.0
97,Northwestern Mutual,"Northwestern Mutual Life Insurance Company, Inc.",,http://www.northwesternmutual.com,"Milwaukee, WI",Financials,"Insurance: Life, Health (Mutual)",5646,28799.0,2.4,818.0,0.4,250441,20226.0
98,Facebook,"Facebook, Inc.",FB,http://www.facebook.com,"Menlo Park, CA",Technology,Internet Services and Retailing,17048,27638.0,54.2,10217.0,177.0,64961,59194.0
99,Travelers Cos.,"The Travelers Companies, Inc.",TRV,http://www.travelers.com,"New York, NY",Financials,Insurance: Property and Casualty (Stock),30900,27625.0,3.1,3014.0,-12.4,100245,23221.0
100,Capital One Financial,Capital One Financial Corporation,COF,http://www.capitalone.com,"McLean, VA",Financials,Commercial Banks,47300,27519.0,9.6,3751.0,-7.4,357033,47514.0
101,Twenty-First Century Fox,"Twenty-First Century Fox, Inc.",FOXA,http://www.21cf.com,"New York, NY",Media,Entertainment,21500,27326.0,-5.7,2755.0,-66.8,48365,13661.0
102,USAA,United Services Automobile Association,,http://www.usaa.com,"San Antonio, TX",Financials,Insurance: Property and Casualty (Stock),29943,27131.0,11.4,1779.1,-21.7,147290,28840.0
103,World Fuel Services,World Fuel Services Corporation,INT,http://www.wfscorp.com,"Miami, FL",Energy,Energy,5000,27016.0,-11.1,126.5,-27.5,5413,1925.0
104,Philip Morris International,Philip Morris International Inc.,PM,http://www.pmi.com,"New York, NY","Food, Beverages & Tobacco",Tobacco,79500,26685.0,-0.4,6967.0,1.4,36851,-12688.0
105,Deere,Deere & Company,DE,http://www.johndeere.com,"Moline, IL",Industrials,Construction and Farm Machinery,56767,26644.0,-7.7,1523.9,-21.4,57981,6520.0
106,Kraft Heinz,The Kraft Heinz Company,KHC,http://www.kraftheinzcompany.com,"Pittsburgh, PA","Food, Beverages & Tobacco",Food Consumer Products,41000,26487.0,44.4,3632.0,472.9,120480,57358.0
107,Tech Data,Tech Data Corporation,TECD,http://www.techdata.com,"Clearwater, FL",Wholesalers,Wholesalers: Electronics and Office Equipment,9500,26235.0,-0.5,195.1,-26.6,7932,2170.0
108,Avnet,"Avnet, Inc.",AVT,http://www.avnet.com,"Phoenix, AZ",Wholesalers,Wholesalers: Electronics and Office Equipment,17700,26219.0,-6.1,506.5,-11.4,11240,4691.0
109,Mondelez International,"Mondelez International, Inc.",MDLZ,http://www.mondelezinternational.com,"Deerfield, IL","Food, Beverages & Tobacco",Food Consumer Products,90000,25923.0,-12.5,1659.0,-77.2,61538,25161.0
110,Macy’s,"Macy's, Inc.",M,http://www.macysinc.com,"Cincinnati, OH",Retailing,General Merchandisers,148300,25778.0,-4.8,619.0,-42.3,19851,4323.0
111,AbbVie,AbbVie Inc.,ABBV,http://www.abbvie.com,"North Chicago, IL",Health Care,Pharmaceuticals,30000,25638.0,12.2,5953.0,15.7,66099,4636.0
112,McDonald’s,McDonald's Corporation,MCD,http://www.aboutmcdonalds.com,"Oak Brook, IL","Hotels, Restaurants & Leisure",Food Services,375000,24622.0,-3.1,4686.5,3.5,31024,-2204.0
113,DuPont,E.I. du Pont de Nemours and Company,DD,http://www.dupont.com,"Wilmington, DE",Chemicals,Chemicals,46000,,-12.0,2513.0,28.7,39964,9998.0
114,Northrop Grumman,Northrop Grumman Corporation,NOC,http://www.northropgrumman.com,"Falls Church, VA",Aerospace & Defense,Aerospace and Defense,67000,,4.2,2200.0,10.6,25614,5259.0
115,ConocoPhillips,ConocoPhillips,COP,http://www.conocophillips.com,"Houston, TX",Energy,"Mining, Crude-Oil Production",13300,24360.0,-21.3,-3615.0,,89772,34974.0
116,Raytheon,Raytheon Company,RTN,http://www.raytheon.com,"Waltham, MA",Aerospace & Defense,Aerospace and Defense,63000,24069.0,3.5,2211.0,6.6,30052,10066.0
117,Tesoro,Tesoro Corporation,TSO,http://www.tsocorp.com,"San Antonio, TX",Energy,Petroleum Refining,6308,24005.0,-14.7,734.0,-52.3,20398,5465.0
118,Arrow Electronics,"Arrow Electronics, Inc",ARW,http://www.arrow.com,"Centennial, CO",Wholesalers,Wholesalers: Electronics and Office Equipment,18700,23825.0,2.3,522.8,5.0,14206,4413.0
119,Qualcomm,Qualcomm Incorporated,QCOM,http://www.qualcomm.com,"San Diego, CA",Technology,Semiconductors and Other Electronic Components,30500,23554.0,-6.8,5705.0,8.2,52359,31778.0
120,Progressive,The Progressive Corporation,PGR,http://www.progressive.com,"Mayfield Village, OH",Financials,Insurance: Property and Casualty (Stock),31721,23441.0,12.4,1031.0,-18.7,33428,7957.0
121,Duke Energy,Duke Energy Corporation,DUK,http://www.duke-energy.com,"Charlotte, NC",Energy,Utilities: Gas and Electric,28798,23369.0,-1.0,2152.0,-23.6,132761,41033.0
122,Enterprise Products Partners,Enterprise Products Partners L.P.,EPD,http://www.enterpriseproducts.com,"Houston, TX",Energy,Pipelines,6800,23022.0,-14.8,2513.1,-0.3,52194,22047.0
123,Amgen,Amgen Inc.,AMGN,http://www.amgen.com,"Thousand Oaks, CA",Health Care,Pharmaceuticals,19200,22991.0,6.1,7722.0,11.3,77626,29875.0
124,US Foods Holding,US Foods Holding Corp.,USFD,http://www.usfoods.com,"Rosemont, IL",Wholesalers,Wholesalers: Food and Grocery,25000,22919.0,-0.9,209.8,25.2,8945,2538.0
125,U.S. Bancorp,U.S. Bancorp,USB,http://www.usbank.com,"Minneapolis, MN",Financials,Commercial Banks,71191,22744.0,5.8,5888.0,0.2,445964,47298.0
126,Aflac,Aflac Incorporated,AFL,http://www.aflac.com,"Columbus, GA",Financials,"Insurance: Life, Health (Stock)",10212,22559.0,8.1,2659.0,5.0,129819,20482.0
127,Sears Holdings,Sears Holdings Corporation,SHLD,http://www.searsholdings.com,"Hoffman Estates, IL",Retailing,General Merchandisers,140000,22138.0,-12.0,-2221.0,,9362,-3824.0
128,Dollar General,Dollar General Corporation,DG,http://www.dollargeneral.com,"Goodlettsville, TN",Retailing,Specialty Retailers: Other,121000,21987.0,7.9,1251.1,7.4,11672,5406.0
129,AutoNation,"AutoNation, Inc.",AN,http://www.autonation.com,"Fort Lauderdale, FL",Retailing,"Automotive Retailing, Services",26000,21609.0,3.6,430.5,-2.7,10060,2310.0
130,Community Health Systems,"Community Health Systems, Inc.",CYH,http://www.chs.net,"Franklin, TN",Health Care,Health Care: Medical Facilities,108000,21374.0,-5.8,-1721.0,-1189.2,21944,1615.0
131,Starbucks,Starbucks Corporation,SBUX,http://www.starbucks.com,"Seattle, WA","Hotels, Restaurants & Leisure",Food Services,254000,21316.0,11.2,2817.7,2.2,14330,5884.0
132,Eli Lilly,Eli Lilly and Company,LLY,http://www.lilly.com,"Indianapolis, IN",Health Care,Pharmaceuticals,41975,21222.0,6.3,2737.6,13.7,38806,14008.0
133,International Paper,International Paper Company,IP,http://www.internationalpaper.com,"Memphis, TN",Materials,"Packaging, Containers",55000,21079.0,-5.8,904.0,-3.6,33345,4341.0
134,Tenet Healthcare,Tenet Healthcare Corporation,THC,http://www.tenethealth.com,"Dallas, TX",Health Care,Health Care: Medical Facilities,116475,21070.0,4.8,-192.0,,24701,417.0
135,Abbott Laboratories,Abbott Laboratories,ABT,http://www.abbott.com,"Abbott Park, IL",Health Care,,75000,20853.0,0.9,1400.0,-68.3,52666,20538.0
136,Dollar Tree,"Dollar Tree, Inc.",DLTR,http://www.dollartree.com,"Chesapeake, VA",Retailing,Specialty Retailers: Other,116050,20719.0,33.7,896.2,217.4,15702,5390.0
137,Whirlpool,Whirlpool Corporation,WHR,http://www.whirlpoolcorp.com,"Benton Harbor, MI",Industrials,"Electronics, Electrical Equipment",93000,20718.0,-0.8,888.0,13.4,19153,4773.0
138,Southwest Airlines,Southwest Airlines Co.,LUV,http://www.southwest.com,"Dallas, TX",Transportation,Airlines,53536,20425.0,3.1,2244.0,2.9,23286,8441.0
139,Emerson Electric,Emerson Electric Co.,EMR,http://www.emerson.com,"St. Louis, MO",Industrials,"Electronics, Electrical Equipment",103500,20268.0,-9.1,1635.0,-39.7,21743,7568.0
140,Staples,"Staples, Inc.",SPLS,http://www.staples.com,"Framingham, MA",Retailing,Specialty Retailers: Other,61503,20217.0,-4.0,-1497.0,-494.8,8271,3688.0
141,Plains GP Holdings,"Plains GP Holdings, L.P.",PAGP,http://www.plainsallamerican.com,"Houston, TX",Energy,,5100,20182.0,-12.8,94.0,-20.3,26103,1737.0
142,Penske Automotive Group,"Penske Automotive Group, Inc.",PAG,http://www.penskeautomotive.com,"Bloomfield Hills, MI",Retailing,"Automotive Retailing, Services",24000,20143.0,4.0,342.9,5.2,8861,1751.0
143,Union Pacific,Union Pacific Corporation,UNP,http://www.up.com,"Omaha, NE",Transportation,Railroads,42919,19941.0,-8.6,4233.0,-11.3,55718,19932.0
144,Danaher,Danaher Corporation,DHR,http://www.danaher.com,"Washington, DC",Technology,"Scientific, Photographic and Control Equipment",62000,19912.0,-4.8,2553.7,-23.9,45295,23003.0
145,Southern,The Southern Company,SO,http://www.southerncompany.com,"Atlanta, GA",Energy,Utilities: Gas and Electric,32015,19896.0,13.8,2448.0,3.4,109697,24758.0
146,ManpowerGroup,ManpowerGroup Inc.,MAN,http://www.manpowergroup.com,"Milwaukee, WI",Business Services,Temporary Help,28000,19654.0,1.7,443.7,5.8,7574,2362.0
147,Bristol-Myers Squibb,Bristol-Myers Squibb Company,BMY,http://www.bms.com,"New York, NY",Health Care,Pharmaceuticals,25000,19427.0,17.3,4457.0,184.8,33707,16177.0
148,Altria Group,"Altria Group, Inc.",MO,http://www.altria.com,"Richmond, VA","Food, Beverages & Tobacco",Tobacco,8300,19337.0,2.6,14239.0,171.7,45932,12770.0
149,Fluor,Fluor Corporation,FLR,http://www.fluor.com,"Irving, TX",Engineering & Construction,"Engineering, Construction",61551,19037.0,5.1,281.4,-31.8,9216,3125.0
150,Kohl’s,Kohl's Corporation,KSS,http://www.kohls.com,"Menomonee Falls, WI",Retailing,General Merchandisers,85000,18686.0,-2.7,556.0,-17.4,13574,5177.0
151,Lear,Lear Corporation,LEA,http://www.lear.com,"Southfield, MI",Motor Vehicles & Parts,Motor Vehicles and Parts,148400,18558.0,1.9,975.1,30.8,9901,3057.0
