id,rec_date,avg_wind,prcp,snow_amt,snow_depth,tavg,tmax,tmin,rain,snow,date_key
109,2016-04-18,6.49,0.0,0.0,0.0,64,81,47,False,False,
110,2016-04-19,14.32,0.0,0.0,0.0,67,74,54,False,False,
111,2016-04-20,9.84,0.0,0.0,0.0,60,69,50,False,False,
112,2016-04-21,11.86,0.0,0.0,0.0,60,77,44,False,False,
113,2016-04-22,8.5,0.0,0.0,0.0,71,83,61,False,False,
114,2016-04-23,12.75,0.04,0.0,0.0,67,73,54,True,False,
115,2016-04-24,8.28,0.0,0.0,0.0,58,72,45,False,False,
116,2016-04-25,5.37,0.0,0.0,0.0,58,68,48,False,False,
117,2016-04-26,8.05,0.1,0.0,0.0,58,68,46,True,False,
118,2016-04-27,8.05,0.0,0.0,0.0,51,67,46,False,False,
119,2016-04-28,6.71,0.0,0.0,0.0,52,58,47,False,False,
120,2016-04-29,7.83,0.03,0.0,0.0,51,57,47,True,False,
121,2016-04-30,7.16,0.0,0.0,0.0,52,63,44,False,False,
122,2016-05-01,6.93,0.21,0.0,0.0,49,51,43,True,False,
123,2016-05-02,4.47,0.14,0.0,0.0,50,61,45,True,False,
124,2016-05-03,6.49,0.59,0.0,0.0,54,55,51,True,False,
125,2016-05-04,9.62,0.01,0.0,0.0,52,58,49,True,False,
126,2016-05-05,12.97,0.0,0.0,0.0,51,59,46,False,False,
127,2016-05-06,10.51,0.62,0.0,0.0,52,54,49,True,False,
128,2016-05-07,5.14,0.1,0.0,0.0,52,59,48,True,False,
129,2016-05-08,10.29,0.11,0.0,0.0,56,68,47,True,False,
130,2016-05-09,12.75,0.0,0.0,0.0,61,75,45,False,False,
131,2016-05-10,8.72,0.0,0.0,0.0,57,62,46,False,False,
132,2016-05-11,6.04,0.0,0.0,0.0,61,74,49,False,False,
133,2016-05-12,5.37,0.0,0.0,0.0,67,77,54,False,False,
134,2016-05-13,4.25,0.29,0.0,0.0,62,66,58,True,False,
135,2016-05-14,9.62,0.0,0.0,0.0,66,76,56,False,False,
136,2016-05-15,16.11,0.0,0.0,0.0,54,59,44,False,False,
137,2016-05-16,15.43,0.0,0.0,0.0,52,69,40,False,False,
138,2016-05-17,9.4,0.0,0.0,0.0,59,66,52,False,False,
139,2016-05-18,7.16,0.0,0.0,0.0,57,67,50,False,False,
140,2016-05-19,3.8,0.0,0.0,0.0,61,72,54,False,False,
141,2016-05-20,5.59,0.0,0.0,0.0,64,76,52,False,False,
142,2016-05-21,4.7,0.08,0.0,0.0,62,64,54,True,False,
143,2016-05-22,6.49,0.04,0.0,0.0,60,70,52,True,False,
144,2016-05-23,5.82,0.01,0.0,0.0,65,76,53,True,False,
145,2016-05-24,4.7,0.05,0.0,0.0,65,77,58,True,False,
146,2016-05-25,8.05,0.0,0.0,0.0,74,91,57,False,False,
147,2016-05-26,6.93,0.0,0.0,0.0,80,93,64,False,False,
148,2016-05-27,7.38,0.0,0.0,0.0,79,89,70,False,False,
149,2016-05-28,10.51,0.0,0.0,0.0,82,96,71,False,False,
150,2016-05-29,8.28,0.03,0.0,0.0,80,88,69,True,False,
151,2016-05-30,6.49,1.57,0.0,0.0,75,83,69,True,False,
152,2016-05-31,6.04,0.0,0.0,0.0,77,85,71,False,False,
153,2016-06-01,7.16,0.0,0.0,0.0,76,84,67,False,False,
154,2016-06-02,6.71,0.0,0.0,0.0,68,72,63,False,False,
155,2016-06-03,4.25,0.03,0.0,0.0,65,70,63,True,False,
156,2016-06-04,5.59,0.01,0.0,0.0,72,85,65,True,False,
157,2016-06-05,6.93,0.94,0.0,0.0,69,74,66,True,False,
158,2016-06-06,11.63,0.0,0.0,0.0,74,86,66,False,False,
159,2016-06-07,11.41,0.14,0.0,0.0,77,87,64,True,False,
160,2016-06-08,12.53,0.51,0.0,0.0,63,69,54,True,False,
161,2016-06-09,15.21,0.0,0.0,0.0,63,75,53,False,False,
162,2016-06-10,11.63,0.0,0.0,0.0,67,80,56,False,False,
163,2016-06-11,10.07,0.0,0.0,0.0,72,91,55,False,False,
164,2016-06-12,19.91,0.0,0.0,0.0,82,88,63,False,False,
165,2016-06-13,15.43,0.0,0.0,0.0,67,76,57,False,False,
166,2016-06-14,10.51,0.0,0.0,0.0,69,82,59,False,False,
167,2016-06-15,6.93,0.0,0.0,0.0,75,87,59,False,False,
168,2016-06-16,4.47,0.0,0.0,0.0,73,77,67,False,False,
169,2016-06-17,7.83,0.0,0.0,0.0,71,79,63,False,False,
170,2016-06-18,5.59,0.0,0.0,0.0,72,86,58,False,False,
171,2016-06-19,6.71,0.0,0.0,0.0,75,88,63,False,False,
172,2016-06-20,6.49,0.0,0.0,0.0,74,85,65,False,False,
173,2016-06-21,10.74,0.0,0.0,0.0,82,91,73,False,False,
174,2016-06-22,8.28,0.0,0.0,0.0,79,90,67,False,False,
175,2016-06-23,4.47,0.0,0.0,0.0,76,83,69,False,False,
176,2016-06-24,8.28,0.0,0.0,0.0,75,83,68,False,False,
177,2016-06-25,7.38,0.0,0.0,0.0,73,82,64,False,False,
178,2016-06-26,7.38,0.0,0.0,0.0,75,86,65,False,False,
179,2016-06-27,9.17,0.37,0.0,0.0,75,87,64,True,False,
180,2016-06-28,5.82,0.39,0.0,0.0,73,78,69,True,False,
181,2016-06-29,8.28,0.01,0.0,0.0,75,87,68,True,False,
182,2016-06-30,7.16,0.0,0.0,0.0,77,88,67,False,False,
183,2016-07-01,7.38,0.2,0.0,0.0,75,80,70,True,False,
184,2016-07-02,13.42,0.0,0.0,0.0,73,80,66,False,False,
185,2016-07-03,7.38,0.0,0.0,0.0,74,83,63,False,False,
186,2016-07-04,8.28,0.46,0.0,0.0,74,84,62,True,False,
187,2016-07-05,7.16,0.17,0.0,0.0,77,89,70,True,False,
188,2016-07-06,5.14,0.0,0.0,0.0,84,95,74,False,False,
189,2016-07-07,7.61,0.01,0.0,0.0,85,95,77,True,False,
190,2016-07-08,9.62,0.05,0.0,0.0,81,90,69,True,False,
191,2016-07-09,7.61,0.49,0.0,0.0,69,71,66,True,False,
192,2016-07-10,9.17,0.0,0.0,0.0,74,84,67,False,False,
193,2016-07-11,6.71,0.0,0.0,0.0,74,84,65,False,False,
194,2016-07-12,7.38,0.0,0.0,0.0,75,84,67,False,False,
195,2016-07-13,6.71,0.0,0.0,0.0,78,88,69,False,False,
196,2016-07-14,6.49,0.12,0.0,0.0,81,91,76,True,False,
197,2016-07-15,9.4,0.0,0.0,0.0,86,94,78,False,False,
198,2016-07-16,6.93,0.57,0.0,0.0,82,91,75,True,False,
199,2016-07-17,6.04,0.0,0.0,0.0,81,93,73,False,False,
200,2016-07-18,10.96,0.23,0.0,0.0,83,95,72,True,False,
201,2016-07-19,11.86,0.0,0.0,0.0,79,85,72,False,False,
202,2016-07-20,7.61,0.0,0.0,0.0,76,86,66,False,False,
203,2016-07-21,9.62,0.0,0.0,0.0,80,92,69,False,False,
204,2016-07-22,14.76,0.0,0.0,0.0,84,97,73,False,False,
205,2016-07-23,11.63,0.0,0.0,0.0,89,98,80,False,False,
206,2016-07-24,8.05,0.0,0.0,0.0,87,96,73,False,False,
207,2016-07-25,9.17,1.84,0.0,0.0,84,99,73,True,False,
208,2016-07-26,10.51,0.0,0.0,0.0,81,93,72,False,False,
209,2016-07-27,6.26,0.0,0.0,0.0,84,93,73,False,False,
210,2016-07-28,6.49,0.0,0.0,0.0,83,93,75,False,False,
211,2016-07-29,8.95,0.87,0.0,0.0,77,86,70,True,False,
212,2016-07-30,5.82,0.36,0.0,0.0,78,86,73,True,False,
213,2016-07-31,7.83,0.71,0.0,0.0,76,80,72,True,False,
214,2016-08-01,6.71,0.0,0.0,0.0,74,79,71,False,False,
215,2016-08-02,6.93,0.0,0.0,0.0,74,80,67,False,False,
216,2016-08-03,6.71,0.0,0.0,0.0,73,80,65,False,False,
217,2016-08-04,6.49,0.0,0.0,0.0,74,81,64,False,False,
218,2016-08-05,8.5,0.0,0.0,0.0,75,84,67,False,False,
219,2016-08-06,9.4,0.09,0.0,0.0,79,91,72,True,False,
220,2016-08-07,8.5,0.0,0.0,0.0,81,89,71,False,False,
221,2016-08-08,6.26,0.0,0.0,0.0,80,87,69,False,False,
222,2016-08-09,7.38,0.0,0.0,0.0,79,87,68,False,False,
223,2016-08-10,10.07,0.11,0.0,0.0,81,90,75,True,False,
224,2016-08-11,10.07,0.11,0.0,0.0,86,96,75,True,False,
225,2016-08-12,10.74,0.17,0.0,0.0,84,97,74,True,False,
226,2016-08-13,8.5,0.0,0.0,0.0,87,98,79,False,False,
227,2016-08-14,10.74,0.0,0.0,0.0,89,97,80,False,False,
228,2016-08-15,7.16,0.0,0.0,0.0,85,94,77,False,False,
229,2016-08-16,10.51,0.01,0.0,0.0,85,93,77,True,False,
230,2016-08-17,10.74,0.2,0.0,0.0,82,88,76,True,False,
231,2016-08-18,5.59,0.1,0.0,0.0,80,87,73,True,False,
232,2016-08-19,6.93,0.0,0.0,0.0,81,90,74,False,False,
233,2016-08-20,7.61,0.0,0.0,0.0,80,87,72,False,False,
234,2016-08-21,9.17,0.13,0.0,0.0,80,87,74,True,False,
235,2016-08-22,13.87,0.0,0.0,0.0,76,81,67,False,False,
236,2016-08-23,6.26,0.0,0.0,0.0,73,84,59,False,False,
237,2016-08-24,7.38,0.0,0.0,0.0,76,90,63,False,False,
238,2016-08-25,10.07,0.01,0.0,0.0,78,88,67,True,False,
239,2016-08-26,11.41,0.0,0.0,0.0,83,95,75,False,False,
240,2016-08-27,7.16,0.0,0.0,0.0,80,88,71,False,False,
241,2016-08-28,6.71,0.0,0.0,0.0,79,87,72,False,False,
242,2016-08-29,10.96,0.0,0.0,0.0,81,93,72,False,False,
243,2016-08-30,7.83,0.0,0.0,0.0,77,85,68,False,False,
244,2016-08-31,7.61,0.0,0.0,0.0,79,92,74,False,False,
245,2016-09-01,6.71,0.21,0.0,0.0,75,81,66,True,False,
246,2016-09-02,10.74,0.0,0.0,0.0,73,82,65,False,False,
247,2016-09-03,10.96,0.0,0.0,0.0,71,77,65,False,False,
248,2016-09-04,10.51,0.0,0.0,0.0,71,82,62,False,False,
249,2016-09-05,14.32,0.0,0.0,0.0,73,86,58,False,False,
250,2016-09-06,19.69,0.0,0.0,0.0,78,82,69,False,False,
251,2016-09-07,11.86,0.0,0.0,0.0,76,87,69,False,False,
252,2016-09-08,6.04,0.0,0.0,0.0,80,92,71,False,False,
253,2016-09-09,7.38,0.0,0.0,0.0,87,93,78,False,False,
254,2016-09-10,7.61,0.01,0.0,0.0,83,92,76,True,False,
255,2016-09-11,13.42,0.0,0.0,0.0,81,86,66,False,False,
256,2016-09-12,6.71,0.0,0.0,0.0,69,78,57,False,False,
257,2016-09-13,7.61,0.0,0.0,0.0,71,84,60,False,False,
258,2016-09-14,10.96,0.0,0.0,0.0,77,94,66,False,False,
259,2016-09-15,9.62,0.0,0.0,0.0,69,75,60,False,False,
260,2016-09-16,6.04,0.0,0.0,0.0,67,73,57,False,False,
261,2016-09-17,7.61,0.0,0.0,0.0,68,77,59,False,False,
262,2016-09-18,8.95,0.0,0.0,0.0,75,87,68,False,False,
263,2016-09-19,4.92,1.03,0.0,0.0,74,76,70,True,False,
264,2016-09-20,5.14,0.0,0.0,0.0,75,84,69,False,False,
265,2016-09-21,7.61,0.0,0.0,0.0,76,86,67,False,False,
266,2016-09-22,5.59,0.0,0.0,0.0,73,84,61,False,False,
267,2016-09-23,5.37,0.01,0.0,0.0,75,90,60,True,False,
268,2016-09-24,11.41,0.44,0.0,0.0,68,72,58,True,False,
269,2016-09-25,6.49,0.0,0.0,0.0,62,71,52,False,False,
270,2016-09-26,8.95,0.0,0.0,0.0,63,73,51,False,False,
271,2016-09-27,5.82,0.12,0.0,0.0,69,76,62,True,False,
272,2016-09-28,12.3,0.0,0.0,0.0,65,73,56,False,False,
273,2016-09-29,14.32,0.04,0.0,0.0,61,65,58,True,False,
274,2016-09-30,16.33,0.31,0.0,0.0,59,60,56,True,False,
275,2016-10-01,11.41,0.0,0.0,0.0,59,63,56,False,False,
276,2016-10-02,5.59,0.0,0.0,0.0,60,65,57,False,False,
277,2016-10-03,4.92,0.0,0.0,0.0,65,74,60,False,False,
278,2016-10-04,10.29,0.0,0.0,0.0,65,71,61,False,False,
279,2016-10-05,7.16,0.0,0.0,0.0,61,68,52,False,False,
280,2016-10-06,5.14,0.0,0.0,0.0,62,75,51,False,False,
281,2016-10-07,4.47,0.0,0.0,0.0,63,74,53,False,False,
282,2016-10-08,5.37,0.17,0.0,0.0,63,69,55,True,False,
283,2016-10-09,17.0,0.48,0.0,0.0,60,66,52,True,False,
284,2016-10-10,12.97,0.0,0.0,0.0,56,66,47,False,False,
285,2016-10-11,5.37,0.0,0.0,0.0,53,64,43,False,False,
286,2016-10-12,4.47,0.0,0.0,0.0,58,67,47,False,False,
287,2016-10-13,7.83,0.01,0.0,0.0,60,68,52,True,False,
288,2016-10-14,8.05,0.0,0.0,0.0,56,64,46,False,False,
289,2016-10-15,6.71,0.0,0.0,0.0,53,64,42,False,False,
290,2016-10-16,8.5,0.0,0.0,0.0,58,73,45,False,False,
291,2016-10-17,6.49,0.0,0.0,0.0,70,83,60,False,False,
292,2016-10-18,9.62,0.0,0.0,0.0,72,85,62,False,False,
293,2016-10-19,9.84,0.0,0.0,0.0,76,87,64,False,False,
294,2016-10-20,9.4,0.0,0.0,0.0,67,71,60,False,False,
295,2016-10-21,4.47,0.22,0.0,0.0,68,71,58,True,False,
296,2016-10-22,16.11,0.55,0.0,0.0,54,58,47,True,False,
297,2016-10-23,14.32,0.0,0.0,0.0,53,65,44,False,False,
298,2016-10-24,12.75,0.0,0.0,0.0,57,66,47,False,False,
299,2016-10-25,11.63,0.0,0.0,0.0,49,54,42,False,False,
300,2016-10-26,10.96,0.0,0.0,0.0,45,52,37,False,False,
301,2016-10-27,8.05,0.65,0.0,0.0,45,56,42,True,False,
302,2016-10-28,13.87,0.0,0.0,0.0,48,51,42,False,False,
303,2016-10-29,8.95,0.0,0.0,0.0,49,66,37,False,False,
304,2016-10-30,9.4,0.92,0.0,0.0,65,78,54,True,False,
305,2016-10-31,10.96,0.0,0.0,0.0,52,57,43,False,False,
306,2016-11-01,7.38,0.0,0.0,0.0,48,60,37,False,False,
307,2016-11-02,8.05,0.0,0.0,0.0,59,73,51,False,False,
308,2016-11-03,11.63,0.0,0.0,0.0,63,74,57,False,False,
309,2016-11-04,11.63,0.0,0.0,0.0,58,62,47,False,False,
310,2016-11-05,8.5,0.0,0.0,0.0,52,65,40,False,False,
311,2016-11-06,13.2,0.0,0.0,0.0,54,60,43,False,False,
312,2016-11-07,7.61,0.0,0.0,0.0,47,56,36,False,False,
313,2016-11-08,4.03,0.0,0.0,0.0,51,69,38,False,False,
314,2016-11-09,7.83,0.2,0.0,0.0,55,58,48,True,False,
315,2016-11-10,10.96,0.0,0.0,0.0,49,58,41,False,False,
316,2016-11-11,17.22,0.0,0.0,0.0,53,64,42,False,False,
317,2016-11-12,9.84,0.0,0.0,0.0,44,53,37,False,False,
318,2016-11-13,9.17,0.0,0.0,0.0,46,63,34,False,False,
319,2016-11-14,5.82,0.0,0.0,0.0,49,63,37,False,False,
320,2016-11-15,10.74,2.79,0.0,0.0,52,54,46,True,False,
321,2016-11-16,9.17,0.0,0.0,0.0,51,64,41,False,False,
322,2016-11-17,9.84,0.0,0.0,0.0,55,63,48,False,False,
323,2016-11-18,4.25,0.0,0.0,0.0,54,67,44,False,False,
324,2016-11-19,9.17,0.2,0.0,0.0,53,61,36,True,False,
325,2016-11-20,21.47,0.23,0.0,0.0,42,43,34,True,False,
326,2016-11-21,21.03,0.0,0.0,0.0,39,42,37,False,False,
327,2016-11-22,18.12,0.0,0.0,0.0,39,44,37,False,False,
328,2016-11-23,9.17,0.0,0.0,0.0,40,48,33,False,False,
329,2016-11-24,6.93,0.0,0.0,0.0,43,50,35,False,False,
330,2016-11-25,4.7,0.01,0.0,0.0,48,55,45,True,False,
331,2016-11-26,8.95,0.0,0.0,0.0,48,53,41,False,False,
332,2016-11-27,8.72,0.0,0.0,0.0,43,52,35,False,False,
333,2016-11-28,4.92,0.0,0.0,0.0,44,54,32,False,False,
334,2016-11-29,8.05,2.02,0.0,0.0,53,60,49,True,False,
335,2016-11-30,6.93,1.07,0.0,0.0,56,58,52,True,False,
336,2016-12-01,13.87,0.11,0.0,0.0,52,55,41,True,False,
337,2016-12-02,14.76,0.0,0.0,0.0,45,53,38,False,False,
338,2016-12-03,17.0,0.0,0.0,0.0,45,50,41,False,False,
339,2016-12-04,9.62,0.0,0.0,0.0,43,48,39,False,False,
340,2016-12-05,8.28,0.16,0.0,0.0,43,50,37,True,False,
341,2016-12-06,7.61,0.44,0.0,0.0,42,46,34,True,False,
342,2016-12-07,6.93,0.05,0.0,0.0,42,48,37,True,False,
343,2016-12-08,10.74,0.0,0.0,0.0,40,44,33,False,False,
344,2016-12-09,15.66,0.0,0.0,0.0,35,41,29,False,False,
345,2016-12-10,9.4,0.0,0.0,0.0,31,37,23,False,False,
346,2016-12-11,5.14,0.01,0.3,0.0,30,34,25,True,True,
347,2016-12-12,8.72,0.5,0.0,0.0,38,46,32,True,False,
348,2016-12-13,5.59,0.0,0.0,0.0,38,44,33,False,False,
349,2016-12-14,9.62,0.0,0.0,0.0,39,44,32,False,False,
350,2016-12-15,20.58,0.0,0.1,0.0,28,32,18,False,True,
351,2016-12-16,11.41,0.0,0.0,0.0,20,28,16,False,False,
352,2016-12-17,4.92,0.71,3.0,2.0,29,36,24,True,True,
353,2016-12-18,10.51,0.07,0.0,1.2,42,59,31,True,False,
354,2016-12-19,11.86,0.0,0.0,0.0,29,31,22,False,False,
355,2016-12-20,6.49,0.0,0.0,0.0,25,34,18,False,False,
356,2016-12-21,6.26,0.0,0.0,0.0,32,42,24,False,False,
357,2016-12-22,9.84,0.0,0.0,0.0,40,51,32,False,False,
358,2016-12-23,9.17,0.0,0.0,0.0,42,48,34,False,False,
359,2016-12-24,7.61,0.49,0.0,0.0,41,46,37,True,False,
360,2016-12-25,8.5,0.0,0.0,0.0,43,52,34,False,False,
361,2016-12-26,7.38,0.0,0.0,0.0,35,47,29,False,False,
362,2016-12-27,13.65,0.01,0.0,0.0,53,62,40,True,False,
363,2016-12-28,8.28,0.0,0.0,0.0,41,43,31,False,False,
364,2016-12-29,8.05,0.36,0.0,0.0,38,45,31,True,False,
365,2016-12-30,14.99,0.0,0.0,0.0,37,42,32,False,False,
366,2016-12-31,12.3,0.0,0.0,0.0,35,44,29,False,False,
