ride_id,rideable_type,started_at,ended_at,start_station_id,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,ride_length
29,standard_bike,2016-01-01 04:12:06,2016-01-01 04:21:05,3195,3212,40.73074262530658,-74.06378388404846,40.734785818,-74.050443636,Subscriber,539
30,standard_bike,2016-01-01 04:16:04,2016-01-01 04:21:45,3195,3193,40.73074262530658,-74.06378388404846,40.7246050998869,-74.07840594649315,Subscriber,340
31,standard_bike,2016-01-01 04:24:54,2016-01-01 04:30:37,3186,3203,40.71958611647166,-74.04311746358871,40.727595966,-74.044247311,Subscriber,343
32,standard_bike,2016-01-01 04:39:08,2016-01-01 04:43:11,3202,3187,40.7272235,-74.0337589,40.7211236,-74.03805095,Subscriber,243
33,standard_bike,2016-01-01 05:10:55,2016-01-01 05:32:17,3209,3194,40.7241765,-74.0506564,40.7253399253558,-74.06762212514877,Subscriber,1282
34,standard_bike,2016-01-01 05:36:19,2016-01-01 05:43:02,3207,3195,40.7376037,-74.0524783,40.73074262530658,-74.06378388404846,Subscriber,403
35,standard_bike,2016-01-01 06:00:06,2016-01-01 06:02:27,3195,3194,40.73074262530658,-74.06378388404846,40.7253399253558,-74.06762212514877,Subscriber,140
36,standard_bike,2016-01-01 07:27:26,2016-01-01 07:54:27,3183,3187,40.7162469,-74.0334588,40.7211236,-74.03805095,Subscriber,1620
37,standard_bike,2016-01-01 07:53:19,2016-01-01 07:56:22,3194,3195,40.7253399253558,-74.06762212514877,40.73074262530658,-74.06378388404846,Subscriber,182
38,standard_bike,2016-01-01 08:12:11,2016-01-01 08:22:48,3199,3186,40.7287448,-74.0321082,40.71958611647166,-74.04311746358871,Subscriber,636
39,standard_bike,2016-01-01 08:18:07,2016-01-01 08:24:23,3195,3193,40.73074262530658,-74.06378388404846,40.7246050998869,-74.07840594649315,Subscriber,375
40,standard_bike,2016-01-01 08:22:04,2016-01-01 08:28:12,3214,3186,40.7127742,-74.0364857,40.71958611647166,-74.04311746358871,Subscriber,368
41,standard_bike,2016-01-01 08:46:04,2016-01-01 08:50:34,3203,3186,40.727595966,-74.044247311,40.71958611647166,-74.04311746358871,Subscriber,269
42,standard_bike,2016-01-01 08:47:58,2016-01-01 08:57:20,3210,3210,40.742677141,-74.051788633,40.742677141,-74.051788633,Subscriber,562
43,standard_bike,2016-01-01 09:09:45,2016-01-01 09:19:58,3190,3186,40.7104670233797,-74.07003879547119,40.71958611647166,-74.04311746358871,Subscriber,613
44,standard_bike,2016-01-01 09:13:37,2016-01-01 09:26:45,3210,3186,40.742677141,-74.051788633,40.71958611647166,-74.04311746358871,Subscriber,788
45,standard_bike,2016-01-01 09:30:40,2016-01-01 09:43:41,3203,3183,40.727595966,-74.044247311,40.7162469,-74.0334588,Subscriber,780
46,standard_bike,2016-01-01 09:43:02,2016-01-01 09:51:45,3193,3195,40.7246050998869,-74.07840594649315,40.73074262530658,-74.06378388404846,Subscriber,523
47,standard_bike,2016-01-01 09:45:42,2016-01-01 09:48:31,3211,3203,40.72152515,-74.046304543,40.727595966,-74.044247311,Subscriber,168
48,standard_bike,2016-01-01 09:53:20,2016-01-01 09:57:20,3183,3214,40.7162469,-74.0334588,40.7127742,-74.0364857,Subscriber,240
49,standard_bike,2016-01-01 09:55:39,2016-01-01 10:08:25,3185,3185,40.7177325,-74.043845,40.7177325,-74.043845,Subscriber,765
50,standard_bike,2016-01-01 10:06:46,2016-01-01 10:17:33,3185,3199,40.7177325,-74.043845,40.7287448,-74.0321082,Subscriber,646
51,standard_bike,2016-01-01 10:32:34,2016-01-01 10:43:11,3207,3186,40.7376037,-74.0524783,40.71958611647166,-74.04311746358871,Subscriber,637
52,standard_bike,2016-01-01 10:59:41,2016-01-01 11:05:46,3185,3184,40.7177325,-74.043845,40.7141454,-74.0335519,Subscriber,364
53,standard_bike,2016-01-01 11:02:10,2016-01-01 11:13:59,3193,3220,40.7246050998869,-74.07840594649315,40.73496102000952,-74.0595030784607,Subscriber,709
54,standard_bike,2016-01-01 11:07:15,2016-01-01 11:58:46,3203,3203,40.727595966,-74.044247311,40.727595966,-74.044247311,Customer,3090
55,standard_bike,2016-01-01 11:11:45,2016-01-01 11:16:08,3186,3209,40.71958611647166,-74.04311746358871,40.7241765,-74.0506564,Subscriber,263
56,standard_bike,2016-01-01 11:20:12,2016-01-01 11:25:11,3197,3210,40.752559,-74.044725,40.742677141,-74.051788633,Subscriber,298
57,standard_bike,2016-01-01 11:43:51,2016-01-01 12:12:31,3187,3187,40.7211236,-74.03805095,40.7211236,-74.03805095,Subscriber,1720
58,standard_bike,2016-01-01 11:50:30,2016-01-01 12:03:39,3210,3195,40.742677141,-74.051788633,40.73074262530658,-74.06378388404846,Customer,788
59,standard_bike,2016-01-01 11:50:43,2016-01-01 12:03:30,3210,3195,40.742677141,-74.051788633,40.73074262530658,-74.06378388404846,Customer,767
60,standard_bike,2016-01-01 11:55:01,2016-01-01 12:06:24,3193,3193,40.7246050998869,-74.07840594649315,40.7246050998869,-74.07840594649315,Customer,682
61,standard_bike,2016-01-01 12:01:06,2016-01-01 12:12:11,3207,3183,40.7376037,-74.0524783,40.7162469,-74.0334588,Subscriber,665
62,standard_bike,2016-01-01 12:02:58,2016-01-01 12:34:25,3192,3192,40.7112423,-74.0557013,40.7112423,-74.0557013,Customer,1886
63,standard_bike,2016-01-01 12:08:11,2016-01-01 12:15:12,3212,3196,40.734785818,-74.050443636,40.7443187,-74.0439909,Subscriber,420
64,standard_bike,2016-01-01 12:40:57,2016-01-01 13:08:44,3199,3199,40.7287448,-74.0321082,40.7287448,-74.0321082,Customer,1667
65,standard_bike,2016-01-01 12:44:41,2016-01-01 12:53:38,3212,3215,40.734785818,-74.050443636,40.7467299,-74.0492509,Subscriber,537
66,standard_bike,2016-01-01 12:45:14,2016-01-01 12:52:36,3225,3186,40.7236589,-74.0641943,40.71958611647166,-74.04311746358871,Subscriber,441
67,standard_bike,2016-01-01 12:54:19,2016-01-01 13:23:06,3202,3183,40.7272235,-74.0337589,40.7162469,-74.0334588,Subscriber,1727
68,standard_bike,2016-01-01 13:02:11,2016-01-01 13:25:41,3199,3185,40.7287448,-74.0321082,40.7177325,-74.043845,Customer,1410
69,standard_bike,2016-01-01 13:09:23,2016-01-01 13:58:40,3199,3199,40.7287448,-74.0321082,40.7287448,-74.0321082,Subscriber,2957
70,standard_bike,2016-01-01 13:14:30,2016-01-01 13:25:28,3193,3193,40.7246050998869,-74.07840594649315,40.7246050998869,-74.07840594649315,Customer,657
71,standard_bike,2016-01-01 13:14:45,2016-01-01 13:36:48,3194,3187,40.7253399253558,-74.06762212514877,40.7211236,-74.03805095,Subscriber,1323
72,standard_bike,2016-01-01 13:18:20,2016-01-01 13:31:06,3192,3183,40.7112423,-74.0557013,40.7162469,-74.0334588,Subscriber,766
73,standard_bike,2016-01-01 13:21:46,2016-01-01 13:45:49,3203,3203,40.727595966,-74.044247311,40.727595966,-74.044247311,Subscriber,1442
74,standard_bike,2016-01-01 13:25:08,2016-01-01 13:32:13,3215,3212,40.7467299,-74.0492509,40.734785818,-74.050443636,Subscriber,425
75,standard_bike,2016-01-01 13:27:22,2016-01-01 13:32:58,3186,3203,40.71958611647166,-74.04311746358871,40.727595966,-74.044247311,Subscriber,335
76,standard_bike,2016-01-01 13:32:45,2016-01-01 13:46:33,3186,3199,40.71958611647166,-74.04311746358871,40.7287448,-74.0321082,Customer,828
77,standard_bike,2016-01-01 13:34:53,2016-01-01 13:42:02,3209,3187,40.7241765,-74.0506564,40.7211236,-74.03805095,Subscriber,428
78,standard_bike,2016-01-01 13:40:09,2016-01-01 13:41:30,3199,3202,40.7287448,-74.0321082,40.7272235,-74.0337589,Subscriber,80
79,standard_bike,2016-01-01 13:41:57,2016-01-01 13:46:01,3186,3214,40.71958611647166,-74.04311746358871,40.7127742,-74.0364857,Subscriber,244
80,standard_bike,2016-01-01 13:44:22,2016-01-01 13:50:44,3202,3202,40.7272235,-74.0337589,40.7272235,-74.0337589,Subscriber,381
81,standard_bike,2016-01-01 13:46:32,2016-01-01 14:01:23,3210,3183,40.742677141,-74.051788633,40.7162469,-74.0334588,Subscriber,891
82,standard_bike,2016-01-01 13:47:43,2016-01-01 14:04:36,3185,3185,40.7177325,-74.043845,40.7177325,-74.043845,Subscriber,1013
83,standard_bike,2016-01-01 13:51:29,2016-01-01 14:11:08,3183,3194,40.7162469,-74.0334588,40.7253399253558,-74.06762212514877,Subscriber,1179
84,standard_bike,2016-01-01 13:54:06,2016-01-01 14:06:24,3195,3211,40.73074262530658,-74.06378388404846,40.72152515,-74.046304543,Subscriber,737
85,standard_bike,2016-01-01 13:59:29,2016-01-01 14:44:11,3185,3202,40.7177325,-74.043845,40.7272235,-74.0337589,Subscriber,2682
86,standard_bike,2016-01-01 14:14:46,2016-01-01 14:19:08,3207,3210,40.7376037,-74.0524783,40.742677141,-74.051788633,Subscriber,262
87,standard_bike,2016-01-01 14:28:09,2016-01-01 14:41:42,3214,3202,40.7127742,-74.0364857,40.7272235,-74.0337589,Subscriber,813
88,standard_bike,2016-01-01 14:28:19,2016-01-01 14:31:23,3209,3186,40.7241765,-74.0506564,40.71958611647166,-74.04311746358871,Subscriber,183
89,standard_bike,2016-01-01 14:29:16,2016-01-01 14:33:45,3203,3186,40.727595966,-74.044247311,40.71958611647166,-74.04311746358871,Subscriber,269
90,standard_bike,2016-01-01 14:31:27,2016-01-01 14:49:46,3214,3207,40.7127742,-74.0364857,40.7376037,-74.0524783,Subscriber,1099
91,standard_bike,2016-01-01 14:38:27,2016-01-01 14:45:39,3183,3213,40.7162469,-74.0334588,40.71848892,-74.047726625,Subscriber,431
92,standard_bike,2016-01-01 14:41:54,2016-01-01 14:44:44,3194,3195,40.7253399253558,-74.06762212514877,40.73074262530658,-74.06378388404846,Subscriber,170
93,standard_bike,2016-01-01 14:42:10,2016-01-01 14:44:38,3213,3185,40.71848892,-74.047726625,40.7177325,-74.043845,Subscriber,147
94,standard_bike,2016-01-01 14:49:49,2016-01-01 14:53:43,3210,3207,40.742677141,-74.051788633,40.7376037,-74.0524783,Subscriber,234
95,standard_bike,2016-01-01 14:52:49,2016-01-01 14:57:57,3187,3183,40.7211236,-74.03805095,40.7162469,-74.0334588,Subscriber,307
96,standard_bike,2016-01-01 14:56:01,2016-01-01 14:59:19,3207,3212,40.7376037,-74.0524783,40.734785818,-74.050443636,Subscriber,198
97,standard_bike,2016-01-01 15:01:53,2016-01-01 15:22:11,3183,3207,40.7162469,-74.0334588,40.7376037,-74.0524783,Subscriber,1217
98,standard_bike,2016-01-01 15:12:09,2016-01-01 15:25:39,3214,3187,40.7127742,-74.0364857,40.7211236,-74.03805095,Subscriber,810
99,standard_bike,2016-01-01 15:12:11,2016-01-01 15:24:45,3214,3187,40.7127742,-74.0364857,40.7211236,-74.03805095,Subscriber,754
100,standard_bike,2016-01-01 15:24:16,2016-01-01 16:34:04,3213,3213,40.71848892,-74.047726625,40.71848892,-74.047726625,Subscriber,4188
101,standard_bike,2016-01-01 15:32:25,2016-01-01 15:35:23,3194,3195,40.7253399253558,-74.06762212514877,40.73074262530658,-74.06378388404846,Subscriber,178
102,standard_bike,2016-01-01 15:33:19,2016-01-01 16:05:31,3206,3210,40.7311689,-74.0575736,40.742677141,-74.051788633,Subscriber,1931
103,standard_bike,2016-01-01 15:40:19,2016-01-01 15:44:05,3199,3199,40.7287448,-74.0321082,40.7287448,-74.0321082,Subscriber,225
104,standard_bike,2016-01-01 15:41:28,2016-01-01 15:43:59,3202,3199,40.7272235,-74.0337589,40.7287448,-74.0321082,Subscriber,150
105,standard_bike,2016-01-01 15:41:34,2016-01-01 16:31:14,3187,3187,40.7211236,-74.03805095,40.7211236,-74.03805095,Subscriber,2980
106,standard_bike,2016-01-01 15:46:33,2016-01-01 15:48:22,3212,3212,40.734785818,-74.050443636,40.734785818,-74.050443636,Subscriber,108
107,standard_bike,2016-01-01 15:48:49,2016-01-01 16:03:37,3197,3203,40.752559,-74.044725,40.727595966,-74.044247311,Subscriber,888
108,standard_bike,2016-01-01 15:52:04,2016-01-01 16:02:11,3199,3183,40.7287448,-74.0321082,40.7162469,-74.0334588,Subscriber,607
109,standard_bike,2016-01-01 15:58:07,2016-01-01 16:06:58,3199,3184,40.7287448,-74.0321082,40.7141454,-74.0335519,Subscriber,530
110,standard_bike,2016-01-01 15:58:39,2016-01-01 16:18:07,3203,3203,40.727595966,-74.044247311,40.727595966,-74.044247311,Subscriber,1168
111,standard_bike,2016-01-01 16:02:38,2016-01-01 16:08:11,3195,3194,40.73074262530658,-74.06378388404846,40.7253399253558,-74.06762212514877,Subscriber,332
112,standard_bike,2016-01-01 16:09:38,2016-01-01 16:50:38,3210,3205,40.742677141,-74.051788633,40.71653978099194,-74.0496379137039,Subscriber,2460
113,standard_bike,2016-01-01 16:20:14,2016-01-01 16:29:16,3209,3202,40.7241765,-74.0506564,40.7272235,-74.0337589,Subscriber,542
114,standard_bike,2016-01-01 16:24:51,2016-01-01 16:33:59,3183,3199,40.7162469,-74.0334588,40.7287448,-74.0321082,Subscriber,547
115,standard_bike,2016-01-01 16:40:27,2016-01-01 16:44:17,3195,3194,40.73074262530658,-74.06378388404846,40.7253399253558,-74.06762212514877,Subscriber,230
116,standard_bike,2016-01-01 16:42:20,2016-01-01 16:44:09,3213,3185,40.71848892,-74.047726625,40.7177325,-74.043845,Subscriber,109
117,standard_bike,2016-01-01 16:44:54,2016-01-01 16:48:34,3187,3202,40.7211236,-74.03805095,40.7272235,-74.0337589,Subscriber,219
118,standard_bike,2016-01-01 16:49:17,2016-01-01 17:00:34,3184,3205,40.7141454,-74.0335519,40.71653978099194,-74.0496379137039,Subscriber,677
119,standard_bike,2016-01-01 16:49:33,2016-01-01 16:53:10,3186,3209,40.71958611647166,-74.04311746358871,40.7241765,-74.0506564,Subscriber,217
120,standard_bike,2016-01-01 16:54:03,2016-01-01 17:27:36,3205,3186,40.71653978099194,-74.0496379137039,40.71958611647166,-74.04311746358871,Subscriber,2013
121,standard_bike,2016-01-01 16:57:49,2016-01-01 16:59:41,3211,3213,40.72152515,-74.046304543,40.71848892,-74.047726625,Subscriber,111
122,standard_bike,2016-01-01 16:57:58,2016-01-01 16:59:48,3211,3213,40.72152515,-74.046304543,40.71848892,-74.047726625,Subscriber,109
123,standard_bike,2016-01-01 17:04:06,2016-01-01 17:08:25,3186,3184,40.71958611647166,-74.04311746358871,40.7141454,-74.0335519,Subscriber,259
124,standard_bike,2016-01-01 17:13:07,2016-01-01 17:23:25,3203,3199,40.727595966,-74.044247311,40.7287448,-74.0321082,Subscriber,617
125,standard_bike,2016-01-01 17:14:33,2016-01-01 17:18:00,3198,3197,40.74871594538023,-74.04044330120087,40.752559,-74.044725,Subscriber,206
126,standard_bike,2016-01-01 17:17:04,2016-01-01 17:37:39,3202,3187,40.7272235,-74.0337589,40.7211236,-74.03805095,Subscriber,1234
127,standard_bike,2016-01-01 17:20:26,2016-01-01 17:21:27,3213,3213,40.71848892,-74.047726625,40.71848892,-74.047726625,Subscriber,61
128,standard_bike,2016-01-01 17:20:27,2016-01-01 17:23:32,3213,3186,40.71848892,-74.047726625,40.71958611647166,-74.04311746358871,Subscriber,185
129,standard_bike,2016-01-01 17:21:24,2016-01-01 17:45:13,3202,3202,40.7272235,-74.0337589,40.7272235,-74.0337589,Subscriber,1428
130,standard_bike,2016-01-01 17:22:38,2016-01-01 17:25:04,3213,3211,40.71848892,-74.047726625,40.72152515,-74.046304543,Subscriber,146
131,standard_bike,2016-01-01 17:24:44,2016-01-01 17:26:50,3213,3186,40.71848892,-74.047726625,40.71958611647166,-74.04311746358871,Subscriber,125
132,standard_bike,2016-01-01 17:45:03,2016-01-01 17:47:57,3209,3209,40.7241765,-74.0506564,40.7241765,-74.0506564,Subscriber,174
133,standard_bike,2016-01-01 17:46:12,2016-01-01 17:58:08,3220,3193,40.73496102000952,-74.0595030784607,40.7246050998869,-74.07840594649315,Subscriber,715
134,standard_bike,2016-01-01 18:14:04,2016-01-01 18:24:15,3199,3203,40.7287448,-74.0321082,40.727595966,-74.044247311,Subscriber,610
135,standard_bike,2016-01-01 18:20:16,2016-01-01 18:30:02,3213,3199,40.71848892,-74.047726625,40.7287448,-74.0321082,Subscriber,585
136,standard_bike,2016-01-01 18:27:17,2016-01-01 18:38:44,3209,3183,40.7241765,-74.0506564,40.7162469,-74.0334588,Subscriber,686
137,standard_bike,2016-01-01 18:33:24,2016-01-01 18:36:57,3183,3187,40.7162469,-74.0334588,40.7211236,-74.03805095,Subscriber,213
138,standard_bike,2016-01-01 18:50:51,2016-01-01 19:00:40,3195,3210,40.73074262530658,-74.06378388404846,40.742677141,-74.051788633,Subscriber,588
139,standard_bike,2016-01-01 18:56:27,2016-01-01 19:00:33,3194,3195,40.7253399253558,-74.06762212514877,40.73074262530658,-74.06378388404846,Subscriber,245
140,standard_bike,2016-01-01 18:59:01,2016-01-01 19:00:26,3185,3213,40.7177325,-74.043845,40.71848892,-74.047726625,Subscriber,84
141,standard_bike,2016-01-01 19:07:15,2016-01-01 19:15:21,3199,3187,40.7287448,-74.0321082,40.7211236,-74.03805095,Customer,485
142,standard_bike,2016-01-01 19:09:56,2016-01-01 19:21:49,3184,3202,40.7141454,-74.0335519,40.7272235,-74.0337589,Subscriber,713
143,standard_bike,2016-01-01 19:10:03,2016-01-01 19:21:28,3184,3202,40.7141454,-74.0335519,40.7272235,-74.0337589,Subscriber,684
144,standard_bike,2016-01-01 19:38:09,2016-01-01 19:45:28,3185,3185,40.7177325,-74.043845,40.7177325,-74.043845,Subscriber,438
145,standard_bike,2016-01-01 19:44:53,2016-01-01 19:47:40,3202,3199,40.7272235,-74.0337589,40.7287448,-74.0321082,Customer,167
146,standard_bike,2016-01-01 20:00:12,2016-01-01 20:08:02,3185,3185,40.7177325,-74.043845,40.7177325,-74.043845,Subscriber,470
147,standard_bike,2016-01-01 20:00:16,2016-01-01 20:07:32,3185,3185,40.7177325,-74.043845,40.7177325,-74.043845,Subscriber,435
148,standard_bike,2016-01-01 20:18:51,2016-01-01 20:22:31,3195,3206,40.73074262530658,-74.06378388404846,40.7311689,-74.0575736,Subscriber,219
149,standard_bike,2016-01-01 20:35:58,2016-01-01 20:38:35,3199,3202,40.7287448,-74.0321082,40.7272235,-74.0337589,Subscriber,156
150,standard_bike,2016-01-01 20:37:22,2016-01-01 20:41:07,3195,3194,40.73074262530658,-74.06378388404846,40.7253399253558,-74.06762212514877,Subscriber,224
151,standard_bike,2016-01-01 20:42:49,2016-01-01 20:47:00,3186,3209,40.71958611647166,-74.04311746358871,40.7241765,-74.0506564,Subscriber,251
152,standard_bike,2016-01-01 20:56:48,2016-01-01 21:12:41,3207,3214,40.7376037,-74.0524783,40.7127742,-74.0364857,Subscriber,952
153,standard_bike,2016-01-01 21:13:47,2016-01-01 21:23:47,3187,3187,40.7211236,-74.03805095,40.7211236,-74.03805095,Subscriber,600
154,standard_bike,2016-01-01 21:18:04,2016-01-01 21:31:00,3186,3192,40.71958611647166,-74.04311746358871,40.7112423,-74.0557013,Subscriber,776
155,standard_bike,2016-01-01 21:19:16,2016-01-01 21:26:22,3195,3193,40.73074262530658,-74.06378388404846,40.7246050998869,-74.07840594649315,Subscriber,426
156,standard_bike,2016-01-01 22:25:45,2016-01-01 22:32:41,3193,3195,40.7246050998869,-74.07840594649315,40.73074262530658,-74.06378388404846,Subscriber,416
157,standard_bike,2016-01-01 22:29:18,2016-01-01 22:39:18,3187,3187,40.7211236,-74.03805095,40.7211236,-74.03805095,Subscriber,599
158,standard_bike,2016-01-01 22:46:07,2016-01-01 22:50:45,3186,3213,40.71958611647166,-74.04311746358871,40.71848892,-74.047726625,Subscriber,278
159,standard_bike,2016-01-01 23:18:53,2016-01-01 23:22:17,3186,3213,40.71958611647166,-74.04311746358871,40.71848892,-74.047726625,Subscriber,204
160,standard_bike,2016-01-01 23:18:54,2016-01-01 23:22:30,3186,3213,40.71958611647166,-74.04311746358871,40.71848892,-74.047726625,Subscriber,216
161,standard_bike,2016-01-01 23:27:06,2016-01-01 23:31:37,3209,3186,40.7241765,-74.0506564,40.71958611647166,-74.04311746358871,Subscriber,271
162,standard_bike,2016-01-01 23:32:57,2016-01-01 23:36:26,3206,3195,40.7311689,-74.0575736,40.73074262530658,-74.06378388404846,Subscriber,209
163,standard_bike,2016-01-01 23:38:27,2016-01-01 23:41:09,3195,3194,40.73074262530658,-74.06378388404846,40.7253399253558,-74.06762212514877,Subscriber,161
164,standard_bike,2016-01-02 00:33:27,2016-01-02 00:36:30,3186,3213,40.71958611647166,-74.04311746358871,40.71848892,-74.047726625,Subscriber,183
165,standard_bike,2016-01-02 00:35:23,2016-01-02 00:39:18,3186,3187,40.71958611647166,-74.04311746358871,40.7211236,-74.03805095,Subscriber,234
166,standard_bike,2016-01-02 01:32:14,2016-01-02 01:46:39,3195,3210,40.73074262530658,-74.06378388404846,40.742677141,-74.051788633,Customer,865
167,standard_bike,2016-01-02 01:32:24,2016-01-02 01:46:20,3195,3210,40.73074262530658,-74.06378388404846,40.742677141,-74.051788633,Customer,836
168,standard_bike,2016-01-02 02:59:22,2016-01-02 03:04:55,3195,3193,40.73074262530658,-74.06378388404846,40.7246050998869,-74.07840594649315,Subscriber,332
169,standard_bike,2016-01-02 03:33:55,2016-01-02 03:38:50,3214,3187,40.7127742,-74.0364857,40.7211236,-74.03805095,Subscriber,294
170,standard_bike,2016-01-02 03:33:55,2016-01-02 03:36:39,3186,3213,40.71958611647166,-74.04311746358871,40.71848892,-74.047726625,Subscriber,164
171,standard_bike,2016-01-02 04:07:46,2016-01-02 04:09:42,3211,3209,40.72152515,-74.046304543,40.7241765,-74.0506564,Subscriber,116
172,standard_bike,2016-01-02 06:43:56,2016-01-02 06:50:41,3184,3205,40.7141454,-74.0335519,40.71653978099194,-74.0496379137039,Subscriber,404
173,standard_bike,2016-01-02 06:49:20,2016-01-02 06:54:53,3225,3195,40.7236589,-74.0641943,40.73074262530658,-74.06378388404846,Subscriber,333
174,standard_bike,2016-01-02 07:34:58,2016-01-02 07:37:44,3214,3183,40.7127742,-74.0364857,40.7162469,-74.0334588,Subscriber,165
175,standard_bike,2016-01-02 07:49:47,2016-01-02 07:52:30,3213,3186,40.71848892,-74.047726625,40.71958611647166,-74.04311746358871,Subscriber,163
176,standard_bike,2016-01-02 07:56:20,2016-01-02 07:58:58,3194,3195,40.7253399253558,-74.06762212514877,40.73074262530658,-74.06378388404846,Subscriber,157
177,standard_bike,2016-01-02 08:15:16,2016-01-02 08:22:12,3195,3193,40.73074262530658,-74.06378388404846,40.7246050998869,-74.07840594649315,Subscriber,416
178,standard_bike,2016-01-02 08:15:27,2016-01-02 08:19:15,3203,3186,40.727595966,-74.044247311,40.71958611647166,-74.04311746358871,Subscriber,227
179,standard_bike,2016-01-02 08:31:37,2016-01-02 08:46:47,3207,3193,40.7376037,-74.0524783,40.7246050998869,-74.07840594649315,Subscriber,910
180,standard_bike,2016-01-02 08:35:52,2016-01-02 08:42:07,3203,3186,40.727595966,-74.044247311,40.71958611647166,-74.04311746358871,Subscriber,374
181,standard_bike,2016-01-02 08:43:46,2016-01-02 09:26:45,3210,3210,40.742677141,-74.051788633,40.742677141,-74.051788633,Subscriber,2578
182,standard_bike,2016-01-02 08:44:23,2016-01-02 08:46:43,3211,3209,40.72152515,-74.046304543,40.7241765,-74.0506564,Subscriber,140
