Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1447171275,JJG2614,NY,PAS,07/03/2019,20,SDN,FORD,P,36050,10610,10810,20190930,0028,28,28,949901,0028,0000,0924A,,NY,F,215,W 114 ST,,0,408,F2,,BBBBBBB,0700A,0400P,RED,0,2019,-,0,,,,,
1447171287,GYU6351,NY,PAS,07/03/2019,20,SDN,HONDA,P,36050,10610,10810,20190712,0028,28,28,949901,0028,0000,0918A,,NY,F,215,W 114 ST,,0,408,D,,BBBBBBB,0700A,0400P,BLUE,0,2009,-,0,,,,,
1447174100,L12LEG,NJ,PAS,06/21/2019,46,SUBN,ME/BE,P,10610,36690,36710,0,0032,32,32,957520,0032,0000,0912P,,NY,F,2524,7TH AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1447174150,GXT1533,NY,PAS,06/25/2019,46,SDN,BUICK,P,36750,10610,10810,20210326,0032,32,32,951520,0032,0000,0318P,,,F,224,W 149 ST,,0,408,J6,,BBBBBBB,ALL,ALL,BLK,0,2002,-,0,,,,,
1447174409,HSC7008,NY,PAS,06/29/2019,46,SDN,HYUND,P,36450,16400,24695,0,0032,32,32,953993,0032,0000,0850A,,NY,F,34,W 134 ST,,0,408,C3,,BBBBBBB,ALL,ALL,SIL,0,2017,-,0,,,,,
1447177113,JHS4392,NY,PAS,06/23/2019,20,SDN,DODGE,P,36650,24690,10610,20210417,0032,32,32,957690,0032,0000,1055A,,NY,O,162,W 144 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,2007,-,0,,,,,
1447182868,GTW6638,NY,PAS,06/16/2019,19,SUBN,ME/BE,P,25690,36070,36090,20200923,0028,28,28,952521,0028,0000,0152A,,NY,F,372,MANHATTAN AVE,,0,408,D,,BBBBBBB,ALL,ALL,WH,0,2018,-,0,,,,,
1447184282,JET2379,NY,PAS,06/28/2019,21,SDN,TOYOT,P,37170,40404,40404,20210220,0028,28,28,962002,0028,0000,0845A,,,F,310,W 170 STREET,,0,408,F2,,BYBBYBB,0830A,1000A,WHITE,0,0,-,0,,,,,
1447184294,GXT3109,NY,PAS,06/28/2019,21,SDN,BMW,P,37170,40404,40404,20210325,0028,28,28,962002,0028,0000,0849A,,,F,302,W 170 ST,,0,408,D1,,BYBBYBB,0830A,1000A,BLU,0,2018,-,0,,,,,
1447185640,MINTED,NY,PAS,06/22/2019,61,SDN,VOLKS,P,26490,36170,36190,20190602,0028,28,28,960880,0028,0000,0627A,,NY,F,65,MORNINGSIDE AVENUE,,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0,2014,-,0,,,,,
1447185651,MINTED,NY,PAS,06/22/2019,70,SDN,VOLKS,P,26490,36170,36190,20190602,0028,28,28,960880,0028,0000,0627A,,NY,F,65,MORNINGSIDE AVENUE,,0,408,M1,,BBBBBBB,ALL,ALL,WHITE,0,2014,-,0,,,,,
1447195747,HCH5849,NY,PAS,06/28/2019,10,VAN,CHEVR,X,14590,97780,14710,20191129,0005,5,868,868009,0868,0000,1101A,,NY,F,1,CENTRE STREET,,0,408,E2,,BBBBBBB,ALL,ALL,WHT,0,1998,-,0,,,,,
1447199789,HUG9376,NY,PAS,06/24/2019,17,SUBN,FORD,X,29390,14590,20240,20190330,0005,5,868,868019,0868,0000,0608P,,NY,F,10,READE,,0,408,B,,YYYYYBB,0700A,0700P,WH,0,2008,-,0,,,,,
1447199807,HLD8482,NY,PAS,06/25/2019,17,SUBN,HONDA,X,29390,14590,20240,20200710,0005,5,868,868019,0868,0000,0430P,,NY,F,10,READE,,0,408,C4,,YYYYYBB,0700A,0700P,,0,2014,-,0,,,,,
1447203793,HXU6709,NY,PAS,07/02/2019,17,SUBN,TOYOT,D,0,0,0,20200322,120,120,868,868032,0868,0000,0917A,,R,,259,W/O NICK LAPORTE PL,,0,408,K2,,YYYYYBB,0700A,0500P,WHT,0,2018,-,0,,,,,
1447203800,HXU6709,NY,PAS,07/05/2019,17,SUBN,TOYOT,D,0,0,0,20200322,120,120,868,868032,0868,0000,0910A,,R,,259,W/O NICK LAPORTE PL,,0,408,C4,,YYYYYBB,0700A,0500P,WHT,0,2018,-,0,,,,,
1447209047,JCM2446,NY,PAS,06/20/2019,46,,DODGE,X,21350,30800,29940,20190904,0001,1,868,868077,0868,0000,0811A,0800A,,O,100,GOLD STREET,,0,408,C4,,BBBBBBB,ALL,ALL,WHITE,0,2017,-,0,,,,,
1447209096,GSN6227,NY,PAS,06/25/2019,17,,NISSA,X,21350,30800,29940,20200818,0001,1,868,868027,0868,0000,0748A,0740A,,F,100,GOLD STREET,,0,408,F1,,YYYYYBB,0700A,0700P,WHITE,0,2017,-,0,,,,,
1447209102,GCG9680,NY,PAS,06/24/2019,17,VAN,DODGE,X,21350,30800,29940,0,0001,1,868,868027,0868,0000,1120A,1119A,NY,F,100,GOLD STREET,,0,408,C4,,YYYYYBB,0700A,0700P,WHITE,0,2003,-,0,,,,,
1447209114,HFV8924,NY,PAS,06/24/2019,17,,TOYOT,X,21350,30800,29940,20200331,0001,1,868,868027,0868,0000,1040A,1035A,,F,100,GOLD STREET,,0,408,C4,,YYYYYBB,0700A,0700P,WHITE,0,2018,-,0,,,,,
1447209138,HUJ9005,NY,PAS,06/21/2019,17,SDN,HONDA,X,21350,30800,29940,20190930,0001,1,868,868027,0868,0000,1143A,1140A,,,100,GOLD STREET,,0,408,C4,,YYYYYBB,0700A,0700P,,0,2017,-,0,,,,,
1447209140,HVV2082,NY,PAS,06/21/2019,17,SUBN,HYUND,X,21350,30800,29940,20191115,0001,1,868,868027,0868,0000,1138A,1133A,,F,100,GOLD STREET,,0,408,C4,,YYYYYBB,0700A,0700P,RED,0,2018,-,0,,,,,
1447209620,HN581X,NJ,PAS,07/01/2019,46,DELV,,X,21350,30800,29940,0,0001,1,868,868027,0868,0000,0238P,0230P,NY,F,100,GOLD STREET,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1447209643,HPA1523,NY,PAS,06/28/2019,46,,CHRYS,X,21350,30800,29940,20210510,0001,1,868,868027,0868,0000,1201P,1150A,NY,F,100,GOLD STREET,,0,408,C4,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1447209667,JEG2452,NY,PAS,06/28/2019,17,,BMW,X,0,0,0,20201231,0001,1,868,868027,0868,0000,1101A,1250P,NY,,,FRANK FORT STREET,GOLD,0,408,F1,,YYYYYBB,0700A,0700P,WHITE,0,2019,-,0,,,,,
1447209746,JEF5501,NY,PAS,06/28/2019,14,SUBN,HYUND,X,0,40404,40404,20190930,0001,1,868,868027,0868,0000,1154A,1140A,,F,100,GOLD STREET OPPOSITE,,0,408,C4,,BBBBBBB,ALL,ALL,BLK,0,2019,-,0,,,,,
1447209758,HXA2899,NY,PAS,06/27/2019,17,,GMC,X,20850,21350,0,20200501,0001,1,868,868027,0868,0000,0936A,0930A,,,,FRANKFORT STREET,GOLD STREET,0,408,C,,YYYYYBB,0700A,0700P,BLK,0,2016,-,0,,,,,
1447209795,HFK808,NY,PAS,06/25/2019,17,,,X,21350,30800,29940,20200311,0001,1,868,868027,0868,0000,0405P,0350P,,F,100,GOLD STREET,,20190625,408,C4,,YYYYYBB,0700A,0700P,WHITE,0,2019,-,0,,,,,
1447222775,HZD7928,NY,PAS,06/30/2019,98,SUBN,TOYOT,P,43130,5430,5580,20200517,0078,78,78,964372,0078,0000,1004P,1004P,,F,25,GARFIELD PL,,0,408,F7,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
1447222970,JFG9137,NY,PAS,06/22/2019,19,SDN,DODGE,P,40930,31830,19230,20210210,0078,78,78,963847,0078,0000,0204P,,K,F,239,FLATBUSH AVENUE,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,2018,-,0,,,,,
1447222982,KPG6849,PA,PAS,07/04/2019,14,SDN,ACURA,P,20670,75750,91180,0,0060,60,78,963847,0078,0000,0523P,,K,F,1319,BOWERY ST,,0,408,C,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1447225375,JCU3847,NY,PAS,07/02/2019,98,SDN,CHEVR,P,74630,64330,5280,20201114,0078,78,78,965222,0078,0000,0632P,0632P,K,F,556,SACKETT,,0,408,F1,,BBBBBBB,ALL,ALL,SILVE,0,2011,-,0,,,,,
1447236749,HVC9163,NY,PAS,07/04/2019,14,SDN,TOYOT,P,0,40404,40404,20190828,0060,60,60,965385,0060,0000,0351P,,K,,,S/E C/O WEST 10 BOAR,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,2017,-,0,,,,,
1447244151,GRM1069,NY,PAS,07/04/2019,51,SDN,VOLVO,P,5280,7030,0,20200527,0072,72,72,955615,0072,0000,0550A,,K,,,3 AVE,19 ST,0,408,E5,,BBBBBBB,ALL,ALL,BLK,0,2004,-,0,,,,,
1447246007,HZP2449,NY,PAS,06/30/2019,40,VAN,CHRYS,P,83630,90730,90880,20200603,0060,60,60,963797,0060,0000,0400P,,NY,F,602,SURF AVE,,0,408,C3,,BBBBBBB,ALL,ALL,BLK,0,2015,-,0,,,,,
1447247929,JFS4147,NY,PAS,07/02/2019,21,SDN,CADIL,P,6180,72530,6730,20200224,0072,72,72,941214,0072,0000,1140A,,,F,1521,11 AVE,,0,408,E3,,BBBBBBB,1130A,0100P,GR,0,1970,-,0,,,,,
1447248739,JAF3296,NY,PAS,06/18/2019,98,SDN,INFIN,P,5880,6830,6930,20200723,0072,72,72,932883,0072,0000,0148P,0145P,,F,1701,8TH AVENUE,,0,408,J6,,BBBBBBB,ALL,ALL,BLA,0,2006,-,0,,,,,
1447251581,GZE1544,NY,PAS,07/04/2019,40,SDN,HONDA,P,9030,5280,5430,20010722,0072,72,72,958045,0072,0000,1000P,,K,F,341,49 ST,,0,408,D1,,BBBBBBB,ALL,ALL,WH,0,2019,-,0,,,,,
1447257583,GJZ4839,NY,PAS,06/29/2019,50,SUBN,NISSA,P,0,0,0,20190804,0071,71,71,953492,0071,0000,0957P,,K,,,C/O HAWTHORNE ST,NEW YORK AVE,0,408,E2,,BBBBBBB,ALL,ALL,GN,0,0,-,0,,,,,
1447259701,LBM7856,PA,PAS,06/18/2019,98,SDN,HYUND,P,62330,12130,86030,0,0071,71,71,943664,0071,0000,1004A,,K,F,785,MONTGOMERY ST,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1447261707,GVB8591,NY,PAS,06/30/2019,20,SDN,TOYOT,P,91180,20670,20030,20201103,0060,60,60,958847,0060,0000,0123P,,K,F,3067,W 15 ST,,0,408,E5,,BBBBBBB,ALL,ALL,GRAY,0,2004,-,0,,,,,
1447261719,HRW4320,NY,PAS,06/30/2019,40,SUBN,GMC,P,83630,81830,75750,20190627,0060,60,60,958847,0060,0000,0104P,,K,F,1301,SURF AVE,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,2004,-,3,,,,,
1447261720,HUS6002,NY,PAS,06/30/2019,14,SDN,HONDA,P,81830,20670,32600,20191016,0060,60,60,958847,0060,0000,1132A,,K,F,3030,STILLWELL AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,2014,-,0,,,,,
1447261744,HZH9770,NY,PAS,07/03/2019,14,SDN,SUBAR,P,83630,90980,53730,20200515,0060,60,60,958847,0060,0000,0550P,,K,F,1000,SURF AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0,2015,-,0,,,,,
1447261781,GAJ6359,NY,PAS,07/08/2019,14,SDN,MINI,P,83630,90730,90880,20200814,0060,60,60,958847,0060,0000,1242P,,K,F,602,SURF AVENUE,,0,408,C,,BBBBBBB,ALL,ALL,GRAY,0,2008,-,0,,,,,
1447266390,HXV7827,NY,PAS,06/29/2019,46,SDN,AUDI,P,35030,41730,89180,20200327,0070,70,70,952504,0070,0000,1120P,,NY,F,950,E 5TH,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,2018,-,0,,,,,
1447270228,KRS1515,PA,PAS,06/16/2019,19,SDN,HONDA,P,41730,35230,28830,0,0070,70,70,960648,0070,0000,1058A,,K,O,1043,FOSTER AVE,,0,408,C3,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,
1447273679,JGK5654,NY,PAS,06/30/2019,46,SDN,INFIN,P,73210,14230,14280,20210401,0069,69,69,962636,0069,0000,0112A,,K,F,1604,REMSEN AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHT,0,2012,-,0,,,,,
1447273680,JDM2494,NY,PAS,07/04/2019,46,SDN,DODGE,P,37525,44430,41030,20201023,0069,69,69,962636,0069,0000,1004P,,K,F,765,E 82ND ST,,0,408,C,,BBBBBBB,ALL,ALL,BLU,0,2013,-,0,,,,,
1447273692,GJZ2086,NY,PAS,07/06/2019,98,SDN,VOLKS,P,68954,68942,14230,20190916,0069,69,69,962636,0069,0000,1036A,,K,F,42,PAERDEGAT 10,,0,408,J6,,BBBBBBB,ALL,ALL,GY,0,2012,-,0,,,,,
1447275470,HZY7491,NY,PAS,07/03/2019,40,SDN,NISSA,P,38080,77740,44430,20200620,0069,69,69,961289,0069,0000,0503P,,K,F,1060,E 96 ST,,0,408,C,,BBBBBBB,ALL,ALL,GRAY,0,2010,-,2,,,,,
1447281937,JJC4578,NY,PAS,06/30/2019,40,SDN,HYUND,P,37680,81840,17540,20210507,0069,69,69,938967,0069,0000,0651A,,K,F,1171,E 87 STREET,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,2016,-,2,,,,,
1447289808,GVF5461,NY,PAS,07/01/2019,14,SDN,FORD,P,9880,6280,6380,20210222,0068,68,68,949902,0068,0000,0227P,,K,F,1227,66 ST,,0,408,C,,YYYYYBB,0700A,0400P,WH,0,2014,-,0,,,,,
1447292431,JEA2122,NY,PAS,06/17/2019,50,SDN,BMW,P,26630,37930,37980,20201109,0067,67,67,957311,0067,0000,0805A,,K,O,1060,CLARKSON AVE,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0,2014,-,0,,,,,
1447293149,HZN3473,NY,PAS,07/04/2019,46,SUBN,LEXUS,P,73480,74230,93830,0,0067,67,67,964019,0067,0000,0917P,,K,F,135,ROCKAWAY PKY,,0,408,F1,,BBBBBBB,ALL,ALL,BLU,0,0,-,0,,,,,
1447293162,GAR5175,NY,PAS,07/06/2019,98,SUBN,JEEP,P,65030,67030,36180,0,0067,67,67,964019,0067,0000,0204P,,K,F,3002,NEWKIRK AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1447293940,KWA1028,PA,PAS,06/30/2019,40,VAN,GMC,P,36130,12330,85530,20200430,0067,67,67,966298,0067,0000,0445A,,K,F,41,E 29 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,2008,-,0,,,,,
1447294191,JHT8418,NY,PAS,06/14/2019,40,SDN,NISSA,P,36930,41730,40230,20210523,0067,67,67,966222,0067,0000,0855A,0855A,K,F,969,EAST 48 ST,,0,408,F1,,BBBBBBB,ALL,ALL,GR,0,2019,-,0,,,,,
1447294208,HPC5974,NY,PAS,06/28/2019,98,SDN,,P,36830,26430,13880,20190930,0067,67,67,966222,0067,0000,1146A,,K,F,780,EAST 45TH,,0,408,5,,BBBBBBB,ALL,ALL,SILVE,0,2019,-,0,,,,,
1447294427,GVK3271,NY,PAS,06/05/2019,46,SUBN,HONDA,P,36330,56230,26230,20201120,0067,67,67,940415,0067,0000,0702P,,K,O,226,EAST 34 STREET,,0,408,D5,,BBBBBBB,ALL,ALL,,0,2002,-,0,,,,,
1447295250,JWD3012,PA,PAS,06/30/2019,98,SDN,KIA,P,38030,13730,13780,0,0067,67,67,951070,0067,0000,0410A,,K,F,631,E 95 ST,,0,408,C,,BBBBBBB,ALL,ALL,RD,0,0,-,0,,,,,
1447295559,HSC8645,NY,PAS,06/29/2019,46,SDN,NISSA,P,67030,85530,19630,20210509,0067,67,67,966266,0067,0000,0344A,,K,F,1645,NOSTRAND AVENUE,,0,408,F2,,BBBBBBB,ALL,ALL,GRY,0,2017,-,0,,,,,
1447295705,HNH6632,NY,PAS,06/27/2019,46,,DODGE,P,18630,13880,65030,20210322,0067,67,67,946092,0067,0000,1205A,,K,F,2597,BEDFORD AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,2017,-,0,,,,,
1447298792,HFM4765,NY,PAS,07/03/2019,98,SUBN,DODGE,P,23330,29630,26430,20200322,0067,67,67,965179,0067,0000,0926P,0926P,K,F,1200,BROOKLYN AVE,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,2014,-,0,,,,,
1447300968,JHS8892,NY,PAS,06/28/2019,98,SDN,NISSA,P,41730,36930,36980,20210503,0067,67,67,966222,0067,0000,1157A,,K,F,4807,FOSTER AVE,,0,408,F1,,BBBBBBB,ALL,ALL,SILVE,0,2017,-,0,,,,,
1447300970,JBH2898,NY,PAS,06/30/2019,98,SDN,NISSA,P,56230,36480,36530,20200705,0067,67,67,966222,0067,0000,0755A,,K,F,439,LINDEN BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,2015,-,0,,,,,
1447314384,JGM982,NY,PAS,07/05/2019,98,SDN,ME/BE,P,64830,14030,14080,20210516,0063,63,63,963231,0063,0000,0732P,,NY,F,1848,NEW YORK AVE,,0,408,E2,,BBBBBBB,ALL,ALL,G,0,2005,-,0,,,,,
1447314967,JHV3190,NY,PAS,06/18/2019,14,SDN,HONDA,P,54065,40930,37080,20210410,0063,63,63,563840,0063,0000,0834P,,K,F,5100,KINGS PLAZA,,0,408,D,,BBBBBBB,ALL,ALL,GREY,0,2005,-,0,,,,,
