Customer ID,TotalPrice,TotalOrders,Recency,Cluster
12591.0,899.3,2,25,0
12592.0,715.02,6,154,0
12594.0,1724.29,6,13,0
12595.0,299.02,1,139,0
12598.0,1411.99,6,70,0
12599.0,1264.14,6,16,0
12600.0,2374.75,16,6,0
12601.0,104.19999999999999,1,39,0
12605.0,1225.45,5,0,0
12606.0,21.0,1,317,0
12608.0,415.79,1,39,0
12609.0,2291.01,7,9,0
12613.0,3372.54,7,23,0
12615.0,3273.69,7,48,0
12616.0,388.1,2,17,0
12619.0,140.14,1,195,0
12621.0,10967.24,22,0,4
12623.0,3334.7400000000002,8,51,0
12625.0,2481.06,2,144,0
12629.0,1558.22,2,20,0
12631.0,2811.77,6,66,0
12632.0,738.88,4,155,0
12633.0,3454.58,5,17,0
12634.0,490.0,2,170,0
12635.0,1241.23,2,27,0
12636.0,141.0,1,373,0
12637.0,2318.41,4,13,0
12638.0,249.8,1,274,0
12639.0,826.27,2,69,0
12643.0,4536.26,8,20,0
12644.0,1337.63,5,65,0
12645.0,1743.72,5,44,0
12647.0,14012.87,35,2,4
12648.0,778.95,4,69,0
12649.0,1634.99,7,0,0
12651.0,251.29999999999998,4,13,0
12652.0,97.05000000000001,1,69,0
12653.0,1950.98,1,161,0
12655.0,261.35,1,58,0
12656.0,2338.06,4,60,0
12661.0,162.0,1,71,0
12662.0,3132.09,11,8,0
12663.0,204.0,3,259,0
12664.0,1188.16,2,149,0
12665.0,239.7,3,52,0
12666.0,1248.42,1,29,0
12668.0,7637.53,6,13,4
12670.0,764.24,2,20,0
12671.0,2622.481,1,241,0
12672.0,184.6,2,224,0
12673.0,619.5,1,36,0
12675.0,934.8,4,188,0
12676.0,1441.7,6,43,0
12677.0,389.3,3,190,0
12678.0,16262.87,10,10,4
12681.0,16874.17,30,2,4
12682.0,11657.59,24,0,4
12683.0,4197.51,9,0,0
12686.0,89.14,1,6,0
12687.0,2138.91,2,115,0
12691.0,134.6,1,55,0
12692.0,110.95,1,272,0
12693.0,809.46,5,31,0
12694.0,969.78,2,50,0
12695.0,825.02,3,163,0
12696.0,801.15,3,69,0
12698.0,339.75,1,225,0
12699.0,638.11,1,52,0
12701.0,1648.7,4,164,0
12703.0,617.48,5,268,0
12705.0,4739.76,8,9,0
12706.0,-91.89,1,317,0
12708.0,2501.84,15,3,0
12709.0,21018.51,30,1,4
12711.0,1339.05,2,246,0
12712.0,2738.03,14,0,0
12714.0,9384.85,7,23,4
12717.0,277.93,1,225,0
12720.0,2334.6,13,4,0
12721.0,1277.7,4,0,0
12724.0,1286.11,3,18,0
12725.0,2266.76,4,6,0
12726.0,1405.5,4,22,0
12727.0,1698.8300000000002,3,77,0
12728.0,233.84,1,18,0
12730.0,829.25,1,156,0
12731.0,6879.8,5,77,4
12733.0,1942.87,5,24,0
12734.0,529.25,2,9,0
12737.0,3710.5,2,133,0
12738.0,155.35,1,7,0
12739.0,1713.69,2,20,0
12741.0,406.07,2,164,0
12742.0,1185.02,2,234,0
12744.0,4037.77,4,94,0
12745.0,925.41,3,121,0
12746.0,230.85000000000002,3,162,0
12747.0,4968.58,22,4,0
12748.0,20898.03,159,0,4
12749.0,2460.29,8,20,0
12751.0,268.27,1,79,0
12755.0,4203.15,19,0,0
12758.0,6987.41,6,94,4
12759.0,3489.3,5,21,0
12760.0,347.8,1,90,0
12761.0,782.95,2,92,0
12763.0,320.08,1,4,0
12765.0,1404.58,6,107,0
12766.0,3036.8,5,1,0
12767.0,949.82,1,10,0
12768.0,3.552713678800501e-15,2,66,0
12770.0,1624.5,6,34,0
12771.0,262.5,2,99,0
12773.0,1.7763568394002505e-15,2,199,0
12774.0,98.7,1,170,0
12775.0,300.08,2,23,0
12776.0,55.5,1,302,0
12777.0,519.45,1,92,0
12778.0,953.45,3,31,0
12779.0,2538.06,10,6,0
12780.0,337.4,1,233,0
12782.0,2252.7200000000003,8,9,0
12784.0,1230.33,1,164,0
12785.0,773.6,3,170,0
12786.0,728.5,1,244,0
12787.0,395.52,2,48,0
12788.0,444.9,4,98,0
12789.0,181.5,2,147,0
12790.0,238.53,2,42,0
12791.0,585.15,8,8,0
12792.0,413.34,2,169,0
12793.0,471.85,2,6,0
12796.0,381.0,1,263,0
12797.0,531.28,4,0,0
12798.0,1533.8899999999999,1,56,0
12799.0,219.35,1,164,0
12800.0,584.25,3,105,0
12801.0,1031.87,2,112,0
12802.0,1937.84,7,77,0
12803.0,1092.81,1,28,0
12804.0,327.02,2,100,0
12805.0,1434.95,4,16,0
12806.0,2878.96,4,70,0
12807.0,269.95,3,17,0
12808.0,422.45,3,3,0
12809.0,1220.98,6,188,0
12810.0,534.99,2,169,0
12811.0,519.05,2,13,0
12813.0,1687.8,3,136,0
12817.0,524.94,2,34,0
12819.0,540.52,1,93,0
12820.0,1705.6,9,32,0
12821.0,128.07999999999998,1,246,0
12823.0,4742.0,13,29,0
12825.0,518.63,2,156,0
12826.0,1460.57,8,0,0
12829.0,92.30000000000001,1,185,0
12831.0,236.06,2,98,0
12835.0,6018.67,49,53,4
12836.0,3933.61,13,24,0
12837.0,554.31,1,204,0
12838.0,2692.9,11,8,0
12839.0,4344.21,16,2,0
12840.0,1299.6,5,72,0
12841.0,3514.08,18,4,0
12842.0,799.0,2,39,0
12843.0,4664.85,25,17,0
12844.0,322.64,2,77,0
12846.0,15.58,1,317,0
12847.0,765.36,1,22,0
12848.0,208.0,1,310,0
12849.0,2039.67,4,16,0
12850.0,330.0,1,80,0
12851.0,148.95,1,112,0
12853.0,1846.8,7,56,0
12854.0,1633.22,6,196,0
12855.0,612.84,4,7,0
12857.0,2577.85,5,71,0
12858.0,151.73,2,18,0
12859.0,575.1,1,93,0
12860.0,55.47,1,328,0
12861.0,68.25,1,254,0
12862.0,1008.3199999999999,2,60,0
12863.0,2271.35,5,14,0
12864.0,152.45,1,143,0
12865.0,1755.24,2,13,0
12866.0,668.23,2,109,0
12867.0,3876.47,6,32,0
12868.0,640.0,3,8,0
12869.0,337.66999999999996,1,316,0
12870.0,1662.05,4,1,0
12871.0,363.38,1,74,0
12872.0,3078.37,12,0,0
12873.0,1653.3,2,32,0
12874.0,933.42,3,20,0
12875.0,1013.76,3,106,0
12876.0,1850.5700000000002,3,29,0
12877.0,1419.4,8,36,0
12880.0,640.13,2,16,0
12887.0,222.4,1,18,0
12889.0,365.66,6,16,0
12890.0,336.8,1,22,0
12891.0,488.5,9,93,0
12892.0,263.38,1,31,0
12894.0,157.35,1,210,0
12896.0,-29.75,1,365,0
12897.0,297.75,2,16,0
12898.0,310.96000000000004,2,98,0
12899.0,366.4,1,48,0
12900.0,340.33,1,57,0
12903.0,833.53,1,63,0
12905.0,1011.82,3,211,0
12907.0,440.36,3,30,0
12908.0,1026.0,3,15,0
12909.0,905.94,5,57,0
12910.0,2671.98,6,14,0
12911.0,1680.47,1,186,0
12913.0,4217.2300000000005,9,3,0
12914.0,223.98,1,35,0
12915.0,721.2,7,7,0
12916.0,1647.87,3,77,0
12917.0,3735.5,7,35,0
12918.0,-10953.5,3,261,0
12920.0,323.86,3,206,0
12921.0,18249.71,55,1,4
12923.0,612.9,2,25,0
12924.0,1493.2,9,27,0
12925.0,35.28,1,227,0
12926.0,1548.46,4,46,0
12927.0,197.31,1,29,0
12928.0,2242.19,7,13,0
12931.0,37836.86,51,15,3
12932.0,1698.56,8,174,0
12933.0,1021.0,7,15,0
12934.0,181.65,1,371,0
12935.0,2025.56,11,9,0
12937.0,1593.34,5,98,0
12939.0,13683.0,12,14,4
12941.0,377.49,1,359,0
12942.0,258.75,1,0,0
12943.0,492.75,3,28,0
12945.0,437.16,1,291,0
12946.0,324.45,1,71,0
12947.0,304.04,1,8,0
12948.0,252.48000000000002,2,365,0
12949.0,11247.98,18,17,4
12951.0,2122.35,12,9,0
12953.0,498.96000000000004,1,157,0
12954.0,162.45,1,273,0
12956.0,413.82,3,319,0
12957.0,4649.38,9,176,0
12958.0,539.49,2,35,0
12959.0,133.35,2,119,0
12960.0,1322.07,4,48,0
12961.0,211.99,1,14,0
12963.0,1671.76,6,0,0
12964.0,132.24,1,72,0
12967.0,2646.02,2,6,0
12969.0,122.45,1,237,0
12970.0,1072.73,6,15,0
12971.0,4552.4800000000005,34,1,0
12972.0,1115.95,6,48,0
12973.0,385.55,1,48,0
12974.0,264.15,1,200,0
12975.0,1993.99,8,65,0
12976.0,2417.7799999999997,7,13,0
12977.0,478.39,3,136,0
12978.0,2496.07,6,20,0
12979.0,479.53999999999996,2,364,0
12980.0,8817.33,14,14,4
12982.0,2184.92,15,23,0
12983.0,490.08000000000004,1,233,0
12986.0,1991.5900000000001,12,37,0
12987.0,753.51,3,55,0
12989.0,5992.29,20,59,4
12990.0,546.0,4,52,0
12991.0,261.06,1,24,0
12992.0,93.35000000000001,1,360,0
12993.0,776.5,6,58,0
12996.0,355.5,1,10,0
12997.0,867.1700000000001,9,23,0
12998.0,897.38,4,127,0
13000.0,430.15000000000003,2,205,0
13001.0,14338.130000000001,22,39,4
13002.0,293.18,2,51,0
13004.0,5530.56,24,21,4
13005.0,466.08,3,62,0
13007.0,175.25,1,214,0
13008.0,364.81,5,32,0
13009.0,234.0,1,307,0
13010.0,330.12,2,9,0
13011.0,50.550000000000004,1,7,0
13012.0,1279.56,4,64,0
13013.0,7814.83,18,6,4
13014.0,1855.4,2,62,0
13015.0,3119.44,9,63,0
13018.0,2470.06,8,36,0
13019.0,1212.95,8,14,0
13020.0,606.96,5,183,0
13021.0,2201.98,13,0,0
13022.0,65.3,1,64,0
13023.0,759.13,1,163,0
13024.0,535.42,3,99,0
13025.0,323.39,1,366,0
13026.0,753.97,5,123,0
13027.0,10236.0,17,20,4
13029.0,679.8,2,9,0
13030.0,427.74,1,3,0
13031.0,3419.27,5,42,0
13032.0,1821.07,8,27,0
13033.0,30.0,1,64,0
13034.0,279.91,2,4,0
13035.0,442.32,1,66,0
13036.0,307.1,1,319,0
13037.0,2961.48,13,34,0
13039.0,1010.73,4,219,0
13041.0,799.13,4,85,0
13042.0,1522.79,4,219,0
13044.0,4263.7300000000005,12,127,0
13045.0,503.64,2,36,0
13046.0,319.94,1,91,0
13047.0,5387.62,27,8,0
13048.0,2229.25,8,71,0
13049.0,727.46,3,24,0
13050.0,6137.83,30,1,4
13051.0,155.8,2,213,0
13052.0,2820.38,6,55,0
13053.0,127.65,1,256,0
13054.0,-14.0,1,317,0
13055.0,1090.55,2,44,0
13056.0,209.48,1,186,0
13057.0,540.74,4,165,0
13059.0,2089.22,11,48,0
13063.0,188.4,1,115,0
13064.0,561.25,2,185,0
13065.0,1050.1000000000001,6,8,0
13067.0,393.05,2,44,0
13069.0,5029.650000000001,17,4,0
13070.0,515.1,4,94,0
13071.0,129.22,1,247,0
13073.0,418.08,2,46,0
13074.0,1362.8400000000001,5,146,0
13076.0,135.4,1,92,0
13077.0,2310.9,11,1,0
13078.0,16451.55,53,1,4
13079.0,199.08,1,52,0
13080.0,202.75,4,36,0
13081.0,30363.670000000002,25,6,3
13082.0,3673.44,15,59,0
13083.0,91.67999999999999,1,60,0
13084.0,116.44999999999999,2,122,0
13085.0,1187.08,7,55,0
13086.0,439.33000000000004,1,17,0
13087.0,313.64,1,361,0
13088.0,236.11,1,52,0
13089.0,55828.31,132,3,3
13090.0,5081.89,15,0,0
13091.0,-450.03999999999996,4,364,0
13092.0,1547.5,9,49,0
13093.0,46332.26,76,8,3
13094.0,505.8,2,3,0
13096.0,419.70000000000005,1,29,0
13097.0,6968.41,26,23,4
13100.0,-1598.67,1,259,0
13101.0,594.21,3,133,0
13102.0,5103.83,16,0,0
13103.0,465.70000000000005,2,72,0
13104.0,610.62,3,50,0
13105.0,72.0,1,71,0
13106.0,526.96,1,48,0
13107.0,3585.55,10,44,0
13108.0,748.46,2,7,0
13109.0,340.74,2,184,0
13110.0,1443.3000000000002,6,72,0
13111.0,321.88000000000005,1,353,0
13112.0,-5.44,3,176,0
13113.0,6090.25,22,1,4
13114.0,234.38,1,365,0
13115.0,3168.82,10,1,0
13117.0,1657.2,13,0,0
13118.0,1209.1,5,11,0
13119.0,134.9,1,303,0
13123.0,506.75,2,107,0
13124.0,916.12,1,20,0
13125.0,158.57,1,158,0
13126.0,1846.18,11,1,0
13128.0,263.5,1,266,0
13129.0,233.25,2,87,0
13131.0,2240.47,4,53,0
13133.0,90.65,1,94,0
13134.0,681.65,2,37,0
13135.0,275.45,1,126,0
13136.0,3532.42,14,0,0
13137.0,4062.29,8,21,0
13138.0,492.1,3,7,0
13139.0,3138.04,1,72,0
13140.0,791.96,3,1,0
13141.0,5150.83,15,20,0
13143.0,399.2,2,217,0
13144.0,24.4,1,66,0
13145.0,805.0,4,7,0
13148.0,4775.12,19,24,0
13150.0,435.02,4,105,0
13151.0,1261.32,3,260,0
13152.0,2114.98,9,52,0
13154.0,1609.29,4,34,0
13155.0,778.42,3,3,0
13156.0,1586.54,3,20,0
13157.0,3946.14,5,44,0
13158.0,307.12,1,23,0
13161.0,366.13,1,135,0
13162.0,7471.95,14,15,4
13163.0,0.0,2,245,0
13164.0,297.46000000000004,3,204,0
13165.0,429.68,1,48,0
13166.0,466.98,1,49,0
13167.0,333.82,1,25,0
13168.0,556.12,1,177,0
13169.0,127.2,1,197,0
13172.0,69.6,1,35,0
13173.0,2266.85,12,2,0
13174.0,6677.81,10,4,4
13175.0,793.1,4,189,0
13177.0,229.75,1,65,0
13178.0,8272.42,14,32,4
13179.0,572.3100000000001,1,253,0
13180.0,86.10000000000001,1,242,0
13181.0,359.69,1,16,0
13183.0,3053.1,9,29,0
13187.0,112.28999999999999,4,259,0
13190.0,518.76,4,179,0
13191.0,164.69,1,293,0
13192.0,1632.59,6,153,0
13194.0,412.08,1,56,0
13195.0,172.38,1,49,0
13196.0,1261.86,4,78,0
13197.0,373.01000000000005,1,244,0
13198.0,1528.19,4,20,0
13199.0,6601.02,31,1,4
13201.0,1240.6100000000001,4,137,0
13202.0,1571.35,8,13,0
13203.0,1761.09,7,21,0
13204.0,966.6600000000001,1,366,0
13205.0,2803.2,1,78,0
13206.0,8280.13,15,35,4
13207.0,285.6,2,86,0
13208.0,764.6,3,84,0
13209.0,2617.9,5,149,0
13211.0,1509.45,9,16,0
13213.0,2316.19,8,13,0
13214.0,3264.23,7,52,0
13215.0,81.6,1,37,0
13217.0,132.5,1,290,0
13219.0,76.23,1,253,0
13220.0,516.8,1,210,0
13222.0,88.5,1,212,0
13223.0,805.9200000000001,4,58,0
13225.0,9796.23,9,56,4
13226.0,204.25,1,28,0
13230.0,3553.81,17,0,0
13231.0,-355.2,1,181,0
13233.0,571.34,2,55,0
13234.0,356.95,2,307,0
13237.0,643.0,1,22,0
13238.0,305.9,2,65,0
13239.0,1250.28,5,72,0
13240.0,997.52,6,0,0
13241.0,115.58,1,46,0
13242.0,429.0,4,86,0
13243.0,677.97,4,84,0
13245.0,558.72,1,67,0
13246.0,1355.58,7,28,0
13249.0,897.52,6,36,0
13250.0,248.54000000000002,3,87,0
13251.0,252.68,1,37,0
13252.0,341.3,3,29,0
13253.0,1920.71,2,65,0
13254.0,51.410000000000004,1,11,0
13255.0,504.95,2,8,0
13257.0,117.95,3,62,0
13258.0,336.59999999999997,2,14,0
13259.0,1141.06,8,32,0
13262.0,373.16,2,24,0
13263.0,1250.6200000000001,4,28,0
13264.0,722.5600000000001,1,77,0
13266.0,2247.63,11,30,0
13267.0,5107.77,25,1,0
13269.0,3545.47,14,4,0
13270.0,590.0,1,1,0
13274.0,360.85,1,44,0
13275.0,241.66,2,18,0
13276.0,1327.63,5,32,0
13277.0,264.9,3,15,0
13278.0,885.47,4,34,0
13280.0,1482.27,5,14,0
13281.0,306.45,3,72,0
13282.0,181.05,1,41,0
13283.0,279.7,2,202,0
13285.0,655.47,2,235,0
13286.0,734.91,1,235,0
13287.0,519.67,7,218,0
13288.0,892.16,6,78,0
13289.0,307.95,1,358,0
13290.0,-208.63,3,65,0
13291.0,2959.73,10,49,0
13292.0,408.85,4,45,0
13293.0,1180.34,7,27,0
13294.0,815.79,1,281,0
13295.0,860.07,8,7,0
13296.0,705.11,5,58,0
13297.0,2262.82,4,20,0
13299.0,1030.8,4,48,0
13300.0,901.9200000000001,3,23,0
13302.0,95.45,1,161,0
13303.0,61.72,1,35,0
13304.0,820.37,6,83,0
13305.0,1753.85,7,7,0
13306.0,53.65,1,65,0
13307.0,258.34,2,122,0
13308.0,284.86,1,231,0
13309.0,249.58,1,27,0
13310.0,409.17,2,15,0
13312.0,124.75,1,86,0
13313.0,1867.95,10,114,0
13315.0,310.26,1,324,0
13316.0,7091.4400000000005,7,27,4
13317.0,3928.4610000000002,22,14,0
13319.0,11041.75,45,0,4
13320.0,669.25,3,63,0
13324.0,3348.57,11,63,0
13326.0,281.76,1,67,0
13327.0,6123.46,15,0,4
13329.0,4236.62,11,1,0
13330.0,1665.25,3,90,0
13331.0,262.4,1,36,0
13333.0,1015.74,3,46,0
13334.0,2720.18,3,171,0
13335.0,-955.06,1,175,0
13337.0,1548.55,2,153,0
13338.0,1791.8,7,168,0
13340.0,11364.08,5,52,4
13342.0,-14.100000000000001,1,217,0
13346.0,299.4,6,97,0
13353.0,-28.849999999999998,1,23,0
13357.0,3228.41,4,129,0
13359.0,570.7,2,28,0
13360.0,1464.1,7,63,0
13361.0,1450.5,2,107,0
13362.0,2272.08,5,13,0
13363.0,731.36,1,44,0
13365.0,-26.9,1,28,0
13367.0,510.20000000000005,1,66,0
13368.0,462.7,3,49,0
13369.0,308.28000000000003,1,0,0
13370.0,721.32,2,1,0
13371.0,2271.46,4,133,0
13373.0,4274.94,3,50,0
13374.0,422.8,2,49,0
13375.0,1013.58,1,79,0
13377.0,1495.43,4,31,0
13378.0,-756.4,1,57,0
13380.0,62.4,1,67,0
13381.0,4558.21,8,14,0
13382.0,1164.59,4,63,0
13383.0,305.28000000000003,1,178,0
13384.0,2512.81,6,25,0
13386.0,835.46,2,49,0
13387.0,189.44,1,52,0
13388.0,508.55,1,238,0
13392.0,91.14,1,312,0
13393.0,1105.85,6,218,0
13394.0,4011.08,14,14,0
13395.0,872.51,2,35,0
13397.0,1554.93,7,72,0
13398.0,213.0,1,83,0
13399.0,275.4,3,99,0
13400.0,300.93,2,209,0
13401.0,-1834.14,1,259,0
13402.0,913.9000000000001,3,7,0
13403.0,154.5,2,22,0
13405.0,624.11,6,108,0
13406.0,557.22,3,62,0
13407.0,2111.89,6,213,0
13408.0,23365.442,57,6,4
13409.0,-525.65,1,259,0
13410.0,1183.6,5,28,0
13412.0,487.34999999999997,1,255,0
13413.0,345.8,8,274,0
13414.0,1091.74,4,98,0
13415.0,681.92,5,107,0
13416.0,228.3,1,371,0
13417.0,953.0600000000001,5,182,0
13418.0,6070.72,16,7,4
13421.0,2239.84,8,41,0
13423.0,217.03,1,63,0
13424.0,557.92,2,79,0
13425.0,1751.72,5,143,0
13426.0,4526.06,12,17,0
13427.0,423.93,3,112,0
13428.0,281.51,2,149,0
13431.0,2020.14,7,41,0
13432.0,439.1,2,206,0
13433.0,656.87,5,72,0
13434.0,1132.6200000000001,3,20,0
13435.0,665.34,2,11,0
13438.0,46.5,1,182,0
13439.0,702.9,2,23,0
13440.0,1213.95,10,58,0
13441.0,424.26,1,66,0
13442.0,419.87,3,302,0
13443.0,1247.71,7,83,0
13444.0,631.6800000000001,2,9,0
13445.0,241.89999999999998,1,261,0
13446.0,3608.86,18,55,0
13448.0,4982.08,11,8,0
13450.0,2073.82,8,9,0
13451.0,4203.52,7,16,0
13452.0,139.8,1,107,0
13453.0,402.01,3,28,0
13454.0,219.87,1,276,0
13455.0,1766.47,8,1,0
13457.0,143.27,4,323,0
13458.0,2312.7,2,14,0
13459.0,1160.4099999999999,2,259,0
13461.0,2693.5,5,35,0
13462.0,1002.35,4,45,0
13463.0,-158.65,1,55,0
13464.0,2409.21,6,29,0
13465.0,931.12,2,81,0
13466.0,654.3,5,31,0
13468.0,7434.86,49,3,4
13469.0,82.4,1,288,0
13472.0,592.24,2,98,0
13473.0,1993.44,7,209,0
13474.0,434.2,2,78,0
13476.0,823.0,3,41,0
13477.0,1379.59,5,90,0
13478.0,2068.03,7,104,0
13479.0,517.5,4,84,0
13480.0,627.82,2,51,0
13481.0,2022.03,7,3,0
13482.0,151.45,1,262,0
13484.0,453.52,3,18,0
13485.0,2503.68,14,11,0
13487.0,271.47,2,140,0
13488.0,6603.12,13,2,4
13490.0,154.25,1,289,0
13491.0,3350.7400000000002,18,7,0
13495.0,3256.49,9,1,0
13497.0,945.28,6,3,0
13498.0,327.38,1,365,0
13500.0,299.53,1,36,0
13501.0,1529.79,3,121,0
13502.0,482.6,3,45,0
13503.0,1576.69,11,114,0
13506.0,1156.83,6,4,0
13508.0,176.07999999999998,1,277,0
13509.0,135.0,1,142,0
13510.0,2703.23,12,10,0
13511.0,244.61,2,118,0
13512.0,462.18,3,22,0
13513.0,591.89,3,76,0
13514.0,663.7,3,63,0
13515.0,374.7,2,84,0
13516.0,295.85,1,52,0
13519.0,220.46,1,77,0
13520.0,3192.9,8,6,0
13523.0,1136.64,2,1,0
13526.0,942.5999999999999,4,373,0
13527.0,2386.28,6,53,0
13528.0,-40.0,1,317,0
13530.0,402.97999999999996,1,269,0
13531.0,1254.72,5,1,0
13534.0,1711.42,17,9,0
13535.0,89.5,1,37,0
13537.0,717.85,2,60,0
13538.0,1831.88,5,31,0
13539.0,925.42,5,55,0
13540.0,632.39,3,102,0
13541.0,717.9,3,58,0
13542.0,3970.77,18,11,0
13543.0,1439.6100000000001,2,269,0
13544.0,529.09,5,46,0
13545.0,347.35,3,25,0
13546.0,465.15,2,17,0
13547.0,175.53,1,43,0
13548.0,226.57999999999998,1,106,0
13549.0,87.6,1,22,0
13550.0,349.51,1,18,0
13551.0,152.39999999999998,1,301,0
13552.0,3079.1,16,44,0
13553.0,517.8,1,309,0
13554.0,1556.3899999999999,10,15,0
13555.0,4757.06,12,13,0
13556.0,200.82,2,64,0
13557.0,2396.02,14,29,0
13559.0,990.0,2,147,0
13561.0,1678.86,10,32,0
13562.0,3038.85,5,36,0
13564.0,15138.98,50,3,4
13565.0,174.57999999999998,1,46,0
13566.0,833.41,3,69,0
13567.0,1078.59,5,63,0
13569.0,520.03,3,2,0
13571.0,2454.2200000000003,14,17,0
13573.0,622.07,4,14,0
13574.0,421.25,1,46,0
13576.0,4812.85,13,8,0
13577.0,1688.32,9,17,0
13578.0,147.66,1,44,0
13579.0,1068.8,5,4,0
13580.0,107.75,1,41,0
13581.0,162.53,1,49,0
13582.0,241.68,2,24,0
13583.0,664.001,1,314,0
13584.0,204.75,4,133,0
13585.0,674.46,4,165,0
13586.0,131.53,1,176,0
13587.0,961.1,3,84,0
