CustomerID,RFM_Level
13720,Middle
13721,Middle
13722,Middle
13723,Low
13725,Middle
13726,Top
13727,Middle
13728,Middle
13730,Middle
13731,Middle
13732,Middle
13735,Top
13736,Top
13737,Low
13740,Low
13741,Middle
13742,Top
13743,Middle
13744,Middle
13745,Low
13748,Middle
13750,Middle
13751,Low
13752,Middle
13753,Low
13754,Low
13755,Top
13756,Top
13758,Top
13759,Middle
13760,Low
13761,Middle
13762,Low
13763,Middle
13764,Middle
13767,Top
13769,Top
13771,Middle
13772,Top
13774,Low
13777,Top
13778,Low
13780,Middle
13781,Low
13782,Top
13784,Low
13787,Low
13790,Middle
13791,Middle
13792,Low
13798,Top
13799,Middle
13800,Middle
13801,Low
13802,Middle
13803,Low
13804,Top
13805,Middle
13808,Top
13819,Middle
13821,Middle
13822,Middle
13823,Top
13824,Middle
13826,Low
13827,Middle
13828,Low
13831,Top
13832,Low
13833,Low
13835,Middle
13837,Low
13838,Top
13842,Top
13844,Middle
13846,Middle
13848,Low
13849,Top
13850,Middle
13851,Middle
13853,Middle
13854,Top
13856,Low
13858,Low
13859,Low
13860,Top
13862,Top
13863,Low
13865,Middle
13866,Low
13867,Middle
13868,Middle
13869,Top
13870,Top
13871,Top
13873,Low
13874,Low
13875,Top
13876,Low
13878,Middle
13880,Top
13881,Top
13882,Top
13883,Top
13884,Top
13885,Low
13886,Low
13887,Low
13888,Middle
13889,Middle
13890,Top
13892,Middle
13893,Low
13894,Middle
13895,Top
13897,Middle
13898,Low
13899,Low
13900,Low
13901,Top
13904,Low
13908,Top
13911,Top
13914,Middle
13917,Low
13918,Middle
13922,Low
13923,Middle
13924,Top
13925,Middle
13926,Low
13927,Low
13928,Middle
13929,Middle
13930,Low
13931,Middle
13933,Low
13934,Middle
13936,Low
13937,Low
13938,Low
13939,Middle
13940,Middle
13941,Middle
13946,Low
13947,Low
13948,Low
13949,Top
13950,Middle
13951,Low
13952,Middle
13953,Middle
13954,Middle
13955,Low
13956,Top
13959,Middle
13960,Low
13962,Low
13963,Low
13967,Low
13969,Top
13971,Top
13972,Low
13973,Middle
13974,Low
13975,Top
13978,Middle
13979,Middle
13980,Low
13982,Middle
13983,Top
13984,Low
13985,Top
13986,Middle
13988,Top
13989,Middle
13990,Low
13991,Top
13992,Low
13993,Top
13994,Top
13995,Middle
13999,Top
14000,Low
14001,Middle
14002,Middle
14004,Top
14005,Top
14006,Middle
14009,Middle
14012,Low
14013,Middle
14014,Low
14015,Middle
14019,Middle
14020,Middle
14021,Middle
14022,Low
14023,Middle
14024,Low
14027,Low
14029,Low
14030,Top
14031,Top
14032,Top
14034,Middle
14035,Middle
14036,Middle
14037,Low
14038,Middle
14039,Middle
14040,Top
14041,Low
14044,Middle
14047,Middle
14048,Middle
14049,Top
14050,Middle
14051,Top
14052,Middle
14054,Low
14055,Middle
14056,Top
14057,Top
14059,Low
14060,Top
14062,Top
14064,Middle
14066,Low
14067,Middle
14068,Low
14071,Top
14073,Low
14075,Top
14076,Low
14077,Middle
14078,Middle
14079,Low
14081,Middle
14082,Low
14083,Top
14085,Top
14087,Middle
14088,Top
14089,Low
14092,Top
14093,Middle
14096,Top
14098,Middle
14099,Top
14100,Low
14101,Middle
14102,Top
14104,Low
14105,Middle
14107,Top
14108,Middle
14109,Low
14110,Top
14112,Top
14113,Middle
14114,Low
14116,Middle
14117,Low
14121,Top
14124,Low
14125,Top
14126,Middle
14127,Middle
14128,Middle
14129,Top
14130,Middle
14132,Top
14133,Middle
14135,Top
14138,Top
14139,Middle
14140,Top
14141,Middle
14145,Middle
14146,Top
14147,Low
14148,Low
14149,Low
14150,Middle
14152,Middle
14154,Middle
14155,Low
14157,Low
14158,Middle
14159,Top
14161,Middle
14162,Low
14163,Middle
14164,Low
14165,Low
14167,Middle
14171,Middle
14173,Middle
14174,Middle
14175,Top
14176,Low
14177,Middle
14178,Top
14179,Top
14180,Top
14184,Middle
14185,Low
14188,Top
14189,Top
14191,Top
14193,Middle
14194,Top
14195,Low
14196,Middle
14198,Middle
14201,Middle
14204,Middle
14205,Middle
14206,Low
14208,Low
14209,Middle
14210,Top
14211,Middle
14212,Middle
14214,Middle
14215,Top
14216,Top
14217,Top
14218,Low
14219,Middle
14220,Middle
14221,Top
14222,Middle
14223,Middle
14224,Middle
14226,Top
14227,Top
14229,Middle
14231,Middle
14232,Top
14233,Middle
14234,Top
14235,Middle
14236,Low
14239,Top
14240,Middle
14241,Low
14242,Low
14243,Top
14245,Middle
14246,Middle
14247,Low
14248,Low
14250,Top
14251,Top
14256,Middle
14257,Middle
14258,Top
14259,Low
14261,Middle
14262,Top
14264,Low
14267,Middle
14270,Low
14271,Low
14272,Middle
14273,Low
14276,Middle
14280,Low
14282,Top
14284,Middle
14285,Middle
14286,Top
14287,Middle
14288,Low
14289,Middle
14290,Top
14291,Top
14292,Top
14293,Middle
14295,Low
14297,Top
14298,Top
14299,Top
14301,Middle
14304,Low
14305,Middle
14306,Middle
14307,Top
14309,Top
14311,Low
14312,Middle
14314,Low
14315,Top
14317,Middle
14320,Low
14321,Top
14323,Middle
14326,Low
14327,Low
14329,Top
14331,Low
14332,Middle
14333,Low
14334,Top
14336,Top
14338,Low
14339,Low
14340,Low
14341,Top
14342,Middle
14344,Middle
14345,Low
14346,Middle
14348,Low
14349,Middle
14350,Low
14351,Low
14352,Middle
14353,Low
14354,Middle
14356,Middle
14357,Middle
14359,Middle
14360,Top
14362,Middle
14364,Middle
14367,Top
14368,Low
14371,Low
14373,Low
14375,Middle
14377,Low
14379,Middle
14381,Middle
14382,Top
14383,Top
14385,Middle
14386,Low
14387,Top
14388,Top
14389,Middle
14390,Top
14393,Low
14395,Top
14396,Middle
14397,Top
14400,Low
14401,Top
14403,Middle
14404,Middle
14406,Low
14407,Middle
14408,Top
14409,Middle
14410,Middle
14411,Low
14412,Middle
14413,Low
14414,Top
14415,Top
14416,Low
14418,Top
14419,Top
14420,Low
14421,Middle
14422,Top
14426,Top
14427,Middle
14428,Top
14431,Low
14432,Top
14434,Middle
14436,Low
14438,Low
14440,Top
14441,Top
14443,Middle
14446,Top
14447,Top
14448,Low
14449,Top
14450,Low
14451,Middle
14452,Middle
14453,Low
14456,Top
14459,Middle
14461,Middle
14462,Middle
14463,Low
14465,Middle
14466,Top
14467,Middle
14470,Middle
14472,Top
14473,Low
14474,Low
14475,Middle
14476,Low
14477,Middle
14479,Low
14481,Low
14482,Top
14484,Middle
14485,Middle
14487,Top
14488,Middle
14489,Low
14491,Low
14493,Top
14494,Low
14495,Low
14496,Low
14497,Low
14498,Top
14499,Top
14501,Low
14502,Top
14503,Top
14504,Middle
14505,Top
14506,Top
14507,Top
14508,Middle
14511,Top
14512,Low
14513,Low
14514,Middle
14515,Top
14517,Middle
14518,Middle
14520,Middle
14522,Middle
14523,Low
14524,Top
14525,Top
14527,Top
14528,Middle
14529,Middle
14530,Top
14532,Low
14533,Top
14534,Top
14535,Top
14536,Low
14537,Low
14538,Low
14539,Middle
14540,Top
14541,Middle
14543,Top
14544,Top
14546,Top
14547,Top
14548,Low
14549,Low
14550,Middle
14551,Low
14552,Low
14553,Middle
14554,Top
14555,Low
14557,Middle
14560,Top
14561,Middle
14562,Top
14565,Top
14567,Middle
14569,Middle
14570,Low
14572,Top
14573,Middle
14577,Top
14578,Middle
14581,Middle
14582,Low
14583,Top
14584,Middle
14585,Middle
14586,Low
14587,Top
14591,Top
14592,Middle
14593,Top
14594,Middle
14595,Middle
14597,Middle
14598,Middle
14600,Low
14601,Middle
14603,Middle
14606,Top
14607,Top
14608,Top
14616,Low
14618,Middle
14619,Low
14620,Low
14621,Top
14622,Low
14623,Top
14624,Low
14625,Middle
14626,Top
14628,Middle
14629,Top
14631,Middle
14632,Low
14633,Low
14636,Middle
14638,Middle
14639,Top
14640,Top
14641,Middle
14643,Low
14644,Middle
14645,Low
14647,Low
14649,Top
14651,Middle
14652,Low
14653,Top
14655,Middle
14656,Middle
14657,Top
14658,Middle
14659,Top
14660,Low
14662,Middle
14664,Middle
14665,Middle
14666,Low
14667,Top
14669,Middle
14670,Middle
14672,Middle
14673,Top
14675,Top
14676,Middle
14680,Top
14681,Middle
14682,Low
14684,Top
14687,Low
14688,Top
14689,Low
14690,Middle
14691,Top
14692,Middle
14693,Low
14696,Top
14697,Low
14698,Top
14699,Low
14700,Top
14701,Top
14702,Top
14703,Middle
14704,Top
14708,Middle
14709,Top
14710,Top
14711,Top
14712,Middle
14713,Top
14714,Low
14715,Middle
14716,Middle
14719,Top
14720,Middle
14722,Low
14723,Top
14725,Middle
14727,Low
14730,Top
14731,Middle
14732,Top
14733,Top
14735,Top
14737,Top
14738,Low
14739,Top
14740,Middle
14741,Top
14744,Middle
14745,Middle
14747,Low
14748,Middle
14752,Middle
14753,Middle
14754,Middle
14755,Top
14756,Middle
14757,Low
14758,Middle
14759,Top
14760,Low
14761,Low
14762,Low
14765,Middle
14766,Top
14768,Middle
14769,Top
14770,Middle
14772,Low
14775,Middle
14776,Top
14778,Middle
14779,Low
14780,Middle
14782,Low
14784,Low
14788,Middle
14790,Low
14793,Low
14794,Top
14795,Low
14796,Top
14798,Low
14799,Low
14800,Top
14801,Middle
14803,Middle
14804,Middle
14805,Top
14806,Low
14808,Top
14810,Top
14815,Middle
14817,Middle
14818,Middle
14819,Low
14820,Middle
14823,Middle
14824,Middle
14825,Top
14828,Low
14829,Middle
14830,Low
14834,Top
14837,Top
14841,Top
14842,Top
14844,Top
14847,Low
14849,Top
14850,Low
14851,Middle
14852,Top
14853,Middle
14854,Top
14855,Middle
14856,Middle
14857,Middle
14859,Top
14860,Low
14862,Middle
14863,Middle
14866,Top
14867,Middle
14868,Top
14869,Middle
14870,Low
14871,Middle
14873,Low
14875,Middle
14878,Top
14880,Middle
14881,Middle
14882,Middle
14883,Middle
14885,Middle
14886,Low
14888,Low
14889,Low
14890,Low
14891,Low
14893,Middle
14894,Middle
14895,Top
14896,Low
14897,Top
14898,Top
14901,Middle
14902,Middle
14903,Top
14904,Top
14905,Middle
14907,Top
14908,Low
14910,Middle
14913,Middle
14915,Middle
14916,Middle
14918,Middle
14920,Middle
14921,Middle
14923,Middle
14924,Low
14929,Middle
14944,Top
14947,Low
14948,Middle
14950,Middle
14951,Low
14952,Top
14953,Middle
14954,Middle
14957,Low
14958,Low
14959,Middle
14960,Middle
14961,Top
14962,Low
14963,Top
14964,Low
14965,Middle
14966,Middle
14967,Middle
14968,Low
14970,Middle
14971,Top
14972,Low
14973,Low
14974,Low
14975,Low
14976,Middle
14978,Top
14981,Low
14984,Middle
14985,Low
14987,Middle
14988,Middle
14995,Middle
14997,Middle
14998,Middle
15000,Middle
15002,Middle
15004,Middle
15005,Top
15006,Middle
15007,Low
15009,Top
15010,Middle
15012,Middle
15014,Middle
15016,Low
15017,Low
15018,Middle
15019,Low
15021,Top
15022,Top
15023,Top
15024,Top
15025,Middle
15026,Middle
15027,Middle
15028,Middle
15030,Low
15031,Middle
15032,Middle
15033,Top
15034,Top
15035,Low
15036,Middle
15038,Middle
15039,Top
15041,Low
15043,Middle
15044,Top
15045,Low
15046,Top
15047,Low
15048,Middle
15050,Top
15051,Top
15052,Low
15053,Top
15054,Top
15057,Low
15058,Top
15059,Top
15060,Top
15061,Top
15062,Middle
15063,Low
15065,Top
15066,Middle
15067,Middle
15068,Middle
15069,Low
15071,Middle
15073,Top
15074,Middle
15075,Middle
15076,Low
15078,Top
15079,Middle
15081,Middle
15083,Low
15087,Low
15088,Middle
15089,Top
15090,Low
15091,Middle
15092,Low
15093,Top
15095,Middle
15096,Low
15097,Middle
15099,Middle
15101,Middle
15103,Middle
15104,Middle
15105,Top
15106,Top
15107,Low
15109,Low
15110,Middle
15111,Middle
15113,Top
15114,Top
15115,Middle
15116,Top
15117,Top
15118,Middle
15119,Low
15120,Middle
15121,Low
15122,Middle
15123,Top
15124,Middle
15125,Top
15127,Middle
15128,Middle
15129,Top
15130,Low
15132,Middle
15133,Middle
15134,Top
15135,Low
15136,Top
15139,Low
15140,Middle
15142,Middle
15143,Low
15144,Top
15145,Top
15146,Middle
15147,Low
15148,Middle
15149,Middle
15150,Top
15152,Top
15153,Low
15154,Middle
15156,Top
15157,Top
15158,Middle
15159,Top
15160,Low
15163,Middle
15164,Middle
15167,Low
15168,Low
15172,Top
15174,Low
15175,Low
15178,Low
15179,Top
15181,Middle
15182,Low
15184,Middle
15185,Low
15186,Middle
15187,Top
15189,Top
15192,Middle
15193,Low
15194,Top
15195,Middle
15197,Top
15198,Low
15199,Low
15201,Middle
15203,Top
15204,Low
15205,Middle
15206,Low
15208,Middle
15210,Low
15211,Middle
15213,Low
15214,Top
15215,Middle
15218,Top
15219,Low
15220,Top
15223,Low
15224,Low
15225,Low
15226,Low
15227,Middle
15228,Middle
15230,Low
15232,Middle
15234,Low
15235,Middle
15236,Low
15237,Middle
15238,Middle
15239,Middle
15240,Middle
15241,Middle
15243,Low
15244,Middle
15245,Middle
15246,Low
15247,Low
15249,Top
15251,Top
15252,Middle
15253,Top
15254,Middle
15255,Middle
15257,Low
15258,Low
15260,Low
15261,Low
15263,Low
15264,Low
15265,Middle
15266,Low
15267,Middle
15269,Middle
15270,Middle
15271,Top
15272,Middle
15274,Middle
15275,Middle
15276,Middle
15277,Low
15279,Low
15280,Low
15281,Top
15286,Middle
15287,Middle
15288,Top
15289,Middle
15290,Top
15291,Top
15292,Low
15296,Top
15297,Middle
15298,Top
15300,Low
15301,Top
15303,Low
15304,Middle
15306,Middle
15307,Low
15308,Low
15311,Top
15312,Middle
15314,Low
15315,Middle
15316,Low
15318,Middle
15319,Low
15320,Middle
15321,Middle
15322,Middle
15325,Middle
15326,Low
15327,Low
15329,Middle
15330,Low
15333,Middle
15334,Middle
15335,Low
15339,Middle
15341,Middle
15342,Middle
15343,Middle
15344,Middle
15345,Low
15346,Low
15348,Low
15349,Middle
15351,Top
15353,Low
15355,Low
15356,Top
15358,Top
15360,Low
15361,Low
15364,Middle
15365,Top
15366,Middle
15367,Middle
15368,Middle
15370,Middle
15372,Middle
15373,Top
15376,Top
15379,Middle
15380,Middle
15382,Top
15384,Low
15385,Low
15386,Low
15392,Top
15393,Low
15394,Top
15395,Low
15396,Middle
15397,Low
15398,Top
15399,Top
15400,Low
15402,Low
15405,Low
15406,Middle
15407,Top
15408,Middle
15410,Top
15411,Top
15412,Low
15414,Middle
15415,Middle
15416,Top
15417,Middle
15419,Low
15421,Middle
15422,Low
15424,Low
15426,Top
15427,Top
15428,Middle
15429,Middle
15432,Low
15433,Low
15434,Middle
15435,Middle
15436,Top
15437,Low
15438,Low
15440,Middle
15443,Top
15444,Top
15445,Low
15447,Low
15448,Low
15449,Middle
15450,Low
15452,Middle
15453,Top
15454,Low
15456,Middle
15457,Low
15458,Low
15460,Low
15462,Low
15463,Low
15464,Middle
15465,Middle
15466,Middle
15467,Middle
15468,Middle
15469,Middle
15471,Middle
15472,Middle
15473,Middle
15475,Middle
15478,Middle
15482,Top
15483,Middle
15484,Top
15485,Middle
15489,Top
15491,Top
15492,Middle
15493,Top
15494,Top
15497,Middle
15498,Top
15500,Top
15502,Top
15503,Low
15504,Low
15505,Middle
15506,Top
15507,Middle
15508,Middle
15511,Top
15512,Low
15513,Top
15514,Top
15516,Low
15517,Low
15518,Top
15520,Middle
15521,Top
15522,Middle
15523,Middle
15525,Middle
15527,Top
15528,Low
15529,Top
15530,Middle
15531,Top
15532,Top
15533,Middle
15535,Middle
15537,Low
15539,Middle
15540,Middle
15541,Low
15543,Low
15544,Top
15545,Middle
15547,Top
15549,Middle
15550,Middle
15551,Middle
15552,Low
15553,Middle
15554,Low
15555,Top
15556,Middle
15557,Middle
15561,Middle
15563,Middle
15565,Low
15567,Middle
15568,Middle
15569,Middle
15570,Top
15571,Top
15572,Top
15573,Middle
15574,Low
15576,Middle
15577,Middle
15579,Middle
15581,Middle
15582,Low
15584,Middle
15585,Low
15587,Middle
15589,Low
15592,Middle
15593,Low
15594,Top
15596,Middle
15597,Low
15598,Low
15599,Middle
15601,Top
15602,Top
15604,Low
15605,Middle
15606,Middle
15607,Low
15608,Middle
15609,Low
15610,Low
15611,Middle
15612,Middle
15615,Top
15618,Middle
15620,Middle
15621,Middle
15622,Top
15623,Low
15624,Middle
15625,Middle
15626,Middle
15628,Top
15630,Middle
15632,Top
15634,Middle
15636,Low
15637,Low
15639,Low
15640,Top
15641,Middle
15643,Low
15644,Middle
15645,Top
15646,Low
15648,Middle
15651,Middle
15652,Middle
15653,Middle
15654,Middle
15655,Low
15656,Middle
15657,Low
15658,Low
15659,Low
15660,Top
15661,Low
15663,Low
15664,Low
15665,Middle
15667,Middle
15669,Middle
15670,Low
15671,Middle
15673,Top
15674,Top
15675,Low
15676,Top
15677,Middle
15678,Low
15679,Top
15680,Middle
15681,Middle
15683,Low
15687,Top
15689,Low
15690,Middle
15692,Low
15694,Top
15695,Low
15696,Top
15699,Middle
15700,Middle
15701,Top
15704,Middle
15705,Low
15706,Middle
15707,Top
15708,Top
15709,Low
15712,Top
15713,Low
15714,Middle
15716,Middle
15717,Low
15719,Top
15720,Top
15721,Top
15722,Top
15723,Low
15724,Low
15725,Middle
15727,Top
15729,Low
15730,Middle
15732,Low
15733,Low
15734,Low
15737,Top
15738,Top
15739,Low
15740,Low
15743,Top
15745,Middle
15746,Low
15747,Top
15748,Low
15749,Middle
15750,Top
15752,Top
15754,Middle
15755,Top
15756,Middle
15757,Middle
15758,Low
15759,Low
15762,Middle
15763,Middle
15764,Top
15766,Low
15768,Low
15769,Top
15773,Middle
15774,Middle
15775,Low
15776,Middle
15777,Middle
15780,Middle
15781,Low
15782,Top
15783,Middle
15785,Top
15786,Top
15787,Top
15789,Low
15790,Middle
15791,Middle
15793,Middle
15795,Middle
15796,Top
15797,Low
15799,Middle
15800,Middle
15801,Middle
15803,Low
15804,Top
15805,Top
15806,Middle
15807,Middle
15808,Middle
15809,Middle
15810,Middle
15811,Top
15812,Middle
15813,Middle
15814,Top
15815,Middle
15819,Top
15820,Low
15821,Middle
15822,Middle
15825,Low
15826,Middle
15827,Top
15829,Middle
15830,Low
15831,Middle
15832,Middle
15834,Top
15835,Middle
15836,Low
15837,Middle
15838,Top
15839,Middle
15840,Middle
15841,Low
15843,Low
15844,Low
15845,Top
15847,Low
15850,Middle
15852,Low
15853,Low
15854,Top
15855,Middle
15856,Top
15857,Middle
15858,Top
15860,Top
15861,Top
15862,Middle
15863,Low
15864,Middle
15865,Middle
15866,Middle
15867,Top
15869,Low
15870,Top
15872,Top
15874,Top
15877,Top
15881,Low
15882,Low
15883,Middle
15885,Low
15886,Low
15888,Low
15889,Low
15891,Middle
15895,Low
15897,Low
15898,Middle
15900,Middle
15901,Middle
15903,Top
15904,Middle
15906,Top
15907,Top
15909,Low
15910,Top
15912,Low
15916,Top
15917,Low
15918,Low
15919,Middle
15920,Low
15921,Low
15925,Low
15930,Low
15932,Top
15933,Middle
15935,Low
15937,Low
15939,Middle
15942,Low
15944,Low
15947,Middle
15948,Top
15949,Middle
15950,Top
15951,Top
15952,Middle
15953,Top
15955,Top
15957,Middle
15958,Low
15963,Middle
15965,Top
15967,Middle
15969,Middle
15970,Low
15971,Middle
15974,Top
15975,Middle
15976,Middle
15977,Middle
15978,Middle
15980,Middle
15981,Top
15983,Middle
15984,Top
15985,Middle
15986,Low
15987,Middle
15988,Low
15990,Middle
15992,Middle
15993,Top
15994,Middle
15996,Middle
15998,Top
16000,Middle
16003,Top
16005,Top
16006,Low
16007,Top
16008,Middle
16009,Middle
16010,Low
16011,Top
16012,Middle
16013,Top
16014,Middle
16015,Top
16016,Top
16017,Low
16018,Middle
16019,Top
16020,Top
16022,Middle
16023,Middle
16024,Middle
16025,Middle
16026,Middle
16027,Middle
16029,Top
16030,Low
16031,Middle
16033,Top
16034,Low
16036,Middle
16037,Middle
16038,Middle
16040,Middle
16041,Low
16042,Middle
16043,Middle
16045,Middle
16049,Top
16050,Low
16052,Middle
16053,Middle
16054,Middle
16055,Low
16056,Middle
16057,Top
16059,Middle
16062,Top
16063,Low
16066,Top
16070,Middle
16071,Low
16072,Low
16076,Top
16079,Top
16080,Low
16081,Top
16083,Middle
16084,Middle
16085,Top
